Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss and deferred, Redskins to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,WAS 25,0,0,Robert Kelley middle for 6 yards (tackle by Najee Goode),0.610,0.870
1,14:21,2,4,WAS 31,0,0,Kirk Cousins pass complete deep right to Vernon Davis for 31 yards (tackle by Nigel Bradham),0.870,3.050
1,13:49,1,10,PHI 38,0,0,Robert Kelley middle for 1 yard (tackle by Vinny Curry and Beau Allen),3.050,2.640
1,13:10,2,9,PHI 37,0,0,Kirk Cousins pass complete short middle to Jamison Crowder for 20 yards (tackle by Jalen Mills),2.640,4.440
1,12:32,1,10,PHI 17,0,0,Chris Thompson right end for 2 yards (tackle by Beau Allen),4.440,4.150
1,11:57,2,8,PHI 15,0,0,Kirk Cousins pass incomplete short right intended for Josh Doctson,4.150,3.340
1,11:52,3,8,PHI 15,0,0,Kirk Cousins pass complete short left to Ryan Grant for 6 yards (tackle by Patrick Robinson),3.340,2.950
1,11:22,4,2,PHI 9,3,0,Nick Rose 27 yard field goal good,2.950,3.000
1,11:18,,,WAS 35,3,0,"Nick Rose kicks off 65 yards, touchback",0.000,-0.610
1,11:18,1,10,PHI 25,3,0,"Carson Wentz pass complete short left to Alshon Jeffery for 7 yards (tackle by Quinton Dunbar). Penalty on Alshon Jeffery: Offensive Pass Interference, 10 yards (no play)",0.610,-0.410
1,10:47,1,20,PHI 15,3,0,"Wendell Smallwood left end for 3 yards (tackle by Montae Nicholson and Ryan Kerrigan). Penalty on Zach Ertz: Illegal Block Above the Waist, 9 yards",-0.410,-0.990
1,10:17,1,26,PHI 9,3,0,"Carson Wentz for 1 yard. Penalty on Lane Johnson: Offensive Holding, 4 yards (no play)",-0.990,-1.140
1,9:56,1,30,PHI 5,3,0,"Penalty on PHI: Offensive 12 On-field, 3 yards (no play)",-1.140,-1.250
1,9:32,1,33,PHI 2,3,0,LeGarrette Blount middle for 2 yards (tackle by Kendall Fuller),-1.250,-2.310
1,8:49,2,31,PHI 4,3,0,Carson Wentz pass incomplete deep middle intended for Torrey Smith is intercepted by Quinton Dunbar at WAS-42,-2.310,-1.730
1,8:39,1,10,WAS 42,3,0,Jamison Crowder right end for 3 yards (tackle by Malcolm Jenkins),1.730,1.590
1,7:59,2,7,WAS 45,3,0,Robert Kelley right end for -2 yards (tackle by Vinny Curry),1.590,0.630
1,7:16,3,9,WAS 43,3,0,Kirk Cousins pass incomplete short right intended for Jordan Reed,0.630,-0.520
1,7:10,4,9,WAS 43,3,0,"Tress Way punts 44 yards, out of bounds. Penalty on Nick Sundberg: Offensive Holding, 10 yards (no play)",-0.520,-1.180
1,7:00,4,19,WAS 33,3,0,"Tress Way punts 44 yards, returned by Kenjon Barner for 22 yards (tackle by Niles Paul)",-1.180,-1.930
1,6:46,1,10,PHI 45,3,0,Carson Wentz pass incomplete short right intended for Brent Celek (defended by Quinton Dunbar),1.930,1.380
1,6:40,2,10,PHI 45,3,0,Kenjon Barner left guard for 2 yards (tackle by Bashaud Breeland),1.380,0.960
1,5:56,3,8,PHI 47,3,0,Carson Wentz sacked by Ryan Kerrigan and Junior Galette for -8 yards,0.960,-0.780
1,5:19,4,16,PHI 39,3,0,"Donnie Jones punts 52 yards, returned by Jamison Crowder for 5 yards (tackle by Kamu Grugier-Hill). Jamison Crowder fumbles (forced by Kamu Grugier-Hill), recovered by Joshua Holsey at WAS-7 (tackle by Corey Graham)",-0.780,0.380
1,5:05,1,10,WAS 7,3,0,Kirk Cousins pass complete short left to Ryan Grant for 3 yards (tackle by Rasul Douglas),-0.380,-0.560
1,4:26,2,7,WAS 10,3,0,Kirk Cousins pass complete deep left to Niles Paul for 32 yards (tackle by Rodney McLeod and Patrick Robinson),-0.560,1.730
1,3:52,1,10,WAS 42,3,0,Robert Kelley right end for 8 yards (tackle by Chris Long),1.730,2.270
1,3:09,2,2,,3,0,Kirk Cousins pass incomplete deep right intended for Jordan Reed,2.270,1.550
1,3:05,3,2,,3,0,Kirk Cousins sacked by Derek Barnett for -8 yards,1.550,-0.590
1,2:30,4,10,WAS 42,3,0,"Tress Way punts 48 yards, returned by Kenjon Barner for 10 yards (tackle by Martrell Spaight). Penalty on Dexter McDougle: Offensive Holding, 5 yards",-0.590,0.380
1,2:19,1,10,PHI 5,3,0,Wendell Smallwood right end for 2 yards (tackle by Mason Foster),-0.380,-0.630
1,1:38,2,8,PHI 7,3,0,Wendell Smallwood middle for 4 yards (tackle by Preston Smith),-0.630,-0.720
1,1:01,3,4,PHI 11,3,0,Carson Wentz pass complete short left to Alshon Jeffery for 13 yards (tackle by Quinton Dunbar),-0.720,0.540
1,0:19,1,10,PHI 24,3,0,"Carson Wentz left end for 11 yards (tackle by Kendall Fuller). Penalty on Quinton Dunbar: Face Mask (15 Yards), 15 yards, Penalty on Bashaud Breeland: Defensive Holding (Declined)",0.540,2.260
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,,3,0,"Carson Wentz middle for 2 yards (tackle by Junior Galette). Penalty on Junior Galette: Face Mask (15 Yards), 15 yards",2.260,3.380
2,14:35,1,10,WAS 33,3,0,Carson Wentz pass incomplete short right intended for Alshon Jeffery (defended by Bashaud Breeland),3.380,2.840
2,14:32,2,10,WAS 33,3,0,Carson Wentz sacked by Mason Foster and Zach Brown for -10 yards,2.840,0.830
2,13:46,3,20,WAS 43,3,0,Carson Wentz pass complete short middle to Nelson Agholor for 11 yards (tackle by Zach Brown),0.830,1.240
2,13:19,4,9,WAS 32,3,3,Jake Elliott 50 yard field goal good,1.240,3.000
2,13:15,,,PHI 35,3,3,"Jake Elliott kicks off 64 yards, returned by Chris Thompson for 18 yards (tackle by Joe Walker)",0.000,-0.150
2,13:10,1,10,WAS 19,3,3,Kirk Cousins for 11 yards,0.150,0.940
2,12:34,1,10,WAS 30,3,3,Kirk Cousins pass complete short left to Josh Doctson for 17 yards,0.940,2.060
2,12:02,1,10,WAS 47,3,3,Kirk Cousins pass complete deep middle to Vernon Davis for 31 yards (tackle by Malcolm Jenkins),2.060,4.110
2,11:16,1,10,PHI 22,3,3,Chris Thompson left end for 4 yards (tackle by Jaylen Watkins),4.110,4.130
2,10:30,2,6,PHI 18,3,3,Kirk Cousins pass complete short right to Jamison Crowder for 8 yards (tackle by Malcolm Jenkins),4.130,4.910
2,10:04,1,10,PHI 10,3,3,"Kirk Cousins pass incomplete short left intended for Jordan Reed. Penalty on Destiny Vaeao: Illegal Use of Hands, 5 yards (no play)",4.910,6.060
2,9:58,1,5,PHI 5,3,3,Robert Kelley middle for -2 yards (tackle by Nigel Bradham),6.060,4.760
2,9:20,2,7,PHI 7,9,3,"Kirk Cousins pass complete short left to Chris Thompson for 7 yards, touchdown",4.760,7.000
2,9:14,,,PHI 15,10,3,Nick Rose kicks extra point good,0.000,0.000
2,9:14,,,WAS 35,10,3,"Nick Rose kicks off 65 yards, touchback",0.000,-0.610
2,9:14,1,10,PHI 25,10,3,LeGarrette Blount middle for 3 yards (tackle by D.J. Swearinger),0.610,0.470
2,8:38,2,7,PHI 28,10,3,Carson Wentz pass incomplete deep right intended for Alshon Jeffery,0.470,-0.230
2,8:31,3,7,PHI 28,10,3,Carson Wentz pass incomplete short left intended for Nelson Agholor (defended by Bashaud Breeland). Penalty on Wendell Smallwood: Illegal Use of Hands (Declined),-0.230,-1.500
2,8:26,4,7,PHI 28,10,3,"Donnie Jones punts 49 yards, returned by Jamison Crowder for 8 yards",-1.500,-1.000
2,8:17,1,10,WAS 31,10,3,Chris Thompson right end for 4 yards (tackle by Rodney McLeod and Jalen Mills),1.000,1.000
2,7:34,2,6,WAS 35,10,3,Kirk Cousins pass complete short right to Josh Doctson for 5 yards (tackle by Jalen Mills),1.000,0.960
2,6:51,3,1,WAS 40,10,3,Kirk Cousins pass complete short left to Jordan Reed for no gain,0.960,-0.720
2,6:28,4,1,WAS 40,10,3,"Tress Way punts 60 yards, touchback",-0.720,-0.280
2,6:20,1,10,PHI 20,10,3,Carson Wentz pass complete short left to Wendell Smallwood for 6 yards (tackle by Zach Brown),0.280,0.540
,,,,,,,"WAS challenged the runner was not down by contact ruling, and the original play was overturned.",,
2,5:46,2,4,PHI 26,10,3,Wendell Smallwood middle for 5 yards (tackle by Preston Smith),0.540,1.000
2,5:20,1,10,PHI 31,10,3,Wendell Smallwood right end for 9 yards (tackle by Preston Smith),1.000,1.680
2,4:57,2,1,PHI 40,10,3,Wendell Smallwood middle for no gain (tackle by Preston Smith),1.680,0.960
2,4:38,3,1,PHI 40,10,3,Carson Wentz middle for 2 yards (tackle by Mason Foster),0.960,1.730
2,4:16,1,10,PHI 42,10,3,"Carson Wentz sacked by Zach Brown for -6 yards. Carson Wentz fumbles (forced by Zach Brown), recovered by Carson Wentz at PHI-36. Carson Wentz fumbles (forced by Zach Brown), recovered by Carson Wentz at PHI-36",1.730,0.380
2,3:29,2,16,PHI 36,10,9,"Carson Wentz pass complete deep right to Mack Hollins for 64 yards, touchdown",0.380,7.000
2,3:19,,,WAS 15,10,10,Jake Elliott kicks extra point good,0.000,0.000
2,3:19,,,PHI 35,10,10,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
2,3:19,1,10,WAS 25,10,10,Kirk Cousins pass complete short right to Chris Thompson for 7 yards (tackle by Najee Goode),0.610,1.010
2,2:47,2,3,WAS 32,10,10,Chris Thompson right end for 2 yards (tackle by Jalen Mills),1.010,0.560
2,2:04,3,1,WAS 34,10,10,Kirk Cousins pass incomplete short right intended for Jamison Crowder,0.560,-1.110
2,1:59,4,1,WAS 34,10,10,"Tress Way punts 46 yards, fair catch by Kenjon Barner",-1.110,-0.280
2,1:52,1,10,PHI 20,10,10,"Carson Wentz left end for 11 yards (tackle by Zach Brown). Penalty on Bashaud Breeland: Defensive Holding, 5 yards",0.280,1.330
2,1:44,1,10,PHI 36,10,10,Carson Wentz pass complete deep left to Zach Ertz for 46 yards (tackle by Kendall Fuller),1.330,4.370
2,1:08,1,10,WAS 18,10,10,Wendell Smallwood left end for 4 yards (tackle by Ryan Kerrigan and Montae Nicholson),4.370,4.430
2,0:46,2,6,WAS 14,10,10,"Carson Wentz pass incomplete short right intended for Nelson Agholor. Penalty on Jason Kelce: Ineligible Downfield Pass, 5 yards (no play)",4.430,3.670
2,0:41,2,11,WAS 19,10,10,Carson Wentz pass complete short left to Wendell Smallwood for 8 yards (tackle by Quinton Dunbar),3.670,0.000
2,0:34,,,,,,Timeout #1 by Philadelphia Eagles,0.000,-4.260
2,0:34,3,3,WAS 11,10,10,"Carson Wentz pass incomplete short left intended for Alshon Jeffery. Penalty on Quinton Dunbar: Defensive Pass Interference, 10 yards (no play)",4.260,6.970
2,0:30,1,1,WAS 1,10,10,LeGarrette Blount left tackle for -3 yards (tackle by Mason Foster),6.970,0.000
2,0:26,,,,,,Timeout #2 by Philadelphia Eagles,0.000,0.000
2,0:26,,,,,,Timeout #1 by Washington Redskins,0.000,-5.340
2,0:26,2,4,WAS 4,10,16,"Carson Wentz pass complete short left to Zach Ertz for 4 yards, touchdown",5.340,7.000
2,0:22,,,WAS 15,10,17,Jake Elliott kicks extra point good,0.000,0.000
2,0:22,,,PHI 35,10,17,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
2,0:22,1,10,WAS 25,10,17,Kirk Cousins kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,17,"Nick Rose kicks off 68 yards, returned by Kenjon Barner for 22 yards (tackle by Stefan McClure)",0.000,-0.150
3,14:54,1,10,PHI 19,10,17,LeGarrette Blount right tackle for 2 yards (tackle by Ryan Kerrigan),0.150,-0.060
3,14:11,2,8,PHI 21,10,17,Carson Wentz pass complete short left to Nelson Agholor for 14 yards,-0.060,1.270
3,13:49,1,10,PHI 35,10,17,Carson Wentz pass complete short middle to Nelson Agholor for 10 yards (tackle by Zach Brown),1.270,1.930
3,13:09,1,10,PHI 45,10,17,Carson Wentz pass complete short right to Trey Burton for 7 yards (tackle by Preston Smith),1.930,2.330
3,12:47,2,3,WAS 48,10,17,Carson Wentz pass incomplete deep left intended for Marcus Johnson,2.330,1.620
3,12:40,3,3,WAS 48,10,17,Carson Wentz right end for 21 yards (tackle by Junior Galette),1.620,3.780
3,11:55,1,10,WAS 27,10,17,Carson Wentz pass complete deep middle to Zach Ertz for 21 yards (tackle by D.J. Swearinger),3.780,5.830
3,11:13,1,6,WAS 6,10,17,LeGarrette Blount middle for 2 yards (tackle by Mason Foster),5.830,5.340
3,10:29,2,4,WAS 4,10,17,"Penalty on Halapoulivaati Vaitai: False Start, 5 yards (no play)",5.340,4.380
3,9:54,2,9,WAS 9,10,17,Carson Wentz pass incomplete short left intended for Alshon Jeffery,4.380,3.360
3,9:49,3,9,WAS 9,10,23,"Carson Wentz pass complete short right to Corey Clement for 9 yards, touchdown",3.360,7.000
3,9:43,,,WAS 15,10,24,Jake Elliott kicks extra point good,0.000,0.000
3,9:43,,,PHI 35,10,24,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
3,9:43,1,10,WAS 25,10,24,Kirk Cousins pass incomplete short right intended for Jamison Crowder,0.610,0.060
3,9:39,2,10,WAS 25,10,24,Kirk Cousins pass complete short left to Jordan Reed for 6 yards (tackle by Rodney McLeod),0.060,0.170
3,8:58,3,4,WAS 31,10,24,Kirk Cousins pass complete short right to Jordan Reed for 6 yards (tackle by Malcolm Jenkins),0.170,1.400
3,8:22,1,10,WAS 37,10,24,Chris Thompson right end for 4 yards (tackle by Destiny Vaeao),1.400,1.400
3,7:45,2,6,WAS 41,10,24,Kirk Cousins pass complete short right to Vernon Davis for 1 yard (tackle by Corey Graham),1.400,0.830
3,6:57,3,5,WAS 42,10,24,Kirk Cousins pass incomplete short right intended for Jamison Crowder,0.830,-0.590
3,6:53,4,5,WAS 42,10,24,"Tress Way punts 41 yards, fair catch by Kenjon Barner",-0.590,0.060
3,6:46,1,10,PHI 17,10,24,LeGarrette Blount right tackle for 1 yard (tackle by Matthew Ioannidis and Mason Foster),-0.060,-0.420
3,6:17,2,9,PHI 18,10,24,LeGarrette Blount left end for -7 yards (tackle by Zach Brown),-0.420,-2.120
3,5:36,3,16,PHI 11,10,24,Carson Wentz pass complete short left to Brent Celek for 3 yards (tackle by Zach Brown),-2.120,-2.470
3,4:59,4,13,PHI 14,10,24,"Donnie Jones punts 52 yards, returned by Jamison Crowder for 14 yards (tackle by Najee Goode)",-2.470,-2.130
3,4:48,1,10,WAS 48,10,24,Kirk Cousins pass complete short left to Vernon Davis for 4 yards (tackle by Najee Goode),2.130,2.120
3,4:12,2,6,PHI 48,10,24,Robert Kelley left end for -1 yards (tackle by Derek Barnett),2.120,1.290
3,3:41,3,7,PHI 49,10,24,Kirk Cousins middle for 8 yards (tackle by Malcolm Jenkins),1.290,2.850
3,3:04,1,10,PHI 41,10,24,Kirk Cousins pass complete deep right to Josh Doctson for 17 yards,2.850,3.970
3,2:38,1,10,PHI 24,10,24,Chris Thompson right end for 7 yards (tackle by Malcolm Jenkins),3.970,4.460
3,2:00,2,3,PHI 17,10,24,Kirk Cousins sacked by Malcolm Jenkins for -8 yards,4.460,2.610
3,1:17,3,11,PHI 25,10,24,Kirk Cousins pass complete deep middle to Jordan Reed for 20 yards (tackle by Corey Graham),2.610,6.060
3,0:48,1,5,PHI 5,16,24,"Kirk Cousins pass complete short left to Jordan Reed for 5 yards, touchdown",6.060,7.000
3,0:44,,,PHI 15,17,24,Nick Rose kicks extra point good,0.000,0.000
3,0:44,,,WAS 35,17,24,"Nick Rose kicks off 65 yards, touchback",0.000,-0.610
3,0:44,1,10,PHI 25,17,24,LeGarrette Blount middle for 2 yards (tackle by Kendall Fuller),0.610,0.330
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,PHI 27,17,24,Carson Wentz pass incomplete short right intended for Alshon Jeffery,0.330,-0.360
4,14:55,3,8,PHI 27,17,24,Carson Wentz middle for 17 yards (tackle by Quinton Dunbar),-0.360,1.860
4,14:07,1,10,PHI 44,17,24,Carson Wentz pass complete short right to Zach Ertz for 6 yards (tackle by D.J. Swearinger),1.860,2.130
4,13:43,2,4,,17,24,Wendell Smallwood left tackle for -2 yards (tackle by Zach Brown),2.130,1.160
4,12:59,3,6,PHI 48,17,24,Corey Clement for 6 yards (tackle by Junior Galette),1.160,2.520
4,12:31,1,10,WAS 46,17,24,Carson Wentz pass complete deep left to Alshon Jeffery for 24 yards (tackle by Quinton Dunbar),2.520,4.110
4,11:57,1,10,WAS 22,17,24,Carson Wentz pass complete short left to Zach Ertz for 12 yards (tackle by D.J. Swearinger),4.110,4.910
4,11:14,1,10,WAS 10,17,30,"Carson Wentz pass complete short right to Nelson Agholor for 10 yards, touchdown",4.910,7.000
4,11:10,,,WAS 15,17,31,Jake Elliott kicks extra point good,0.000,0.000
4,11:10,,,PHI 35,17,31,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
4,11:10,1,10,WAS 25,17,31,Kirk Cousins pass complete short left to Chris Thompson for 5 yards (tackle by Brandon Graham),0.610,0.740
4,10:41,2,5,WAS 30,17,31,Kirk Cousins pass incomplete short right intended for Terrelle Pryor,0.740,0.040
4,10:35,3,5,WAS 30,17,31,Kirk Cousins pass complete short left to Terrelle Pryor for 5 yards (tackle by Jaylen Watkins),0.040,1.270
4,10:06,1,10,WAS 35,17,31,Kirk Cousins sacked by Fletcher Cox for -6 yards,1.270,-0.090
4,9:28,2,16,WAS 29,17,31,Kirk Cousins pass complete short left to Chris Thompson for 10 yards (tackle by Corey Graham),-0.090,0.560
4,8:48,3,6,WAS 39,17,31,Kirk Cousins pass incomplete short left intended for Jamison Crowder is intercepted by Corey Graham at WAS-40 and returned for 14 yards,0.560,-3.840
4,8:39,1,10,WAS 26,17,31,Kenjon Barner right end for 2 yards (tackle by Bashaud Breeland),3.840,3.570
4,7:54,2,8,WAS 24,17,31,LeGarrette Blount right tackle for 5 yards (tackle by Terrell McClain),3.570,3.570
4,7:09,3,3,WAS 19,17,31,LeGarrette Blount middle for -5 yards (tackle by Ryan Kerrigan),3.570,1.870
