Quarter,Time,Down,ToGo,Location,MIN,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,MIN 25,0,0,Latavius Murray right guard for 2 yards (tackle by Jamie Collins),0.610,0.330
1,14:28,2,8,MIN 27,0,0,Case Keenum pass complete short right to David Morgan for 7 yards (tackle by Jamar Taylor),0.330,0.560
1,13:56,3,1,MIN 34,0,0,Case Keenum pass complete short middle to Stefon Diggs for 4 yards (tackle by Jamar Taylor),0.560,1.470
1,13:19,1,10,MIN 38,0,0,Latavius Murray right tackle for -1 yards (tackle by Danny Shelton),1.470,0.790
1,12:39,2,11,MIN 37,0,0,Case Keenum pass complete short left to Kyle Rudolph for 3 yards (tackle by Christian Kirksey),0.790,0.500
1,11:57,3,8,MIN 40,0,0,Case Keenum pass incomplete short left intended for Laquon Treadwell is intercepted by Joe Schobert at MIN-45 and returned for 8 yards,0.500,-3.120
1,11:49,1,10,MIN 37,0,0,DeShone Kizer pass complete short left to David Njoku for 11 yards (tackle by Harrison Smith),3.120,3.840
1,11:27,1,10,MIN 26,0,6,"Isaiah Crowell right guard for 26 yards, touchdown",3.840,7.000
1,11:20,,,MIN 15,0,6,Zane Gonzalez kicks extra point no good,0.000,-1.000
1,11:20,,,CLE 35,0,6,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
1,11:20,1,10,MIN 25,0,6,Latavius Murray right tackle for 1 yard (tackle by Joe Schobert),0.610,0.200
1,10:52,2,9,MIN 26,0,6,Latavius Murray right guard for 4 yards (tackle by Joe Schobert),0.200,0.040
1,10:13,3,5,MIN 30,0,6,Case Keenum pass complete short left to Stefon Diggs for 9 yards (tackle by Briean Boddy-Calhoun),0.040,1.530
1,9:44,1,10,MIN 39,0,6,Case Keenum pass incomplete deep left intended for Laquon Treadwell,1.530,0.990
1,9:38,2,10,MIN 39,0,6,Case Keenum pass complete short right to Michael Floyd for 7 yards (tackle by Briean Boddy-Calhoun),0.990,1.220
1,9:06,3,3,MIN 46,0,6,Case Keenum pass incomplete short left intended for Jarius Wright,1.220,-0.320
1,9:03,4,3,MIN 46,0,6,"Ryan Quigley punts 34 yards, muffed catch by Bryce Treggs, recovered by Emmanuel Lamur and returned for no gain. Penalty on Eric Wilson: Unnecessary Roughness, 15 yards",-0.320,3.250
1,8:53,1,10,CLE 35,0,6,Case Keenum sacked by Carl Nassib for -1 yards,3.250,2.570
1,8:19,2,11,CLE 36,0,6,Jerick McKinnon left tackle for -4 yards (tackle by Jamie Collins),2.570,1.350
1,7:36,3,15,CLE 40,0,6,Case Keenum pass complete deep right to Adam Thielen for 17 yards (tackle by James Burgess),1.350,4.040
1,6:54,1,10,CLE 23,0,6,Latavius Murray right tackle for 2 yards (tackle by Joe Schobert),4.040,3.770
1,6:10,2,8,CLE 21,0,6,Case Keenum pass complete short right to Stefon Diggs for 4 yards (tackle by Joe Schobert),3.770,3.660
1,5:34,3,4,CLE 17,0,6,Case Keenum pass incomplete short middle intended for Adam Thielen (defended by Briean Boddy-Calhoun),3.660,2.390
1,5:31,4,4,CLE 17,3,6,Kai Forbath 35 yard field goal good,2.390,3.000
1,5:27,,,MIN 35,3,6,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
1,5:27,1,10,CLE 25,3,6,Duke Johnson left end for 7 yards (tackle by Anthony Harris),0.610,1.010
1,4:55,2,3,CLE 32,3,6,DeShone Kizer pass complete short left to Ricardo Louis for 5 yards (tackle by Xavier Rhodes and Eric Kendricks),1.010,1.400
1,4:13,1,10,CLE 37,3,6,DeShone Kizer pass complete short left to Isaiah Crowell for -1 yards (tackle by Harrison Smith),1.400,0.720
1,3:34,2,11,CLE 36,3,6,Duke Johnson middle for 7 yards (tackle by Eric Kendricks),0.720,0.960
1,2:58,3,4,CLE 43,3,6,DeShone Kizer pass incomplete deep left intended for David Njoku,0.960,-0.520
1,2:53,4,4,CLE 43,3,6,"Britton Colquitt punts 41 yards, fair catch by Stacy Coley",-0.520,0.140
1,2:46,1,10,MIN 16,3,6,Case Keenum pass complete short right to Kyle Rudolph for 6 yards (tackle by Derrick Kindred),-0.140,0.280
1,2:08,2,4,MIN 22,3,6,Latavius Murray right guard for 4 yards (tackle by Joe Schobert),0.280,0.670
1,1:32,1,10,MIN 26,3,6,Latavius Murray middle for 10 yards (tackle by Ibraheim Campbell),0.670,1.330
1,1:08,1,10,MIN 36,3,6,Stefon Diggs left end for -1 yards (tackle by Jamie Collins),1.330,0.660
1,0:40,2,11,MIN 35,3,6,"Case Keenum pass incomplete short right intended for Jarius Wright. Penalty on Rashod Hill: Offensive Holding, 10 yards (no play)",0.660,-0.700
1,0:31,2,21,MIN 25,3,6,Case Keenum pass incomplete short middle intended for Jerick McKinnon (defended by Emmanuel Ogbah),-0.700,-1.350
1,0:27,3,21,MIN 25,3,6,Case Keenum pass incomplete short left intended for Jerick McKinnon (defended by James Burgess),-1.350,-1.700
1,0:23,4,21,MIN 25,3,6,"Ryan Quigley punts 38 yards, fair catch by Bryce Treggs",-1.700,-1.400
1,0:17,1,10,CLE 37,3,6,Isaiah Crowell middle for 2 yards (tackle by Harrison Smith),1.400,1.130
Quarter,Time,Down,ToGo,Location,MIN,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,CLE 39,3,6,DeShone Kizer pass complete short right to Bryce Treggs for 12 yards (tackle by Trae Waynes),1.130,2.320
2,14:26,1,10,MIN 49,3,6,Isaiah Crowell right end for 1 yard (tackle by Ben Gedeon),2.320,1.920
2,13:42,2,9,MIN 48,3,6,Duke Johnson middle for 4 yards (tackle by Ben Gedeon),1.920,1.750
2,13:00,3,5,MIN 44,3,6,DeShone Kizer pass incomplete short right intended for Ricardo Louis (defended by Trae Waynes). Penalty on CLE: Illegal Formation (Declined),1.750,0.330
2,12:55,4,5,MIN 44,3,6,"Britton Colquitt punts 34 yards, fair catch by Marcus Sherels",0.330,0.380
2,12:48,1,10,MIN 10,3,6,Case Keenum pass complete short left to Stefon Diggs for 10 yards (tackle by Mike Jordan),-0.380,0.280
2,12:09,1,10,MIN 20,3,6,Jerick McKinnon middle for 7 yards (tackle by Joe Schobert),0.280,0.680
2,11:34,2,3,MIN 27,3,6,"Case Keenum pass complete short middle to Adam Thielen for 40 yards (tackle by Ibraheim Campbell). Penalty on Danny Isidora: Chop Block, 13 yards (no play)",0.680,-1.180
2,11:09,2,16,MIN 14,3,6,Case Keenum pass complete short right to Jerick McKinnon for 5 yards (tackle by Jamie Collins),-1.180,-1.140
2,10:29,3,11,MIN 19,3,6,Case Keenum pass complete deep right to Adam Thielen for 22 yards (tackle by Ibraheim Campbell),-1.140,1.660
2,9:49,1,10,MIN 41,3,6,Jerick McKinnon left guard for 2 yards (tackle by Caleb Brantley),1.660,1.390
2,9:10,2,8,MIN 43,3,6,Case Keenum pass incomplete short left intended for Laquon Treadwell,1.390,0.700
2,9:05,3,8,MIN 43,3,6,"Case Keenum pass incomplete short left intended for Stefon Diggs. Penalty on Mike Jordan: Defensive Pass Interference, 12 yards (no play)",0.700,2.590
2,9:00,1,10,CLE 45,3,6,Latavius Murray right guard for -2 yards (tackle by Derrick Kindred),2.590,1.770
2,8:23,2,12,CLE 47,3,6,Jerick McKinnon right end for 8 yards (tackle by Ibraheim Campbell),1.770,2.150
2,7:42,3,4,CLE 39,3,6,Case Keenum pass incomplete short left intended for Kyle Rudolph (defended by Christian Kirksey),2.150,0.660
2,7:37,4,4,CLE 39,3,6,Ryan Quigley punts 30 yards,0.660,0.380
2,7:28,1,10,CLE 9,3,6,Isaiah Crowell right guard for 3 yards (tackle by Eric Kendricks),-0.380,-0.560
2,6:53,2,7,CLE 12,3,6,DeShone Kizer pass complete short right to Duke Johnson for 1 yard (tackle by Anthony Harris),-0.560,-0.950
2,6:10,3,6,CLE 13,3,6,DeShone Kizer pass incomplete short right intended for Ricardo Louis (defended by Trae Waynes),-0.950,-2.490
2,6:07,4,6,CLE 13,3,6,"Britton Colquitt punts 47 yards, fair catch by Stacy Coley",-2.490,-1.600
2,6:00,1,10,MIN 40,3,6,Case Keenum pass incomplete short right intended for Jerick McKinnon (defended by Carl Nassib),1.600,1.050
2,5:55,2,10,MIN 40,3,6,Jerick McKinnon left guard for 9 yards (tackle by Christian Kirksey),1.050,1.550
2,5:17,3,1,MIN 49,3,6,Case Keenum pass complete short right to David Morgan for 14 yards (tackle by Christian Kirksey),1.550,3.120
2,4:45,1,10,CLE 37,3,6,Jerick McKinnon left tackle for 6 yards (tackle by Joe Schobert),3.120,3.380
2,4:06,2,4,CLE 31,3,6,Case Keenum pass complete short left to Jerick McKinnon for 8 yards (tackle by Briean Boddy-Calhoun),3.380,4.040
2,3:30,1,10,CLE 23,3,6,Jerick McKinnon right tackle for 5 yards (tackle by Joe Schobert),4.040,4.210
2,2:55,2,5,CLE 18,9,6,"Case Keenum pass complete deep right to Adam Thielen for 18 yards, touchdown",4.210,7.000
2,2:48,,,CLE 15,9,6,"Kai Forbath kicks extra point no good, blocked by Emmanuel Ogbah",0.000,-1.000
2,2:48,,,MIN 35,9,6,"Kai Forbath kicks off 64 yards, returned by Matthew Dayes for 17 yards (tackle by Ben Gedeon)",0.000,-0.040
2,2:44,1,10,CLE 18,9,6,DeShone Kizer pass incomplete short middle intended for Duke Johnson (defended by Eric Kendricks),0.040,-0.490
2,2:39,2,10,CLE 18,9,6,DeShone Kizer pass complete short right to Duke Johnson for -2 yards (tackle by Eric Kendricks),-0.490,-1.500
2,2:00,3,12,CLE 16,9,6,DeShone Kizer pass complete deep left to Ricardo Louis for 37 yards (tackle by Xavier Rhodes),-1.500,2.460
2,1:51,1,10,MIN 47,9,6,Duke Johnson right end for 3 yards (tackle by Trae Waynes),2.460,2.320
2,1:30,2,7,MIN 44,9,6,DeShone Kizer pass complete short middle to Isaiah Crowell for 38 yards (tackle by Xavier Rhodes). Penalty on Anthony Harris: Illegal Contact (Declined),2.320,0.000
2,1:19,,,,,,Timeout #1 by Cleveland Browns,0.000,-5.830
2,1:19,1,6,MIN 6,9,6,Isaiah Crowell left guard for 5 yards (tackle by Eric Kendricks),5.830,5.910
2,0:49,2,1,MIN 1,9,6,Isaiah Crowell right guard for no gain (tackle by Jayron Kearse),5.910,0.000
2,0:42,,,,,,Timeout #2 by Cleveland Browns,0.000,-5.170
2,0:42,3,1,MIN 1,9,12,"DeShone Kizer middle for 1 yard, touchdown",5.170,7.000
2,0:40,,,MIN 15,9,13,Zane Gonzalez kicks extra point good,0.000,0.000
2,0:40,,,CLE 35,9,13,"Zane Gonzalez kicks off 67 yards, returned by Marcus Sherels for 24 yards (tackle by Sammie Coates)",0.000,-0.410
2,0:34,1,10,MIN 22,9,13,Case Keenum pass complete short left to Jerick McKinnon for 20 yards (tackle by Ibraheim Campbell),0.410,1.730
2,0:25,1,10,MIN 42,9,13,Case Keenum pass incomplete short right intended for Adam Thielen,1.730,0.000
2,0:22,,,,,,Timeout #1 by Minnesota Vikings,0.000,-1.190
