Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Ar'Darius Washington,BAL,0,13,9,69.2%,68,7.6,5.2,1,107.2,3.7,23,45,0,0,1,0.0,1,5,1,16.7%
Geno Stone,BAL,1,5,4,80.0%,18,4.5,3.6,0,42.1,3.6,3,15,1,0,0,0.0,0,9,0,0.0%
Roquan Smith,BAL,0,4,4,100.0%,79,19.8,19.8,0,118.7,7.5,30,49,0,0,0,0.0,0,5,0,0.0%
Patrick Queen,BAL,0,3,3,100.0%,6,2.0,2.0,0,79.2,-5.0,-15,21,1,0,1,0.0,1,8,0,0.0%
Kyle Hamilton,BAL,0,4,2,50.0%,10,5.0,2.5,0,56.2,9.5,9,1,1,0,0,0.0,0,4,0,0.0%
Brandon Stephens,BAL,0,5,2,40.0%,24,12.0,4.8,0,55.4,12.0,17,7,1,0,0,0.0,0,4,0,0.0%
Ronald Darby,BAL,0,3,1,33.3%,4,4.0,1.3,1,81.9,5.7,4,0,0,0,0,0.0,0,2,0,0.0%
Malik Harrison,BAL,0,1,1,100.0%,0,0.0,0.0,0,79.2,-3.0,-3,3,0,0,0,0.0,0,1,0,0.0%
Rock Ya-Sin,BAL,0,2,1,50.0%,13,13.0,6.5,0,70.8,10.5,12,1,0,0,0,0.0,0,0,0,
Jadeveon Clowney,BAL,0,0,0,,,,,,,,,,0,0,1,1.0,2,4,0,0.0%
Odafe Oweh,BAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Logan Wilson,CIN,0,4,4,100.0%,31,7.8,7.8,0,99.0,1.0,4,27,1,0,0,0.0,0,10,0,0.0%
Daxton Hill,CIN,0,5,4,80.0%,39,9.8,7.8,1,138.7,7.4,37,2,2,0,0,0.0,0,12,1,7.7%
Nick Scott,CIN,0,5,4,80.0%,38,9.5,7.6,0,98.3,7.2,24,14,0,0,0,0.0,0,9,1,10.0%
Cam Taylor-Britt,CIN,0,6,3,50.0%,74,24.7,12.3,0,95.1,21.2,64,10,0,0,0,0.0,0,5,0,0.0%
Chidobe Awuzie,CIN,0,4,3,75.0%,30,10.0,7.5,1,135.4,11.5,15,15,0,0,0,0.0,0,3,1,25.0%
Germaine Pratt,CIN,0,2,2,100.0%,17,8.5,8.5,0,102.1,5.5,11,6,1,0,0,0.0,0,9,1,10.0%
Mike Hilton,CIN,0,3,2,66.7%,13,6.5,4.3,0,75.7,5.3,11,2,1,0,0,0.0,0,5,0,0.0%
Akeem Davis-Gaither,CIN,0,1,1,100.0%,-2,-2.0,-2.0,0,79.2,-4.0,-4,2,0,0,0,0.0,0,2,0,0.0%
Zachary Carter,CIN,0,1,1,100.0%,-3,-3.0,-3.0,0,79.2,-3.0,-3,0,0,0,0,0.0,0,2,0,0.0%
Sam Hubbard,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%
DJ Turner,CIN,0,2,0,0.0%,,,0.0,,39.6,15.0,,,0,0,0,0.0,0,0,0,
