Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
2,15:00,2,5,KAN 24,3,7,Larry Johnson middle for 3 yards (tackle by Tyler Brayton),0.340,-0.030
2,14:20,3,2,KAN 27,3,7,Trent Green pass incomplete intended for Kris Wilson,-0.030,-1.570
2,14:17,4,2,KAN 27,3,7,"Dustin Colquitt punts 40 yards, fair catch by Chris Carr",-1.570,-1.140
2,14:08,1,10,OAK 33,3,7,Aaron Brooks pass incomplete intended for Alvis Whitted (defended by Jarrad Page),1.140,0.590
2,14:01,2,10,OAK 33,3,7,Justin Fargas left end for 9 yards (tackle by Jarrad Page),0.590,1.090
2,13:21,3,1,OAK 42,3,7,Zack Crockett middle for 3 yards (tackle by Keyaron Fox),1.090,1.930
2,12:50,1,10,OAK 45,3,7,Justin Fargas right end for 5 yards (tackle by Tamba Hali),1.930,2.060
2,12:05,2,5,,3,7,Aaron Brooks for 3 yards (tackle by Kendrell Bell),2.060,1.750
2,11:32,3,2,KAN 47,3,7,Aaron Brooks pass complete to Ronald Curry for 13 yards,1.750,3.310
2,11:03,1,10,KAN 34,3,7,Aaron Brooks pass complete to Alvis Whitted for 16 yards (tackle by Kawika Mitchell),3.310,4.370
2,10:24,1,10,KAN 18,3,7,Zack Crockett middle for 5 yards (tackle by Kris Griffin and Kendrell Bell),4.370,4.610
2,9:50,2,5,KAN 13,3,7,Justin Fargas right end for -4 yards (tackle by Jimmy Wilkerson),4.610,3.170
2,9:06,3,9,KAN 17,3,7,"Aaron Brooks pass complete to ReShard Lee for 11 yards. Penalty on Robert Gallery: Offensive Holding, 10 yards (no play)",3.170,1.950
2,8:32,,,,3,7,Timeout #2 by Oakland Raiders,0.000,1.950
2,8:32,3,19,KAN 27,3,7,Justin Fargas middle for 9 yards (tackle by James Reed),1.950,2.250
2,8:32,4,10,KAN 18,6,7,Sebastian Janikowski 36 yard field goal good,2.250,3.000
2,,,,OAK 30,6,7,"Sebastian Janikowski kicks off 74 yards, returned by Dante Hall for 24 yards (tackle by ReShard Lee)",0.000,0.280
2,7:47,1,10,KAN 20,6,7,Trent Green pass complete to Michael Bennett for 8 yards (tackle by Nnamdi Asomugha),0.280,0.810
2,7:20,2,2,KAN 28,6,7,Larry Johnson middle for no gain (tackle by Tommy Kelly),0.810,0.100
2,6:40,3,2,KAN 28,6,7,Trent Green pass incomplete,0.100,-1.500
2,6:34,4,2,KAN 28,6,7,"Dustin Colquitt punts 37 yards, returned by Chris Carr for -1 yards (tackle by Rich Scanlon). Penalty on Fabian Washington: Offensive Holding, 10 yards",-1.500,-0.540
2,6:24,1,10,OAK 24,6,7,Justin Fargas middle for 3 yards (tackle by Kawika Mitchell),0.540,0.400
2,4:31,2,7,OAK 27,6,7,Aaron Brooks pass complete to Alvis Whitted for 21 yards (tackle by Jarrad Page),0.400,2.130
2,4:31,1,10,OAK 48,6,7,Justin Fargas for 4 yards (tackle by Sammy Knight),2.130,2.120
2,4:31,2,6,KAN 48,6,7,Justin Fargas for 3 yards (tackle by Sammy Knight),2.120,1.820
2,3:39,3,3,KAN 45,6,7,ReShard Lee right end for 4 yards (tackle by Kawika Mitchell and Jimmy Wilkerson),1.820,2.850
2,2:53,1,10,KAN 41,6,7,Aaron Brooks pass complete to Randal Williams for 21 yards (tackle by Jarrad Page),2.850,4.240
2,2:04,1,10,KAN 20,6,7,Justin Fargas middle for 6 yards (tackle by Kawika Mitchell),4.240,4.640
2,2:00,2,4,KAN 14,6,7,Zack Crockett middle for 3 yards (tackle by Tamba Hali),4.640,4.590
2,1:26,3,1,KAN 11,6,7,Zack Crockett middle for 5 yards (tackle by Kawika Mitchell and Sammy Knight),4.590,5.830
2,0:41,1,6,KAN 6,6,7,Justin Fargas right end for 4 yards (tackle by Ty Law),5.830,5.720
2,0:24,,,,6,7,Timeout #3 by Oakland Raiders,0.000,5.720
2,0:24,2,2,KAN 2,12,7,"Aaron Brooks pass complete to Courtney Anderson for 2 yards, touchdown",5.720,7.000
2,,,,KAN 2,13,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,13,7,"Sebastian Janikowski kicks off 67 yards, returned by Dante Hall for 47 yards (tackle by Michael Huff)",0.000,2.260
2,0:11,1,10,OAK 50,13,7,Trent Green sacked by Lance Johnstone for -3 yards,2.260,1.310
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,13,7,"Sebastian Janikowski kicks off 73 yards, returned by Dante Hall for 27 yards (tackle by Ricky Brown)",0.000,0.540
3,14:55,1,10,KAN 24,13,7,Larry Johnson middle for 1 yard (tackle by Sam Williams),0.540,0.130
3,14:20,2,9,KAN 25,13,7,Trent Green pass complete deep right to Samie Parker for 18 yards (tackle by Stuart Schweigert),0.130,1.800
3,13:42,1,10,KAN 43,13,7,Larry Johnson right end for 8 yards (tackle by Fabian Washington),1.800,2.330
3,13:05,2,2,OAK 49,13,7,Dante Hall left end for -1 yards (tackle by Nnamdi Asomugha),2.330,1.490
3,12:35,3,3,,13,7,"Penalty on Derrick Burgess: Defensive Offside, 5 yards (no play)",1.490,2.590
3,12:13,1,10,OAK 45,13,7,"Trent Green sacked by Nnamdi Asomugha for -7 yards. Trent Green fumbles (forced by Nnamdi Asomugha), recovered by Jordan Black at KAN-48",2.590,1.100
3,11:19,2,17,KAN 48,13,7,Larry Johnson middle for 4 yards (tackle by Warren Sapp),1.100,0.960
3,10:49,3,13,OAK 48,13,7,Trent Green pass incomplete intended for Samie Parker,0.960,0.070
3,10:45,4,13,OAK 48,13,7,Dustin Colquitt punts 46 yards,0.070,0.380
3,10:33,1,10,OAK 2,13,7,Zack Crockett middle for 3 yards (tackle by Sammy Knight),-0.380,-0.560
3,10:02,2,7,OAK 5,13,7,Justin Fargas middle for 3 yards (tackle by Kawika Mitchell),-0.560,-0.720
3,9:25,3,4,OAK 8,13,7,"Aaron Brooks pass incomplete intended for ReShard Lee. Penalty on Patrick Surtain: Defensive Offside, 5 yards (no play)",-0.720,-0.320
3,9:21,1,10,OAK 13,13,7,Justin Fargas middle for no gain (tackle by Kendrell Bell),-0.320,-0.770
3,8:39,2,10,OAK 13,13,7,Aaron Brooks pass incomplete intended for Courtney Anderson,-0.770,-1.420
3,8:32,3,10,OAK 13,13,7,Aaron Brooks pass complete to Ronald Curry for 18 yards (tackle by Sammy Knight),-1.420,1.000
3,7:54,1,10,OAK 31,13,7,Justin Fargas middle for 4 yards (tackle by Sammy Knight and Kawika Mitchell),1.000,1.000
3,7:15,2,6,OAK 35,13,7,Justin Fargas right end for -3 yards (tackle by Tamba Hali),1.000,-0.100
3,6:32,3,9,OAK 32,13,7,Aaron Brooks pass incomplete intended for Randal Williams,-0.100,-1.240
3,6:26,4,9,OAK 32,13,7,"Shane Lechler punts 33 yards, returned by Lenny Walls for no gain",-1.240,-1.270
3,6:15,1,10,KAN 35,13,7,Larry Johnson middle for 17 yards (tackle by Stuart Schweigert),1.270,2.390
3,5:39,1,10,OAK 48,13,7,Trent Green pass complete to Eddie Kennison for 14 yards (tackle by Nnamdi Asomugha),2.390,3.310
3,5:26,1,10,OAK 34,13,7,"Larry Johnson for 2 yards (tackle by Nnamdi Asomugha). Penalty on KAN: Illegal Substitution (Offsetting), Penalty on OAK: Defensive 12 On-field (Offsetting) (no play)",3.310,3.310
3,5:05,1,10,OAK 34,13,7,Larry Johnson middle for 17 yards (tackle by Stuart Schweigert),3.310,4.440
3,4:30,1,10,OAK 17,13,7,Larry Johnson right end for -2 yards (tackle by Michael Huff),4.440,3.600
3,3:54,2,12,OAK 19,13,7,Trent Green pass incomplete intended for Eddie Kennison,3.600,2.910
3,3:52,3,12,OAK 19,13,7,Trent Green middle for 5 yards (tackle by Lance Johnstone and Thomas Howard),2.910,2.510
3,3:52,4,7,OAK 14,13,7,"Penalty on Dustin Colquitt: Delay of Game, 5 yards (no play)",2.510,2.180
3,2:48,4,12,OAK 19,13,10,Lawrence Tynes 37 yard field goal good,2.180,3.000
3,,,,KAN 30,13,10,"Lawrence Tynes kicks off 54 yards, returned by ReShard Lee for 14 yards (tackle by Dee Brown)",0.000,0.940
3,2:38,1,10,OAK 30,13,10,Aaron Brooks for 1 yard (tackle by James Reed),0.940,0.530
3,2:09,2,9,OAK 31,13,10,Justin Fargas middle for 5 yards (tackle by James Reed),0.530,0.500
3,1:27,3,4,OAK 36,13,10,Aaron Brooks pass incomplete,0.500,-0.980
3,1:21,4,4,OAK 36,13,10,Shane Lechler punts 45 yards,-0.980,-0.150
3,1:10,1,10,KAN 19,13,10,Larry Johnson left end for 11 yards (tackle by Sam Williams),0.150,0.940
3,0:32,1,10,KAN 30,13,10,Larry Johnson middle for 5 yards (tackle by Kirk Morrison),0.940,1.070
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,KAN 35,13,10,Larry Johnson right end for -1 yards (tackle by Kirk Morrison),1.070,0.230
4,14:27,3,6,KAN 34,13,10,Trent Green pass complete to Dante Hall for 7 yards (tackle by Michael Huff),0.230,1.660
4,13:54,1,10,KAN 41,13,10,Larry Johnson right end for 9 yards (tackle by Fabian Washington),1.660,2.340
4,13:54,2,1,,13,10,Larry Johnson middle for 3 yards (tackle by Michael Huff),2.340,2.460
4,12:57,1,10,OAK 47,13,10,Michael Bennett left end for 12 yards (tackle by Stuart Schweigert),2.460,3.250
4,12:24,1,10,OAK 35,13,10,Trent Green pass complete to Michael Bennett for 2 yards (tackle by Sam Williams),3.250,2.970
4,11:52,2,8,OAK 33,13,10,Michael Bennett left end for 11 yards (tackle by Nnamdi Asomugha),2.970,4.110
4,11:10,1,10,OAK 22,13,10,Larry Johnson middle for 5 yards (tackle by Fabian Washington),4.110,4.290
4,10:29,2,5,OAK 17,13,10,Larry Johnson middle for 1 yard (tackle by Warren Sapp),4.290,3.740
4,9:54,3,4,OAK 16,13,10,Trent Green pass incomplete intended for Eddie Kennison (defended by Terdell Sands),3.740,2.450
4,9:50,4,4,OAK 16,13,10,Lawrence Tynes 35 yard field goal no good,2.450,-0.610
4,9:46,1,10,OAK 25,13,10,Aaron Brooks pass incomplete intended for Alvis Whitted,0.610,0.060
4,9:40,2,10,OAK 25,13,10,Justin Fargas middle for 2 yards (tackle by Keyaron Fox),0.060,-0.360
4,8:59,3,8,OAK 27,13,10,"Aaron Brooks pass incomplete intended for Randy Moss. Penalty on Patrick Surtain: Illegal Contact, 5 yards (no play)",-0.360,1.070
4,8:54,1,10,OAK 32,13,10,Aaron Brooks pass incomplete intended for Justin Fargas,1.070,0.530
4,8:49,2,10,OAK 32,13,10,Justin Fargas left end for no gain (tackle by Patrick Surtain and Sammy Knight),0.530,-0.160
4,8:06,3,10,OAK 32,13,10,Aaron Brooks left end for 23 yards,-0.160,2.590
4,7:32,1,10,KAN 45,13,10,"Justin Fargas middle for 7 yards (tackle by Jarrad Page). Penalty on Randal Williams: Offensive Holding, 10 yards (no play)",2.590,1.930
4,7:08,1,20,OAK 45,13,10,Aaron Brooks pass complete to Justin Fargas for 12 yards (tackle by Kawika Mitchell),1.930,2.310
4,6:21,2,8,KAN 43,13,10,Justin Fargas right end for -1 yards (tackle by Jared Allen),2.310,1.490
4,5:37,3,9,KAN 44,13,10,"Aaron Brooks for no gain. Aaron Brooks fumbles, recovered by Aaron Brooks at OAK-49",1.490,-0.130
4,5:02,4,16,OAK 49,13,10,"Shane Lechler punts 51 yards, touchback",-0.130,-0.280
4,4:53,1,10,KAN 20,13,10,Larry Johnson middle for 4 yards (tackle by Michael Huff),0.280,0.270
4,4:19,2,6,KAN 24,13,10,"Penalty on Tommy Kelly: Encroachment, 5 yards (no play)",0.270,0.950
4,4:18,2,1,KAN 29,13,10,Trent Green pass incomplete intended for Eddie Kennison,0.950,0.230
4,4:11,3,1,KAN 29,13,10,Larry Johnson middle for no gain (tackle by Tommy Kelly),0.230,-1.440
4,3:28,4,1,KAN 29,13,10,"Larry Johnson middle for 2 yards (tackle by Michael Huff and Tommy Kelly). Penalty on Terdell Sands: Face Mask (15 Yards), 15 yards",-1.440,1.990
4,3:22,1,10,KAN 46,13,10,Trent Green pass complete to Samie Parker for 10 yards (tackle by Stuart Schweigert),1.990,2.650
4,2:56,1,10,OAK 44,13,10,"Penalty on Jason Dunn: False Start, 5 yards (no play)",2.650,2.320
4,2:53,1,15,OAK 49,13,10,Trent Green pass complete to Eddie Kennison for 24 yards (tackle by Nnamdi Asomugha),2.320,3.910
4,2:46,1,10,OAK 25,13,10,Larry Johnson middle for no gain (tackle by Thomas Howard),3.910,3.360
4,2:14,2,10,OAK 25,13,10,Trent Green pass incomplete intended for Eddie Kennison,3.360,2.680
4,2:09,3,10,OAK 25,13,10,Trent Green pass complete to Samie Parker for 16 yards (tackle by Michael Huff),2.680,5.140
4,2:00,1,9,OAK 9,13,10,Larry Johnson middle for 8 yards (tackle by Michael Huff),5.140,5.910
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,1:54,2,1,OAK 1,13,16,"Larry Johnson middle for 1 yard, touchdown",5.910,7.000
4,,,,OAK 2,13,17,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,13,17,"Lawrence Tynes kicks off 63 yards, returned by Chris Carr for 19 yards (tackle by Benny Sapp)",0.000,0.670
4,1:28,1,10,OAK 26,13,17,Andrew Walter pass incomplete intended for Alvis Whitted,0.670,0.130
4,1:22,2,10,OAK 26,13,17,Andrew Walter pass complete to Ronald Curry for 10 yards (tackle by Ty Law),0.130,1.330
4,1:00,1,10,OAK 36,13,17,Andrew Walter sacked by Ron Edwards for -1 yards,1.330,0.720
4,0:54,2,10,OAK 35,13,17,Andrew Walter pass complete to Ronald Curry for 5 yards (tackle by Keyaron Fox),0.720,0.700
4,0:47,3,5,OAK 40,13,17,Aaron Brooks pass complete to Randal Williams for 13 yards (tackle by Ty Law),0.700,2.460
4,0:42,,,,13,17,Timeout #1 by Oakland Raiders,0.000,2.460
4,0:42,1,10,KAN 47,13,17,Aaron Brooks pass complete to Ronald Curry for 39 yards (tackle by Kawika Mitchell),2.460,5.370
4,0:32,1,8,KAN 8,13,17,Aaron Brooks pass incomplete intended for Randy Moss is intercepted by Jarrad Page,5.370,-0.280
4,0:26,1,10,KAN 20,13,17,Trent Green kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
