Quarter,Time,Down,ToGo,Location,BAL,ARI,Detail,EPB,EPA
2,13:26,2,11,ARI 8,3,7,Marcel Shipp left guard for 17 yards (tackle by Gary Baxter),-0.850,0.610
2,12:42,1,10,ARI 25,3,7,Marcel Shipp up the middle for 2 yards (tackle by Gary Baxter and Ray Lewis),0.610,0.330
2,12:06,2,8,ARI 27,3,7,Jeff Blake pass incomplete intended for Kevin Kasper,0.330,-0.360
2,11:59,3,8,ARI 27,3,7,Jeff Blake pass incomplete intended for Kevin Kasper is intercepted by Chris McAlister at ARI-39 and returned for 4 yards,-0.360,-3.250
2,11:53,1,10,ARI 35,3,7,Jamal Lewis right end for 3 yards (tackle by Ronald McKinnon),3.250,3.110
2,11:14,2,7,ARI 32,3,7,Kyle Boller pass incomplete intended for Travis Taylor (defended by Russell Davis),3.110,2.410
2,11:10,3,7,ARI 32,3,7,Kyle Boller pass complete to Travis Taylor for 8 yards (tackle by David Barrett),2.410,3.970
2,10:42,1,10,ARI 24,3,7,Jamal Lewis left guard for 4 yards (tackle by Raynoch Thompson),3.970,3.970
2,10:03,2,6,ARI 20,3,7,Jamal Lewis right end for 7 yards (tackle by Renaldo Hill and Raynoch Thompson),3.970,4.710
2,9:16,1,10,ARI 13,3,7,Chester Taylor right tackle for 8 yards (tackle by Adrian Wilson),4.710,5.540
2,8:38,2,2,ARI 5,3,7,Alan Ricard left guard for 1 yard (tackle by Ronald McKinnon and Derrick Ransom),5.540,5.010
2,7:59,3,1,ARI 4,3,7,Jamal Lewis left end for no gain (tackle by Levar Fisher),5.010,3.040
2,7:59,4,1,ARI 4,6,7,Matt Stover 22 yard field goal good,3.040,3.000
2,7:59,,,BAL 30,6,7,"Matt Stover kicks off 61 yards, returned by Josh Scobey for 27 yards (tackle by Cornell Brown). Penalty on Quentin Harris: Offensive Holding, 10 yards",0.000,0.150
2,7:14,1,10,ARI 19,6,7,Marcel Shipp right tackle for 3 yards (tackle by Ray Lewis),0.150,0.070
2,6:39,2,7,ARI 22,6,7,Marcel Shipp right guard for 3 yards (tackle by Ray Lewis),0.070,-0.290
2,5:51,3,4,ARI 25,6,7,Jeff Blake pass incomplete intended for Nate Poole,-0.290,-1.700
2,5:45,4,4,ARI 25,6,7,"Scott Player punts 40 yards, fair catch by Lamont Brightful",-1.700,-1.330
2,5:37,1,10,BAL 36,6,7,Kyle Boller pass incomplete intended for Terry Jones (defended by Dexter Jackson),1.330,0.790
2,5:32,2,10,BAL 36,6,7,Jamal Lewis left guard for 52 yards (tackle by Dexter Jackson),0.790,4.780
2,4:41,1,10,ARI 12,6,7,Chester Taylor right guard for -1 yards (tackle by Barron Tanner),4.780,3.940
2,4:02,2,11,ARI 13,6,7,Kyle Boller pass complete to Todd Heap for 2 yards (tackle by Adrian Wilson),3.940,3.290
2,3:21,3,9,ARI 11,6,7,Kyle Boller pass incomplete intended for Travis Taylor (defended by David Barrett),3.290,2.700
2,3:15,4,9,ARI 11,9,7,Matt Stover 29 yard field goal good,2.700,3.000
2,3:15,,,BAL 30,9,7,"Matt Stover kicks off 55 yards, returned by Josh Scobey for 14 yards (tackle by Harold Morrow)",0.000,0.870
2,3:05,1,10,ARI 29,9,7,Jeff Blake sacked by Kelly Gregg and Ray Lewis for -6 yards,0.870,-0.480
2,2:36,2,16,ARI 23,9,7,Jeff Blake pass complete to Anquan Boldin for 8 yards (tackle by Peter Boulware and Ray Lewis),-0.480,-0.100
2,1:59,3,8,ARI 31,9,7,Jeff Blake pass incomplete intended for Nate Poole (defended by Chad Williams),-0.100,-1.310
2,1:55,4,8,ARI 31,15,7,"Scott Player punts, blocked by Ed Reed, recovered by Ed Reed and returned 22 yards, touchdown",-1.310,-7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:47,,,ARI 2,16,7,Matt Stover kicks extra point good,0.000,0.000
2,1:47,,,BAL 30,16,7,"Matt Stover kicks off 53 yards, returned by Josh Scobey for 41 yards (tackle by Matt Stover)",0.000,2.790
2,1:40,1,10,BAL 42,16,7,Marcel Shipp right tackle for 8 yards (tackle by Ray Lewis),2.790,3.320
2,1:15,2,2,BAL 34,16,7,Jeff Blake pass complete to Freddie Jones for 2 yards (tackle by Tom Knight),3.320,3.450
2,0:47,1,10,BAL 32,16,7,"Jeff Blake pass complete to Freddie Jones for 5 yards (tackle by Chad Williams). Penalty on Pete Kendall: Personal Foul, 15 yards",3.450,1.550
2,0:39,2,20,BAL 42,16,7,Jeff Blake pass complete to Freddie Jones for 14 yards (tackle by Chad Williams),1.550,2.740
2,0:29,2,20,BAL 42,16,7,Timeout #1 by Arizona Cardinals,1.550,2.740
2,0:29,3,6,BAL 28,16,7,"Jeff Blake for 1 yard (tackle by Marques Douglas). Jeff Blake fumbles (forced by Marques Douglas), recovered by Jeff Blake at BAL-30",2.740,1.720
2,0:03,4,5,BAL 27,16,10,--,1.720,3.000
2,0:03,,,ARI 30,16,10,--,0.000,0.940
Quarter,Time,Down,ToGo,Location,BAL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,16,10,--,0.000,0.280
3,15:00,1,10,BAL 20,16,10,Jamal Lewis right end for 6 yards (tackle by Adrian Wilson),0.280,0.540
3,14:17,2,4,BAL 26,16,10,Chester Taylor left guard for 11 yards (tackle by Justin Lucas),0.540,1.400
3,13:38,1,10,BAL 37,16,10,Kyle Boller pass incomplete intended for Travis Taylor (defended by Renaldo Hill),1.400,0.860
3,13:33,2,10,BAL 37,16,10,Chester Taylor left tackle for 14 yards (tackle by Justin Lucas),0.860,2.320
3,12:49,1,10,ARI 49,16,10,Chester Taylor left guard for 6 yards (tackle by Raynoch Thompson),2.320,2.590
3,12:06,2,4,ARI 43,16,10,Chester Taylor left end for 3 yards (tackle by Ronald McKinnon and Dennis Johnson),2.590,2.280
3,11:25,3,1,ARI 40,16,10,Alan Ricard left guard for 2 yards (tackle by Levar Fisher),2.280,3.050
3,10:45,1,10,ARI 38,16,10,"Kyle Boller pass incomplete intended for Travis Taylor. Penalty on Jamal Lewis: Offensive Holding, 10 yards (no play)",3.050,2.390
3,10:37,1,20,ARI 48,16,10,Jamal Lewis left guard for 6 yards (tackle by David Barrett),2.390,1.970
3,9:56,2,14,ARI 42,16,10,Kyle Boller pass incomplete intended for Travis Taylor,1.970,1.290
3,9:51,3,14,ARI 42,16,10,Kyle Boller pass complete to Chester Taylor for 8 yards (tackle by Raynoch Thompson),1.290,1.070
3,9:51,4,6,ARI 34,16,10,"Matt Stover punts 34 yards, touchback",1.070,-0.280
3,8:54,1,10,ARI 20,16,10,Marcel Shipp right end for 15 yards (tackle by Ray Lewis),0.280,1.270
3,8:15,1,10,ARI 35,16,10,Marcel Shipp left tackle for 14 yards (tackle by Corey Fuller),1.270,2.190
3,7:35,1,10,ARI 49,16,10,"Jeff Blake pass complete to James Hodgins for 9 yards (tackle by Ed Hartwell). James Hodgins fumbles (forced by Ed Hartwell), ball out of bounds at BAL-41",2.190,2.860
3,7:10,2,1,BAL 42,16,10,Damien Anderson left tackle for 4 yards (tackle by Ed Reed and Marques Douglas),2.860,3.050
3,6:31,1,10,BAL 38,16,10,Jeff Blake pass incomplete intended for Nate Poole,3.050,2.510
3,6:28,2,10,BAL 38,16,10,Jeff Blake pass complete to Anquan Boldin for 12 yards (tackle by Gary Baxter),2.510,3.840
3,5:44,1,10,BAL 26,16,10,Kevin Kasper left end for -4 yards (tackle by Peter Boulware),3.840,2.760
3,5:03,2,14,BAL 30,16,10,Jeff Blake pass complete to Freddie Jones for 8 yards (tackle by Ed Hartwell),2.760,3.140
3,4:18,3,6,BAL 22,22,10,"Jeff Blake pass incomplete intended for Anquan Boldin is intercepted by Chris McAlister at BAL-17 and returned for 83 yards, touchdown. Penalty on Chris McAlister: Taunting, 15 yards",3.140,-7.000
3,4:03,,,ARI 2,23,10,Matt Stover kicks extra point good,0.000,0.000
3,4:03,,,BAL 15,23,10,"Matt Stover kicks off 49 yards, returned by James Hodgins for 13 yards (tackle by Cornell Brown)",0.000,2.190
3,3:57,1,10,ARI 49,23,10,Jeff Blake pass complete to Marcel Shipp for 2 yards (tackle by Ed Hartwell),2.190,1.920
3,3:16,2,8,BAL 49,23,10,Marcel Shipp up the middle for -5 yards (tackle by Ed Reed),1.920,0.560
3,2:32,3,13,ARI 46,23,10,Jeff Blake pass complete to Anquan Boldin for 11 yards (tackle by Chris McAlister),0.560,0.400
3,1:55,3,13,ARI 46,23,10,Timeout #1 by Arizona Cardinals,0.560,0.400
3,1:55,4,2,BAL 43,23,10,Jeff Blake pass incomplete intended for Nate Poole,0.400,-1.800
3,1:52,1,10,BAL 43,23,10,Jamal Lewis left end for 2 yards (tackle by Adrian Wilson),1.800,1.520
3,1:15,2,8,BAL 45,23,10,Travis Taylor left end for 16 yards (tackle by David Barrett),1.520,2.980
3,0:34,1,10,ARI 39,23,10,Kyle Boller pass incomplete intended for Jamal Lewis (defended by Adrian Wilson),2.980,2.440
3,0:30,2,10,ARI 39,23,10,Kyle Boller up the middle for 4 yards (tackle by Russell Davis),2.440,2.280
Quarter,Time,Down,ToGo,Location,BAL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,ARI 35,23,10,Kyle Boller pass complete to Frank Sanders for 7 yards,2.280,3.710
4,14:12,1,10,ARI 28,23,10,Chester Taylor right tackle for -2 yards (tackle by Russell Davis),3.710,2.900
4,13:46,2,12,ARI 30,23,10,Kyle Boller pass incomplete intended for Travis Taylor,2.900,2.210
4,13:43,3,12,ARI 30,23,10,"Chester Taylor right end for -1 yards (tackle by Dennis Johnson). Penalty on Fred Wakefield: Defensive Holding, 5 yards (no play)",2.210,3.910
4,13:26,1,10,ARI 25,23,10,Jamal Lewis left tackle for 9 yards (tackle by Ronald McKinnon and Adrian Wilson),3.910,4.750
4,12:40,2,1,ARI 16,23,10,Jamal Lewis left tackle for no gain (tackle by Gerald Hayes),4.750,4.060
4,12:02,3,1,ARI 16,23,10,Chester Taylor left end for -3 yards (tackle by Raynoch Thompson),4.060,2.260
4,12:02,4,4,ARI 19,26,10,Matt Stover 37 yard field goal good,2.260,3.000
4,12:02,,,BAL 30,26,10,"Matt Stover kicks off 70 yards, touchback",0.000,0.280
4,11:17,1,10,ARI 20,26,10,Jeff Blake pass incomplete intended for Anquan Boldin,0.280,-0.270
4,11:12,2,10,ARI 20,26,10,Jeff Blake pass complete to Anquan Boldin for 13 yards (tackle by Ed Reed),-0.270,1.140
4,10:22,1,10,ARI 33,26,10,Marcel Shipp left guard for 1 yard (tackle by Ray Lewis),1.140,0.730
4,9:44,2,9,ARI 34,26,10,Jeff Blake pass complete to Nate Poole for 6 yards (tackle by Ed Reed),0.730,0.830
4,9:04,3,3,ARI 40,26,10,Jeff Blake pass incomplete intended for Anquan Boldin,0.830,-0.720
4,8:59,4,3,ARI 40,26,10,Scott Player punts 58 yards,-0.720,0.380
4,8:48,1,10,BAL 2,26,10,Jamal Lewis up the middle for 5 yards (tackle by Raynoch Thompson),-0.380,-0.420
4,8:10,2,5,BAL 7,26,10,Jamal Lewis right end for 3 yards (tackle by Dexter Jackson),-0.420,-0.480
4,7:34,3,2,BAL 10,26,10,Chester Taylor right tackle for -1 yards (tackle by Ronald McKinnon),-0.480,-2.490
4,6:53,4,3,BAL 9,26,10,Dave Zastudil punts 46 yards. Penalty on Joe Maese: Offensive Holding (Declined),-2.490,-2.590
4,6:43,1,10,BAL 45,26,10,Jeff Blake sacked by Marques Douglas for -11 yards,2.590,0.560
4,6:07,1,10,BAL 45,26,10,Timeout #2 by Arizona Cardinals,2.590,0.560
4,6:07,2,21,ARI 44,26,10,Jeff Blake pass complete to Freddie Jones for 12 yards (tackle by Tom Knight),0.560,1.490
4,5:39,3,9,BAL 44,26,10,Jeff Blake up the middle for 17 yards,1.490,3.780
4,4:59,1,10,BAL 27,26,10,Marcel Shipp left guard for no gain (tackle by Ed Hartwell),3.780,3.230
4,4:14,2,10,BAL 27,26,10,Jeff Blake up the middle for 2 yards (tackle by Peter Boulware),3.230,2.810
4,3:36,3,8,BAL 25,26,10,Jeff Blake pass incomplete intended for Freddie Jones is intercepted by Ed Reed at BAL-7 and returned for 33 yards (tackle by Jeff Blake),2.810,-1.600
4,3:27,1,10,BAL 40,26,10,Jamal Lewis up the middle for 3 yards (tackle by Dexter Jackson),1.600,1.460
4,3:20,1,10,BAL 40,26,10,Timeout #3 by Arizona Cardinals,1.600,1.460
4,3:20,2,7,BAL 43,26,10,Jamal Lewis right end for 2 yards (tackle by Marcus Bell),1.460,1.030
4,2:36,3,5,BAL 45,26,10,Jamal Lewis left end for no gain (tackle by Ronald McKinnon),1.030,-0.390
4,2:00,4,5,BAL 45,26,10,"Dave Zastudil punts 37 yards, out of bounds",-0.390,-0.040
4,1:54,1,10,ARI 18,26,10,Jeff Blake pass complete to Freddie Jones for 7 yards (tackle by Tom Knight),0.040,0.550
4,1:47,2,3,ARI 25,26,10,Jeff Blake pass complete to Nate Poole for 16 yards (tackle by Gary Baxter and Ray Lewis). Penalty on Chris McAlister: Illegal Contact (Declined),0.550,1.660
4,1:37,1,10,ARI 41,26,10,Jeff Blake pass incomplete intended for Marcel Shipp,1.660,1.120
4,1:32,2,10,ARI 41,26,10,Jeff Blake pass complete to Marcel Shipp for 4 yards (tackle by Ed Reed),1.120,0.960
4,1:26,3,6,ARI 45,26,10,Jeff Blake up the middle for 9 yards (tackle by Tom Knight),0.960,2.520
4,0:54,1,10,BAL 46,26,10,Jeff Blake pass incomplete intended for Kevin Kasper,2.520,1.980
4,0:47,2,10,BAL 46,26,10,Jeff Blake pass complete to Marcel Shipp for 34 yards (tackle by Chris McAlister),1.980,4.780
4,0:20,1,10,BAL 12,26,10,Jeff Blake spiked the ball,4.780,4.100
4,0:19,2,10,BAL 12,26,16,"Jeff Blake pass complete to Freddie Jones for 12 yards, touchdown",4.100,7.000
4,0:19,,,,26,18,"Two Point Attempt: Jeff Blake up the middle, conversion succeeds",1.000,1.000
4,0:19,,,ARI 30,26,18,--,0.000,-3.120
4,0:15,1,10,ARI 37,26,18,Kyle Boller up the middle for 1 yard,3.120,2.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
