Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Giants to receive the opening kickoff.",,
1,15:00,,,PHI 30,0,0,"David Akers kicks off 59 yards, returned by Willie Ponder for 16 yards (tackle by Quintin Mikell)",0.000,0.740
1,14:54,1,10,NYG 27,0,0,Eli Manning pass complete to Jeremy Shockey for 6 yards (tackle by Michael Lewis),0.740,1.010
1,14:22,2,4,NYG 33,0,0,Tiki Barber up the middle for -2 yards (tackle by Mike Patterson),1.010,0.040
1,13:45,3,6,NYG 31,0,0,Eli Manning pass complete to Jim Finn for 7 yards (tackle by Dhani Jones),0.040,1.470
1,13:09,1,10,NYG 38,0,0,Eli Manning pass complete to Visanthe Shiancoe for 10 yards (tackle by Dhani Jones),1.470,2.130
1,12:31,1,10,NYG 48,0,0,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Jeremiah Trotter),2.130,1.580
1,12:28,2,10,NYG 48,0,0,Tiki Barber left tackle for 6 yards (tackle by Michael Lewis),1.580,1.680
1,11:47,3,4,PHI 46,0,0,Eli Manning pass complete to Jeremy Shockey for 28 yards (tackle by Michael Lewis). Penalty on Trent Cole: Defensive Offside (Declined),1.680,4.370
1,11:16,1,10,PHI 18,0,0,Eli Manning pass incomplete intended for Tiki Barber (defended by Sheldon Brown),4.370,3.800
1,11:12,2,10,PHI 18,0,0,Tim Carter left end for 4 yards (tackle by Roderick Hood),3.800,3.630
1,10:36,3,6,PHI 14,0,0,Eli Manning pass complete to Tiki Barber for 7 yards (tackle by Roderick Hood),3.630,5.600
1,10:07,1,7,PHI 7,0,0,Tiki Barber up the middle for 3 yards (tackle by Jevon Kearse),5.600,5.340
1,9:29,2,4,PHI 4,6,0,"Eli Manning pass complete to Tiki Barber for 4 yards, touchdown",5.340,7.000
1,,,,PHI 2,7,0,Jay Feely kicks extra point good,0.000,0.000
1,,,,NYG 30,7,0,"Jay Feely kicks off 60 yards, returned by Roderick Hood for 23 yards (tackle by Chase Blackburn)",0.000,1.140
1,9:16,1,10,PHI 33,7,0,Mike McMahon pass incomplete intended for Greg Lewis (defended by Will Allen),1.140,0.590
1,9:09,2,10,PHI 33,7,0,Mike McMahon pass complete to L.J. Smith for 22 yards (tackle by Antonio Pierce),0.590,2.590
1,8:37,1,10,NYG 45,7,0,Lamar Gordon right end for 5 yards (tackle by Curtis DeLoatch),2.590,2.720
1,8:03,2,5,NYG 40,7,6,"Ryan Moats left end for 40 yards, touchdown",2.720,7.000
1,,,,NYG 2,7,7,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,7,7,"David Akers kicks off 65 yards, returned by Willie Ponder for 20 yards (tackle by Reno Mahe). Penalty on Sean Berton: Offensive Holding, 10 yards",0.000,-0.220
1,7:46,1,10,NYG 15,7,7,"Eli Manning pass incomplete intended for Plaxico Burress (defended by Sheldon Brown). Penalty on Sheldon Brown: Defensive Pass Interfere, 36 yards (no play)",-0.220,2.320
1,7:40,1,10,PHI 49,7,7,Tiki Barber left tackle for no gain (tackle by N.D. Kalu),2.320,1.780
1,6:58,2,10,PHI 49,7,7,"Eli Manning pass complete to Tiki Barber for 12 yards (tackle by Roderick Hood). Penalty on Juqua Thomas: Roughing the Passer, 15 yards",1.780,4.110
1,6:28,1,10,PHI 22,7,7,Tiki Barber left end for 2 yards (tackle by Mike Patterson),4.110,3.830
1,5:47,2,8,PHI 20,7,7,Eli Manning pass incomplete intended for Amani Toomer (defended by Brian Dawkins),3.830,3.140
1,5:43,3,8,PHI 20,7,7,"Penalty on Bob Whitfield: False Start, 5 yards (no play)",3.140,2.480
1,5:31,3,13,PHI 25,7,7,Eli Manning sacked by Brian Dawkins for -13 yards,2.480,0.720
1,4:50,4,26,PHI 38,7,7,Jeff Feagles punts 26 yards,0.720,0.350
1,4:43,1,10,PHI 12,7,7,Reno Mahe up the middle for 5 yards (tackle by Gibril Wilson),-0.350,-0.230
1,4:18,2,5,PHI 17,7,7,Mike McMahon pass complete to Reggie Brown for 7 yards,-0.230,0.540
1,3:49,1,10,PHI 24,7,7,Mike McMahon pass incomplete intended for Greg Lewis,0.540,0.000
1,3:43,2,10,PHI 24,7,7,Ryan Moats left end for 1 yard (tackle by Justin Tuck),0.000,-0.560
1,3:00,3,9,PHI 25,7,7,Mike McMahon pass incomplete intended for Billy McMullen (defended by Gibril Wilson),-0.560,-1.700
1,2:55,4,9,PHI 25,7,7,Sean Landeta punts 35 yards,-1.700,-1.600
1,2:48,1,10,NYG 40,7,7,Tiki Barber left end for 1 yard (tackle by Keith Adams),1.600,1.190
1,2:11,2,9,NYG 41,7,7,Eli Manning pass complete to Jim Finn for 7 yards (tackle by Sheldon Brown),1.190,1.420
1,1:26,3,2,NYG 48,7,7,Tiki Barber right guard for 7 yards (tackle by Mark Simoneau and Donald Strickland),1.420,2.590
1,0:43,1,10,PHI 45,7,7,Tiki Barber left end for 4 yards (tackle by Michael Lewis),2.590,2.580
Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
