Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alexander Mattison,MIN,16,31,0,2,9,0.6,22,1.4,2,8.0
Cam Akers,MIN,9,19,1,2,11,1.2,8,0.9,0,
Kirk Cousins,MIN,2,9,0,1,9,4.5,0,0.0,0,
Jaren Hall,MIN,2,-1,0,0,-1,-0.5,0,0.0,0,
Jordan Addison,MIN,1,2,0,0,1,1.0,1,1.0,0,
Brandon Powell,MIN,1,2,0,1,1,1.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,7,29,0,1,20,2.9,9,1.3,0,
AJ Dillon,GNB,6,11,0,0,7,1.2,4,0.7,0,
Jordan Love,GNB,4,34,0,0,32,8.0,2,0.5,0,
