Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Royce Freeman,LAR,12,32,0,2,17,1.4,15,1.3,0,
Darrell Henderson,LAR,10,19,0,,7,0.7,12,1.2,0,
Brett Rypien,LAR,3,19,0,1,19,6.3,0,0.0,0,
Ben Skowronek,LAR,1,-2,0,,-2,-2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,20,73,1,3,47,2.4,26,1.3,0,
AJ Dillon,GNB,9,40,0,3,24,2.7,16,1.8,1,9.0
Jordan Love,GNB,4,7,0,2,7,1.8,0,0.0,0,
Emanuel Wilson,GNB,4,43,0,1,40,10.0,3,0.8,0,
Jayden Reed,GNB,1,21,0,1,21,21.0,0,0.0,0,
