Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,LAR,15,48,2,4,12,0.8,36,2.4,2,7.5
Jared Goff,LAR,4,12,0,2,12,3.0,0,0.0,0,
Darrell Henderson,LAR,2,7,0,,3,1.5,4,2.0,0,
Robert Woods,LAR,2,6,0,0,4,2.0,2,1.0,0,
Malcolm Brown,LAR,1,-1,0,,-2,-2.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Raheem Mostert,SFO,11,53,1,1,41,3.7,12,1.1,0,
Tevin Coleman,SFO,5,33,0,2,23,4.6,10,2.0,0,
Jimmy Garoppolo,SFO,4,5,0,1,5,1.3,0,0.0,0,
Deebo Samuel,SFO,3,28,1,1,2,0.7,26,8.7,1,3.0
