Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
1,7:08,4,10,LAR 25,7,3,Johnny Hekker punts 40 yards out of bounds,-1.700,-1.270
1,6:59,1,10,SFO 35,7,3,Raheem Mostert left guard for 4 yards (tackle by Sebastian Joseph and Aaron Donald),1.270,1.260
1,6:25,2,6,SFO 39,7,3,Raheem Mostert right tackle for 1 yard (tackle by Dante Fowler),1.260,0.700
1,5:49,3,5,SFO 40,7,3,Jimmy Garoppolo pass incomplete deep right intended for George Kittle,0.700,-0.720
1,5:43,4,5,SFO 40,7,3,"Mitch Wishnowsky punts 52 yards, muffed catch by Nsimba Webster, recovered by Nsimba Webster at LA-8, returned by Nsimba Webster for no gain (tackle by Tarvarius Moore)",-0.720,0.380
1,5:35,1,10,LAR 8,7,3,Darrell Henderson right guard for 7 yards (tackle by Dre Greenlaw),-0.380,-0.210
1,4:56,2,3,LAR 15,7,3,Darrell Henderson right end for no gain (tackle by Richard Sherman),-0.210,-0.600
1,4:21,3,3,LAR 15,7,3,Jared Goff pass incomplete deep left intended for Brandin Cooks,-0.600,-2.440
1,4:16,4,3,LAR 15,7,3,Johnny Hekker punts 32 yards out of bounds,-2.440,-2.460
1,4:09,1,10,LAR 47,7,3,Jimmy Garoppolo pass deep left intended for Emmanuel Sanders is intercepted by Jalen Ramsey at LA-24 and returned for 13 yards,2.460,-1.400
1,3:56,1,10,LAR 37,7,3,Jared Goff pass incomplete deep right intended for Brandin Cooks,1.400,0.860
1,3:51,2,10,LAR 37,7,3,Jared Goff pass complete short right to Tyler Higbee for 3 yards (tackle by K'Waun Williams),0.860,0.560
1,3:11,,,,,,Timeout #1 by Los Angeles Rams,,
1,3:11,3,7,LAR 40,7,3,"Penalty on Chandler Brewer: False Start, 5 yards (no play)",0.560,-0.100
1,3:11,3,12,LAR 35,7,3,Jared Goff pass complete deep right to Robert Woods for 29 yards (tackle by Marcell Harris),-0.100,3.180
1,2:50,1,10,SFO 36,7,3,Jared Goff pass complete short left to Cooper Kupp for 8 yards (tackle by Sheldon Day),3.180,3.720
1,2:11,2,2,SFO 28,7,3,Todd Gurley up the middle for 6 yards (tackle by Kentavius Street),3.720,4.110
1,1:29,1,10,SFO 22,7,3,Jared Goff pass complete short right to Josh Reynolds for 8 yards (tackle by Dre Greenlaw and Marcell Harris),4.110,4.850
1,0:46,2,2,SFO 14,7,3,Todd Gurley left tackle for 1 yard (tackle by Fred Warner),4.850,4.390
1,0:06,3,1,SFO 13,7,3,"Jared Goff right end for 2 yards (tackle by Marcell Harris). Penalty on Marcell Harris: Unnecessary Roughness, 6 yards",4.390,6.060
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,5,SFO 5,13,3,"Todd Gurley right end for 5 yards, touchdown",6.060,7.000
2,14:55,,,SFO 15,14,3,Greg Zuerlein kicks extra point good,0.000,0.000
2,14:55,,,LAR 35,14,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,14:55,1,10,SFO 25,14,3,Deebo Samuel left end for 9 yards (tackle by Cory Littleton),0.610,1.280
2,14:18,2,1,SFO 34,14,3,Raheem Mostert up the middle for no gain (tackle by Troy Reeder),1.280,0.560
2,13:57,3,1,SFO 34,14,3,"Jimmy Garoppolo up the middle for 2 yards (tackle by Aaron Donald) Penalty on LAR: Defensive Too Many Men on Field, 6 yards (no play)",0.560,1.600
2,13:38,1,10,SFO 40,14,3,Jimmy Garoppolo pass complete short right to Deebo Samuel for 18 yards (tackle by Eric Weddle and Troy Reeder),1.600,2.790
2,12:54,1,10,LAR 42,14,3,Jimmy Garoppolo pass complete short right to Kyle Juszczyk for 23 yards (tackle by Troy Reeder),2.790,4.310
2,12:14,1,10,LAR 19,14,9,"Deebo Samuel left end for 19 yards, touchdown",4.310,7.000
2,12:06,,,LAR 15,14,10,Robbie Gould kicks extra point good,0.000,0.000
2,12:06,,,SFO 35,14,10,"Mitch Wishnowsky kicks off 56 yards, returned by Nsimba Webster for 27 yards (tackle by Jimmie Ward)",0.000,1.330
2,12:00,1,10,LAR 36,14,10,Jared Goff right end for 4 yards (tackle by Arik Armstead),1.330,1.330
2,11:24,2,6,LAR 40,14,10,Jared Goff pass complete short left to Tyler Higbee for 11 yards (tackle by Fred Warner),1.330,2.320
2,10:42,1,10,SFO 49,14,10,Jared Goff pass incomplete short left intended for Robert Woods (defended by Jeremiah Valoaga),2.320,1.780
2,10:38,2,10,SFO 49,14,10,Jared Goff pass complete short middle to Robert Woods for 14 yards (tackle by Dre Greenlaw),1.780,3.250
2,9:54,1,10,SFO 35,14,10,Robert Woods left end for 6 yards (tackle by Dre Greenlaw),3.250,3.510
2,9:19,2,4,SFO 29,14,10,Jared Goff right end for 5 yards (tackle by K'Waun Williams),3.510,3.970
2,8:36,,,,,,Timeout #2 by Los Angeles Rams,,
2,8:36,1,10,SFO 24,14,10,Jared Goff pass complete short right to Tyler Higbee for 12 yards (tackle by Fred Warner and Marcell Harris),3.970,4.780
2,7:57,1,10,SFO 12,14,10,Jared Goff pass complete short middle to Cooper Kupp for 2 yards (tackle by K'Waun Williams),4.780,4.450
2,7:12,2,8,SFO 10,14,10,Jared Goff pass complete short middle to Tyler Higbee for 9 yards (tackle by Fred Warner and Dre Greenlaw),4.450,6.970
2,6:54,1,1,SFO 1,14,10,Jared Goff pass incomplete short middle,6.970,5.910
2,6:50,2,1,SFO 1,20,10,"Todd Gurley right guard for 1 yard, touchdown",5.910,7.000
2,6:47,,,SFO 15,21,10,Greg Zuerlein kicks extra point good,0.000,0.000
2,6:47,,,LAR 35,21,10,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,6:47,1,10,SFO 25,21,10,Jimmy Garoppolo pass complete short left to George Kittle for 13 yards (tackle by Nickell Robey-Coleman),0.610,1.470
2,6:24,1,10,SFO 38,21,10,Jimmy Garoppolo pass incomplete short right intended for Kendrick Bourne,1.470,0.920
2,6:20,2,10,SFO 38,21,10,Deebo Samuel right tackle for no gain (tackle by Sebastian Joseph),0.920,0.230
2,5:43,3,10,SFO 38,21,10,Jimmy Garoppolo pass complete short middle to Emmanuel Sanders for 12 yards (tackle by Marqui Christian),0.230,2.260
2,5:06,1,10,SFO 50,21,10,Tevin Coleman left end for 5 yards (tackle by Jalen Ramsey),2.260,2.390
2,4:32,2,5,LAR 45,21,10,Jimmy Garoppolo pass complete short left to George Kittle for 15 yards (tackle by Eric Weddle),2.390,3.580
2,3:49,1,10,LAR 30,21,10,Jimmy Garoppolo pass complete short right to Emmanuel Sanders for 3 yards (tackle by Jalen Ramsey),3.580,3.440
2,3:10,2,7,LAR 27,21,10,Jimmy Garoppolo pass complete short right to Kendrick Bourne for 11 yards (tackle by Cory Littleton),3.440,4.510
2,2:26,1,10,LAR 16,21,16,"Raheem Mostert right tackle for 16 yards, touchdown",4.510,7.000
2,2:21,,,LAR 15,21,17,Robbie Gould kicks extra point good,0.000,0.000
2,2:21,,,SFO 35,21,17,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
2,2:21,1,10,LAR 25,21,17,Jared Goff pass complete short right to Brandin Cooks for 12 yards (tackle by Kentavius Street),0.610,1.400
2,2:00,1,10,LAR 37,21,17,Malcolm Brown left end for -1 yards (tackle by Solomon Thomas),1.400,0.720
2,1:23,2,11,LAR 36,21,17,Jared Goff pass complete short middle to Tyler Higbee for 16 yards (tackle by Dre Greenlaw and Marcell Harris),0.720,2.390
2,1:00,1,10,SFO 48,21,17,Jared Goff pass incomplete short right intended for Robert Woods,2.390,1.850
2,0:56,2,10,SFO 48,21,23,"Jared Goff pass short right intended for Malcolm Brown is intercepted by Fred Warner at LA-46 and returned for 46 yards, touchdown",1.850,-7.000
2,0:46,,,LAR 15,21,24,Robbie Gould kicks extra point good,0.000,0.000
2,0:46,,,SFO 35,21,24,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
2,0:46,1,10,LAR 25,21,24,Todd Gurley right tackle for 5 yards (tackle by Fred Warner),0.610,0.740
2,0:19,2,5,LAR 30,21,24,Jared Goff pass incomplete short right intended for Gerald Everett,0.740,0.040
2,0:16,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:15,3,5,LAR 30,21,24,Jared Goff pass incomplete short right intended for Todd Gurley,0.040,-1.370
2,0:12,4,5,LAR 30,21,24,"Johnny Hekker punts 52 yards, fair catch by Richie James at SF-18",-1.370,-0.040
2,0:05,1,10,SFO 18,21,24,Jimmy Garoppolo kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,21,24,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SFO 25,21,24,Jimmy Garoppolo pass incomplete short right intended for George Kittle,0.610,0.060
3,14:56,2,10,SFO 25,21,24,"Penalty on Daniel Brunskill: False Start, 5 yards (no play)",0.060,-0.610
3,14:56,2,15,SFO 20,21,24,Jimmy Garoppolo pass short right (defended by Jalen Ramsey) intended for Emmanuel Sanders is intercepted by Darious Williams at SF-25 and returned for no gain,-0.610,-3.910
3,14:49,1,10,SFO 25,21,24,Jared Goff pass incomplete short middle,3.910,3.360
3,14:46,2,10,SFO 25,21,24,Todd Gurley right guard for 1 yard (tackle by Arik Armstead),3.360,2.810
3,14:01,3,9,SFO 24,21,24,"Jared Goff pass incomplete short left. Penalty on Jared Goff: Intentional Grounding, 10 yards",2.810,1.060
3,13:58,4,19,SFO 34,21,24,Greg Zuerlein 52 yard field goal no good,1.060,-1.730
3,13:53,1,10,SFO 42,21,24,Raheem Mostert right tackle for 6 yards (tackle by Eric Weddle),1.730,2.000
3,13:19,2,4,SFO 48,21,24,Jimmy Garoppolo pass complete short right to George Kittle for 8 yards (tackle by Cory Littleton),2.000,2.650
3,12:44,1,10,LAR 44,21,24,Raheem Mostert up the middle for 5 yards (tackle by Michael Brockers),2.650,2.780
3,12:04,2,5,LAR 39,21,24,Raheem Mostert left tackle for -1 yards (tackle by Sebastian Joseph),2.780,1.950
3,11:24,3,6,LAR 40,21,24,Jimmy Garoppolo pass complete short left to Deebo Samuel for 2 yards (tackle by Taylor Rapp),1.950,0.720
3,10:33,4,4,LAR 38,21,24,Penalty on SFO: Delay of Game (Declined),0.720,0.720
3,10:25,4,4,LAR 38,21,24,"Mitch Wishnowsky punts 32 yards downed by D.J. Reed. Penalty on Aaron Donald: Offensive Holding, 3 yards",0.720,0.380
3,10:17,1,10,LAR 3,21,24,Todd Gurley up the middle for 1 yard (tackle by Arik Armstead),-0.380,-0.710
3,9:40,2,9,LAR 4,21,24,Jared Goff pass incomplete short middle,-0.710,-1.300
3,9:35,3,9,LAR 4,21,24,Jared Goff pass incomplete short right,-1.300,-2.490
3,9:33,4,9,LAR 4,21,24,Johnny Hekker punts 52 yards out of bounds,-2.490,-1.860
3,9:24,1,10,SFO 44,21,24,Jimmy Garoppolo pass incomplete short middle intended for Kyle Juszczyk,1.860,1.320
3,9:19,2,10,SFO 44,21,24,Tevin Coleman right guard for 5 yards (tackle by Cory Littleton),1.320,1.290
3,8:41,3,5,SFO 49,21,24,Jimmy Garoppolo sacked by Morgan Fox for -8 yards,1.290,-0.650
3,7:57,4,13,SFO 41,21,24,"Mitch Wishnowsky punts 42 yards, fair catch by Nsimba Webster at LA-17. Penalty on D.J. Reed: Fair Catch Interference, 15 yards",-0.650,-1.070
3,7:49,1,10,LAR 32,21,24,Jared Goff pass complete short left to Robert Woods for 11 yards (tackle by Azeez Al-Shaair),1.070,1.800
3,6:58,1,10,LAR 43,21,24,Jared Goff pass incomplete short right intended for Josh Reynolds (defended by Ahkello Witherspoon),1.800,1.250
3,6:52,2,10,LAR 43,21,24,Todd Gurley right end for 5 yards (tackle by Richard Sherman),1.250,1.220
3,6:13,3,5,LAR 48,21,24,Jared Goff pass complete deep left to Robert Woods for 26 yards (tackle by Ahkello Witherspoon),1.220,3.840
3,5:54,1,10,SFO 26,21,24,Jared Goff pass incomplete short right,3.840,3.300
3,5:50,2,10,SFO 26,21,24,"Penalty on Austin Corbett: False Start, 5 yards (no play)",3.300,2.620
3,5:50,2,15,SFO 31,21,24,Jared Goff pass complete short middle to Tyler Higbee for 9 yards (tackle by Dre Greenlaw),2.620,3.140
3,5:12,3,6,SFO 22,27,24,"Jared Goff pass complete short right to Cooper Kupp for 22 yards, touchdown",3.140,7.000
3,5:06,,,SFO 15,28,24,Greg Zuerlein kicks extra point good,0.000,0.000
3,5:06,,,LAR 35,28,24,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,5:06,1,10,SFO 25,28,24,Jimmy Garoppolo sacked by Aaron Donald for -5 yards,0.610,-0.610
3,4:22,2,15,SFO 20,28,24,Jimmy Garoppolo sacked by Dante Fowler for -2 yards,-0.610,-1.720
3,3:38,3,17,SFO 18,28,24,Raheem Mostert left guard for 13 yards (tackle by Taylor Rapp),-1.720,-1.310
3,2:50,4,4,SFO 31,28,24,"Mitch Wishnowsky punts 51 yards, fair catch by Nsimba Webster at LA-18",-1.310,-0.040
3,2:41,1,10,LAR 18,28,24,Jared Goff pass complete deep middle to Robert Woods for 22 yards (tackle by Fred Warner and Jimmie Ward),0.040,1.600
3,1:59,1,10,LAR 40,28,24,Jared Goff pass complete short right to Tyler Higbee for 5 yards (tackle by Dre Greenlaw),1.600,1.730
3,1:18,2,5,LAR 45,28,24,Todd Gurley left end for 5 yards (tackle by Ahkello Witherspoon),1.730,2.260
3,0:44,1,10,LAR 50,28,24,Jared Goff pass incomplete deep left intended for Tyler Higbee,2.260,1.710
3,0:39,2,10,LAR 50,28,24,"Jared Goff pass complete short right to Cooper Kupp for -1 yards (tackle by Fred Warner and K'Waun Williams). Cooper Kupp fumbles (forced by K'Waun Williams), recovered by David Edwards at LA-49 (tackle by DeForest Buckner)",1.710,0.890
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,LAR 49,28,24,Jared Goff pass incomplete short left intended for Tyler Higbee,0.890,-0.130
4,14:56,4,11,LAR 49,28,24,Johnny Hekker punts 45 yards downed by David Long,-0.130,0.380
4,14:47,1,10,SFO 6,28,24,Raheem Mostert up the middle for 5 yards (tackle by Darious Williams and Cory Littleton),-0.380,-0.420
4,14:10,2,5,SFO 11,28,24,Jimmy Garoppolo left tackle for 7 yards (tackle by Taylor Rapp),-0.420,0.040
4,13:27,1,10,SFO 18,28,24,Raheem Mostert up the middle for 3 yards (tackle by Sebastian Joseph and Taylor Rapp),0.040,0.010
4,12:46,2,7,SFO 21,28,24,Jimmy Garoppolo pass incomplete deep right intended for Deebo Samuel (defended by Darious Williams),0.010,-0.790
4,12:41,3,7,SFO 21,28,24,"Jimmy Garoppolo sacked by Dante Fowler for -5 yards. Jimmy Garoppolo fumbles (forced by Dante Fowler), recovered by Jimmy Garoppolo at SF-16",-0.790,-2.390
4,11:53,4,12,SFO 16,28,24,"Mitch Wishnowsky punts 42 yards, returned by Nsimba Webster for 1 yard (tackle by Emmanuel Moseley and Tarvarius Moore)",-2.390,-1.800
4,11:43,1,10,LAR 43,28,24,Jared Goff right end for 1 yard (tackle by Fred Warner),1.800,1.390
4,11:08,2,9,LAR 44,28,24,Todd Gurley left end for 8 yards (tackle by Marcell Harris),1.390,1.750
4,10:27,3,1,SFO 48,28,24,Jared Goff pass complete short left to Robert Woods for -1 yards (tackle by Kentavius Street and Dre Greenlaw),1.750,0.000
4,9:25,4,2,SFO 49,28,24,"Penalty on LAR: Delay of Game, 5 yards (no play)",0.000,-0.320
4,9:04,4,7,LAR 46,28,24,Johnny Hekker punts 45 yards out of bounds,-0.320,0.380
4,8:54,1,10,SFO 9,28,24,Jimmy Garoppolo pass complete short left to George Kittle for 36 yards (tackle by Cory Littleton),-0.380,1.930
4,8:05,1,10,SFO 45,28,24,Tevin Coleman right guard for 12 yards (tackle by Eric Weddle),1.930,2.720
4,7:23,1,10,LAR 43,28,24,"Jimmy Garoppolo pass complete deep right to Ross Dwelley for 25 yards (tackle by Eric Weddle). Penalty on Eric Weddle: Unnecessary Roughness, 9 yards",2.720,5.140
4,7:02,1,9,LAR 9,28,24,Jimmy Garoppolo pass complete short left to Deebo Samuel for 2 yards (tackle by Darious Williams),5.140,4.760
4,6:20,2,7,LAR 7,28,24,Jimmy Garoppolo pass incomplete short right intended for Emmanuel Sanders,4.760,3.810
4,6:14,3,7,LAR 7,28,30,"Jimmy Garoppolo pass complete short right to George Kittle for 7 yards, touchdown",3.810,7.000
4,6:06,,,LAR 15,28,31,Robbie Gould kicks extra point good,0.000,0.000
4,6:06,,,SFO 35,28,31,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,6:06,1,10,LAR 25,28,31,Todd Gurley right tackle for 2 yards (tackle by Fred Warner),0.610,0.330
4,5:28,2,8,LAR 27,28,31,Robert Woods left end for no gain (tackle by Fred Warner),0.330,-0.360
4,4:41,3,8,LAR 27,28,31,Jared Goff pass complete short middle to Brandin Cooks for 16 yards (tackle by K'Waun Williams),-0.360,1.800
4,4:03,1,10,LAR 43,28,31,Jared Goff pass complete deep right to Tyler Higbee for 19 yards (tackle by Richard Sherman),1.800,3.050
4,3:26,1,10,SFO 38,28,31,Jared Goff pass incomplete short left,3.050,2.510
4,3:21,2,10,SFO 38,28,31,Jared Goff pass incomplete deep right intended for Robert Woods,2.510,1.820
4,3:16,,,,,,Timeout #1 by Los Angeles Rams,,
4,3:16,3,10,SFO 38,28,31,Jared Goff pass complete short middle to Robert Woods for 4 yards (tackle by Marcell Harris),1.820,1.070
4,2:36,4,6,SFO 34,31,31,Greg Zuerlein 52 yard field goal good,1.070,3.000
4,2:30,,,LAR 35,31,31,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,2:30,1,10,SFO 25,31,31,Jimmy Garoppolo sacked by and Aaron Donald for -6 yards and Dante Fowler for -6 yards,0.610,-0.810
4,2:00,2,16,SFO 19,31,31,Jimmy Garoppolo pass incomplete short right intended for Raheem Mostert (defended by Clay Matthews),-0.810,-1.510
4,1:57,3,16,SFO 19,31,31,Jimmy Garoppolo pass complete short middle to Kendrick Bourne for 18 yards (tackle by Eric Weddle),-1.510,1.400
4,1:17,1,10,SFO 37,31,31,Raheem Mostert left guard for 1 yard (tackle by Cory Littleton),1.400,0.990
4,1:04,,,,,,Timeout #1 by San Francisco 49ers,,
4,1:04,2,9,SFO 38,31,31,Jimmy Garoppolo sacked by Samson Ebukam for -7 yards,0.990,-0.620
4,0:58,,,,,,Timeout #2 by Los Angeles Rams,,
4,0:58,3,16,SFO 31,31,31,Jimmy Garoppolo pass complete deep middle to Emmanuel Sanders for 46 yards (tackle by Jalen Ramsey),-0.620,4.040
4,0:35,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:35,1,10,LAR 23,31,31,Tevin Coleman right end for 9 yards (tackle by Taylor Rapp),4.040,4.950
4,0:17,,,,,,Timeout #2 by San Francisco 49ers,,
4,0:17,2,1,LAR 14,31,31,Jimmy Garoppolo kneels for -1 yards,4.950,4.050
4,0:03,,,,,,Timeout #3 by San Francisco 49ers,,
4,0:03,3,2,LAR 15,31,34,Robbie Gould 33 yard field goal good,4.050,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
