Quarter,Time,Tm,Detail,CIN,CHI
1.0,9:58,Bears,Allen Robinson 11 yard pass from Andy Dalton (Cairo Santos kick),0,7
3.0,8:22,Bengals,Evan McPherson 53 yard field goal,3,7
4.0,14:52,Bears,Cairo Santos 28 yard field goal,3,10
,10:55,Bears,Roquan Smith 53 yard interception return (Cairo Santos kick),3,17
,6:40,Bears,Cairo Santos 22 yard field goal,3,20
,4:39,Bengals,Ja'Marr Chase 42 yard pass from Joe Burrow (Evan McPherson kick),10,20
,3:39,Bengals,Tee Higgins 7 yard pass from Joe Burrow (Evan McPherson kick),17,20
