Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jessie Bates III,CIN,0,6,4,66.7%,48,12.0,8.0,0,91.0,11.8,45,3,1,1,0,0.0,1,5,0,0.0%
Chidobe Awuzie,CIN,0,6,3,50.0%,26,8.7,4.3,1,101.4,8.7,12,14,0,0,0,0.0,0,2,1,33.3%
Mike Hilton,CIN,0,3,3,100.0%,13,4.3,4.3,0,84.7,2.3,7,6,1,0,0,0.0,0,3,1,25.0%
Eli Apple,CIN,0,5,2,40.0%,21,10.5,4.2,0,52.9,9.0,21,0,0,0,0,0.0,0,3,2,40.0%
Logan Wilson,CIN,1,1,1,100.0%,10,10.0,10.0,0,68.7,10.0,10,0,3,0,0,0.0,0,9,0,0.0%
Larry Ogunjobi,CIN,0,1,1,100.0%,-5,-5.0,-5.0,0,79.2,-4.0,-4,-1,0,0,0,0.0,0,4,1,20.0%
Akeem Davis-Gaither,CIN,0,1,1,100.0%,3,3.0,3.0,0,79.2,2.0,2,1,2,0,0,0.0,0,2,0,0.0%
Jordan Evans,CIN,0,1,1,100.0%,10,10.0,10.0,0,108.3,2.0,2,8,0,0,0,0.0,0,2,0,0.0%
Trey Hendrickson,CIN,0,0,0,,,,,,,,,,0,0,1,1.5,3,3,1,25.0%
Sam Hubbard,CIN,0,0,0,,,,,,,,,,0,0,0,0.5,1,8,0,0.0%
D.J. Reader,CIN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Vonn Bell,CIN,0,0,0,,,,,,,,,,3,0,0,0.0,0,6,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Duke Shelley,CHI,0,7,6,85.7%,72,12.0,10.3,0,109.5,5.4,43,29,0,0,0,0.0,0,6,1,14.3%
Kindle Vildor,CHI,0,7,6,85.7%,92,15.3,13.1,2,158.3,10.4,70,22,0,0,0,0.0,0,4,1,20.0%
Roquan Smith,CHI,1,4,3,75.0%,26,8.7,6.5,0,52.1,1.3,5,21,1,0,0,1.0,1,9,0,0.0%
Tashaun Gipson,CHI,0,3,3,100.0%,25,8.3,8.3,0,101.4,4.3,13,12,0,0,0,0.0,0,3,1,25.0%
Eddie Jackson,CHI,0,4,3,75.0%,61,20.3,15.3,1,156.2,12.8,50,11,0,0,0,0.0,0,4,1,20.0%
Jaylon Johnson,CHI,1,7,2,28.6%,9,4.5,1.3,0,0.0,13.4,5,4,0,0,0,0.0,0,2,0,0.0%
Alec Ogletree,CHI,0,1,1,100.0%,5,5.0,5.0,0,87.5,4.0,4,1,2,1,0,0.0,1,3,0,0.0%
DeAndre Houston-Carson,CHI,0,2,1,50.0%,14,14.0,7.0,0,72.9,5.5,4,10,0,0,0,0.0,0,3,0,0.0%
Akiem Hicks,CHI,0,0,0,,,,,,,,,,0,0,2,0.0,2,4,0,0.0%
Robert Quinn,CHI,0,0,0,,,,,,,,,,0,0,0,2.0,2,4,1,20.0%
Margus Hunt,CHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Khalil Mack,CHI,0,0,0,,,,,,,,,,2,0,0,1.0,1,2,0,0.0%
Bilal Nichols,CHI,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Angelo Blackson,CHI,1,0,0,,,,,,,,,,0,0,1,0.0,1,3,1,25.0%
Jeremiah Attaochu,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
