0,1
Game Info,Game Info
Won Toss,Bengals (deferred)
Roof,outdoors
Surface,grass
Duration,2:55
Attendance,60840
Weather,"80 degrees, relative humidity 52%, no wind"
Vegas Line,Chicago Bears -1.5
Over/Under,44.5 (under)
