Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Texans to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Rigoberto Sanchez kicks off 62 yards, returned by Andre Roberts for 23 yards (tackle by Kenny Moore)",,
1,14:54,1,10,HOU 26,0,0,"Penalty on Pharaoh Brown: False Start, 5 yards (accepted) (no play)",,
1,14:54,1,15,HOU 21,0,0,Mark Ingram right end for 3 yards (tackle by Zaire Franklin and Grover Stewart),,
1,14:17,2,12,HOU 24,0,0,Davis Mills pass incomplete short right intended for David Johnson,,
1,14:13,3,12,HOU 24,0,0,Davis Mills pass complete short left to Chris Moore for 6 yards (tackle by Kwity Paye),,
1,13:39,4,6,HOU 30,0,0,"Cameron Johnston punts 49 yards, returned by Nyheim Hines for 6 yards (tackle by Jon Weeks)",,
1,13:28,1,10,IND 27,0,0,Carson Wentz pass complete short right to T.Y. Hilton for 12 yards (tackle by Kamu Grugier-Hill),,
1,12:44,1,10,IND 39,0,0,Carson Wentz sacked by Jonathan Greenard for -6 yards,,
1,12:00,2,16,IND 33,0,0,Carson Wentz pass incomplete short left intended for Nyheim Hines,,
1,11:57,3,16,IND 33,0,0,"Carson Wentz pass complete short left to Nyheim Hines for 9 yards (tackle by Jonathan Greenard). Penalty on Ryan Kelly: Face Mask (15 Yards), 15 yards (declined)",,
1,11:39,4,7,IND 42,0,0,"Rigoberto Sanchez punts 42 yards, fair catch by Andre Roberts at HOU-16",,
1,11:32,1,10,HOU 16,0,0,Davis Mills pass complete short left to Brandin Cooks for 3 yards (tackle by Bobby Okereke),,
1,10:57,2,7,HOU 19,0,0,Phillip Lindsay left end for no gain (tackle by Khari Willis and Xavier Rhodes),,
1,10:17,3,7,HOU 19,0,0,Davis Mills pass complete short left to Brandin Cooks for 9 yards (tackle by Xavier Rhodes),,
1,9:50,1,10,HOU 28,0,0,Davis Mills pass complete short right to Chris Conley for 10 yards (tackle by Kenny Moore),,
1,9:22,1,10,HOU 38,0,0,Mark Ingram left end for no gain (tackle by Shaquille Leonard and Grover Stewart),,
1,8:44,2,10,HOU 38,0,0,Mark Ingram left end for 5 yards (tackle by Bobby Okereke and Isaac Rochell),,
1,8:00,3,5,HOU 43,0,0,Davis Mills pass complete short right to Nico Collins for 14 yards (tackle by Kenny Moore),,
1,7:14,1,10,IND 43,0,0,"Davis Mills pass complete to Pharaoh Brown for 5 yards (tackle by Grover Stewart). Penalty on Jordan Akins: Offensive Holding, 10 yards (accepted)",,
1,6:36,1,15,IND 48,0,0,"Phillip Lindsay left end for no gain. Phillip Lindsay fumbles (forced by Julian Blackmon), recovered by Shaquille Leonard at HOU-49 (tackle by Julian Blackmon) Replay Assistant challenged the fumble ruling, and the original play was overturned. Phillip Lindsay left end for -1 yards (tackle by Julian Blackmon)",,
1,6:35,2,16,IND 49,0,0,Davis Mills pass complete short left to Brandin Cooks for 8 yards (tackle by Khari Willis),,
1,6:00,3,8,IND 41,0,0,Davis Mills sacked by DeForest Buckner for -9 yards,,
1,5:20,4,17,IND 50,0,0,"Cameron Johnston punts 42 yards, fair catch by Nyheim Hines at IND-8",,
1,5:10,1,10,IND 8,0,0,Nyheim Hines right end for 1 yard (tackle by Christian Kirksey and Kamu Grugier-Hill),,
1,4:28,2,9,IND 9,0,0,Carson Wentz pass complete deep right to Michael Pittman for 17 yards (tackle by Terrence Brooks),,
1,3:57,1,10,IND 26,0,0,Jonathan Taylor right end for 3 yards (tackle by Zach Cunningham),,
1,3:10,2,7,IND 29,0,0,Carson Wentz pass complete short right to Jonathan Taylor for 13 yards (tackle by Jordan Jenkins),,
1,2:33,1,10,IND 42,0,0,Carson Wentz pass incomplete short middle intended for Jonathan Taylor,,
1,2:28,2,10,IND 42,0,0,Carson Wentz pass complete short left to Ashton Dulin for 7 yards (tackle by Tavierre Thomas),,
1,2:02,3,3,IND 49,0,6,"Carson Wentz pass complete deep left to Parris Campbell for 51 yards, touchdown",,
1,1:52,,,HOU 15,0,7,Michael Badgley kicks extra point good,,
1,1:52,,,IND 35,0,7,"Rigoberto Sanchez kicks off 63 yards, returned by Andre Roberts for 34 yards (tackle by Julian Blackmon)",,
1,1:47,1,10,HOU 36,0,7,Mark Ingram right end for 24 yards (tackle by Julian Blackmon),,
1,1:14,1,10,IND 40,0,7,Davis Mills pass incomplete short left intended for Brandin Cooks,,
1,1:08,2,10,IND 40,0,7,Phillip Lindsay left tackle for 5 yards (tackle by Kenny Moore),,
1,0:31,3,5,IND 35,0,7,Davis Mills pass complete short right to Chris Moore for -4 yards (tackle by Kenny Moore),,
Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,9,IND 39,0,7,Cameron Johnston punts 21 yards out of bounds,,
2,14:55,1,10,IND 18,0,7,Nyheim Hines right tackle for 2 yards (tackle by Jonathan Greenard and Lonnie Johnson),,
2,14:12,2,8,IND 20,0,7,Carson Wentz pass complete deep right to T.Y. Hilton for 52 yards (tackle by Lonnie Johnson),,
2,13:23,1,10,HOU 28,0,7,Carson Wentz pass incomplete short middle intended for Jack Doyle,,
2,13:19,2,10,HOU 28,0,7,Carson Wentz pass incomplete deep right intended for Mo Alie-Cox,,
2,13:13,3,10,HOU 28,0,7,"Penalty on Jordan Jenkins: Encroachment, 5 yards (accepted) (no play)",,
2,13:11,3,5,HOU 23,0,7,Carson Wentz pass incomplete,,
2,13:07,4,5,HOU 23,0,10,Michael Badgley 41 yard field goal good,,
2,12:59,,,IND 35,0,10,"Rigoberto Sanchez kicks off 65 yards, touchback.",,
2,12:59,1,10,HOU 25,0,10,Davis Mills pass complete short middle to Nico Collins for 18 yards (tackle by Xavier Rhodes and Shaquille Leonard),,
2,12:24,1,10,HOU 43,0,10,Mark Ingram left end for 1 yard (tackle by Isaac Rochell and Khari Willis),,
2,11:45,2,9,HOU 44,0,10,Davis Mills pass complete short right to Jordan Akins for 13 yards (tackle by Kenny Moore),,
2,11:07,1,10,IND 43,0,10,Davis Mills pass complete short middle to Phillip Lindsay for 9 yards (tackle by Shaquille Leonard),,
2,10:27,2,2,IND 35,0,10,Davis Mills pass incomplete deep right intended for Brandin Cooks,,
2,10:20,3,1,IND 34,0,10,Davis Mills pass complete short left to Brandin Cooks for 4 yards (tackle by Xavier Rhodes),,
2,9:54,1,10,IND 30,0,10,Mark Ingram left guard for 6 yards (tackle by Bobby Okereke and Zaire Franklin),,
2,9:04,2,4,IND 24,0,10,David Johnson right tackle for 1 yard (tackle by Taylor Stallworth),,
2,8:24,3,3,IND 23,0,10,Davis Mills pass complete short right to Nico Collins for 5 yards (tackle by Rock Ya-Sin),,
2,7:39,1,10,IND 18,0,10,Davis Mills pass complete short left to Mark Ingram for 5 yards (tackle by Al-Quadin Muhammad and Bobby Okereke),,
2,7:01,2,5,IND 13,0,10,Mark Ingram right end for no gain (tackle by Grover Stewart and Isaac Rochell),,
2,6:24,3,5,IND 13,0,10,Davis Mills pass incomplete short right intended for Jordan Akins (defended by Khari Willis),,
2,6:20,4,5,IND 13,3,10,Ka'imi Fairbairn 31 yard field goal good,,
2,6:16,,,HOU 35,3,10,"Ka'imi Fairbairn kicks off 64 yards, returned by Ashton Dulin for 27 yards (tackle by Desmond King)",,
