Player,Pos
Davis Mills,QB
Mark Ingram,RB
Nico Collins,WR
Brandin Cooks,WR
Antony Auclair,TE
Pharaoh Brown,TE
Geron Christian,T
Charlie Heck,T
Max Scharping,G
Tytus Howard,G
Justin McCray,C
Jonathan Greenard,DE
Jacob Martin,DE
Roy Lopez,DT
Maliek Collins,DT
Kamu Grugier-Hill,LB
Christian Kirksey,LB
Tavierre Thomas,DB
Justin Reid,DB
Terrance Mitchell,DB
Vernon Hargreaves III,DB
Terrence Brooks,DB
