Quarter,Time,Down,ToGo,Location,DET,KAN,Detail,EPB,EPA
1,5:32,1,10,DET 23,3,0,Charcandrick West right guard for 5 yards (tackle by Josh Bynes),4.040,4.210
1,4:56,2,5,DET 18,3,0,Alex Smith right tackle for 8 yards (tackle by James Ihedigbo),4.210,4.910
1,4:12,1,10,DET 10,3,6,"De'Anthony Thomas left end for 10 yards, touchdown",4.910,7.000
1,4:12,,,DET 10,3,7,Cairo Santos kicks extra point good,0.000,0.000
1,4:12,,,KAN 35,3,7,"Cairo Santos kicks off 68 yards, returned by Ameer Abdullah for 16 yards (tackle by Daniel Sorensen)",0.000,0.320
1,4:03,1,10,DET 13,3,7,Joique Bell left guard for 7 yards (tackle by Dontari Poe),-0.320,0.220
1,3:30,2,3,DET 20,3,7,Matthew Stafford pass incomplete short right intended for Eric Ebron,0.220,-0.590
1,3:24,3,3,DET 20,3,7,Matthew Stafford pass incomplete short left intended for Ameer Abdullah (defended by Husain Abdullah),-0.590,-2.030
1,3:21,4,3,DET 20,3,7,"Sam Martin punts 51 yards, returned by De'Anthony Thomas for no gain",-2.030,-0.870
1,3:11,1,10,KAN 29,3,7,Charcandrick West right guard for 9 yards (tackle by Nevin Lawson),0.870,1.540
1,2:36,2,1,KAN 38,3,7,Alex Smith pass complete short left to Charcandrick West for -3 yards (tackle by Stephen Tulloch),1.540,0.430
1,1:49,3,4,KAN 35,3,7,Alex Smith sacked by Devin Taylor for -7 yards,0.430,-1.500
1,1:21,4,11,KAN 28,3,7,"Dustin Colquitt punts 40 yards, returned by Golden Tate for 5 yards (tackle by Husain Abdullah). Penalty on Corey Fuller: Illegal Block Above the Waist, 10 yards",-1.500,-0.540
1,1:10,1,10,DET 24,3,7,Ameer Abdullah left tackle for 3 yards (tackle by Jaye Howard),0.540,0.400
1,0:45,2,7,DET 27,3,7,Matthew Stafford pass incomplete short left intended for Eric Ebron,0.400,-0.300
1,0:41,3,7,DET 27,3,7,Matthew Stafford sacked by Derrick Johnson for -7 yards,-0.300,-2.030
Quarter,Time,Down,ToGo,Location,DET,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,14,DET 20,3,7,"Sam Martin punts 53 yards, returned by De'Anthony Thomas for no gain",-2.030,-0.740
2,14:47,1,10,KAN 27,3,7,Alex Smith middle for 49 yards (tackle by Glover Quin),0.740,3.970
2,14:09,1,10,DET 24,3,7,Alex Smith pass incomplete short middle intended for Travis Kelce,3.970,3.430
2,14:05,2,10,DET 24,3,7,Charcandrick West left tackle for -1 yards (tackle by Devin Taylor),3.430,2.610
2,13:20,3,11,DET 25,3,7,"Penalty on Jason Jones: Encroachment, 5 yards (no play)",2.610,3.270
2,12:59,3,6,DET 20,3,7,Alex Smith pass complete short left to Charcandrick West for 8 yards (tackle by Ezekiel Ansah),3.270,4.780
2,12:17,1,10,DET 12,3,7,Alex Smith pass incomplete short right intended for Demetrius Harris,4.780,4.100
2,12:12,2,10,DET 12,3,7,Alex Smith pass incomplete short left intended for Charcandrick West,4.100,3.120
2,12:07,3,10,DET 12,3,13,"Alex Smith left end for 12 yards, touchdown",3.120,7.000
2,12:07,,,DET 12,3,14,Cairo Santos kicks extra point good,0.000,0.000
2,12:07,,,KAN 35,3,14,"Cairo Santos kicks off 73 yards, returned by Ameer Abdullah for 30 yards (tackle by Frank Zombo)",0.000,-0.410
2,11:54,1,10,DET 22,3,14,Matthew Stafford pass complete short left to Golden Tate for 7 yards (tackle by Derrick Johnson),0.410,0.810
2,11:28,2,3,DET 29,3,14,Matthew Stafford pass incomplete deep left intended for Calvin Johnson (defended by Sean Smith),0.810,0.230
2,11:21,3,2,DET 30,3,14,Matthew Stafford pass incomplete short middle intended for Ameer Abdullah is intercepted by Sean Smith at DET-37,0.230,-3.120
2,11:15,1,10,DET 37,3,14,Charcandrick West right end for 5 yards (tackle by Darius Slay),3.120,3.250
2,10:41,2,5,DET 32,3,14,Charcandrick West right guard for 15 yards (tackle by Nevin Lawson and Glover Quin),3.250,4.440
2,10:06,1,10,DET 17,3,14,Charcandrick West right guard for 1 yard (tackle by Josh Bynes),4.440,4.000
2,9:30,2,9,DET 16,3,14,Alex Smith pass complete short left to De'Anthony Thomas for 1 yard (tackle by Nevin Lawson),4.000,3.340
2,8:43,3,8,DET 15,3,14,Alex Smith pass incomplete short left intended for Charcandrick West,3.340,2.440
2,8:36,4,8,DET 15,3,17,Cairo Santos 33 yard field goal good,2.440,3.000
2,8:36,,,KAN 35,3,17,"Cairo Santos kicks off 73 yards, returned by Ameer Abdullah for 23 yards (tackle by D.J. Alexander)",0.000,0.220
2,8:28,1,10,DET 15,3,17,Joique Bell left guard for no gain (tackle by Dee Ford),-0.220,-0.710
2,7:47,2,10,DET 15,3,17,Joique Bell left guard for 12 yards (tackle by Husain Abdullah),-0.710,0.740
2,7:05,1,10,DET 27,3,17,Matthew Stafford pass complete short middle to Calvin Johnson for 17 yards (tackle by Eric Berry),0.740,1.860
2,6:27,1,10,DET 44,3,17,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew is intercepted by Justin Houston at KAN-49 and returned for -1 yards,1.860,-2.130
2,6:19,1,10,KAN 48,3,17,Alex Smith pass incomplete deep left intended for Jeremy Maclin (defended by Darius Slay),2.130,1.580
2,6:13,2,10,KAN 48,3,17,Alex Smith pass complete short left to De'Anthony Thomas for 23 yards (tackle by Glover Quin),1.580,3.640
2,5:32,1,10,DET 29,3,17,Alex Smith pass complete short right to Travis Kelce for 2 yards (tackle by Stephen Tulloch),3.640,3.370
2,4:57,2,8,DET 27,3,17,Alex Smith pass complete short left to Albert Wilson for 6 yards (tackle by Nevin Lawson),3.370,3.470
2,4:11,3,2,DET 21,3,17,Alex Smith pass complete short right to Charcandrick West for 13 yards (tackle by Josh Wilson),3.470,5.370
2,3:31,1,8,DET 8,3,23,"Charcandrick West left guard for 8 yards, touchdown",5.370,7.000
2,3:31,,,DET 8,3,24,Cairo Santos kicks extra point good,0.000,0.000
2,3:31,,,KAN 35,3,24,"Cairo Santos kicks off 67 yards, returned by Ameer Abdullah for 28 yards (tackle by Anthony Sherman)",0.000,-0.670
2,3:20,1,10,DET 26,3,24,Joique Bell middle for 3 yards (tackle by Dontari Poe),0.670,0.540
2,2:40,2,7,DET 29,3,24,Matthew Stafford pass complete short middle to Golden Tate for 14 yards (tackle by Ron Parker),0.540,1.800
2,2:04,1,10,DET 43,3,24,Theo Riddick left guard for 2 yards (tackle by Allen Bailey),1.800,1.520
2,1:58,2,8,DET 45,3,24,Matthew Stafford pass complete short right to Golden Tate for 12 yards (tackle by Tyvon Branch),1.520,2.720
2,1:33,1,10,KAN 43,3,24,Matthew Stafford sacked by Ron Parker for -5 yards,2.720,2.720
2,1:26,1,10,KAN 43,3,24,Timeout #1 by Kansas City Chiefs,2.720,1.500
2,1:26,2,15,KAN 48,3,24,"Matthew Stafford sacked by Tamba Hali for -1 yards. Penalty on Riley Reiff: Offensive Holding, 10 yards (no play)",1.500,0.150
2,1:21,2,25,DET 42,3,24,Matthew Stafford sacked by Dontari Poe for -2 yards,0.150,0.150
2,1:08,2,25,DET 42,3,24,Timeout #2 by Kansas City Chiefs,0.150,-0.760
2,1:08,3,27,DET 40,3,24,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,-0.760,-0.720
2,1:04,4,27,DET 40,3,24,"Sam Martin punts 44 yards, returned by De'Anthony Thomas for 5 yards (tackle by Don Carey)",-0.720,-0.340
2,0:52,1,10,KAN 21,3,24,"Alex Smith sacked by Ezekiel Ansah for -1 yards. Penalty on Jeff Allen: Unsportsmanlike Conduct, 10 yards",0.340,-1.580
2,0:32,2,21,KAN 10,3,24,"Charcandrick West right guard for 1 yard (tackle by Jason Jones). Penalty on Jason Jones: Face Mask (15 Yards), 15 yards",-1.580,0.670
2,0:25,1,10,KAN 26,3,24,Alex Smith kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,DET,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,3,24,"Sam Martin kicks off 68 yards, returned by De'Anthony Thomas for 27 yards (tackle by Tahir Whitehead). Penalty on Josh Wilson: Unsportsmanlike Conduct, 15 yards",0.000,1.530
3,14:55,1,10,KAN 39,3,24,Charcandrick West right guard for 2 yards (tackle by Ezekiel Ansah and Darius Slay),1.530,1.260
3,14:20,2,8,KAN 41,3,24,Alex Smith pass complete short right to Charcandrick West for 7 yards (tackle by James Ihedigbo),1.260,1.490
3,13:39,3,1,KAN 48,3,24,Knile Davis for 3 yards (tackle by Nevin Lawson),1.490,2.320
3,13:01,1,10,DET 49,3,24,Charcandrick West right guard for 3 yards (tackle by Stephen Tulloch),2.320,2.190
3,12:17,2,7,DET 46,3,24,Alex Smith pass incomplete deep middle intended for Travis Kelce (defended by Quandre Diggs),2.190,1.490
3,12:11,3,7,DET 46,3,24,Alex Smith left end for 10 yards (tackle by Tahir Whitehead),1.490,3.180
3,11:26,1,10,DET 36,3,24,Charcandrick West left end for 4 yards (tackle by Stephen Tulloch),3.180,3.180
3,10:47,2,6,DET 32,3,24,Alex Smith pass complete short middle to Jeremy Maclin for 11 yards (tackle by Stephen Tulloch),3.180,4.170
,,,,,,,"DET challenged the pass completion ruling, and the play was upheld.",,
3,10:08,1,10,DET 21,3,24,Charcandrick West right guard for 1 yard (tackle by Caraun Reid),4.170,3.760
3,9:30,2,9,DET 20,3,24,Alex Smith pass complete short middle to Travis Kelce for 18 yards (tackle by Glover Quin),3.760,6.740
3,8:58,1,2,DET 2,3,30,"Alex Smith pass complete short left to Travis Kelce for 2 yards, touchdown",6.740,7.000
3,8:58,,,DET 2,3,31,Cairo Santos kicks extra point good,0.000,0.000
3,8:58,,,KAN 35,3,31,"Cairo Santos kicks off 71 yards, returned by Ameer Abdullah for 22 yards (tackle by Tyvon Branch)",0.000,0.140
3,8:48,1,10,DET 16,3,31,Joique Bell right guard for 1 yard (tackle by Derrick Johnson),-0.140,-0.510
3,8:14,2,9,DET 17,3,31,Matthew Stafford pass incomplete short right intended for Joique Bell (defended by Ron Parker). Penalty on Larry Warford: Ineligible Downfield Pass (Declined),-0.510,-1.200
3,8:08,3,9,DET 17,3,31,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Marcus Peters),-1.200,-2.320
3,8:03,4,9,DET 17,3,31,"Sam Martin punts 52 yards, returned by De'Anthony Thomas for -6 yards (tackle by Don Carey)",-2.320,-0.610
3,7:52,1,10,KAN 25,3,31,Alex Smith pass incomplete short left intended for Albert Wilson (defended by Nevin Lawson),0.610,0.060
3,7:48,2,10,KAN 25,3,31,Charcandrick West right guard for 1 yard (tackle by Quandre Diggs),0.060,-0.490
3,7:06,3,9,KAN 26,3,31,"Penalty on Laurent Duvernay-Tardif: False Start, 5 yards (no play)",-0.490,-1.150
3,6:46,3,14,KAN 21,3,31,"Alex Smith pass incomplete deep right intended for Albert Wilson. Penalty on Nevin Lawson: Defensive Pass Interference, 16 yards (no play)",-1.150,1.400
3,6:39,1,10,KAN 37,3,31,Alex Smith pass complete short left to Travis Kelce for 4 yards (tackle by James Ihedigbo),1.400,1.400
3,5:58,2,6,KAN 41,3,31,"Alex Smith pass complete short left to De'Anthony Thomas for 5 yards (tackle by Nevin Lawson). Penalty on Nevin Lawson: Illegal Use of Hands, 5 yards (no play)",1.400,1.990
3,5:39,1,10,KAN 46,3,31,Knile Davis left guard for -1 yards (tackle by Andre Fluellen),1.990,1.320
3,5:02,2,11,KAN 45,3,31,Charcandrick West left guard for 6 yards (tackle by Josh Bynes),1.320,1.420
3,4:18,3,5,DET 49,3,31,Alex Smith sacked by Jason Jones for -7 yards,1.420,-0.460
3,3:41,4,12,KAN 44,3,31,"Dustin Colquitt punts 46 yards, fair catch by Golden Tate",-0.460,0.380
3,3:35,1,10,DET 10,3,31,Matthew Stafford pass complete short right to Calvin Johnson for 14 yards (tackle by Marcus Peters),-0.380,0.540
3,2:51,1,10,DET 24,3,31,Matthew Stafford pass complete short left to Calvin Johnson for 13 yards (tackle by Sean Smith),0.540,1.400
3,2:16,1,10,DET 37,3,31,Matthew Stafford pass incomplete short middle intended for Golden Tate,1.400,0.860
3,2:12,2,10,DET 37,3,31,Matthew Stafford pass complete short left to Lance Moore for 6 yards (tackle by Sean Smith),0.860,0.960
3,1:37,3,4,DET 43,3,31,Matthew Stafford pass complete short middle to Golden Tate for 16 yards (tackle by Derrick Johnson),0.960,2.850
3,1:00,1,10,KAN 41,3,31,Matthew Stafford sacked by Justin Houston for -8 yards,2.850,1.230
3,0:22,2,18,KAN 49,3,31,Matthew Stafford pass complete short left to Theo Riddick for 10 yards (tackle by Ron Parker),1.230,1.880
Quarter,Time,Down,ToGo,Location,DET,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,KAN 39,3,31,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,1.880,0.660
4,14:55,4,8,KAN 39,3,31,Matthew Stafford sacked by Justin Houston and Tamba Hali for -6 yards,0.660,-1.930
4,14:50,1,10,KAN 45,3,31,Charcandrick West left guard for 2 yards (tackle by Devin Taylor),1.930,1.650
4,14:09,2,8,KAN 47,3,31,Alex Smith pass complete short left to Albert Wilson for no gain,1.650,0.960
4,13:24,3,8,KAN 47,3,31,Alex Smith pass complete short middle to Jeremy Maclin for 7 yards (tackle by Isa Abdul-Quddus),0.960,0.200
4,12:45,4,1,DET 46,3,31,Dustin Colquitt punts 37 yards,0.200,0.380
4,12:34,1,10,DET 9,3,31,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,-0.380,-0.780
4,12:28,2,10,DET 9,3,31,Matthew Stafford pass complete short left to Theo Riddick for 4 yards (tackle by Eric Berry),-0.780,-0.950
4,11:46,3,6,DET 13,3,31,Matthew Stafford pass complete short right to Lance Moore for 2 yards (tackle by Tyvon Branch),-0.950,-2.440
4,11:12,4,4,DET 15,3,31,"Sam Martin punts 38 yards, returned by De'Anthony Thomas for 37 yards (tackle by Don Muhlbach)",-2.440,-4.510
4,10:57,1,10,DET 16,3,31,Charcandrick West right end for -1 yards (tackle by Stephen Tulloch),4.510,3.770
4,10:16,2,11,DET 17,3,37,"Alex Smith pass complete deep middle to Jeremy Maclin for 17 yards, touchdown",3.770,7.000
4,10:16,,,DET 17,3,38,Cairo Santos kicks extra point good,0.000,0.000
4,10:16,,,KAN 35,3,38,"Cairo Santos kicks off 74 yards, returned by Ameer Abdullah for 32 yards (tackle by Spencer Ware)",0.000,-0.480
4,10:04,1,10,DET 23,3,38,Matthew Stafford pass complete deep left to Calvin Johnson for 30 yards (tackle by Sean Smith),0.480,2.460
4,9:31,1,10,KAN 47,3,38,Matthew Stafford pass complete short middle to Eric Ebron for 14 yards (tackle by Derrick Johnson),2.460,3.380
4,9:03,1,10,KAN 33,3,38,Matthew Stafford pass incomplete short left intended for Corey Fuller,3.380,2.840
4,8:58,2,10,KAN 33,3,38,Matthew Stafford pass complete short left to Theo Riddick for 2 yards (tackle by Husain Abdullah),2.840,2.410
4,8:21,3,8,KAN 31,3,38,Matthew Stafford right tackle for 5 yards (tackle by Marcus Peters),2.410,1.840
4,7:49,4,3,KAN 26,3,38,Matthew Stafford pass complete short right to Eric Ebron for 5 yards (tackle by Tyvon Branch),1.840,4.170
4,7:29,1,10,KAN 21,9,38,"Matthew Stafford pass complete deep right to Lance Moore for 21 yards, touchdown",4.170,7.000
4,7:29,,,KAN 21,10,38,Matt Prater kicks extra point good,0.000,0.000
4,7:29,,,DET 35,10,38,"Sam Martin kicks onside 6 yards, recovered by Tyvon Branch",0.000,-2.850
4,7:19,1,10,DET 41,10,38,"Alex Smith for 32 yards (tackle by Glover Quin). Penalty on Glover Quin: Horse Collar Tackle, 5 yards",2.850,6.280
4,6:44,1,4,DET 4,10,44,"Spencer Ware right guard for 4 yards, touchdown",6.280,7.000
4,6:44,,,DET 4,10,45,Cairo Santos kicks extra point good,0.000,0.000
4,6:44,,,KAN 35,10,45,"Cairo Santos kicks off 65 yards, touchback",0.000,6.280
4,6:40,1,4,DET 4,10,45,Timeout #1 by Kansas City Chiefs,6.280,-0.280
4,6:40,1,10,DET 20,10,45,Matthew Stafford pass complete short middle to Theo Riddick for 4 yards (tackle by Husain Abdullah),0.280,0.270
4,6:19,2,6,DET 24,10,45,Matthew Stafford pass complete short middle to Golden Tate for 4 yards (tackle by Rakeem Nunez-Roches),0.270,0.100
4,5:54,3,2,DET 28,10,45,Matthew Stafford pass incomplete short left intended for Corey Fuller (defended by Sean Smith),0.100,-1.500
4,5:50,4,2,DET 28,10,45,"Sam Martin punts 44 yards, returned by De'Anthony Thomas for 5 yards (tackle by Brandon Copeland)",-1.500,-1.140
4,5:39,1,10,KAN 33,10,45,Charcandrick West left guard for no gain (tackle by Ezekiel Ansah),1.140,0.590
4,4:58,2,10,KAN 33,10,45,Knile Davis left guard for 5 yards (tackle by Travis Lewis),0.590,0.560
4,4:19,3,5,KAN 38,10,45,Chase Daniel pass complete short right to Chris Conley for 6 yards (tackle by Quandre Diggs),0.560,1.860
4,3:36,1,10,KAN 44,10,45,Knile Davis right tackle for 2 yards (tackle by Stephen Tulloch),1.860,1.590
4,2:49,2,8,KAN 46,10,45,Chase Daniel pass complete short left to De'Anthony Thomas for -2 yards (tackle by Josh Wilson),1.590,0.630
4,2:10,3,10,KAN 44,10,45,Spencer Ware middle for 8 yards (tackle by Haloti Ngata and Devin Taylor),0.630,0.070
4,2:00,4,2,DET 48,10,45,Dustin Colquitt punts 41 yards,0.070,0.380
4,1:49,1,10,DET 7,10,45,Theo Riddick right tackle for 2 yards (tackle by Dee Ford),-0.380,-0.630
4,1:14,2,8,DET 9,10,45,Dan Orlovsky pass complete short right to Theo Riddick for 10 yards (tackle by Rakeem Nunez-Roches),-0.630,0.150
4,0:33,1,10,DET 19,10,45,Dan Orlovsky pass incomplete short right intended for Theo Riddick (defended by Dee Ford),0.150,-0.390
4,0:28,2,10,DET 19,10,45,Theo Riddick right guard for 6 yards (tackle by Tyvon Branch),-0.390,-0.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
