Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Devin Hester,ATL,6,158,26.3,0,38,0,0,,0,0
Eric Weems,ATL,2,34,17.0,0,17,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Micah Hyde,GNB,0,0,,0,0,2,20,10.0,0,16
DuJuan Harris,GNB,4,85,21.3,0,24,0,0,,0,0
Jarrett Boykin,GNB,1,3,3.0,0,3,0,0,,0,0
Jordy Nelson,GNB,1,0,0.0,0,0,0,0,,0,0
