Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
1,7:05,1,4,GNB 4,6,7,"Steven Jackson left guard for 4 yards, touchdown",6.280,7.000
1,7:05,,,GNB 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
1,7:05,,,ATL 35,7,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
1,7:00,1,10,GNB 20,7,7,Aaron Rodgers sacked by Kroy Biermann for -4 yards,0.280,-0.940
1,6:22,2,14,GNB 16,7,7,Eddie Lacy right tackle for 2 yards (tackle by Paul Worrilow),-0.940,-1.330
1,5:49,3,12,GNB 18,7,7,"Penalty on Andrew Quarless: False Start, 5 yards (no play)",-1.330,-2.190
1,5:12,3,17,GNB 13,7,7,Aaron Rodgers pass complete deep middle to Andrew Quarless for 30 yards (tackle by Kemal Ishmael and William Moore),-2.190,1.800
1,4:43,1,10,GNB 43,7,7,Aaron Rodgers pass complete short left to Jordy Nelson for 11 yards (tackle by Desmond Trufant),1.800,2.520
1,4:11,1,10,ATL 46,7,7,Eddie Lacy left end for 4 yards (tackle by Corey Peters and Kroy Biermann),2.520,2.520
1,3:39,2,6,ATL 42,7,7,Eddie Lacy left end for 10 yards (tackle by William Moore and Prince Shembo),2.520,3.450
1,3:02,1,10,ATL 32,7,7,Aaron Rodgers pass complete short middle to Andrew Quarless for 13 yards (tackle by Prince Shembo),3.450,4.310
1,2:24,1,10,ATL 19,7,7,Aaron Rodgers pass complete short middle to Andrew Quarless for 9 yards (tackle by Kemal Ishmael and Prince Shembo),4.310,5.360
1,1:58,2,1,ATL 10,7,7,Aaron Rodgers pass complete short left to Jordy Nelson for -1 yards (tackle by Desmond Trufant),5.360,4.430
1,1:12,3,2,ATL 11,7,7,Aaron Rodgers pass complete short middle to Randall Cobb for 4 yards (tackle by Desmond Trufant),4.430,5.600
1,0:32,1,7,ATL 7,7,7,Aaron Rodgers pass incomplete short right intended for Andrew Quarless (defended by Kemal Ishmael),5.600,4.760
1,0:27,2,7,ATL 7,7,7,"Aaron Rodgers left end for 5 yards (tackle by Dwight Lowery). Aaron Rodgers fumbles (forced by Dwight Lowery), recovered by Aaron Rodgers at ATL-2. Penalty on Tyson Jackson: Unnecessary Roughness, 1 yards",4.760,6.970
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,1,ATL 1,7,13,"Eddie Lacy left end for 1 yard, touchdown",6.970,7.000
2,15:00,,,ATL 2,7,14,Mason Crosby kicks extra point good,0.000,0.000
2,15:00,,,GNB 35,7,14,"Mason Crosby kicks off 68 yards, returned by Devin Hester for 32 yards (tackle by Brad Jones)",0.000,-0.870
2,14:50,1,10,ATL 29,7,14,"Devonta Freeman right tackle for 3 yards (tackle by Josh Boyd). Penalty on Letroy Guion: Defensive Offside, 5 yards (no play)",0.870,1.600
2,14:37,1,5,ATL 34,7,14,Steven Jackson up the middle for 3 yards (tackle by Clay Matthews and Sam Barrington),1.600,1.410
2,14:14,2,2,ATL 37,7,14,Steven Jackson right end for 1 yard (tackle by Julius Peppers and Clay Matthews),1.410,0.830
2,13:30,3,1,ATL 38,7,14,Matt Ryan pass incomplete short right intended for Roddy White (defended by Tramon Williams). Penalty on Levine Toilolo: Offensive Pass Interference (Declined),0.830,-0.850
2,13:25,4,1,ATL 38,7,14,"Matthew Bosher punts 50 yards, returned by Micah Hyde for 4 yards (tackle by Josh Harris)",-0.850,0.140
2,13:13,1,10,GNB 16,7,14,James Starks left tackle for 21 yards (tackle by Desmond Trufant),-0.140,1.400
2,12:37,1,10,GNB 37,7,14,James Starks left end for 4 yards (tackle by Josh Wilson),1.400,1.400
2,11:57,2,6,GNB 41,7,14,Aaron Rodgers pass complete short middle to James Starks for 12 yards (tackle by Kemal Ishmael),1.400,2.460
2,11:12,1,10,ATL 47,7,14,Aaron Rodgers up the middle for 6 yards (tackle by Jonathan Massaquoi),2.460,2.720
2,10:37,2,4,ATL 41,7,14,James Starks right end for 3 yards (tackle by Robert McClain and Joplo Bartu),2.720,2.410
2,9:55,3,1,ATL 38,7,14,John Kuhn up the middle for 4 yards (tackle by Joplo Bartu),2.410,3.310
2,9:10,1,10,ATL 34,7,14,Aaron Rodgers pass incomplete short left intended for Davante Adams,3.310,2.770
2,9:03,2,10,ATL 34,7,14,Aaron Rodgers pass complete short left to Eddie Lacy for 13 yards (tackle by Dwight Lowery),2.770,4.170
2,8:21,1,10,ATL 21,7,14,Eddie Lacy right end for no gain (tackle by Kroy Biermann),4.170,3.630
2,7:36,2,10,ATL 21,7,14,Aaron Rodgers pass incomplete short middle intended for Eddie Lacy,3.630,2.940
2,7:31,3,10,ATL 21,7,14,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,2.940,2.060
2,7:22,4,10,ATL 21,7,17,Mason Crosby 38 yard field goal good,2.060,3.000
2,7:22,,,GNB 35,7,17,"Mason Crosby kicks off 63 yards, returned by Devin Hester for 18 yards (tackle by Sean Richardson)",0.000,-0.280
2,7:12,1,10,ATL 20,7,17,Matt Ryan pass complete deep middle to Julio Jones for 25 yards (tackle by Tramon Williams),0.280,1.930
2,6:45,1,10,ATL 45,7,17,Matt Ryan pass incomplete short right intended for Devin Hester is intercepted by Morgan Burnett at ATL-47 and returned for 32 yards,1.930,-4.580
2,6:27,1,10,ATL 15,7,17,Randall Cobb left end for -1 yards (tackle by Paul Worrilow and Jonathan Babineaux),4.580,3.810
2,5:48,2,11,ATL 16,7,17,Aaron Rodgers pass complete short left to Davante Adams for 6 yards (tackle by Dwight Lowery),3.810,4.000
2,5:11,3,5,ATL 10,7,17,Aaron Rodgers right end for 9 yards (tackle by Dwight Lowery),4.000,4.000
2,4:24,3,5,ATL 10,7,17,Timeout #1 by Green Bay Packers,4.000,6.970
2,4:24,1,1,ATL 1,7,23,"Aaron Rodgers pass complete short middle to Eddie Lacy for 1 yard, touchdown",6.970,7.000
2,4:24,,,ATL 2,7,24,Mason Crosby kicks extra point good,0.000,0.000
2,4:24,,,GNB 35,7,24,"Mason Crosby kicks off 71 yards, returned by Devin Hester for 18 yards (tackle by Demetri Goodson)",0.000,0.350
2,4:17,1,10,ATL 12,7,24,Steven Jackson right end for 7 yards (tackle by Tramon Williams),-0.350,0.100
2,3:39,2,3,ATL 19,7,24,Steven Jackson right end for 3 yards (tackle by Datone Jones),0.100,0.410
2,3:01,1,10,ATL 22,7,24,Matt Ryan pass incomplete short middle intended for Julio Jones (defended by Letroy Guion),0.410,-0.130
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,2:56,2,10,ATL 22,7,24,Matt Ryan pass incomplete short right intended for Jacquizz Rodgers,-0.130,-0.820
2,2:52,3,10,ATL 22,7,24,Matt Ryan pass incomplete deep left intended for Julio Jones,-0.820,-1.900
2,2:47,4,10,ATL 22,7,24,"Matthew Bosher punts 47 yards, returned by Micah Hyde for 16 yards (tackle by Prince Shembo)",-1.900,-2.060
2,2:35,1,10,GNB 47,7,24,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson,2.060,1.520
2,2:30,2,10,GNB 47,7,24,Aaron Rodgers pass complete short left to James Starks for 14 yards (tackle by Kemal Ishmael),1.520,2.980
2,2:05,1,10,ATL 39,7,24,Aaron Rodgers pass complete short right to Randall Cobb for 18 yards (tackle by Paul Worrilow),2.980,4.170
2,1:56,1,10,ATL 21,7,24,Eddie Lacy right end for 5 yards (tackle by Cliff Matthews),4.170,4.370
2,1:20,2,5,ATL 16,7,24,Aaron Rodgers pass complete short right to Jordy Nelson for 6 yards (tackle by Robert McClain),4.370,4.910
2,0:40,1,10,ATL 10,7,24,Aaron Rodgers pass incomplete short right intended for Eddie Lacy,4.910,4.190
2,0:34,2,10,ATL 10,7,24,Aaron Rodgers pass incomplete short right intended for Richard Rodgers,4.190,3.130
2,0:31,3,10,ATL 10,7,30,"Aaron Rodgers pass complete short right to Jordy Nelson for 10 yards, touchdown",3.130,7.000
2,0:31,,,ATL 2,7,31,Mason Crosby kicks extra point good,0.000,0.000
2,0:31,,,GNB 35,7,31,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,0:24,1,10,ATL 20,7,31,Matt Ryan pass complete short middle to Julio Jones for 30 yards (tackle by Ha Ha Clinton-Dix and Casey Hayward),0.280,0.280
2,0:15,1,10,ATL 20,7,31,Timeout #1 by Atlanta Falcons,0.280,2.260
2,0:15,1,10,,7,31,Matt Ryan pass incomplete short left intended for Levine Toilolo,2.260,1.710
2,0:10,2,10,,7,31,Matt Ryan up the middle for 15 yards (tackle by Ha Ha Clinton-Dix),1.710,1.710
2,0:03,2,10,,7,31,Timeout #2 by Atlanta Falcons,1.710,3.250
2,0:02,1,10,GNB 35,7,31,"Matt Bryant 53 yard field goal no good, blocked by Brad Jones",3.250,1.730
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,7,31,"Mason Crosby kicks off 70 yards, returned by Devin Hester for 23 yards (tackle by Casey Hayward)",0.000,0.040
3,14:53,1,10,ATL 18,7,31,Matt Ryan pass complete deep right to Julio Jones for 79 yards (tackle by Tramon Williams),0.040,6.510
3,14:02,1,3,GNB 3,7,31,Devin Hester left end for no gain (tackle by Morgan Burnett),6.510,5.530
3,13:25,2,3,GNB 3,7,31,Steven Jackson right tackle for -2 yards (tackle by Morgan Burnett),5.530,4.260
3,12:44,3,5,GNB 5,7,31,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Micah Hyde),4.260,3.010
3,12:39,4,5,GNB 5,13,31,"Matt Ryan pass complete short middle to Eric Weems for 5 yards, touchdown",3.010,7.000
3,12:39,,,GNB 2,14,31,Matt Bryant kicks extra point good,0.000,0.000
3,12:39,,,ATL 35,14,31,"Matthew Bosher kicks off 62 yards, returned by DuJuan Harris for 17 yards (tackle by Javier Arenas)",0.000,-0.280
3,12:30,1,10,GNB 20,14,31,"Aaron Rodgers sacked by Kroy Biermann for 0 yards. Penalty on T.J. Lang: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,11:59,1,20,GNB 10,14,31,Aaron Rodgers pass incomplete short middle intended for Eddie Lacy,-0.760,-1.510
3,11:54,2,20,GNB 10,14,31,Aaron Rodgers pass complete short middle to Eddie Lacy for 13 yards (tackle by Jonathan Babineaux and Dwight Lowery),-1.510,-0.560
3,11:07,3,7,GNB 23,14,31,Aaron Rodgers pass incomplete deep right intended for Davante Adams,-0.560,-1.830
3,10:59,4,7,GNB 23,14,31,Tim Masthay punts 31 yards,-1.830,-1.990
3,10:51,1,10,ATL 46,14,31,Steven Jackson right end for -1 yards (tackle by Mike Neal),1.990,1.320
3,10:14,2,11,ATL 45,14,31,"Matt Ryan pass complete short left to Harry Douglas for 9 yards (tackle by Micah Hyde). Penalty on Micah Hyde: Face Mask (15 Yards), 15 yards",1.320,3.510
3,10:02,1,10,GNB 31,14,31,Matt Ryan pass incomplete deep left intended for Julio Jones,3.510,2.970
3,9:55,2,10,GNB 31,14,31,Devonta Freeman left guard for no gain (tackle by Clay Matthews and Mike Daniels),2.970,2.280
3,9:11,3,10,GNB 31,14,31,Matt Ryan sacked by Clay Matthews for -1 yards,2.280,1.240
3,8:25,4,11,GNB 32,17,31,Matt Bryant 50 yard field goal good. Penalty on Davon House: Defensive Offside (Declined),1.240,3.000
3,8:25,,,ATL 35,17,31,"Matthew Bosher kicks off 65 yards, returned by DuJuan Harris for 23 yards (tackle by Nathan Stupar)",0.000,-0.480
3,8:15,1,10,GNB 23,17,31,Eddie Lacy left end for 7 yards (tackle by Jonathan Babineaux and Kemal Ishmael),0.480,0.880
3,7:36,2,3,GNB 30,17,31,Eddie Lacy right end for no gain (tackle by Kemal Ishmael and Jonathan Babineaux),0.880,0.170
3,6:52,3,3,GNB 30,17,31,Aaron Rodgers pass complete deep middle to Randall Cobb for 23 yards (tackle by Josh Wilson),0.170,2.460
3,6:16,1,10,ATL 47,17,31,Aaron Rodgers pass complete deep left to Jordy Nelson for 28 yards (tackle by Dwight Lowery),2.460,4.310
3,5:30,1,10,ATL 19,17,31,Aaron Rodgers pass complete short left to Eddie Lacy for no gain,4.310,3.750
3,4:50,2,10,ATL 19,17,31,Eddie Lacy right tackle for 4 yards (tackle by Jonathan Babineaux and Malliciah Goodman),3.750,3.580
3,4:06,3,6,ATL 15,17,31,Aaron Rodgers pass incomplete short right intended for Eddie Lacy (defended by Paul Worrilow),3.580,2.470
3,4:00,4,6,ATL 15,17,34,Mason Crosby 33 yard field goal good,2.470,3.000
3,4:00,,,GNB 35,17,34,"Mason Crosby kicks off 55 yards, returned by Eric Weems for 17 yards (tackle by Brandon Bostick)",0.000,-0.740
3,3:52,1,10,ATL 27,17,34,Matt Ryan pass complete short left to Patrick DiMarco for 9 yards (tackle by Sam Shields and A.J. Hawk),0.740,1.410
3,3:12,2,1,ATL 36,17,34,Jacquizz Rodgers right guard for 6 yards (tackle by Sam Barrington and Casey Hayward),1.410,1.730
3,2:38,1,10,ATL 42,17,34,Jacquizz Rodgers left end for no gain (tackle by Mike Neal),1.730,1.190
3,1:57,2,10,ATL 42,17,34,Matt Ryan pass complete short right to Jacquizz Rodgers for 14 yards (tackle by Tramon Williams),1.190,2.650
3,1:27,1,10,GNB 44,17,34,Matt Ryan pass complete short middle to Steven Jackson for 9 yards (tackle by Sam Barrington),2.650,3.330
3,0:48,2,1,GNB 35,17,34,Steven Jackson up the middle for no gain (tackle by Clay Matthews and Datone Jones),3.330,2.610
3,0:10,3,1,GNB 35,17,34,Steven Jackson up the middle for 2 yards (tackle by A.J. Hawk),2.610,3.380
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 33,17,34,Devonta Freeman left end for -2 yards (tackle by Sam Barrington),3.380,2.570
4,14:19,2,12,GNB 35,17,34,Matt Ryan pass complete short middle to Devonta Freeman for 6 yards (tackle by Casey Hayward),2.570,2.680
4,13:36,3,6,GNB 29,17,34,Matt Ryan pass complete short right to Julio Jones for 12 yards (tackle by Casey Hayward),2.680,4.440
4,13:04,1,10,GNB 17,17,34,"Steven Jackson left end for 9 yards (tackle by Casey Hayward and Clay Matthews). Penalty on Roddy White: Illegal Shift, 5 yards (no play)",4.440,4.110
4,12:39,1,15,GNB 22,23,34,"Matt Ryan pass complete deep left to Julio Jones for 22 yards, touchdown",4.110,7.000
4,12:39,,,GNB 2,24,34,Matt Bryant kicks extra point good,0.000,0.000
4,12:39,,,ATL 35,24,34,"Matthew Bosher kicks off 60 yards, returned by DuJuan Harris for 21 yards (tackle by Matthew Bosher)",0.000,-0.670
4,12:25,1,10,GNB 26,24,34,James Starks left end for 1 yard (tackle by Robert McClain),0.670,0.270
4,11:42,2,9,GNB 27,24,34,Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson (defended by Desmond Trufant),0.270,-0.430
4,11:34,3,9,GNB 27,24,34,Aaron Rodgers pass complete short right to Randall Cobb for 13 yards (tackle by Desmond Trufant),-0.430,1.600
4,10:38,1,10,GNB 40,24,40,"Aaron Rodgers pass complete deep middle to Jordy Nelson for 60 yards, touchdown",1.600,7.000
4,10:38,,,ATL 2,24,40,Mason Crosby kicks extra point no good,0.000,-1.000
4,10:38,,,GNB 35,24,40,"Mason Crosby kicks off 65 yards, returned by Devin Hester for 29 yards (tackle by Casey Hayward)",0.000,-0.870
4,10:31,1,10,ATL 29,24,40,Matt Ryan pass complete deep left to Julio Jones for 18 yards (tackle by Davon House),0.870,2.060
4,10:08,1,10,ATL 47,24,40,Steven Jackson right guard for 6 yards (tackle by Sam Barrington and Morgan Burnett),2.060,2.330
4,9:42,2,4,GNB 47,24,40,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Davon House),2.330,1.620
4,9:37,3,4,GNB 47,24,40,Matt Ryan pass incomplete short middle intended for Roddy White (defended by Datone Jones),1.620,0.130
4,9:32,4,4,GNB 47,24,40,Matt Ryan pass complete short middle to Julio Jones for 19 yards (tackle by Ha Ha Clinton-Dix),0.130,3.710
4,9:07,1,10,GNB 28,24,40,Steven Jackson up the middle for 4 yards (tackle by Julius Peppers),3.710,3.710
4,8:38,2,6,GNB 24,24,40,Matt Ryan for 8 yards (tackle by Davon House),3.710,4.510
4,8:03,1,10,GNB 16,24,40,Matt Ryan pass complete short left to Devonta Freeman for 4 yards (tackle by Sam Barrington),4.510,4.570
4,7:25,2,6,GNB 12,24,40,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Davon House),4.570,4.570
4,7:20,2,6,GNB 12,24,40,Timeout #1 by Green Bay Packers,4.570,3.730
4,7:19,3,6,GNB 12,24,40,Matt Ryan pass complete short middle to Julio Jones for 9 yards (tackle by Datone Jones),3.730,6.510
4,6:53,1,3,GNB 3,24,40,Steven Jackson up the middle for 2 yards (tackle by Morgan Burnett and Ha Ha Clinton-Dix),6.510,6.510
4,6:20,1,3,GNB 3,24,40,Timeout #2 by Green Bay Packers,6.510,5.910
4,6:20,2,1,GNB 1,30,40,"Matt Ryan pass complete short left to Roddy White for 1 yard, touchdown",5.910,7.000
4,6:20,,,,30,40,"Two Point Attempt: Jacquizz Rodgers up the middle, conversion fails",0.000,-1.000
4,6:20,,,ATL 35,30,40,"Matthew Bosher kicks onside 9 yards, recovered by Jarrett Boykin and returned for 3 yards",0.000,-2.850
4,6:13,1,10,ATL 41,30,40,Eddie Lacy up the middle for 7 yards (tackle by Dwight Lowery and Paul Worrilow),2.850,3.250
4,5:28,2,3,ATL 34,30,40,Eddie Lacy left tackle for -1 yards (tackle by Paul Worrilow and Prince Shembo),3.250,2.410
4,4:41,3,4,ATL 35,30,40,Aaron Rodgers pass incomplete short left intended for Davante Adams,2.410,0.980
4,4:37,4,4,ATL 35,30,43,Mason Crosby 53 yard field goal good,0.980,3.000
4,4:37,,,GNB 35,30,43,"Mason Crosby kicks off 69 yards, returned by Devin Hester for 38 yards (tackle by Mason Crosby)",0.000,-1.200
4,4:26,1,10,ATL 34,30,43,Matt Ryan pass incomplete short left intended for Levine Toilolo,1.200,0.660
4,4:20,2,10,ATL 34,30,43,Matt Ryan pass complete deep middle to Roddy White for 29 yards (tackle by Tramon Williams and Ha Ha Clinton-Dix),0.660,3.120
4,3:55,1,10,GNB 37,30,43,Matt Ryan pass complete short middle to Steven Jackson for 17 yards (tackle by Brad Jones),3.120,3.120
4,3:31,1,10,GNB 37,30,43,Timeout #3 by Green Bay Packers,3.120,4.240
4,3:31,1,10,GNB 20,30,43,Matt Ryan pass complete short right to Levine Toilolo for -1 yards (tackle by Micah Hyde),4.240,3.560
4,3:24,2,11,GNB 21,30,43,Jacquizz Rodgers up the middle for 14 yards (tackle by Morgan Burnett),3.560,5.600
4,3:04,1,7,GNB 7,30,43,Matt Ryan pass incomplete short left intended for Harry Douglas,5.600,4.760
4,3:01,2,7,GNB 7,30,43,Steven Jackson up the middle for 5 yards (tackle by Morgan Burnett),4.760,4.950
4,2:20,3,2,GNB 2,30,43,Matt Ryan pass incomplete short right intended for Devin Hester,4.950,3.250
4,2:15,4,2,GNB 2,36,43,"Matt Ryan pass complete short left to Harry Douglas for 2 yards, touchdown",3.250,7.000
4,2:15,,,GNB 2,37,43,Matt Bryant kicks extra point good,0.000,0.000
4,2:15,,,ATL 35,37,43,Matthew Bosher kicks off 26 yards,0.000,-1.530
4,2:09,1,10,GNB 39,37,43,James Starks right end for 2 yards (tackle by Joplo Bartu),1.530,1.260
4,2:00,2,8,GNB 41,37,43,Aaron Rodgers right end for 12 yards (tackle by Dwight Lowery),1.260,1.260
4,1:51,2,8,GNB 41,37,43,Timeout #1 by Atlanta Falcons,1.260,2.460
4,1:51,1,10,ATL 47,37,43,James Starks left end for 41 yards (tackle by Dwight Lowery),2.460,2.460
4,1:37,1,10,ATL 47,37,43,Timeout #2 by Atlanta Falcons,2.460,5.830
4,1:37,1,6,ATL 6,37,43,James Starks right end for -1 yards (tackle by Kemal Ishmael),5.830,5.830
4,1:31,1,6,ATL 6,37,43,Timeout #3 by Atlanta Falcons,5.830,4.760
4,1:31,2,7,ATL 7,37,43,James Starks left tackle for -2 yards (tackle by Paul Soliai),4.760,3.360
4,0:47,3,9,ATL 9,37,43,James Starks right end for 3 yards (tackle by Prince Shembo),3.360,2.990
4,0:47,4,6,ATL 6,37,43,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",2.990,2.700
4,0:01,4,11,ATL 11,37,43,Aaron Rodgers kneels for -4 yards,2.700,-0.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
