Quarter,Time,Down,ToGo,Location,SFO,NWE,Detail,EPB,EPA
1,5:39,2,5,NWE 39,0,0,Tom Brady pass complete to David Givens for 8 yards (tackle by Tony Parrish),1.330,2.060
1,5:19,1,10,NWE 47,0,0,Tom Brady pass incomplete intended for Corey Dillon is intercepted by Dwaine Carpenter at SFO-47 and returned for 31 yards (tackle by David Patten),2.060,-4.110
1,5:09,1,10,NWE 22,0,0,Kevan Barlow up the middle for 3 yards (tackle by Ted Johnson and Vince Wilfork),4.110,3.970
1,4:32,2,7,NWE 19,0,0,Ken Dorsey pass complete to Curtis Conway for 9 yards (tackle by Randall Gay),3.970,4.910
1,4:14,1,10,NWE 10,0,0,Kevan Barlow right tackle for 3 yards (tackle by Ty Warren and Rodney Harrison),4.910,4.760
1,3:38,2,7,NWE 7,0,0,Ken Dorsey pass complete to Aaron Walker for 3 yards (tackle by Tedy Bruschi),4.760,4.490
1,2:54,3,4,NWE 4,6,0,"Ken Dorsey pass complete to Steve Bush for 4 yards, touchdown",4.490,7.000
1,,,,NWE 2,7,0,Todd Peterson kicks extra point good,0.000,0.000
1,,,,SFO 30,7,0,"Todd Peterson kicks off 62 yards, returned by Bethel Johnson for 22 yards (tackle by Maurice Hicks)",0.000,0.940
1,2:41,1,10,NWE 30,7,0,"Tom Brady pass complete to Patrick Pass for 9 yards (tackle by Saleem Rasheed). Penalty on Joe Andruzzi: Offensive Holding, 10 yards (no play)",0.940,0.280
1,2:14,1,20,NWE 20,7,0,Tom Brady pass complete to Patrick Pass for 5 yards (tackle by Jimmy Williams),0.280,-0.280
1,1:36,2,15,NWE 25,7,0,Tom Brady pass incomplete intended for David Givens,-0.280,-0.960
1,1:30,3,15,NWE 25,7,0,Tom Brady pass complete to Patrick Pass for 8 yards (tackle by Tony Brown). Penalty on Dan Koppen: Ineligible Downfield Pass (Declined),-0.960,-1.180
1,1:18,4,7,NWE 33,7,0,Josh Miller punts 39 yards,-1.180,-0.810
1,1:11,1,10,SFO 28,7,0,"Ken Dorsey pass complete to Kevan Barlow for 8 yards (tackle by Tedy Bruschi). Penalty on Willie McGinest: Face Mask (15 Yards), 15 yards",0.810,2.320
1,0:55,1,10,NWE 49,7,0,Kevan Barlow up the middle for 2 yards (tackle by Tedy Bruschi and Ty Warren),2.320,2.050
1,0:15,2,8,NWE 47,7,0,Kevan Barlow up the middle for 6 yards (tackle by Tedy Bruschi and Roman Phifer),2.050,2.150
Quarter,Time,Down,ToGo,Location,SFO,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,NWE 41,7,0,Kevan Barlow up the middle for 1 yard (tackle by Willie McGinest and Vince Wilfork),2.150,0.590
2,14:18,4,1,NWE 40,7,0,Kevan Barlow up the middle for 3 yards (tackle by Rodney Harrison),0.590,3.120
2,13:44,1,10,NWE 37,7,0,Ken Dorsey pass complete to Kevan Barlow for 3 yards (tackle by Rosevelt Colvin),3.120,2.980
2,13:03,2,7,NWE 34,7,0,Kevan Barlow up the middle for 1 yard (tackle by Ty Warren and Jarvis Green),2.980,2.410
2,12:28,3,6,NWE 33,7,0,Ken Dorsey pass complete to Curtis Conway for 14 yards (tackle by Earthwind Moreland),2.410,4.310
2,11:48,1,10,NWE 19,7,0,Maurice Hicks left tackle for 2 yards (tackle by Jarvis Green and Rosevelt Colvin),4.310,4.030
2,11:14,2,8,NWE 17,7,0,Ken Dorsey pass complete to Maurice Hicks for -4 yards (tackle by Rodney Harrison),4.030,2.810
2,10:29,3,12,NWE 21,7,0,Ken Dorsey pass incomplete intended for Rashaun Woods,2.810,2.060
2,10:22,4,12,NWE 21,7,0,Todd Peterson 39 yard field goal no good,2.060,-0.870
2,10:17,1,10,NWE 29,7,0,Tom Brady pass incomplete intended for David Patten (defended by Shawntae Spencer),0.870,0.330
2,10:11,2,10,NWE 29,7,0,Corey Dillon right tackle for 11 yards (tackle by Tony Parrish),0.330,1.600
2,9:36,1,10,NWE 40,7,0,Tom Brady pass complete to Christian Fauria for 11 yards (tackle by Derek Smith),1.600,2.320
2,8:51,1,10,SFO 49,7,0,Corey Dillon up the middle for 19 yards (tackle by Tony Parrish),2.320,3.580
2,8:18,1,10,SFO 30,7,0,Corey Dillon up the middle for 6 yards (tackle by Bryant Young),3.580,3.840
2,7:38,2,4,SFO 24,7,0,Tom Brady pass complete to David Givens for 22 yards (tackle by Joselio Hanson),3.840,6.740
2,7:38,1,2,SFO 2,7,0,--,6.740,5.600
2,6:38,1,7,SFO 7,7,0,Corey Dillon up the middle for 6 yards (tackle by Jeff Ulbrich and Derek Smith),5.600,5.910
2,6:01,2,1,SFO 1,7,6,"Tom Brady pass complete to Mike Vrabel for 1 yard, touchdown",5.910,7.000
2,,,,SFO 2,7,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,7,7,"Adam Vinatieri kicks off 65 yards, returned by Maurice Hicks for 23 yards (tackle by Eric Alexander)",0.000,0.810
2,5:53,1,10,SFO 28,7,7,Maurice Hicks right guard for 3 yards (tackle by Don Davis and Ted Johnson),0.810,0.670
2,5:19,2,7,SFO 31,7,7,Kevan Barlow right guard for 1 yard (tackle by Ty Warren and Tully Banta-Cain),0.670,0.100
2,4:40,3,6,SFO 32,7,7,Ken Dorsey pass incomplete intended for Eric Johnson,0.100,-1.240
2,4:36,4,6,SFO 32,7,7,"Andy Lee punts 44 yards, fair catch by Bethel Johnson",-1.240,-0.540
2,4:28,1,10,NWE 24,7,7,Tom Brady pass incomplete intended for Jed Weaver,0.540,0.000
2,4:24,2,10,NWE 24,7,7,Tom Brady pass complete to Jed Weaver for 10 yards (tackle by Dwaine Carpenter),0.000,1.200
2,3:54,1,10,NWE 34,7,7,Tom Brady pass incomplete intended for Jed Weaver,1.200,0.660
2,3:51,2,10,NWE 34,7,7,Tom Brady pass complete to Patrick Pass for 7 yards (tackle by Derek Smith),0.660,0.890
2,3:16,3,3,NWE 41,7,7,Tom Brady pass complete to Jed Weaver for 17 yards (tackle by Tony Parrish),0.890,2.790
2,2:33,1,10,SFO 42,7,7,Tom Brady pass complete to David Patten for 23 yards,2.790,4.310
2,2:08,1,10,SFO 19,7,7,Tom Brady pass complete to Patrick Pass for -6 yards (tackle by Jeff Ulbrich),4.310,2.950
2,2:00,2,16,SFO 25,7,7,"Tom Brady sacked by John Engelberger for -5 yards. Tom Brady fumbles (forced by John Engelberger), recovered by John Engelberger at SFO-30 (tackle by Tom Brady)",2.950,-0.940
2,1:51,1,10,SFO 30,7,7,Ken Dorsey sacked by Willie McGinest for -6 yards. Penalty on Scott Gragg: Offensive Holding (Declined),0.940,-0.420
2,1:45,2,16,SFO 24,7,7,Maurice Hicks left guard for 2 yards (tackle by Tully Banta-Cain and Rodney Harrison),-0.420,-0.820
2,1:38,,,,7,7,Timeout #1 by New England Patriots,0.000,-0.820
2,1:38,3,14,SFO 26,7,7,Ken Dorsey pass complete to Maurice Hicks for 14 yards (tackle by Tedy Bruschi),-0.820,1.600
2,0:54,1,10,SFO 40,7,7,"Ken Dorsey pass incomplete intended for Cedrick Wilson. Penalty on Cedrick Wilson: Offensive Pass Interference, 10 yards (no play)",1.600,0.940
2,0:47,1,20,SFO 30,7,7,Kevan Barlow left tackle for 2 yards (tackle by Tully Banta-Cain and Tedy Bruschi),0.940,-0.030
Quarter,Time,Down,ToGo,Location,SFO,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,7,7,"Todd Peterson kicks off 62 yards, returned by Bethel Johnson for 28 yards (tackle by Maurice Hicks)",0.000,1.330
3,14:54,1,10,NWE 36,7,7,"Corey Dillon right end for 2 yards (tackle by Derek Smith and Jeff Ulbrich). Penalty on Derek Smith: Face Mask (15 Yards), 15 yards",1.330,2.460
3,14:29,1,10,SFO 47,7,7,Corey Dillon right end for 1 yard (tackle by Jeff Ulbrich),2.460,2.050
3,14:11,2,9,SFO 46,7,7,Corey Dillon up the middle for 6 yards (tackle by Andrew Williams),2.050,2.150
3,13:38,3,3,SFO 40,7,7,Tom Brady pass incomplete intended for David Givens,2.150,0.590
3,13:33,4,3,SFO 40,7,7,Josh Miller punts 39 yards,0.590,0.380
3,13:23,1,10,SFO 1,7,7,Kevan Barlow up the middle for 1 yard (tackle by Keith Traylor and Jarvis Green),-0.380,-0.710
3,12:50,2,9,SFO 2,7,7,Kevan Barlow right guard for 4 yards (tackle by Ted Johnson and Rodney Harrison),-0.710,-0.840
3,12:16,3,5,SFO 6,7,7,Ken Dorsey pass complete to Cedrick Wilson for 7 yards (tackle by Randall Gay),-0.840,-0.320
3,11:41,1,10,SFO 13,7,7,Ken Dorsey pass incomplete intended for Aaron Walker,-0.320,-0.770
3,11:36,2,10,SFO 13,7,7,Kevan Barlow right tackle for 1 yard (tackle by Tedy Bruschi),-0.770,-1.300
3,10:59,3,9,SFO 14,7,7,Ken Dorsey pass incomplete intended for Kevan Barlow,-1.300,-2.470
3,10:53,4,9,SFO 14,7,7,"Andy Lee punts 43 yards, returned by Bethel Johnson for 6 yards (tackle by Saleem Rasheed)",-2.470,-2.190
3,10:41,1,10,NWE 49,7,7,Corey Dillon left end for 8 yards (tackle by Jeff Ulbrich),2.190,2.730
3,10:19,2,2,SFO 43,7,7,Corey Dillon right guard for 29 yards (tackle by Dwaine Carpenter),2.730,4.650
3,9:30,1,10,SFO 14,7,7,Tom Brady pass complete to Christian Fauria for 6 yards (tackle by Derek Smith),4.650,5.090
3,8:54,2,4,SFO 8,7,13,"Tom Brady pass complete to Deion Branch for 8 yards, touchdown",5.090,7.000
3,,,,SFO 2,7,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,7,14,"Adam Vinatieri kicks off 65 yards, returned by Cedrick Wilson for 30 yards (tackle by Eric Alexander)",0.000,1.270
3,8:44,1,10,SFO 35,7,14,Maurice Hicks up the middle for 3 yards (tackle by Ted Johnson and Tedy Bruschi),1.270,1.130
3,8:08,2,7,SFO 38,7,14,Ken Dorsey pass incomplete intended for Rashaun Woods,1.130,0.430
3,8:04,3,7,SFO 38,7,14,Ken Dorsey pass incomplete intended for Rashaun Woods,0.430,-0.850
3,7:58,4,7,SFO 38,7,14,"Andy Lee punts 39 yards, muffed catch by Bethel Johnson, recovered by Bethel Johnson and returned for no gain",-0.850,-0.540
3,7:50,1,10,NWE 24,7,14,Tom Brady pass complete to Patrick Pass for 8 yards (tackle by Saleem Rasheed),0.540,1.080
3,7:15,2,2,NWE 32,7,14,Patrick Pass up the middle for 8 yards (tackle by Jeff Ulbrich and Saleem Rasheed),1.080,1.600
3,6:37,1,10,NWE 40,7,14,Tom Brady pass incomplete intended for Bethel Johnson (defended by Shawntae Spencer),1.600,1.050
3,6:30,2,10,NWE 40,7,14,Tom Brady pass complete to Bethel Johnson for 5 yards (tackle by Shawntae Spencer),1.050,1.030
3,5:54,3,5,NWE 45,7,14,Tom Brady pass incomplete intended for David Givens,1.030,-0.390
3,5:48,4,5,NWE 45,7,14,"Josh Miller punts 30 yards, returned by P.J. Fleck for 10 yards (tackle by Kevin Kasper)",-0.390,-1.270
3,5:40,1,10,SFO 35,7,14,Ken Dorsey pass complete to Curtis Conway for 13 yards (tackle by Asante Samuel),1.270,2.130
3,5:08,1,10,SFO 48,7,14,Kevan Barlow right guard for 20 yards (tackle by Randall Gay),2.130,3.450
3,4:42,1,10,NWE 32,7,14,Kevan Barlow left tackle for -1 yards (tackle by Tedy Bruschi),3.450,2.770
3,4:04,2,11,NWE 33,7,14,"Maurice Hicks left tackle for -1 yards. Maurice Hicks fumbles, recovered by Tully Banta-Cain at NWE-34 (tackle by Maurice Hicks)",2.770,-1.200
3,4:00,1,10,NWE 34,7,14,Tom Brady pass complete to Troy Brown for 6 yards,1.200,1.470
3,3:25,2,4,NWE 40,7,14,Tom Brady pass complete to Bethel Johnson for 10 yards (tackle by Derek Smith),1.470,2.260
3,2:46,1,10,NWE 50,7,14,Tom Brady pass complete to Jed Weaver for 25 yards (tackle by Ronnie Heard),2.260,3.910
3,2:08,1,10,SFO 25,7,14,Patrick Pass up the middle for 5 yards (tackle by Andrew Williams and Ronnie Heard),3.910,4.040
3,1:38,2,5,SFO 20,7,14,Patrick Pass right tackle for 1 yard (tackle by Tony Brown and Jeff Ulbrich),4.040,3.490
3,1:03,3,4,SFO 19,7,14,Patrick Pass left guard for 2 yards (tackle by Jeff Ulbrich and Mike Adams),3.490,2.440
3,0:26,4,2,SFO 17,7,14,Tom Brady up the middle for 3 yards (tackle by Jeff Ulbrich and John Engelberger),2.440,4.650
Quarter,Time,Down,ToGo,Location,SFO,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 14,7,14,Corey Dillon left end for 8 yards (tackle by Shawntae Spencer),4.650,5.470
4,14:29,2,2,SFO 6,7,20,"Corey Dillon left guard for 6 yards, touchdown",5.470,7.000
4,,,,SFO 2,7,21,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 30,7,21,"Adam Vinatieri kicks off 66 yards, returned by Maurice Hicks for 27 yards (tackle by Cedric Cobbs)",0.000,1.000
4,14:18,1,10,SFO 31,7,21,Ken Dorsey pass complete to Curtis Conway for 8 yards (tackle by Don Davis),1.000,1.540
4,13:47,2,2,SFO 39,7,21,Kevan Barlow left end for no gain (tackle by Jarvis Green),1.540,0.830
4,13:12,3,2,SFO 39,7,21,Kevan Barlow up the middle for 33 yards (tackle by Troy Brown),0.830,3.710
4,13:12,1,10,NWE 28,7,21,Maurice Hicks left guard for 6 yards (tackle by Vince Wilfork and Ted Johnson),3.710,3.980
4,12:00,2,4,NWE 22,7,21,"Penalty on Kwame Harris: False Start, 5 yards (no play)",3.980,3.300
4,11:46,2,9,NWE 27,7,21,Kevan Barlow right guard for 4 yards (tackle by Tedy Bruschi and Vince Wilfork),3.300,3.140
4,11:08,3,5,NWE 23,7,21,Ken Dorsey pass incomplete intended for Rashaun Woods,3.140,1.980
4,11:03,4,5,NWE 23,7,21,Ken Dorsey pass complete to Eric Johnson for 6 yards (tackle by Rodney Harrison). Penalty on Tully Banta-Cain: Defensive Offside (Declined),1.980,4.440
4,10:46,1,10,NWE 17,7,21,Kevan Barlow right guard for 7 yards (tackle by Ted Johnson and Don Davis),4.440,5.100
4,10:10,2,3,NWE 10,7,21,Kevan Barlow right tackle for 1 yard (tackle by Vince Wilfork and Tedy Bruschi),5.100,4.570
4,9:22,3,2,NWE 9,7,21,Kevan Barlow up the middle for 1 yard (tackle by Jarvis Green and Tully Banta-Cain),4.570,2.990
4,8:44,4,1,NWE 8,7,21,Kevan Barlow right guard for no gain (tackle by Roman Phifer and Tully Banta-Cain),2.990,0.380
4,8:36,1,10,NWE 8,7,21,Rohan Davey pass incomplete intended for Bethel Johnson,-0.380,-0.780
4,8:29,,,,7,21,Timeout #1 by New England Patriots,0.000,-0.780
4,8:29,2,10,NWE 8,7,21,Cedric Cobbs right end for 13 yards (tackle by Jimmy Williams),-0.780,0.340
4,7:44,1,10,NWE 21,7,21,Cedric Cobbs left tackle for 1 yard (tackle by Jeff Ulbrich),0.340,-0.070
4,7:06,2,9,NWE 22,7,21,Bethel Johnson right end for 11 yards (tackle by Joselio Hanson),-0.070,1.140
4,6:19,1,10,NWE 33,7,21,Cedric Cobbs up the middle for 2 yards (tackle by Jeff Ulbrich and Ronnie Heard),1.140,0.860
4,5:31,2,8,NWE 35,7,21,Rohan Davey pass complete to Jed Weaver for 10 yards (tackle by Tony Parrish),0.860,1.930
4,5:02,1,10,NWE 45,7,21,Rohan Davey pass incomplete intended for Kevin Kasper,1.930,1.380
4,4:57,2,10,NWE 45,7,21,Rabih Abdullah left tackle for 3 yards (tackle by Bryant Young),1.380,1.090
4,4:19,3,7,NWE 48,7,21,Rohan Davey for 3 yards,1.090,0.000
4,4:12,4,4,SFO 49,7,21,Josh Miller punts 45 yards,0.000,0.380
4,4:00,1,10,SFO 4,7,21,Ken Dorsey pass complete to Steve Bush for 6 yards (tackle by Don Davis),-0.380,-0.340
4,3:27,2,4,SFO 10,7,21,Ken Dorsey pass complete to Rashaun Woods for 3 yards (tackle by Roman Phifer),-0.340,-0.370
4,3:17,,,,7,21,Timeout #1 by San Francisco 49ers,0.000,-0.370
4,3:17,3,1,SFO 13,7,21,Maurice Hicks left guard for no gain (tackle by Ethan Kelley and Ted Johnson),-0.370,-2.490
4,2:52,4,1,SFO 13,7,21,"Maurice Hicks left guard for 2 yards (tackle by Tedy Bruschi). Maurice Hicks fumbles (forced by Tedy Bruschi), recovered by Earthwind Moreland at SFO-15",-2.490,-4.580
4,2:46,1,10,SFO 15,7,21,Cedric Cobbs left tackle for 3 yards (tackle by Saleem Rasheed),4.580,4.450
4,2:15,2,7,SFO 12,7,21,Rabih Abdullah right guard for 2 yards (tackle by Andrew Williams),4.450,4.000
4,2:00,3,5,SFO 10,7,21,Cedric Cobbs left guard for 1 yard (tackle by Chris Cooper and Saleem Rasheed),4.000,2.900
4,1:20,4,4,SFO 9,7,21,Rohan Davey pass incomplete intended for Rabih Abdullah,2.900,0.380
4,1:12,1,10,SFO 10,7,21,Ken Dorsey pass complete to Rashaun Woods for 14 yards (tackle by Randall Gay),-0.380,0.540
4,0:48,1,10,SFO 24,7,21,Ken Dorsey pass complete to Eric Johnson for 12 yards (tackle by Tedy Bruschi),0.540,1.330
4,0:29,1,10,SFO 36,7,21,"Ken Dorsey pass incomplete intended for P.J. Fleck. Penalty on Ken Dorsey: Intentional Grounding, 10 yards",1.330,-0.560
4,0:15,,,,7,21,Timeout #2 by New England Patriots,0.000,-0.560
4,0:15,2,20,SFO 26,7,21,Ken Dorsey pass complete to Rashaun Woods for 59 yards (tackle by Asante Samuel),-0.560,4.580
4,0:06,1,10,NWE 15,7,21,Ken Dorsey pass incomplete intended for Derrick Hamilton,4.580,3.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
