Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Phillip Lindsay,DEN,10,46,0,1,25,2.5,21,2.1,2,5.0
Royce Freeman,DEN,7,21,0,,11,1.6,10,1.4,0,
Devontae Booker,DEN,3,21,0,1,9,3.0,12,4.0,1,3.0
Case Keenum,DEN,3,19,0,2,-5,-1.7,24,8.0,2,1.5
Tim Patrick,DEN,1,-7,0,0,-9,-9.0,2,2.0,2,0.5
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Doug Martin,OAK,21,107,1,5,57,2.7,50,2.4,4,5.3
Derek Carr,OAK,4,-3,0,0,-3,-0.8,0,0.0,0,
Jalen Richard,OAK,4,11,1,1,7,1.8,4,1.0,2,2.0
DeAndre Washington,OAK,1,-1,0,,-1,-1.0,0,0.0,0,
