Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
1,8:55,2,8,WAS 38,0,7,Alex Smith pass incomplete deep left intended for Jordan Reed (defended by Thomas Davis),1.060,0.370
1,8:50,3,8,WAS 38,0,7,Alex Smith pass complete short middle to Jordan Reed for 7 yards (tackle by Captain Munnerlyn and Thomas Davis),0.370,-0.390
1,8:14,4,1,WAS 45,0,7,Alex Smith left guard for 2 yards (tackle by Thomas Davis),-0.390,2.060
1,7:28,1,10,WAS 47,0,7,Alex Smith left end for 1 yard (tackle by Captain Munnerlyn),2.060,1.650
1,6:43,2,9,WAS 48,0,7,Kapri Bibbs left end for 8 yards (tackle by Luke Kuechly),1.650,2.020
1,6:04,3,1,CAR 44,0,7,Alex Smith pass complete deep left to Vernon Davis for 21 yards (tackle by Donte Jackson),2.020,4.040
1,6:04,1,10,CAR 23,0,7,"Penalty on Kyle Love: Neutral Zone Infraction, 5 yards (no play)",4.040,4.860
1,5:01,1,5,CAR 18,0,7,Adrian Peterson up the middle for 2 yards (tackle by Efe Obada),4.860,4.560
1,4:24,2,3,CAR 16,0,7,Adrian Peterson up the middle for 9 yards (tackle by Eric Reid),4.560,5.600
1,3:47,1,7,CAR 7,0,7,Adrian Peterson right end for 5 yards (tackle by Thomas Davis and Wes Horton),5.600,5.720
1,3:12,,,,,,Timeout #1 by Washington Redskins,,
1,3:12,2,2,CAR 2,0,7,Alex Smith pass incomplete short right,5.720,4.950
1,3:07,3,2,CAR 2,0,13,"Alex Smith pass complete short middle to Paul Richardson for 2 yards, touchdown",4.950,7.000
1,3:02,,,CAR 15,0,14,Dustin Hopkins kicks extra point good,0.000,0.000
1,3:02,,,WAS 35,0,14,"Dustin Hopkins kicks off 57 yards, returned by Curtis Samuel for no gain (tackle by Dustin Hopkins). Penalty on Ben Jacobs: Offensive Holding, 10 yards",0.000,0.040
1,2:56,1,10,CAR 18,0,14,Cam Newton pass complete short right to Greg Olsen for 15 yards (tackle by Fabian Moreau),0.040,1.140
1,2:27,1,10,CAR 33,0,14,Cam Newton pass complete short left to Devin Funchess for 10 yards (tackle by Quinton Dunbar),1.140,1.800
1,1:58,1,10,CAR 43,0,14,Cam Newton pass complete short left to Chris Manhertz for 2 yards (tackle by Da'Ron Payne),1.800,1.520
1,1:19,2,8,CAR 45,0,14,Cam Newton pass complete short right to Greg Olsen for 8 yards (tackle by Mason Foster),1.520,2.460
1,0:45,1,10,WAS 47,0,14,"Cam Newton sacked by D.J. Swearinger for -6 yards. Cam Newton fumbles (forced by D.J. Swearinger), recovered by Greg Van Roten at CAR-45 (tackle by Mason Foster)",2.460,1.100
Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,16,CAR 47,0,14,Cam Newton up the middle for no gain (tackle by Preston Smith),1.100,0.430
2,14:20,3,16,CAR 47,0,14,Cam Newton pass deep right intended for Devin Funchess is intercepted by Josh Norman at WAS-21 and returned for 7 yards,0.430,-0.810
2,14:06,1,10,WAS 28,0,14,Adrian Peterson left end for 3 yards (tackle by Luke Kuechly),0.810,0.670
2,13:27,2,7,WAS 31,0,14,"Alex Smith pass complete short middle to Josh Doctson for 13 yards (tackle by Rashaan Gaulden). Penalty on Trent Williams: Offensive Holding, 10 yards (no play)",0.670,-0.680
2,12:55,2,17,WAS 21,0,14,Alex Smith pass complete short right to Josh Doctson for 6 yards (tackle by Donte Jackson),-0.680,-0.560
2,12:15,3,11,WAS 27,0,14,Alex Smith pass incomplete short left intended for Jordan Reed,-0.560,-1.570
2,12:10,4,11,WAS 27,0,14,"Tress Way punts 39 yards, fair catch by D.J. Moore at CAR-34. Penalty on Josh Hawkins: Illegal Block Above the Waist, 10 yards",-1.570,-0.540
2,12:04,1,10,CAR 24,0,14,Cam Newton pass complete short left to Devin Funchess for 22 yards (tackle by Quinton Dunbar),0.540,1.990
2,11:32,1,10,CAR 46,0,14,"Cam Newton pass complete short middle to D.J. Moore for 17 yards (tackle by Josh Norman). D.J. Moore fumbles (forced by Josh Norman), recovered by Mason Foster at WAS-33 (tackle by Christian McCaffrey)",1.990,-1.140
2,11:24,1,10,WAS 33,0,14,Adrian Peterson right guard for 6 yards (tackle by Wes Horton),1.140,1.400
2,10:45,2,4,WAS 39,0,14,Alex Smith pass incomplete short right intended for Paul Richardson (defended by Donte Jackson),1.400,0.700
2,10:41,3,4,WAS 39,0,14,Alex Smith pass complete short middle to Jordan Reed for 5 yards (tackle by Mike Adams and Shaq Thompson),0.700,1.860
2,9:57,1,10,WAS 44,0,14,Alex Smith pass complete short right to Samaje Perine for -3 yards (tackle by Luke Kuechly),1.860,0.910
2,9:13,2,13,WAS 41,0,14,Kapri Bibbs right end for 3 yards (tackle by Wes Horton and Vernon Butler),0.910,0.630
2,8:26,3,10,WAS 44,0,14,Alex Smith pass complete short right to Paul Richardson for 21 yards (tackle by Rashaan Gaulden),0.630,3.250
2,7:40,1,10,CAR 35,0,14,Adrian Peterson left tackle for 2 yards (tackle by Kawann Short),3.250,2.970
2,7:00,2,8,CAR 33,0,14,Alex Smith sacked by Shaq Thompson for -4 yards,2.970,1.750
2,6:16,3,12,CAR 37,0,14,Alex Smith pass complete short left to Kapri Bibbs for 6 yards (tackle by Mario Addison and Kawann Short),1.750,1.340
2,5:35,4,6,CAR 31,0,17,Dustin Hopkins 49 yard field goal good,1.340,3.000
2,5:30,,,WAS 35,0,17,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,5:30,1,10,CAR 25,0,17,Cam Newton pass complete short right to Christian McCaffrey for 8 yards (tackle by Mason Foster),0.610,1.140
2,5:12,2,2,CAR 33,0,17,Cam Newton pass incomplete short left,1.140,0.430
2,5:05,3,2,CAR 33,0,17,Cam Newton pass complete short left to Christian McCaffrey for 13 yards (tackle by Quinton Dunbar),0.430,1.990
2,4:30,1,10,CAR 46,0,17,Cam Newton left tackle for 13 yards (tackle by Montae Nicholson),1.990,2.850
2,3:50,1,10,WAS 41,0,17,Cam Newton pass complete short middle to D.J. Moore for 18 yards (tackle by Montae Nicholson and Zach Brown),2.850,4.040
2,3:14,1,10,WAS 23,0,17,Cam Newton pass incomplete short right intended for Greg Olsen,4.040,3.500
2,3:11,2,10,WAS 23,6,17,"Cam Newton pass complete deep left to Devin Funchess for 23 yards, touchdown",3.500,7.000
2,3:05,,,WAS 15,6,17,Graham Gano kicks extra point no good wide left,0.000,-1.000
2,3:05,,,CAR 35,6,17,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,3:05,1,10,WAS 25,6,17,Adrian Peterson right end for 19 yards (tackle by Eric Reid),0.610,1.860
2,2:20,1,10,WAS 44,6,17,Alex Smith pass complete short middle to Jordan Reed for 9 yards (tackle by Thomas Davis),1.860,2.530
2,2:00,2,1,CAR 47,6,17,Maurice Harris right end for 6 yards (tackle by Captain Munnerlyn),2.530,2.850
2,1:54,1,10,CAR 41,6,17,Alex Smith pass incomplete short left intended for Paul Richardson (defended by Donte Jackson),2.850,2.310
2,1:49,2,10,CAR 41,6,17,Alex Smith pass incomplete deep left intended for Josh Doctson,2.310,1.620
2,1:44,3,10,CAR 41,6,17,Alex Smith sacked by Mario Addison for -3 yards,1.620,0.330
2,1:33,,,,,,Timeout #1 by Carolina Panthers,,
2,1:33,4,13,CAR 44,6,17,Tress Way punts 41 yards downed by Brian Quick,0.330,0.380
2,1:24,1,10,CAR 3,6,17,Christian McCaffrey up the middle for 1 yard (tackle by Matthew Ioannidis),-0.380,-0.710
2,1:19,,,,,,Timeout #2 by Washington Redskins,,
2,1:19,2,9,CAR 4,6,17,Christian McCaffrey left tackle for 1 yard (tackle by Zach Brown and Da'Ron Payne),-0.710,-1.190
2,1:14,,,,,,Timeout #3 by Washington Redskins,,
2,1:14,3,8,CAR 5,6,17,Cam Newton pass incomplete short right,-1.190,-2.490
2,1:14,4,8,CAR 5,6,17,"Penalty on CAR: Delay of Game, 2 yards (no play)",-2.490,-2.490
2,1:06,4,10,CAR 3,6,17,"Michael Palardy punts 40 yards, returned by Greg Stroman for 10 yards (tackle by Curtis Samuel)",-2.490,-3.380
2,0:56,1,10,CAR 33,6,17,"Alex Smith pass incomplete short left. Penalty on Alex Smith: Intentional Grounding, 10 yards",3.380,1.490
2,0:37,2,20,CAR 43,6,17,Alex Smith left end for 4 yards,1.490,1.350
2,0:31,3,16,CAR 39,6,17,Alex Smith pass incomplete short left intended for Jordan Reed,1.350,0.660
2,0:26,4,16,CAR 39,6,17,"Tress Way punts 33 yards downed by Samaje Perine. Penalty on Donte Jackson: Offensive Holding, 3 yards",0.660,0.380
2,0:17,1,10,CAR 3,6,17,Cam Newton kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,6,17,"Graham Gano kicks off 40 yards, returned by Jeremy Sprinkle for no gain (tackle by Donte Jackson)",0.000,1.000
3,14:54,1,10,WAS 31,6,17,Alex Smith pass incomplete right,1.000,0.460
3,14:45,2,10,WAS 31,6,17,Adrian Peterson right end for 8 yards (tackle by Mike Adams),0.460,0.830
3,14:19,3,2,WAS 39,6,17,Alex Smith pass complete short middle to Brian Quick for 6 yards (tackle by Captain Munnerlyn),0.830,1.930
3,13:37,1,10,WAS 45,6,17,Adrian Peterson left end for 3 yards (tackle by James Bradberry),1.930,1.790
3,12:59,2,7,WAS 48,6,17,Alex Smith pass complete short middle to Paul Richardson for 8 yards (tackle by Luke Kuechly),1.790,2.650
3,12:14,1,10,CAR 44,6,17,Alex Smith pass complete short middle to Maurice Harris for -2 yards (tackle by Mike Adams),2.650,1.840
3,11:28,2,12,CAR 46,6,17,Alex Smith pass complete short left to Josh Doctson for 8 yards (tackle by James Bradberry),1.840,2.210
3,10:50,3,4,CAR 38,6,17,Alex Smith pass incomplete short middle intended for Michael Floyd (defended by James Bradberry),2.210,0.720
3,10:46,,,,,,Timeout #1 by Washington Redskins,,
3,10:46,4,4,CAR 38,6,17,Alex Smith pass incomplete short left intended for Jordan Reed (defended by Thomas Davis),0.720,-1.530
3,10:40,1,10,CAR 39,6,17,Cam Newton pass incomplete deep right intended for Greg Olsen,1.530,0.990
3,10:35,2,10,CAR 39,6,17,Cam Newton pass complete short right to Greg Olsen for 7 yards (tackle by Da'Ron Payne),0.990,1.220
3,9:47,3,3,CAR 46,6,17,Cam Newton pass complete short left to Devin Funchess for 4 yards (tackle by Fabian Moreau),1.220,2.260
3,9:06,1,10,CAR 50,6,17,Christian McCaffrey left end for 1 yard (tackle by Quinton Dunbar),2.260,1.850
3,8:30,2,9,WAS 49,6,17,Cam Newton right end for 15 yards,1.850,3.310
3,7:45,1,10,WAS 34,6,17,Cam Newton pass complete short right to D.J. Moore for 9 yards (tackle by D.J. Swearinger and Josh Norman),3.310,3.990
3,7:12,2,1,WAS 25,6,17,Cam Newton up the middle for 4 yards (tackle by Matthew Ioannidis),3.990,4.170
3,6:38,1,10,WAS 21,6,17,Christian McCaffrey left end for -1 yards (tackle by Ryan Kerrigan),4.170,3.490
3,5:58,2,11,WAS 22,6,17,Cam Newton pass incomplete short left intended for Devin Funchess,3.490,2.810
3,5:58,3,11,WAS 22,6,17,"Penalty on Preston Smith: Neutral Zone Infraction, 5 yards (no play)",2.810,3.460
3,5:54,3,6,WAS 17,6,17,Cam Newton pass complete short middle to Christian McCaffrey for 3 yards (tackle by Josh Harvey-Clemons),3.460,2.610
3,5:12,4,3,WAS 14,9,17,Graham Gano 32 yard field goal good,2.610,3.000
3,5:08,,,CAR 35,9,17,"Graham Gano kicks off 63 yards, returned by Kapri Bibbs for no gain (tackle by Shaq Thompson)",0.000,0.280
3,5:03,1,10,WAS 20,9,17,Adrian Peterson right end for 4 yards (tackle by Luke Kuechly and Thomas Davis),0.280,0.270
3,4:23,2,6,WAS 24,9,17,Alex Smith pass complete short right to Vernon Davis for 5 yards (tackle by Shaq Thompson),0.270,0.230
3,3:38,3,1,WAS 29,9,17,Alex Smith up the middle for 2 yards (tackle by Dontari Poe and Luke Kuechly),0.230,1.000
3,2:58,1,10,WAS 31,9,17,Adrian Peterson right tackle for -1 yards (tackle by Luke Kuechly and Eric Reid),1.000,0.320
3,2:34,2,11,WAS 30,9,17,Alex Smith pass complete short middle to Maurice Harris for 13 yards (tackle by Eric Reid),0.320,1.800
3,1:57,1,10,WAS 43,9,17,Adrian Peterson up the middle for 3 yards (tackle by Wes Horton),1.800,1.660
3,1:23,2,7,WAS 46,9,17,Alex Smith pass incomplete deep left intended for Josh Doctson,1.660,0.960
3,1:17,3,7,WAS 46,9,17,"Penalty on Kawann Short: Neutral Zone Infraction, 5 yards (no play)",0.960,1.620
3,1:17,3,2,CAR 49,9,17,Alex Smith pass complete short right to Brian Quick for 6 yards (tackle by James Bradberry),1.620,2.720
3,0:41,1,10,CAR 43,9,17,Samaje Perine up the middle for 3 yards (tackle by Luke Kuechly),2.720,2.580
Quarter,Time,Down,ToGo,Location,CAR,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CAR 40,9,17,"Adrian Peterson right tackle for no gain (tackle by Eric Reid). Penalty on Morgan Moses: Offensive Holding, 10 yards (no play)",2.580,1.230
4,14:30,2,17,WAS 50,9,17,Alex Smith pass complete short middle to Jordan Reed for 5 yards (tackle by Luke Kuechly),1.230,1.220
4,13:49,3,12,CAR 45,9,17,"Alex Smith pass incomplete short right intended for Kapri Bibbs. Penalty on Dontari Poe: Defensive Offside, 5 yards (no play)",1.220,1.880
4,13:43,3,7,CAR 40,9,17,"Alex Smith sacked by Julius Peppers for no gain. Alex Smith fumbles (forced by Julius Peppers), recovered by Trent Williams at CAR-46 and returned for 2 yards (tackle by Mario Addison)",1.880,0.720
4,12:46,4,5,CAR 38,9,20,Dustin Hopkins 56 yard field goal good,0.720,3.000
4,12:40,,,WAS 35,9,20,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,12:40,1,10,CAR 25,9,20,D.J. Moore right end for 18 yards (tackle by D.J. Swearinger),0.610,1.800
4,12:14,1,10,CAR 43,9,20,Cam Newton pass incomplete deep right,1.800,1.250
4,12:06,2,10,CAR 43,9,20,Cam Newton pass complete short left to Torrey Smith for 12 yards (tackle by Quinton Dunbar),1.250,2.590
4,11:33,1,10,WAS 45,9,20,Cam Newton pass complete short middle to Devin Funchess for 15 yards (tackle by Josh Norman),2.590,3.580
4,10:59,1,10,WAS 30,9,20,Cam Newton pass complete short left to Christian McCaffrey for 2 yards (tackle by Quinton Dunbar),3.580,3.300
4,10:24,2,8,WAS 28,9,20,Cam Newton pass complete short right to Torrey Smith for 11 yards (tackle by Josh Norman),3.300,4.440
4,9:51,1,10,WAS 17,9,20,Cam Newton pass complete short middle to Torrey Smith for 8 yards (tackle by Montae Nicholson and D.J. Swearinger),4.440,5.290
4,9:22,2,2,WAS 9,9,20,Cam Newton up the middle for 6 yards (tackle by Ryan Anderson and Mason Foster),5.290,6.510
4,8:36,1,3,WAS 3,15,20,"Cam Newton pass complete short left to Torrey Smith for 3 yards, touchdown",6.510,7.000
4,8:32,,,WAS 2,17,20,"Two Point Attempt: Cam Newton pass complete to Torrey Smith, conversion succeeds",0.000,1.000
4,8:32,,,CAR 35,17,20,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,8:31,1,10,WAS 25,17,20,Alex Smith pass complete short right to Jordan Reed for 10 yards (tackle by Luke Kuechly),0.610,1.270
4,7:52,1,10,WAS 35,17,20,Paul Richardson left end for 2 yards (tackle by James Bradberry),1.270,0.990
4,7:16,2,8,WAS 37,17,20,"Alex Smith up the middle for 5 yards (tackle by Thomas Davis). Penalty on Vernon Butler: Face Mask (15 Yards), 15 yards",0.990,2.720
4,6:48,1,10,CAR 43,17,20,Adrian Peterson right end for 12 yards (tackle by Mike Adams),2.720,3.510
4,6:18,1,10,CAR 31,17,20,Alex Smith pass complete short left to Josh Doctson for 6 yards (tackle by James Bradberry),3.510,3.780
4,5:36,2,4,CAR 25,17,20,Adrian Peterson left tackle for 10 yards (tackle by Eric Reid),3.780,4.580
4,4:52,1,10,CAR 15,17,20,Adrian Peterson right guard for 2 yards (tackle by Mario Addison),4.580,4.280
4,4:08,2,8,CAR 13,17,20,Alex Smith pass complete short middle to Maurice Harris for 2 yards (tackle by Captain Munnerlyn),4.280,3.780
4,3:22,3,6,CAR 11,17,20,Alex Smith pass incomplete short middle intended for Maurice Harris (defended by Mike Adams),3.780,2.720
4,3:18,4,6,CAR 11,17,23,Dustin Hopkins 29 yard field goal good,2.720,3.000
4,3:15,,,WAS 35,17,23,"Dustin Hopkins kicks off 66 yards, returned by Curtis Samuel for no gain (tackle by Danny Johnson and Kenny Ladler)",0.000,-0.140
4,3:11,1,10,CAR 16,17,23,Cam Newton pass complete short left to Christian McCaffrey for 15 yards (tackle by Montae Nicholson and Quinton Dunbar),-0.140,1.000
4,2:32,1,10,CAR 31,17,23,Cam Newton pass complete short right to Jarius Wright for 3 yards (tackle by Zach Brown),1.000,0.870
4,2:26,2,7,CAR 34,17,23,Cam Newton pass complete deep middle to Greg Olsen for 18 yards (tackle by D.J. Swearinger),0.870,2.390
4,2:00,1,10,WAS 48,17,23,Cam Newton pass incomplete short right intended for Greg Olsen,2.390,1.850
4,1:56,2,10,WAS 48,17,23,Cam Newton pass complete short middle to D.J. Moore for 15 yards (tackle by Josh Harvey-Clemons),1.850,3.380
4,1:33,1,10,WAS 33,17,23,Cam Newton pass complete short right to Christian McCaffrey for no gain,3.380,2.840
4,1:28,2,10,WAS 33,17,23,Cam Newton pass complete short right to Torrey Smith for 9 yards,2.840,3.340
4,1:23,3,1,WAS 24,17,23,Cam Newton up the middle for 3 yards (tackle by Josh Harvey-Clemons),3.340,4.170
4,0:54,1,10,WAS 21,17,23,Cam Newton pass complete short middle to Christian McCaffrey for 5 yards (tackle by Josh Harvey-Clemons and Mason Foster),4.170,4.370
4,0:47,,,,,,Timeout #1 by Carolina Panthers,,
4,0:47,2,5,WAS 16,17,23,Cam Newton pass incomplete deep left intended for Christian McCaffrey,4.370,3.630
4,0:42,3,5,WAS 16,17,23,Cam Newton pass incomplete deep left intended for Devin Funchess,3.630,2.430
4,0:38,4,5,WAS 16,17,23,"Cam Newton pass incomplete short right intended for Jarius Wright. Penalty on D.J. Swearinger: Unsportsmanlike Conduct, 8 yards",2.430,0.380
4,0:34,1,10,WAS 8,17,23,Alex Smith kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
