Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Cam Newton,CAR,9,43,0,6,30,3.3,13,1.4,1,9.0
Christian McCaffrey,CAR,8,20,0,0,15,1.9,5,0.6,0,
D.J. Moore,CAR,1,18,0,1,18,18.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Adrian Peterson,WAS,17,97,0,4,54,3.2,43,2.5,2,8.5
Alex Smith,WAS,6,13,0,2,13,2.2,0,0.0,0,
Kapri Bibbs,WAS,2,11,0,,5,2.5,6,3.0,1,2.0
Maurice Harris,WAS,1,6,0,1,6,6.0,0,0.0,0,
Samaje Perine,WAS,1,3,0,,3,3.0,0,0.0,0,
Paul Richardson,WAS,1,2,0,0,2,2.0,0,0.0,0,
