Player,Pos
Drew Brees,QB
Pierre Thomas,RB
Jed Collins,FB
Marques Colston,WR
Kenny Stills,WR
Lance Moore,WR
Charles Brown,LT
Ben Grubbs,LG
Brian De La Puente,C
Jahri Evans,RG
Zach Strief,RT
Akiem Hicks,LDE
Brodrick Bunkley,NT
Cameron Jordan,RDE
Roman Harper,OLB
Junior Galette,OLB
Curtis Lofton,ILB
David Hawthorne,ILB
Corey White,LCB
Keenan Lewis,RCB
Malcolm Jenkins,S
Kenny Vaccaro,S
