Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
1,6:37,3,5,NOR 25,0,9,"Drew Brees sacked by Cliff Avril for -7 yards. Drew Brees fumbles (forced by Cliff Avril), recovered by Michael Bennett at NOR-22 and returned for 22 yards, touchdown",-0.300,-7.000
1,6:27,,,NOR 2,0,10,Steven Hauschka kicks extra point good,0.000,0.000
1,6:27,,,SEA 35,0,10,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
1,6:27,1,10,NOR 20,0,10,Mark Ingram left tackle for 1 yard (tackle by Red Bryant and Bobby Wagner),0.280,-0.130
1,5:48,2,9,NOR 21,0,10,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Bruce Irvin),-0.130,-0.820
1,5:41,3,9,NOR 21,0,10,Drew Brees pass complete short right to Darren Sproles for 3 yards (tackle by K.J. Wright),-0.820,-1.770
1,5:05,4,6,NOR 24,0,10,"Thomas Morstead punts 43 yards, returned by Golden Tate for 4 yards (tackle by Roman Harper). Penalty on Jeremy Lane: Offensive Holding, 10 yards",-1.770,-0.740
1,4:53,1,10,SEA 27,0,10,Russell Wilson pass incomplete deep left intended for Golden Tate (defended by Corey White),0.740,0.200
1,4:46,2,10,SEA 27,0,10,Russell Wilson pass complete short middle to Marshawn Lynch for 9 yards (tackle by Ramon Humber),0.200,0.700
1,4:02,3,1,SEA 36,0,10,Russell Wilson pass complete deep right to Zach Miller for 60 yards (tackle by David Hawthorne),0.700,0.700
1,3:13,3,1,SEA 36,0,10,Timeout #1 by Seattle Seahawks,0.700,6.280
1,3:13,1,4,NOR 4,0,10,Marshawn Lynch right tackle for 2 yards (tackle by Curtis Lofton and Akiem Hicks),6.280,5.720
1,2:35,2,2,NOR 2,0,10,Marshawn Lynch left tackle for no gain (tackle by Ramon Humber and Curtis Lofton),5.720,4.950
1,1:58,3,2,NOR 2,0,16,"Russell Wilson pass complete short right to Zach Miller for 2 yards, touchdown",4.950,7.000
1,1:58,,,NOR 2,0,17,Steven Hauschka kicks extra point good,0.000,0.000
1,1:58,,,SEA 35,0,17,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
1,1:55,1,10,NOR 20,0,17,Drew Brees pass complete short middle to Pierre Thomas for 9 yards (tackle by Bobby Wagner and Earl Thomas),0.280,0.950
1,1:18,2,1,NOR 29,0,17,Pierre Thomas up the middle for no gain (tackle by Brandon Mebane and Kam Chancellor),0.950,0.230
1,0:39,3,1,NOR 29,0,17,Jed Collins up the middle for 12 yards (tackle by Richard Sherman and K.J. Wright),0.230,1.660
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 41,0,17,Drew Brees pass complete short left to Robert Meachem for 7 yards,1.660,2.070
2,14:36,2,3,NOR 48,0,17,Drew Brees pass complete short left to Pierre Thomas for 1 yard (tackle by Bruce Irvin),2.070,1.490
2,14:07,3,2,NOR 49,0,17,"Penalty on Cliff Avril: Neutral Zone Infraction, 5 yards (no play)",1.490,2.520
2,13:43,1,10,SEA 46,0,17,Pierre Thomas right tackle for no gain (tackle by Michael Bennett),2.520,1.980
2,13:07,2,10,SEA 46,0,17,Drew Brees pass complete short right to Pierre Thomas for 6 yards (tackle by Bruce Irvin and Clinton McDonald),1.980,2.080
2,12:24,3,4,SEA 40,0,17,Drew Brees pass complete short middle to Marques Colston for 4 yards (tackle by Kam Chancellor),2.080,3.180
2,11:46,1,10,SEA 36,0,17,Drew Brees pass complete short right to Kenny Stills for 3 yards,3.180,3.040
2,11:18,2,7,SEA 33,0,17,Mark Ingram right guard for 6 yards (tackle by Bobby Wagner and Earl Thomas),3.040,3.140
2,10:30,3,1,SEA 27,0,17,--,3.140,2.480
2,10:12,3,6,SEA 32,0,17,Drew Brees pass complete short middle to Jimmy Graham for 20 yards (tackle by Byron Maxwell and Kam Chancellor),2.480,4.780
2,9:33,1,10,SEA 12,0,17,"Drew Brees pass incomplete short left intended for Marques Colston. Penalty on Richard Sherman: Unnecessary Roughness, 6 yards (no play)",4.780,5.830
2,9:27,1,6,SEA 6,0,17,Pierre Thomas right tackle for 4 yards (tackle by Kam Chancellor and Bobby Wagner),5.830,5.720
2,8:48,2,2,SEA 2,6,17,"Drew Brees pass complete short middle to Jimmy Graham for 2 yards, touchdown",5.720,7.000
2,8:48,,,SEA 2,7,17,Garrett Hartley kicks extra point good,0.000,0.000
2,8:48,,,NOR 35,7,17,"Thomas Morstead kicks off 70 yards, returned by Robert Turbin for 21 yards (tackle by Kenny Vaccaro)",0.000,0.140
2,8:40,1,10,SEA 16,7,17,Marshawn Lynch right end for 5 yards (tackle by Curtis Lofton),-0.140,0.150
2,8:02,2,5,SEA 21,7,17,Marshawn Lynch up the middle for 2 yards (tackle by Akiem Hicks and Junior Galette),0.150,0.150
2,7:54,2,5,SEA 21,7,17,Timeout #1 by New Orleans Saints,0.150,-0.450
2,7:54,3,3,SEA 23,7,17,Russell Wilson pass complete deep left to Doug Baldwin for 52 yards (tackle by Malcolm Jenkins),-0.450,3.910
2,7:25,1,10,NOR 25,7,17,"Russell Wilson left tackle for 13 yards (tackle by David Hawthorne). Penalty on Russell Okung: Illegal Use of Hands, 10 yards (no play)",3.910,3.250
2,6:52,1,20,NOR 35,7,17,Russell Wilson pass complete short right to Zach Miller for 13 yards (tackle by Curtis Lofton and Kenny Vaccaro),3.250,3.770
2,6:15,2,7,NOR 22,7,17,Robert Turbin left tackle for -1 yards (tackle by Cameron Jordan),3.770,2.940
2,5:34,3,8,NOR 23,7,17,"Penalty on Russell Wilson: False Start, 5 yards (no play)",2.940,2.280
2,5:12,3,13,NOR 28,7,17,Russell Wilson pass complete short right to Golden Tate for 17 yards (tackle by Malcolm Jenkins),2.280,4.840
2,4:41,1,10,NOR 11,7,17,Marshawn Lynch up the middle for 4 yards (tackle by Junior Galette),4.840,4.890
2,3:58,2,6,NOR 7,7,17,Russell Wilson pass incomplete short left intended for Jermaine Kearse,4.890,4.890
2,3:49,2,6,NOR 7,7,17,Timeout #2 by Seattle Seahawks,4.890,3.980
2,3:49,3,6,NOR 7,7,17,Russell Wilson left end for 5 yards (tackle by Malcolm Jenkins),3.980,3.250
2,3:42,4,1,NOR 2,7,20,Steven Hauschka 20 yard field goal good,3.250,3.000
2,3:42,,,SEA 35,7,20,"Steven Hauschka kicks off 64 yards, returned by Travaris Cadet for 21 yards (tackle by Heath Farwell)",0.000,-0.410
2,3:36,1,10,NOR 22,7,20,Drew Brees pass complete short left to Marques Colston for 5 yards (tackle by Kam Chancellor),0.410,0.540
2,2:59,2,5,NOR 27,7,20,Drew Brees pass complete short left to Jed Collins for 3 yards (tackle by Bobby Wagner),0.540,0.230
2,2:19,3,2,NOR 30,7,20,Drew Brees pass incomplete deep left intended for Josh Hill,0.230,-1.370
2,2:14,4,2,NOR 30,7,20,"Thomas Morstead punts 58 yards, returned by Golden Tate for no gain",-1.370,0.350
2,2:05,1,10,SEA 12,7,20,Russell Wilson pass complete short right to Marshawn Lynch for -4 yards (tackle by Curtis Lofton),-0.350,-1.070
2,1:56,2,14,SEA 8,7,20,Marshawn Lynch left guard for 5 yards (tackle by Roman Harper and Tom Johnson),-1.070,-1.070
2,1:52,2,14,SEA 8,7,20,Timeout #2 by New Orleans Saints,-1.070,-1.300
2,1:52,3,9,SEA 13,7,20,Russell Wilson pass complete deep right to Jermaine Kearse for 19 yards (tackle by Malcolm Jenkins),-1.300,1.070
2,1:31,1,10,SEA 32,7,20,Russell Wilson for 5 yards,1.070,1.200
2,1:26,2,5,SEA 37,7,20,Russell Wilson pass complete short left to Doug Baldwin for 7 yards (tackle by Chris Carr),1.200,1.860
2,1:21,1,10,SEA 44,7,20,Russell Wilson pass incomplete short left intended for Marshawn Lynch,1.860,1.320
2,1:18,2,10,SEA 44,7,20,Marshawn Lynch up the middle for 14 yards (tackle by Roman Harper and Rafael Bush),1.320,2.790
2,0:54,1,10,NOR 42,7,20,Russell Wilson pass incomplete,2.790,2.240
2,0:48,2,10,NOR 42,7,20,Robert Turbin left tackle for 12 yards (tackle by Rafael Bush),2.240,2.240
2,0:40,2,10,NOR 42,7,20,Timeout #3 by Seattle Seahawks,2.240,3.580
2,0:40,1,10,NOR 30,7,20,Russell Wilson for 15 yards,3.580,4.580
2,0:33,1,10,NOR 15,7,20,Russell Wilson pass complete short left to Jermaine Kearse for 7 yards (tackle by Corey White),4.580,5.220
2,0:18,2,3,NOR 8,7,20,"Penalty on Junior Galette: Defensive Offside, 4 yards (no play)",5.220,6.280
2,0:18,1,4,NOR 4,7,26,"Russell Wilson pass complete short left to Doug Baldwin for 4 yards, touchdown",6.280,7.000
2,0:18,,,NOR 2,7,27,Steven Hauschka kicks extra point good,0.000,0.000
2,0:18,,,SEA 35,7,27,"Steven Hauschka kicks off 56 yards, returned by Travaris Cadet for 8 yards (tackle by Mike Morgan)",0.000,0.060
2,0:09,1,10,NOR 17,7,27,Drew Brees kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,7,27,"Thomas Morstead kicks off 66 yards, returned by Robert Turbin for 19 yards (tackle by Travaris Cadet)",0.000,-0.040
3,14:55,1,10,SEA 18,7,27,Marshawn Lynch left guard for no gain (tackle by Curtis Lofton),0.040,-0.490
3,14:18,2,10,SEA 18,7,27,Marshawn Lynch right guard for -1 yards (tackle by Curtis Lofton and Cameron Jordan),-0.490,-1.340
3,13:40,3,11,SEA 17,7,27,Russell Wilson pass complete short right to Zach Miller for 1 yard (tackle by Kenny Vaccaro),-1.340,-2.240
3,13:03,4,10,SEA 18,7,27,"Jon Ryan punts 50 yards, out of bounds, returned by Darren Sproles for no gain. Penalty on Rod Sweeting: Unnecessary Roughness, 15 yards",-2.240,0.060
3,12:54,1,10,NOR 17,7,27,"Drew Brees pass complete short middle to Marques Colston for 6 yards (tackle by Bobby Wagner). Penalty on Charles Brown: Illegal Use of Hands, 8 yards (no play)",-0.060,-0.680
3,12:28,1,18,NOR 9,7,27,Drew Brees pass incomplete short right intended for Marques Colston,-0.680,-0.680
3,12:23,1,18,NOR 9,7,27,Timeout #1 by New Orleans Saints,-0.680,-1.360
3,12:23,2,18,NOR 9,7,27,"Drew Brees pass complete short left to Pierre Thomas for 7 yards (tackle by Earl Thomas). Penalty on Jahri Evans: Offensive Holding, 5 yards (no play)",-1.360,-1.730
3,11:55,2,23,NOR 4,7,27,Drew Brees pass incomplete deep right intended for Marques Colston (defended by Richard Sherman),-1.730,-2.940
3,11:47,3,23,NOR 4,7,27,Drew Brees pass complete short middle to Darren Sproles for 10 yards (tackle by K.J. Wright),-2.940,-2.470
3,11:08,4,13,NOR 14,7,27,"Thomas Morstead punts 55 yards, returned by Golden Tate for 11 yards (tackle by David Hawthorne). Penalty on Mike Morgan: Offensive Holding, 10 yards",-2.470,-0.340
3,10:54,1,10,SEA 21,7,27,Russell Wilson pass complete short left to Golden Tate for 4 yards (tackle by Corey White),0.340,0.340
3,10:15,2,6,SEA 25,7,27,Russell Wilson pass complete short right to Doug Baldwin for 14 yards (tackle by Malcolm Jenkins),0.340,1.530
3,9:33,1,10,SEA 39,7,27,Russell Wilson pass incomplete deep left intended for Doug Baldwin,1.530,0.990
3,9:26,2,10,SEA 39,7,27,Russell Wilson pass complete deep right to Ricardo Lockette for 33 yards (tackle by Keenan Lewis),0.990,3.710
3,9:13,1,10,NOR 28,7,27,Marshawn Lynch up the middle for 3 yards (tackle by Kenny Vaccaro),3.710,3.570
3,8:31,2,7,NOR 25,7,27,Russell Wilson right tackle for 5 yards (tackle by David Hawthorne),3.570,3.530
3,7:57,3,2,NOR 20,7,27,"Russell Wilson pass incomplete short left intended for Doug Baldwin. Penalty on Akiem Hicks: Roughing the Passer, 10 yards (no play)",3.530,4.910
3,7:52,1,10,NOR 10,7,27,Marshawn Lynch right tackle for 2 yards (tackle by David Hawthorne and Will Herring),4.910,4.570
3,7:17,2,8,NOR 8,7,33,"Russell Wilson pass complete short right to Derrick Coleman for 8 yards, touchdown",4.570,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
3,7:17,,,NOR 2,7,34,Steven Hauschka kicks extra point good,0.000,0.000
3,7:17,,,SEA 35,7,34,"Steven Hauschka kicks off 68 yards, returned by Travaris Cadet for 25 yards (tackle by Kam Chancellor)",0.000,-0.410
3,7:01,1,10,NOR 22,7,34,Mark Ingram right tackle for 7 yards (tackle by Earl Thomas and Kam Chancellor),0.410,0.810
3,6:16,2,3,NOR 29,7,34,Mark Ingram left tackle for 1 yard (tackle by Tony McDaniel),0.810,0.230
3,5:34,3,2,NOR 30,7,34,"Drew Brees pass incomplete. Penalty on Earl Thomas: Roughing the Passer, 15 yards (no play)",0.230,1.930
3,5:27,1,10,NOR 45,7,34,Drew Brees pass incomplete deep left intended for Jimmy Graham (defended by Byron Maxwell),1.930,1.380
3,5:20,2,10,NOR 45,7,34,Drew Brees pass incomplete short right intended for Jimmy Graham,1.380,0.700
3,5:16,3,10,NOR 45,7,34,Drew Brees pass complete short left to Darren Sproles for -4 yards (tackle by K.J. Wright),0.700,-0.650
3,4:44,4,14,NOR 41,7,34,"Thomas Morstead punts 46 yards, returned by Golden Tate for 12 yards (tackle by Ramon Humber)",-0.650,-0.610
3,4:31,1,10,SEA 25,7,34,Russell Wilson pass complete short right to Golden Tate for 12 yards (tackle by Will Herring),0.610,1.400
3,3:50,1,10,SEA 37,7,34,Marshawn Lynch right tackle for 1 yard (tackle by Akiem Hicks and Curtis Lofton),1.400,0.990
3,3:06,2,9,SEA 38,7,34,Russell Wilson pass incomplete short left intended for Zach Miller,0.990,0.300
3,2:59,3,9,SEA 38,7,34,"Russell Wilson right end for 5 yards (tackle by Tyrunn Walker and Roman Harper). Penalty on Russell Wilson: Illegal Forward Pass, 5 yards",0.300,-0.850
3,2:36,4,9,SEA 38,7,34,Jon Ryan punts 37 yards,-0.850,-0.610
3,2:32,1,10,NOR 25,7,34,Drew Brees pass complete short right to Lance Moore for 5 yards (tackle by Jeremy Lane),0.610,0.740
3,1:57,2,5,NOR 30,7,34,Drew Brees pass incomplete short right intended for Marques Colston,0.740,0.040
3,1:52,3,5,NOR 30,7,34,Drew Brees pass complete short right to Lance Moore for 7 yards (tackle by Richard Sherman). Penalty on Chris Clemons: Defensive Offside (Declined),0.040,1.400
3,1:28,1,10,NOR 37,7,34,Darren Sproles right tackle for 7 yards (tackle by Earl Thomas and Bobby Wagner),1.400,1.800
3,0:52,2,3,NOR 44,7,34,Darren Sproles left tackle for 1 yard (tackle by Earl Thomas and Bobby Wagner),1.800,1.220
3,0:11,3,2,NOR 45,7,34,Darren Sproles left end for 3 yards (tackle by Byron Maxwell and Jeremy Lane),1.220,2.130
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 48,7,34,Drew Brees pass complete short middle to Jimmy Graham for 20 yards (tackle by Tony McDaniel and K.J. Wright),2.130,3.450
4,14:17,1,10,SEA 32,7,34,Drew Brees pass incomplete deep middle intended for Ben Watson (defended by K.J. Wright),3.450,2.900
4,14:10,2,10,SEA 32,7,34,Drew Brees pass incomplete deep left intended for Robert Meachem (defended by Byron Maxwell),2.900,2.900
4,14:00,2,10,SEA 32,7,34,Timeout #2 by New Orleans Saints,2.900,2.210
4,14:00,3,10,SEA 32,7,34,Drew Brees pass incomplete deep left intended for Kenny Stills,2.210,1.240
4,13:53,4,10,SEA 32,7,34,Drew Brees pass incomplete deep right intended for Jimmy Graham,1.240,-1.070
4,13:47,1,10,SEA 32,7,34,Ricardo Lockette right end for -2 yards (tackle by Malcolm Jenkins and Parys Haralson),1.070,0.260
4,13:02,2,12,SEA 30,7,34,Robert Turbin up the middle for 2 yards (tackle by Parys Haralson and Curtis Lofton),0.260,-0.160
4,12:18,3,10,SEA 32,7,34,Russell Wilson sacked by Parys Haralson for -8 yards,-0.160,-1.770
4,11:56,4,18,SEA 24,7,34,Jon Ryan punts 33 yards,-1.770,-1.800
4,11:45,1,10,NOR 43,7,34,Drew Brees pass incomplete short right intended for Darren Sproles,1.800,1.250
4,11:41,2,10,NOR 43,7,34,Drew Brees pass complete short right to Darren Sproles for 5 yards (tackle by Bobby Wagner),1.250,1.220
4,11:18,3,5,NOR 48,7,34,Drew Brees pass complete short right to Darren Sproles for 7 yards (tackle by Bobby Wagner),1.220,2.590
4,10:51,1,10,SEA 45,7,34,Drew Brees pass complete short right to Marques Colston for 14 yards (tackle by Earl Thomas),2.590,3.510
4,10:26,1,10,SEA 31,7,34,Drew Brees pass complete short right to Darren Sproles for 4 yards (tackle by Malcolm Smith),3.510,3.510
4,10:05,2,6,SEA 27,7,34,Drew Brees pass complete short right to Pierre Thomas for 5 yards (tackle by Malcolm Smith),3.510,3.470
4,9:52,3,1,SEA 22,7,34,Drew Brees pass incomplete short middle intended for Jimmy Graham,3.470,2.140
4,9:37,4,1,SEA 22,7,34,Drew Brees pass incomplete short right intended for Jimmy Graham (defended by Bobby Wagner),2.140,-0.410
4,9:37,1,10,SEA 22,7,34,Robert Turbin left tackle for 3 yards (tackle by Tom Johnson and Curtis Lofton),0.410,0.270
4,8:55,2,7,SEA 25,7,34,Russell Wilson pass incomplete short right intended for Zach Miller (defended by Cameron Jordan),0.270,-0.430
4,8:50,3,7,SEA 25,7,34,Russell Wilson pass complete short left to Zach Miller for 10 yards (tackle by Parys Haralson),-0.430,1.270
4,8:08,1,10,SEA 35,7,34,Robert Turbin up the middle for 4 yards (tackle by Tom Johnson),1.270,1.260
4,7:29,2,6,SEA 39,7,34,Robert Turbin left end for 1 yard (tackle by Kenny Vaccaro and Corey White),1.260,1.260
4,6:46,2,6,SEA 39,7,34,Timeout #3 by New Orleans Saints,1.260,0.700
4,6:46,3,5,SEA 40,7,34,"Penalty on Cameron Jordan: Neutral Zone Infraction, 5 yards (no play)",0.700,1.930
4,6:46,1,10,SEA 45,7,34,Robert Turbin right tackle for 4 yards (tackle by Keenan Lewis and Parys Haralson),1.930,1.920
4,6:05,2,6,SEA 49,7,34,Robert Turbin right guard for 5 yards (tackle by Kenny Vaccaro and John Jenkins),1.920,1.880
4,5:06,3,1,NOR 46,7,34,Robert Turbin left tackle for no gain (tackle by Tom Johnson),1.880,0.200
4,4:25,4,1,NOR 46,7,34,Robert Turbin up the middle for 2 yards (tackle by David Hawthorne),0.200,2.650
4,3:44,1,10,NOR 44,7,34,Robert Turbin right tackle for 2 yards (tackle by Corey White and Junior Galette),2.650,2.380
4,3:01,2,8,NOR 42,7,34,Derrick Coleman left end for -1 yards (tackle by Kenny Vaccaro),2.380,1.550
4,2:22,3,9,NOR 43,7,34,Russell Wilson pass complete short right to Luke Willson for 2 yards (tackle by Malcolm Jenkins),1.550,0.530
4,1:59,4,7,NOR 41,7,34,Derrick Coleman left end for 4 yards (tackle by Kenny Vaccaro and Corey White),0.530,-1.400
4,1:49,1,10,NOR 37,7,34,Mark Ingram right end for -2 yards (tackle by O'Brien Schofield),1.400,0.590
4,1:43,2,12,NOR 35,7,34,Mark Ingram right tackle for no gain (tackle by O'Brien Schofield and Michael Bennett),0.590,-0.100
4,1:08,3,12,NOR 35,7,34,Mark Ingram right guard for 8 yards (tackle by Malcolm Smith and Bobby Wagner),-0.100,-0.520
4,0:26,4,4,NOR 43,7,34,"Thomas Morstead punts 45 yards, fair catch by Golden Tate",-0.520,0.350
4,0:18,1,10,SEA 12,7,34,Russell Wilson kneels for -1 yards,-0.350,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
