Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jerick McKinnon,SFO,18,33,0,1,14,0.8,19,1.1,0,
Jamycal Hasty,SFO,3,13,0,1,6,2.0,7,2.3,0,
Brandon Aiyuk,SFO,1,-8,0,0,-8,-8.0,0,0.0,0,
Kyle Juszczyk,SFO,1,5,0,1,2,2.0,3,3.0,0,
Nick Mullens,SFO,1,3,0,0,3,3.0,0,0.0,0,
Austin Walter,SFO,1,3,0,0,1,1.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Latavius Murray,NOR,9,57,0,3,27,3.0,30,3.3,1,9.0
Taysom Hill,NOR,8,45,0,1,32,4.0,13,1.6,0,
Alvin Kamara,NOR,8,15,2,3,5,0.6,10,1.3,0,
Jameis Winston,NOR,4,-2,0,0,-3,-0.8,1,0.3,0,
Drew Brees,NOR,1,-1,0,0,-1,-1.0,0,0.0,0,
