Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
1,4:44,3,15,KAN 39,0,3,Malik Willis pass incomplete deep right,1.420,0.660
1,4:35,4,15,KAN 39,0,3,"Ryan Stonehouse punts 35 yards, returned by Justin Watson for 17 yards (tackle by Hassan Haskins)",0.660,-0.340
1,4:25,1,10,KAN 21,0,3,Patrick Mahomes pass complete short right to Travis Kelce for 23 yards (tackle by Roger McCreary),0.340,1.860
1,3:50,1,10,KAN 44,0,3,Isiah Pacheco left end for no gain (tackle by Joshua Kalu),1.860,1.320
1,3:16,2,10,KAN 44,0,3,Patrick Mahomes scrambles right end for 3 yards (tackle by Kevin Byard),1.320,1.030
1,2:40,3,7,KAN 47,0,3,Patrick Mahomes pass complete deep left to Justin Watson for 31 yards (tackle by Kristian Fulton),1.030,4.110
1,2:13,1,10,TEN 22,0,3,Patrick Mahomes pass incomplete short middle intended for Jerick McKinnon,4.110,3.560
1,2:08,2,10,TEN 22,0,3,Patrick Mahomes pass complete short middle to Kadarius Toney for 10 yards (tackle by Kevin Byard),3.560,4.780
1,1:28,1,10,TEN 12,0,3,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 9 yards (tackle by Kevin Byard and Joshua Kalu),4.780,5.790
1,0:48,2,1,TEN 3,0,3,Clyde Edwards-Helaire right end for no gain (tackle by Roger McCreary and Jeffery Simmons),5.790,5.060
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,TEN 3,0,3,"Penalty on Joe Thuney: False Start, 4 yards (accepted) (no play)",5.060,4.160
2,15:00,3,5,TEN 7,0,9,"Patrick Mahomes pass complete short right to Mecole Hardman for 7 yards, touchdown",4.160,7.000
2,14:55,,,TEN 15,0,9,Harrison Butker kicks extra point no good,0.000,-1.000
2,14:55,,,KAN 35,0,9,"Harrison Butker kicks off 55 yards, returned by Hassan Haskins for 16 yards (tackle by Deon Bush and Jack Cochrane)",0.000,0.670
2,14:51,1,10,TEN 26,0,9,Malik Willis pass complete short right to Austin Hooper for 16 yards (tackle by Justin Reid),0.670,1.730
2,14:17,1,10,TEN 42,0,9,Derrick Henry up the middle for 4 yards (tackle by Michael Danna and Khalen Saunders),1.730,1.730
2,13:40,2,6,TEN 46,0,9,Malik Willis right end for 17 yards (tackle by Joshua Williams),1.730,3.120
2,12:58,1,10,KAN 37,0,9,Derrick Henry left guard for 24 yards (tackle by Justin Reid),3.120,4.710
2,12:14,1,10,KAN 13,0,9,Derrick Henry right end for -2 yards (tackle by Joshua Williams),4.710,3.760
2,11:36,2,12,KAN 15,0,9,Malik Willis scrambles left end for 7 yards (tackle by Bryan Cook),3.760,4.100
2,10:55,3,5,KAN 8,0,9,"Malik Willis pass incomplete short right intended for Dontrell Hilliard. Penalty on Chris Jones: Defensive Offside, 4 yards (accepted) (no play)",4.100,5.010
2,10:51,3,1,KAN 4,6,9,"Derrick Henry right guard for 4 yards, touchdown",5.010,7.000
2,10:48,,,KAN 15,7,9,Randy Bullock kicks extra point good,0.000,0.000
2,10:48,,,TEN 35,7,9,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,10:48,1,10,KAN 25,7,9,Patrick Mahomes pass complete short left to Michael Burton for 9 yards (tackle by Kristian Fulton),0.610,1.280
2,10:13,2,1,KAN 34,7,9,Isiah Pacheco left tackle for 2 yards (tackle by David Long),1.280,1.330
2,9:36,1,10,KAN 36,7,9,Patrick Mahomes pass incomplete short right,1.330,0.790
2,9:30,2,10,KAN 36,7,9,Patrick Mahomes pass incomplete short middle intended for JuJu Smith-Schuster,0.790,0.100
2,9:26,3,10,KAN 36,7,9,"Patrick Mahomes pass complete short right to Travis Kelce for no gain. Penalty on Andrew Wylie: Offensive Holding, 10 yards (accepted) (no play)",0.100,-1.220
2,9:00,3,20,KAN 26,7,9,Patrick Mahomes pass complete short middle to Jerick McKinnon for 6 yards (tackle by Lonnie Johnson and David Long),-1.220,-1.240
2,8:21,4,14,KAN 32,7,9,"Tommy Townsend punts 47 yards, fair catch by Robert Woods at TEN-21",-1.240,-0.340
2,8:14,1,10,TEN 21,7,9,Derrick Henry right tackle for 56 yards (tackle by L'Jarius Sneed and Trent McDuffie),0.340,4.040
2,7:33,1,10,KAN 23,7,9,Dontrell Hilliard up the middle for 3 yards (tackle by Nick Bolton and Taylor Stallworth),4.040,3.900
2,6:53,2,7,KAN 20,7,9,Malik Willis pass complete deep left to Austin Hooper for 18 yards (tackle by Juan Thornhill),3.900,6.740
2,6:10,1,2,KAN 2,7,9,Derrick Henry up the middle for 1 yard (tackle by Taylor Stallworth and Derrick Nnadi),6.740,5.910
2,5:28,2,1,KAN 1,13,9,"Derrick Henry left guard for 1 yard, touchdown. Penalty on Chris Jones: Defensive Offside, 5 yards (declined)",5.910,7.000
2,5:24,,,KAN 15,14,9,Randy Bullock kicks extra point good,0.000,0.000
2,5:24,,,TEN 35,14,9,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,5:24,1,10,KAN 25,14,9,Isiah Pacheco left guard for 1 yard (tackle by Jeffery Simmons),0.610,0.200
2,4:51,2,9,KAN 26,14,9,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Kristian Fulton),0.200,-0.490
2,4:46,3,9,KAN 26,14,9,Patrick Mahomes sacked by Denico Autry for -5 yards,-0.490,-1.960
2,4:06,4,14,KAN 21,14,9,"Tommy Townsend punts 51 yards, returned by Robert Woods for 11 yards (tackle by Marcus Kemp and Bryan Cook)",-1.960,-1.530
2,3:55,1,10,TEN 39,14,9,Derrick Henry right end for 4 yards (tackle by L'Jarius Sneed),1.530,1.530
2,3:15,2,6,TEN 43,14,9,"Malik Willis left end for 2 yards (tackle by Trent McDuffie). Penalty on Cody Hollister: Offensive Illegal Block Above the Waist, 10 yards (accepted)",1.530,0.450
2,2:50,2,14,TEN 35,14,9,Dontrell Hilliard right end for 5 yards (tackle by Carlos Dunlap),0.450,0.430
2,2:09,3,9,TEN 40,14,9,Malik Willis pass incomplete deep right intended for Chris Conley (defended by Jaylen Watson),0.430,-0.720
2,2:04,4,9,TEN 40,14,9,"Ryan Stonehouse punts 57 yards downed by Kevin Rader. Penalty on Chris Lammons: Offensive Holding, 1 yard (accepted)",-0.720,0.380
2,1:52,1,10,KAN 2,14,9,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 5 yards (tackle by Andrew Adams and Terrance Mitchell),-0.380,-0.420
2,1:19,2,5,KAN 7,14,9,Patrick Mahomes pass complete short middle to Travis Kelce for 9 yards (tackle by Kevin Byard),-0.420,-0.140
2,1:01,1,10,KAN 16,14,9,Patrick Mahomes pass complete short right to Mecole Hardman for 9 yards (tackle by Terrance Mitchell),-0.140,0.690
2,0:53,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:53,2,1,KAN 25,14,9,"Patrick Mahomes pass complete short left to Jerick McKinnon for 16 yards (tackle by Roger McCreary). Penalty on Kristian Fulton: Illegal Contact, 5 yards (declined)",0.690,1.660
2,0:45,1,10,KAN 41,14,9,Patrick Mahomes pass incomplete short left intended for Travis Kelce,1.660,1.120
2,0:41,2,10,KAN 41,14,9,"Patrick Mahomes scrambles for 11 yards Replay Assistant challenged the first down ruling, and the original play was overturned. Patrick Mahomes scrambles right end for 9 yards (tackle by Andrew Adams)",1.120,1.620
2,0:34,3,1,KAN 50,14,9,Patrick Mahomes sacked by Denico Autry for -6 yards,1.620,-0.460
2,0:26,,,,,,Timeout #1 by Tennessee Titans,,
2,0:26,4,7,KAN 44,14,9,Tommy Townsend punts 47 yards downed by Chris Lammons,-0.460,0.380
2,0:19,1,10,TEN 9,14,9,Malik Willis kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,14,9,"Harrison Butker kicks off 61 yards, returned by Hassan Haskins for 22 yards (tackle by Bryan Cook). Penalty on Dylan Cole: Offensive Holding, 10 yards (accepted)",0.000,-0.140
3,14:54,1,10,TEN 16,14,9,Derrick Henry up the middle for 1 yard (tackle by Willie Gay),-0.140,-0.510
3,14:14,2,9,TEN 17,14,9,"Malik Willis pass complete short left to Austin Hooper for no gain. Penalty on Nate Davis: Ineligible Downfield Pass, 5 yards (accepted) (no play)",-0.510,-1.070
3,13:52,2,14,TEN 12,14,9,Malik Willis right end for 6 yards (tackle by Malik Herring and L'Jarius Sneed),-1.070,-1.070
3,13:11,3,8,TEN 18,14,9,Hassan Haskins right guard for 5 yards (tackle by George Karlaftis),-1.070,-1.830
3,12:39,4,3,TEN 23,14,9,"Ryan Stonehouse punts 52 yards, fair catch by Mecole Hardman at KC-25",-1.830,-0.610
3,12:33,1,10,KAN 25,14,9,Isiah Pacheco left end for no gain (tackle by Jeffery Simmons),0.610,0.060
3,11:58,2,10,KAN 25,14,9,"Patrick Mahomes pass complete short right to Travis Kelce for 12 yards (tackle by Kevin Byard). Penalty on Kevin Byard: Illegal Contact, 5 yards (declined)",0.060,1.400
3,11:46,1,10,KAN 37,14,9,Patrick Mahomes pass short right intended for Travis Kelce is intercepted by Roger McCreary at KC-38 and returned for 4 yards (tackle by Travis Kelce),1.400,-3.310
3,11:27,1,10,KAN 34,14,9,Malik Willis pass incomplete deep left intended for Chigoziem Okonkwo,3.310,2.770
3,11:22,2,10,KAN 34,14,9,Derrick Henry up the middle for 5 yards (tackle by Willie Gay and Khalen Saunders),2.770,2.740
3,10:35,3,5,KAN 29,14,9,Malik Willis left end for 3 yards (tackle by George Karlaftis and Willie Gay),2.740,1.860
3,10:03,4,2,KAN 26,17,9,Randy Bullock 44 yard field goal good,1.860,3.000
3,9:58,,,TEN 35,17,9,"Randy Bullock kicks off 62 yards, returned by Isiah Pacheco for 13 yards (tackle by Hassan Haskins)",0.000,-0.140
3,9:46,1,10,KAN 16,17,9,"Patrick Mahomes pass incomplete deep left intended for Skyy Moore. Penalty on David Long: Illegal Contact, 5 yards (accepted) (no play)",-0.140,0.340
3,9:46,1,10,KAN 21,17,9,Patrick Mahomes pass incomplete short right intended for JuJu Smith-Schuster (defended by Kristian Fulton),0.340,-0.200
3,9:40,2,10,KAN 21,17,9,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 9 yards (tackle by Roger McCreary),-0.200,0.300
3,8:57,3,1,KAN 30,17,9,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 14 yards (tackle by Zach Cunningham),0.300,1.860
3,8:20,1,10,KAN 44,17,9,Clyde Edwards-Helaire up the middle for 3 yards (tackle by Mario Edwards),1.860,1.720
3,7:41,2,7,KAN 47,17,9,Patrick Mahomes pass complete short right to Noah Gray for 5 yards (tackle by Kevin Byard and Zach Cunningham),1.720,1.690
3,7:02,3,2,TEN 48,17,9,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 17 yards (tackle by Kevin Byard),1.690,3.510
3,6:17,1,10,TEN 31,17,9,Patrick Mahomes pass complete short left to Jerick McKinnon for 2 yards (tackle by Joshua Kalu and David Long),3.510,3.240
3,5:39,2,8,TEN 29,17,9,Patrick Mahomes pass incomplete short right,3.240,2.540
3,5:27,3,8,TEN 29,17,9,Patrick Mahomes pass incomplete deep left intended for Justin Watson,2.540,1.500
3,5:21,4,8,TEN 29,17,9,Harrison Butker 47 yard field goal no good,1.500,-1.400
3,5:17,1,10,TEN 37,17,9,"Derrick Henry left end for no gain. Penalty on Aaron Brewer: Offensive Holding, 10 yards (accepted) (no play)",1.400,0.740
3,4:57,1,20,TEN 27,17,9,Dontrell Hilliard right end for 4 yards (tackle by Chris Jones and Michael Danna),0.740,0.050
3,4:19,2,16,TEN 31,17,9,Malik Willis scrambles left end for 2 yards (tackle by Willie Gay),0.050,-0.360
3,3:34,3,14,TEN 33,17,9,Malik Willis pass complete short right to Hassan Haskins for 2 yards (tackle by L'Jarius Sneed and Michael Danna),-0.360,-1.040
3,3:07,4,12,TEN 35,17,9,"Ryan Stonehouse punts 45 yards, returned by Mecole Hardman for 20 yards (tackle by Tre Avery)",-1.040,-1.600
3,2:53,1,10,KAN 40,17,9,Patrick Mahomes pass complete short middle to Travis Kelce for 14 yards (tackle by Roger McCreary),1.600,2.520
3,2:18,1,10,TEN 46,17,9,Patrick Mahomes pass complete short left to Travis Kelce for no gain (tackle by David Long and Joshua Kalu),2.520,1.980
3,1:40,2,10,TEN 46,17,9,Patrick Mahomes sacked by Mario Edwards for -6 yards,1.980,0.500
3,0:57,3,16,KAN 48,17,9,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman,0.500,-0.190
3,0:51,4,16,KAN 48,17,9,"Tommy Townsend punts 42 yards, fair catch by Robert Woods at TEN-10",-0.190,0.380
3,0:43,1,10,TEN 10,17,9,Derrick Henry right end for 2 yards (tackle by Leo Chenal and Khalen Saunders),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,TEN 12,17,9,Malik Willis scrambles left end for 4 yards (tackle by Carlos Dunlap and Michael Danna),-0.630,-0.720
4,14:13,,,,,,Timeout #1 by Tennessee Titans,,
4,14:13,3,4,TEN 16,17,9,Malik Willis pass incomplete deep left intended for Austin Hooper (defended by Trent McDuffie),-0.720,-2.390
4,14:09,4,4,TEN 16,17,9,"Ryan Stonehouse punts 63 yards, returned by Mecole Hardman for no gain (tackle by Hassan Haskins). Penalty on Jack Cochrane: Offensive Holding, 10 yards (accepted)",-2.390,0.370
4,13:56,1,10,KAN 11,17,9,Patrick Mahomes scrambles right end for 1 yard (tackle by Jeffery Simmons),-0.370,-0.710
4,13:16,2,9,KAN 12,17,9,Patrick Mahomes pass incomplete short left,-0.710,-1.300
4,13:13,3,9,KAN 12,17,9,Patrick Mahomes pass incomplete deep right intended for Skyy Moore,-1.300,-2.490
4,13:04,4,9,KAN 12,17,9,"Tommy Townsend punts 43 yards, returned by Robert Woods for no gain (tackle by Marcus Kemp). Penalty on Chris Lammons: Player Out of Bounds on a Punt, 5 yards (accepted)",-2.490,-2.260
4,12:55,1,10,TEN 50,17,9,Derrick Henry left end for 4 yards (tackle by Leo Chenal),2.260,2.250
4,12:18,2,6,KAN 46,17,9,Derrick Henry right end for 7 yards (tackle by L'Jarius Sneed),2.250,2.980
4,11:38,1,10,KAN 39,17,9,Derrick Henry right guard for 1 yard (tackle by Willie Gay),2.980,2.580
4,10:53,2,9,KAN 38,17,9,Malik Willis pass incomplete deep right intended for Nick Westbrook-Ikhine (defended by L'Jarius Sneed),2.580,1.880
4,10:44,3,9,KAN 38,17,9,Malik Willis pass complete short left to Dontrell Hilliard for -4 yards (tackle by Nick Bolton),1.880,0.460
4,9:59,4,13,KAN 42,17,9,"Ryan Stonehouse punts 35 yards, fair catch by Mecole Hardman at KC-7",0.460,0.380
4,9:54,1,10,KAN 7,17,9,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 12 yards (tackle by Dylan Cole),-0.380,0.150
4,9:24,1,10,KAN 19,17,9,Patrick Mahomes pass complete short middle to Mecole Hardman for 6 yards (tackle by Andrew Adams),0.150,0.480
4,8:41,2,4,KAN 25,17,9,Patrick Mahomes pass complete short middle to Noah Gray for 13 yards (tackle by Andrew Adams),0.480,1.470
4,7:52,1,10,KAN 38,17,9,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,1.470,0.920
4,7:50,2,10,KAN 38,17,9,Patrick Mahomes sacked by DeMarcus Walker for -7 yards,0.920,-0.690
4,7:11,3,17,KAN 31,17,9,Patrick Mahomes scrambles right end for 20 yards (tackle by Kristian Fulton),-0.690,2.320
4,6:26,1,10,TEN 49,17,9,Patrick Mahomes pass incomplete short right intended for Justin Watson,2.320,1.780
4,6:22,2,10,TEN 49,17,9,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 12 yards (tackle by Terrance Mitchell),1.780,3.120
4,5:39,1,10,TEN 37,17,9,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 11 yards (tackle by Dylan Cole and Roger McCreary),3.120,3.840
4,5:05,1,10,TEN 26,17,9,Patrick Mahomes pass complete short right to Jerick McKinnon for 11 yards (tackle by Kevin Byard and Dylan Cole),3.840,4.580
4,4:33,1,10,TEN 15,17,9,Jerick McKinnon right end for no gain (tackle by David Long and Joshua Kalu),4.580,3.950
4,3:51,2,10,TEN 15,17,9,Patrick Mahomes pass complete short right to Jerick McKinnon for 1 yard (tackle by Dylan Cole and Kevin Byard),3.950,3.240
4,3:05,3,9,TEN 14,17,15,"Patrick Mahomes scrambles right end for 14 yards, touchdown",3.240,7.000
4,2:56,,,TEN 2,17,15,"Penalty on Kristian Fulton: Defensive Holding, 5 yards (offset) Penalty on Andrew Wylie: Ineligible Downfield Pass, 5 yards (offset) Penalty on Joseph Jones: Defensive Holding, 5 yards (offset) (no play)",0.000,0.000
4,2:56,,,TEN 2,17,15,"Penalty on Joshua Kalu: Defensive Holding, 1 yard (accepted) (no play)",0.000,1.000
4,2:56,,,TEN 2,17,17,"Two Point Attempt: Patrick Mahomes rushes, conversion succeeds.",1.000,1.000
4,2:56,,,KAN 35,17,17,"Harrison Butker kicks off 67 yards, returned by Hassan Haskins for 19 yards (tackle by Deon Bush)",0.000,-0.060
4,2:52,1,10,TEN 17,17,17,Derrick Henry right end for 2 yards (tackle by Khalen Saunders),-0.060,-0.250
4,2:20,2,8,TEN 19,17,17,Malik Willis pass incomplete short right,-0.250,-1.000
4,2:13,3,8,TEN 19,17,17,Malik Willis sacked by Carlos Dunlap for -6 yards,-1.000,-2.490
4,2:00,4,14,TEN 13,17,17,"Ryan Stonehouse punts 51 yards, returned by Mecole Hardman for no gain (tackle by Hassan Haskins and Dylan Cole)",-2.490,-1.330
4,1:47,1,10,KAN 36,17,17,Patrick Mahomes pass complete short left to Jerick McKinnon for 4 yards (tackle by Andrew Adams),1.330,1.330
4,1:20,2,6,KAN 40,17,17,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 5 yards (tackle by Kristian Fulton),1.330,1.290
4,1:08,3,1,KAN 45,17,17,Michael Burton right guard for no gain (tackle by Dylan Cole),1.290,-0.390
4,1:00,,,,,,Timeout #2 by Tennessee Titans,,
4,1:00,4,1,KAN 45,17,17,Clyde Edwards-Helaire up the middle for 2 yards (tackle by Joshua Kalu and Teair Tart),-0.390,2.060
4,0:57,,,,,,Timeout #1 by Kansas City Chiefs,,
4,0:57,1,10,KAN 47,17,17,Patrick Mahomes pass incomplete deep right intended for Travis Kelce,2.060,1.520
4,0:51,2,10,KAN 47,17,17,Patrick Mahomes pass incomplete short middle intended for Justin Watson,1.520,0.830
4,0:48,3,10,KAN 47,17,17,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman (defended by Jeffery Simmons),0.830,-0.260
4,0:43,4,10,KAN 47,17,17,"Tommy Townsend punts 53 yards, touchback.. Penalty on James Winchester: Offensive Holding, 10 yards (accepted)",-0.260,-0.940
4,0:35,1,10,TEN 30,17,17,Malik Willis pass incomplete short right,0.940,0.390
4,0:26,2,10,TEN 30,17,17,Malik Willis pass incomplete deep left intended for Cody Hollister,0.390,-0.300
4,0:22,3,10,TEN 30,17,17,Malik Willis pass incomplete short right intended for Chigoziem Okonkwo,-0.300,-1.370
4,0:18,4,10,TEN 30,17,17,"Ryan Stonehouse punts 52 yards, returned by Mecole Hardman for 22 yards (tackle by Monty Rice)",-1.370,-1.600
4,0:05,,,,,,Timeout #3 by Tennessee Titans,,
4,0:05,1,10,KAN 40,17,17,Patrick Mahomes pass incomplete short left intended for Travis Kelce,1.600,1.050
4,0:03,2,10,KAN 40,17,17,Patrick Mahomes pass complete short right to Mecole Hardman for 33 yards (tackle by Terrance Mitchell and Kevin Byard),1.050,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,TEN,KAN,Detail,EPB,EPA
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the overtime kickoff.",,
OT,10:00,,,TEN 35,17,17,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,KAN 25,17,17,"Patrick Mahomes pass complete short left to Kadarius Toney for no gain. Penalty on Andrew Wylie: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.610,0.280
OT,9:49,1,15,KAN 20,17,17,Patrick Mahomes pass complete short left to Travis Kelce for 4 yards (tackle by David Long),0.280,-0.070
OT,9:08,2,11,KAN 24,17,17,Patrick Mahomes pass complete short right to Travis Kelce for 18 yards (tackle by David Long),-0.070,1.730
OT,8:30,1,10,KAN 42,17,17,Jerick McKinnon right guard for 3 yards (tackle by Naquan Jones),1.730,1.590
OT,7:50,2,7,KAN 45,17,17,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 6 yards (tackle by David Long),1.590,1.690
OT,7:05,3,1,TEN 49,17,17,Patrick Mahomes pass complete deep middle to Noah Gray for 27 yards (tackle by Roger McCreary),1.690,4.110
OT,6:32,1,10,TEN 22,17,17,Patrick Mahomes pass complete short right to Travis Kelce for 8 yards (tackle by Kevin Byard and Naquan Jones),4.110,4.850
OT,5:58,2,2,TEN 14,17,17,Jerick McKinnon right end for 1 yard (tackle by Denico Autry and DeMarcus Walker),4.850,4.390
OT,5:18,3,1,TEN 13,17,17,Patrick Mahomes pass incomplete short left intended for Mecole Hardman,4.390,2.720
OT,5:13,,,,,,Timeout #1 by Kansas City Chiefs,,
OT,5:13,4,1,TEN 13,17,17,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 2 yards (tackle by Joshua Kalu),2.720,4.840
OT,4:23,1,10,TEN 11,17,17,Patrick Mahomes pass incomplete short right,4.840,4.140
OT,4:21,2,10,TEN 11,17,17,Patrick Mahomes pass incomplete short left intended for Jerick McKinnon,4.140,3.130
OT,4:16,3,10,TEN 11,17,17,Patrick Mahomes pass incomplete short right,3.130,2.700
OT,4:07,4,10,TEN 11,17,20,Harrison Butker 28 yard field goal good,2.700,3.000
OT,4:04,,,KAN 35,17,20,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
OT,4:04,1,10,TEN 25,17,20,Derrick Henry right guard for 1 yard (tackle by Khalen Saunders),0.610,0.200
OT,3:28,2,9,TEN 26,17,20,Malik Willis sacked by Khalen Saunders for -12 yards,0.200,-2.550
OT,2:43,3,21,TEN 14,17,20,Malik Willis sacked by and Chris Jones for -5 yards and Carlos Dunlap for -5 yards,-2.550,-2.490
OT,2:13,,,,,,Timeout #1 by Tennessee Titans,,
OT,2:13,4,26,TEN 9,17,20,Malik Willis pass incomplete short right intended for Robert Woods (defended by L'Jarius Sneed),-2.490,0.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
