Player,Pos
Patrick Mahomes,QB
Isiah Pacheco,RB
Kadarius Toney,WR
JuJu Smith-Schuster,WR
Noah Gray,TE
Travis Kelce,TE
Joe Thuney,OL
Trey Smith,OL
Orlando Brown Jr.,T
Andrew Wylie,G
Creed Humphrey,C
George Karlaftis III,DE
Carlos Dunlap,DE
Derrick Nnadi,DT
Chris Jones,DT
Willie Gay Jr.,LB
Leo Chenal,LB
Nick Bolton,LB
Trent McDuffie,CB
L'Jarius Sneed,CB
Justin Reid,S
Juan Thornhill,S
