Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,DEN 20,0,0,"Tatum Bell left tackle for 4 yards (tackle by Tamba Hali). Penalty on Derrick Johnson: Defensive Offside, 5 yards (no play)",0.280,1.010
1,14:38,1,5,DEN 25,0,0,Tatum Bell left tackle for 6 yards (tackle by Sammy Knight),1.010,1.000
1,13:58,1,10,DEN 31,0,0,Tatum Bell right end for 5 yards (tackle by Sammy Knight),1.000,1.140
1,13:19,2,5,DEN 36,0,0,Tatum Bell left end for 2 yards (tackle by Tamba Hali and Patrick Surtain),1.140,0.700
1,12:37,3,3,DEN 38,0,0,Jake Plummer pass incomplete short left intended for Rod Smith,0.700,-0.850
1,12:33,4,3,DEN 38,0,0,"Paul Ernster punts 47 yards, returned by Dante Hall for 19 yards (tackle by Keith Burns)",-0.850,-1.200
1,12:21,1,10,KAN 34,0,0,Larry Johnson middle for 1 yard (tackle by Ian Gold),1.200,0.790
1,11:44,2,9,KAN 35,0,0,Larry Johnson right tackle for 5 yards (tackle by D.J. Williams),0.790,0.760
1,11:00,3,4,KAN 40,0,0,Damon Huard pass complete short middle to Jason Dunn for 7 yards (tackle by Ian Gold),0.760,2.060
1,10:26,1,10,KAN 47,0,0,Larry Johnson middle for 17 yards (tackle by Nick Ferguson),2.060,3.180
1,9:47,1,10,DEN 36,0,0,Larry Johnson left end for no gain (tackle by Al Wilson),3.180,2.640
1,9:06,2,10,DEN 36,0,0,Larry Johnson middle for 7 yards (tackle by Nick Ferguson),2.640,2.870
1,8:29,3,3,DEN 29,0,0,Larry Johnson left end for 5 yards (tackle by John Lynch),2.870,3.970
1,7:44,1,10,DEN 24,0,0,Michael Bennett right end for 9 yards (tackle by Nick Ferguson),3.970,4.850
1,7:07,2,1,DEN 15,0,0,Michael Bennett middle for 4 yards (tackle by Gerard Warren),4.850,4.840
1,6:30,1,10,DEN 11,0,0,Larry Johnson middle for 3 yards (tackle by Al Wilson),4.840,4.700
1,5:49,2,7,DEN 8,0,0,Larry Johnson middle for 2 yards (tackle by Michael Myers),4.700,4.210
1,5:06,3,5,DEN 6,0,0,"Larry Johnson right tackle for no gain (tackle by Nick Ferguson). Larry Johnson fumbles (forced by Nick Ferguson), recovered by John Lynch at DEN-6 and returned for 7 yards (tackle by Brian Waters)",4.210,0.320
1,4:55,1,10,DEN 13,0,0,Rod Smith right end for -5 yards (tackle by Tamba Hali),-0.320,-1.150
1,4:14,2,15,DEN 8,0,0,Mike Bell right tackle for 2 yards (tackle by Kawika Mitchell),-1.150,-1.770
1,3:31,3,13,DEN 10,0,0,Jake Plummer pass complete short left to Mike Bell for 12 yards (tackle by Sammy Knight),-1.770,-1.900
1,2:52,4,1,DEN 22,0,0,"Paul Ernster punts 61 yards, returned by Dante Hall for 21 yards (tackle by Patrick Chukwurah)",-1.900,-1.470
1,2:39,1,10,KAN 38,0,0,"Damon Huard for no gain. Damon Huard fumbles, recovered by Kevin Sampson at KAN-33",1.470,0.250
1,2:04,2,15,KAN 33,0,0,"Penalty on Damon Huard: Delay of Game, 5 yards (no play)",0.250,-0.430
1,1:49,2,20,KAN 28,0,0,Damon Huard pass complete short left to Samie Parker for 8 yards (tackle by Darrent Williams),-0.430,-0.030
1,1:09,3,12,KAN 36,0,0,Damon Huard pass complete short middle to Tony Gonzalez for 7 yards (tackle by Al Wilson),-0.030,-0.520
1,0:28,4,5,KAN 43,0,0,"Dustin Colquitt punts 43 yards, returned by Darrent Williams for 7 yards (tackle by Dee Brown)",-0.520,-0.340
1,0:16,1,10,DEN 21,0,0,Tatum Bell right tackle for 2 yards (tackle by James Reed),0.340,0.070
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,DEN 23,0,0,Tatum Bell right tackle for 3 yards (tackle by James Reed),0.070,-0.230
2,14:22,3,5,DEN 26,0,0,Jake Plummer pass complete short right to Stephen Alexander for 4 yards (tackle by Ty Law),-0.230,-1.370
2,13:37,4,1,DEN 30,0,0,"Paul Ernster punts 48 yards, returned by Dante Hall for 3 yards (tackle by Louis Green)",-1.370,-0.610
2,13:23,1,10,KAN 25,0,0,Larry Johnson left end for 5 yards (tackle by Ian Gold),0.610,0.740
2,12:55,2,5,KAN 30,0,0,Damon Huard pass complete short left to Larry Johnson for 5 yards (tackle by John Lynch),0.740,1.270
2,12:16,1,10,KAN 35,0,0,Damon Huard pass complete short left to Samie Parker for 7 yards (tackle by Ian Gold),1.270,1.670
2,11:37,2,3,KAN 42,0,0,Larry Johnson right end for 1 yard (tackle by John Engelberger),1.670,1.090
2,10:54,3,2,KAN 43,0,0,Damon Huard pass complete short left to Samie Parker for 4 yards (tackle by Darrent Williams),1.090,2.060
2,10:09,,,,0,0,Timeout #1 by Kansas City Chiefs,0.000,2.060
2,10:09,1,10,KAN 47,0,0,Larry Johnson right tackle for no gain (tackle by Champ Bailey),2.060,1.520
2,9:33,2,10,KAN 47,0,0,Larry Johnson middle for 8 yards (tackle by Ian Gold and Champ Bailey),1.520,1.880
2,8:49,3,2,DEN 45,0,0,Michael Bennett middle for -1 yards (tackle by Gerard Warren and Champ Bailey),1.880,0.200
2,8:07,4,3,DEN 46,0,0,Dustin Colquitt punts 45 yards,0.200,0.380
2,7:58,1,10,DEN 1,0,0,Jake Plummer pass complete short right to Kyle Johnson for 20 yards (tackle by Jarrad Page),-0.380,0.340
2,7:15,1,10,DEN 21,0,0,Mike Bell left tackle for 3 yards (tackle by Ron Edwards),0.340,0.210
2,6:35,2,7,DEN 24,0,0,Jake Plummer pass incomplete deep left intended for Rod Smith,0.210,-0.490
2,6:29,3,7,DEN 24,0,0,Jake Plummer pass complete deep middle to Javon Walker for 20 yards (tackle by Ty Law),-0.490,1.860
2,5:44,1,10,DEN 44,0,0,Jake Plummer pass incomplete short left intended for Mike Bell (defended by James Reed),1.860,1.320
2,5:39,2,10,DEN 44,0,0,Jake Plummer pass complete short left to Rod Smith for 15 yards (tackle by Greg Wesley),1.320,2.850
2,5:18,1,10,KAN 41,0,0,Kyle Johnson middle for 15 yards (tackle by Greg Wesley and Jared Allen),2.850,3.840
2,4:36,1,10,KAN 26,0,0,Jake Plummer pass complete short right to Stephen Alexander for 4 yards (tackle by Patrick Surtain),3.840,3.840
2,3:53,2,6,KAN 22,0,0,Jake Plummer pass incomplete deep left intended for Javon Walker,3.840,3.140
2,3:47,3,6,KAN 22,0,0,Mike Bell right tackle for -4 yards (tackle by Jared Allen),3.140,1.740
2,3:11,4,10,KAN 26,0,0,Jason Elam 44 yard field goal no good,1.740,-1.200
2,3:06,1,10,KAN 34,0,0,Damon Huard pass complete short left to Larry Johnson for 11 yards (tackle by Darrent Williams and John Lynch),1.200,1.930
2,2:28,1,10,KAN 45,0,0,Larry Johnson left guard for 1 yard (tackle by Ebenezer Ekuban),1.930,1.520
2,2:00,2,9,KAN 46,0,0,Damon Huard pass complete short middle to Larry Johnson for 14 yards (tackle by Champ Bailey),1.520,2.920
2,1:21,1,10,DEN 40,0,0,Damon Huard pass complete short left to Larry Johnson for 11 yards (tackle by Al Wilson),2.920,3.640
2,0:48,1,10,DEN 29,0,0,Michael Bennett right end for 4 yards (tackle by Al Wilson),3.640,3.640
2,0:27,2,6,DEN 25,0,0,Damon Huard pass incomplete deep left intended for Tony Gonzalez,3.640,2.940
2,0:24,3,6,DEN 25,0,0,Damon Huard pass complete short right to Dante Hall for 6 yards (tackle by Champ Bailey),2.940,4.310
2,0:15,,,,0,0,Timeout #2 by Kansas City Chiefs,0.000,4.310
2,0:15,1,10,DEN 19,0,0,Damon Huard pass complete short right to Samie Parker for 8 yards (tackle by Champ Bailey),4.310,5.140
2,0:09,,,,0,0,Timeout #3 by Kansas City Chiefs,0.000,5.140
2,0:09,2,2,DEN 11,3,0,Lawrence Tynes 29 yard field goal good,5.140,3.000
2,,,,KAN 30,3,0,"Lawrence Tynes kicks off 34 yards, returned by Chad Mustard for 2 yards (tackle by Rich Scanlon)",0.000,1.470
2,0:01,1,10,DEN 38,3,0,Jake Plummer kneels for -1 yards,1.470,0.790
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,3,0,"Paul Ernster kicks off 70 yards, returned by Dante Hall for 32 yards (tackle by Brandon Marshall)",0.000,1.070
3,14:53,1,10,KAN 32,3,0,Damon Huard pass complete short right to Eddie Kennison for 2 yards (tackle by Champ Bailey),1.070,0.800
3,14:13,2,8,KAN 34,3,0,Larry Johnson right end for 24 yards (tackle by Ebenezer Ekuban),0.800,2.790
3,13:30,1,10,DEN 42,3,0,Michael Bennett right end for 3 yards (tackle by Domonique Foxworth),2.790,2.650
3,13:04,2,7,DEN 39,3,0,Michael Bennett left end for no gain (tackle by Kenard Lang and Michael Myers),2.650,1.950
3,12:22,3,7,DEN 39,3,0,Damon Huard sacked by Ebenezer Ekuban and Patrick Chukwurah for -2 yards,1.950,0.530
3,11:58,4,9,DEN 41,3,0,Dustin Colquitt punts 39 yards,0.530,0.380
3,11:49,1,10,DEN 3,3,0,Jake Plummer pass incomplete short left intended for Rod Smith (defended by Jared Allen),-0.380,-0.780
3,11:45,2,10,DEN 3,3,0,Jake Plummer pass complete to Javon Walker for 7 yards (tackle by Patrick Surtain),-0.780,-0.600
3,11:45,3,3,DEN 10,3,0,Jake Plummer pass incomplete intended for Rod Smith is intercepted by Greg Wesley at DEN-30,-0.600,-3.580
3,10:55,1,10,DEN 30,3,0,Larry Johnson left guard for 2 yards (tackle by Champ Bailey),3.580,3.300
3,10:19,2,8,DEN 28,3,0,Larry Johnson left guard for 2 yards (tackle by Ian Gold),3.300,2.870
3,9:40,3,6,DEN 26,3,0,Damon Huard pass incomplete short left intended for Samie Parker. Penalty on Kyle Turley: Offensive Holding (Declined),2.870,1.760
3,9:34,4,6,DEN 26,6,0,Lawrence Tynes 45 yard field goal good,1.760,3.000
3,,,,KAN 30,6,0,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
