Quarter,Time,Tm,Detail,MIA,NWE
1.0,5:28,Patriots,Stephen Gostkowski 20 yard field goal,0,3
2.0,12:01,Patriots,Cordarrelle Patterson 55 yard pass from Tom Brady (Stephen Gostkowski kick),0,10
,7:29,Patriots,James White 22 yard rush (Stephen Gostkowski kick),0,17
,0:18,Patriots,Phillip Dorsett 9 yard pass from Tom Brady (Stephen Gostkowski kick),0,24
3.0,6:49,Patriots,James White 14 yard pass from Tom Brady (Stephen Gostkowski kick),0,31
4.0,13:43,Patriots,Sony Michel 10 yard rush (Stephen Gostkowski kick),0,38
,2:42,Dolphins,Frank Gore 6 yard pass from Brock Osweiler (Jason Sanders kick),7,38
