Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Ben Powers,G,68,100%,0,0%,6,25%
Orlando Brown Jr.,T,68,100%,0,0%,6,25%
Bradley Bozeman,G/C,68,100%,0,0%,6,25%
Lamar Jackson,QB,68,100%,0,0%,0,0%
D.J. Fluker,G/T,54,79%,0,0%,6,25%
Matt Skura,C/G,50,74%,0,0%,6,25%
Mark Andrews,TE,45,66%,0,0%,0,0%
Marquise Brown,WR,43,63%,0,0%,0,0%
Miles Boykin,WR,42,62%,0,0%,4,17%
Patrick Ricard,FB/D,39,57%,0,0%,4,17%
J.K. Dobbins,RB,35,51%,0,0%,0,0%
Gus Edwards,RB,34,50%,0,0%,0,0%
Devin Duvernay,WR,23,34%,0,0%,7,29%
Eric Tomlinson,TE,23,34%,0,0%,6,25%
Patrick Mekari,G/C,23,34%,0,0%,0,0%
Dez Bryant,WR,19,28%,0,0%,0,0%
Tyre Phillips,G/T,15,22%,0,0%,0,0%
Ben Bredeson,G,14,21%,0,0%,6,25%
Willie Snead,WR,12,18%,0,0%,0,0%
Justice Hill,RB,3,4%,0,0%,14,58%
Chris Moore,WR,2,3%,0,0%,15,63%
Chuck Clark,S,0,0%,64,100%,5,21%
Anthony Averett,CB,0,0%,64,100%,1,4%
Patrick Queen,ILB,0,0%,60,94%,1,4%
DeShon Elliott,S,0,0%,59,92%,5,21%
Marlon Humphrey,CB,0,0%,59,92%,2,8%
Tramon Williams,CB,0,0%,55,86%,0,0%
Matt Judon,LB,0,0%,44,69%,5,21%
Derek Wolfe,DE,0,0%,39,61%,4,17%
Tyus Bowser,OLB,0,0%,35,55%,7,29%
L.J. Fort,ILB,0,0%,30,47%,16,67%
Yannick Ngakoue,DE,0,0%,30,47%,0,0%
Chris Board,ILB,0,0%,23,36%,17,71%
Justin Madubuike,DT,0,0%,23,36%,0,0%
Pernell McPhee,OLB,0,0%,22,34%,0,0%
Brandon Williams,DT,0,0%,21,33%,4,17%
Calais Campbell,DE,0,0%,20,31%,10,42%
Justin Ellis,DT,0,0%,20,31%,1,4%
Jihad Ward,DE,0,0%,17,27%,0,0%
Malik Harrison,ILB,0,0%,9,14%,14,58%
Jordan Richards,S,0,0%,5,8%,18,75%
Pierre Desir,CB,0,0%,5,8%,9,38%
Anthony Levine,DB/L,0,0%,0,0%,18,75%
Kristian Welch,ILB,0,0%,0,0%,14,58%
Justin Tucker,K,0,0%,0,0%,11,46%
Morgan Cox,LS,0,0%,0,0%,8,33%
Sam Koch,P,0,0%,0,0%,8,33%
