Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Montgomery,CHI,11,25,1,1,14,1.3,11,1.0,2,5.5
Tarik Cohen,CHI,4,10,0,0,8,2.0,2,0.5,0,
Chase Daniel,CHI,1,2,0,0,2,2.0,0,0.0,0,
Cordarrelle Patterson,CHI,1,5,0,,5,5.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,OAK,26,123,2,7,61,2.3,62,2.4,5,5.2
DeAndre Washington,OAK,6,17,1,3,8,1.3,9,1.5,0,
Derek Carr,OAK,3,8,0,0,8,2.7,0,0.0,0,
Jalen Richard,OAK,2,14,0,1,13,6.5,1,0.5,0,
Erik Harris,OAK,1,4,0,1,4,4.0,0,0.0,0,
Alec Ingold,OAK,1,3,0,1,2,2.0,1,1.0,0,
