Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
1,6:57,,,KAN 30,7,7,"Morten Andersen kicks off 57 yards, returned by Albert Johnson for 28 yards (tackle by Scott Fujita)",0.000,1.660
1,6:43,1,10,MIA 41,7,7,"Ricky Williams for -5 yards (tackle by Eric Hicks). Ricky Williams fumbles (forced by Eric Hicks), recovered by Marvcus Patton at MIA-36 (tackle by Jamie Nails)",1.660,-3.180
1,6:38,1,10,MIA 36,7,7,Trent Green pass complete to Tony Gonzalez for 4 yards (tackle by Scott Galyon and Tim Bowens),3.180,3.180
1,5:52,2,6,MIA 32,7,7,Trent Green pass incomplete intended for Priest Holmes (defended by Adewale Ogunleye),3.180,2.480
1,5:46,3,6,MIA 32,7,7,Trent Green pass incomplete intended for Dante Hall,2.480,1.250
1,5:46,4,6,MIA 32,7,10,Morten Andersen 50 yard field goal good,1.250,3.000
1,5:46,,,KAN 30,7,10,"Morten Andersen kicks off 70 yards, touchback",0.000,0.280
1,5:37,1,10,MIA 20,7,10,Jay Fiedler pass complete to Rob Konrad for 7 yards (tackle by Greg Wesley),0.280,0.680
1,4:58,2,3,MIA 27,7,10,Ricky Williams middle for 2 yards (tackle by William Bartee),0.680,0.230
1,4:21,3,1,MIA 29,7,10,Jay Fiedler middle for 2 yards (tackle by Ryan Sims),0.230,1.000
1,3:45,1,10,MIA 31,7,10,Ricky Williams middle for 1 yard (tackle by Rich Owens and Mike Maslowski),1.000,0.600
1,2:59,2,9,MIA 32,7,10,Jay Fiedler pass complete to Chris Chambers for 10 yards (tackle by William Bartee),0.600,1.730
1,2:18,1,10,MIA 42,7,10,Ricky Williams left tackle for 2 yards (tackle by William Bartee and Marvcus Patton),1.730,1.460
1,1:39,2,8,MIA 44,7,10,Jay Fiedler pass complete to Oronde Gadsden for 14 yards (tackle by Eric Warfield),1.460,2.790
1,1:11,1,10,KAN 42,7,10,Jay Fiedler pass complete to Ricky Williams for 11 yards (tackle by Lewis Bush and Marvcus Patton),2.790,3.510
1,0:54,1,10,KAN 31,7,10,Jay Fiedler sacked by Marvcus Patton for -9 yards,3.510,1.750
1,0:11,2,19,KAN 40,7,10,Jay Fiedler pass complete to Ricky Williams for 6 yards (tackle by Eric Warfield),1.750,1.880
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,13,KAN 34,7,10,Jay Fiedler pass complete to James McKnight for 10 yards (tackle by Corey Harris and Mike Maslowski),1.880,1.970
2,14:26,4,3,KAN 24,10,10,Olindo Mare 42 yard field goal good,1.970,3.000
2,14:26,,,MIA 30,10,10,"Olindo Mare kicks off 73 yards, returned by Dante Hall for 19 yards (tackle by Jed Weaver). Penalty on Arturo Freeman: Unnecessary Roughness, 15 yards",0.000,1.000
2,14:15,1,10,KAN 31,10,10,Trent Green pass complete to Tony Gonzalez for 32 yards (tackle by Zach Thomas and Brock Marion),1.000,3.120
2,13:36,1,10,MIA 37,10,10,Tony Richardson middle for 3 yards (tackle by Jason Taylor),3.120,2.980
2,13:02,2,7,MIA 34,10,10,Trent Green pass complete to Johnnie Morton for 9 yards (tackle by Sam Madison). Penalty on Derrick Rodgers: Defensive Offside (Declined),2.980,3.910
2,13:02,1,10,MIA 25,10,16,"Priest Holmes middle for 25 yards, touchdown",3.910,7.000
2,13:02,,,MIA 25,10,17,Morten Andersen kicks extra point good,0.000,0.000
2,13:02,,,KAN 30,10,17,"Morten Andersen kicks off 63 yards, returned by Albert Johnson for 24 yards (tackle by William Bartee)",0.000,1.000
2,12:31,1,10,MIA 31,10,17,Jay Fiedler pass complete to Ricky Williams for 3 yards (tackle by William Bartee),1.000,0.870
2,11:52,2,7,MIA 34,10,17,Ricky Williams middle for 7 yards (tackle by Marvcus Patton and Eric Downing),0.870,1.660
2,11:29,1,10,MIA 41,10,17,"Penalty on Jed Weaver: False Start, 5 yards (no play)",1.660,1.330
2,11:11,1,15,MIA 36,10,17,Jay Fiedler pass incomplete intended for Oronde Gadsden,1.330,0.450
2,11:06,2,15,MIA 36,10,17,Jay Fiedler pass incomplete is intercepted by Eric Warfield at KAN-37 and returned for 5 yards,0.450,-1.730
2,10:55,1,10,KAN 42,10,17,"Penalty on Eddie Kennison: False Start, 5 yards (no play)",1.730,1.400
2,10:55,1,15,KAN 37,10,17,Priest Holmes right end for -1 yards (tackle by Adewale Ogunleye),1.400,0.380
2,10:15,2,16,KAN 36,10,17,Trent Green pass complete to Eddie Kennison for 46 yards (tackle by Jamar Fletcher),0.380,4.370
2,9:47,1,10,MIA 18,10,17,"Trent Green pass incomplete intended for Tony Gonzalez. Penalty on Arturo Freeman: Defensive Pass Interference, 3 yards (no play)",4.370,4.580
2,9:43,1,10,MIA 15,10,17,"Priest Holmes middle for -1 yards (tackle by Tim Bowens). Penalty on Larry Chester: Unnecessary Roughness, 8 yards",4.580,5.370
2,9:29,1,8,MIA 8,10,23,"Trent Green pass complete to Johnnie Morton for 8 yards, touchdown",5.370,7.000
2,9:29,,,MIA 8,10,24,Morten Andersen kicks extra point good,0.000,0.000
2,9:29,,,KAN 30,10,24,"Morten Andersen kicks off 61 yards, returned by Albert Johnson for 27 yards (tackle by Omar Easy)",0.000,1.330
2,9:18,1,10,MIA 36,10,24,Ricky Williams middle for 2 yards (tackle by Eric Hicks),1.330,1.060
2,8:40,2,8,MIA 38,10,24,Jay Fiedler pass incomplete (defended by Duane Clemons),1.060,0.370
2,8:35,3,8,MIA 38,10,24,Jay Fiedler pass incomplete intended for Chris Chambers (defended by Eric Warfield),0.370,-0.850
2,8:35,4,8,MIA 38,10,24,"Mark Royals punts 48 yards, returned by Dante Hall for no gain. Dante Hall fumbles, recovered by Dante Hall at KAN-14",-0.850,0.280
2,8:19,1,10,KAN 14,10,24,Priest Holmes middle for 1 yard (tackle by David Bowens),-0.280,-0.640
2,7:43,2,9,KAN 15,10,24,Priest Holmes left end for -2 yards (tackle by Zach Thomas and Derrick Rodgers),-0.640,-1.530
2,7:04,3,11,KAN 13,10,24,Trent Green pass complete to Priest Holmes for 2 yards (tackle by Adewale Ogunleye),-1.530,-2.440
2,6:25,4,9,KAN 15,10,24,"Dan Stryzinski punts 42 yards, out of bounds",-2.440,-1.800
2,6:17,1,10,MIA 43,10,24,Ricky Williams left tackle for 30 yards (tackle by Jason Belser),1.800,3.780
2,5:44,1,10,MIA 43,,,Timeout #1 by Kansas City Chiefs,1.800,3.780
2,5:44,1,10,KAN 27,10,24,Jay Fiedler pass complete to Rob Konrad for 9 yards (tackle by Lyle West),3.780,4.530
2,5:20,2,1,KAN 18,10,24,"Ricky Williams middle for 3 yards (tackle by Marvcus Patton and Jason Belser). Penalty on Eric Downing: Defensive Holding, 5 yards",4.530,4.910
2,4:59,1,10,KAN 10,10,24,Jay Fiedler pass incomplete intended for Randy McMichael,4.910,4.190
2,4:55,2,10,KAN 10,10,24,Ricky Williams middle for 8 yards (tackle by Lyle West and Mike Maslowski),4.190,4.950
2,4:12,3,2,KAN 2,10,24,Ricky Williams middle for 1 yard (tackle by Eric Hicks and Mike Maslowski),4.950,3.550
2,3:48,3,2,KAN 2,,,Timeout #2 by Miami Dolphins,4.950,3.550
2,3:48,4,1,KAN 1,10,24,"Penalty on Jed Weaver: Offensive Pass Interference, 10 yards (no play)",3.550,2.700
2,3:42,4,11,KAN 11,13,24,Olindo Mare 29 yard field goal good,2.700,3.000
2,3:42,,,MIA 30,13,24,"Olindo Mare kicks off 64 yards, returned by Dante Hall for 19 yards (tackle by Shawn Wooden)",0.000,0.610
2,3:33,1,10,KAN 25,13,24,Trent Green pass incomplete intended for Johnnie Morton,0.610,0.060
2,3:26,2,10,KAN 25,13,24,Priest Holmes middle for -3 yards (tackle by Adewale Ogunleye and Derrick Rodgers),0.060,-1.020
2,2:56,3,13,KAN 22,13,24,Trent Green pass incomplete intended for Dante Hall (defended by Trent Gamble),-1.020,-1.900
2,2:56,4,13,KAN 22,13,24,"Dan Stryzinski punts 34 yards, out of bounds",-1.900,-1.860
2,2:44,1,10,MIA 44,13,24,Jay Fiedler pass complete to Chris Chambers for 13 yards (tackle by Eric Warfield),1.860,2.720
2,2:08,1,10,KAN 43,13,24,Jay Fiedler pass complete to Randy McMichael for 13 yards (tackle by William Bartee),2.720,3.580
2,2:00,1,10,KAN 30,13,24,Jay Fiedler pass complete to Oronde Gadsden for 14 yards (tackle by Eric Warfield and Marvcus Patton),3.580,4.510
2,1:24,1,10,KAN 16,13,24,Jay Fiedler pass complete to Ricky Williams for no gain,4.510,3.900
2,0:48,2,10,KAN 16,13,24,"Jay Fiedler pass complete to Ricky Williams for 4 yards (tackle by William Bartee). Penalty on Duane Clemons: Roughing the Passer, 6 yards",3.900,5.830
2,0:40,1,6,KAN 6,13,24,Jay Fiedler pass incomplete intended for Chris Chambers,5.830,4.950
2,0:36,2,6,KAN 6,13,24,"Penalty on Randy McMichael: Offensive Holding, 10 yards (no play)",4.950,3.340
2,0:30,2,16,KAN 16,13,24,Jay Fiedler pass complete to Robert Edwards for 5 yards (tackle by Mike Maslowski),3.340,3.120
2,0:22,3,11,KAN 11,13,24,Jay Fiedler pass complete to Dedric Ward for 4 yards (tackle by Mike Maslowski),3.120,2.970
2,0:03,3,11,KAN 11,,,Timeout #3 by Miami Dolphins,3.120,2.970
2,0:03,4,7,KAN 7,16,24,Olindo Mare 25 yard field goal good,2.970,3.000
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,16,24,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,KAN 20,16,24,Priest Holmes middle for 1 yard (tackle by Zach Thomas and Jermaine Haley),0.280,-0.130
3,14:29,2,9,KAN 21,16,24,Trent Green pass complete to Johnnie Morton for 9 yards (tackle by Sam Madison),-0.130,0.940
3,13:52,1,10,KAN 30,16,24,Priest Holmes left end for 2 yards (tackle by Derrick Rodgers),0.940,0.660
3,13:11,2,8,KAN 32,16,24,Trent Green pass complete to Priest Holmes for 11 yards (tackle by Morlon Greenwood),0.660,1.800
3,12:29,1,10,KAN 43,16,24,Trent Green pass incomplete intended for Tony Gonzalez,1.800,1.250
3,12:24,2,10,KAN 43,16,24,Trent Green pass complete to Priest Holmes for 15 yards (tackle by Derrick Rodgers),1.250,2.790
3,11:43,1,10,MIA 42,16,30,"Trent Green pass complete to Tony Gonzalez for 42 yards, touchdown",2.790,7.000
3,11:43,,,MIA 42,16,31,Morten Andersen kicks extra point good,0.000,0.000
3,11:43,,,KAN 30,16,31,"Morten Andersen kicks off 62 yards, returned by Albert Johnson for 20 yards (tackle by Omar Easy)",0.000,0.810
3,11:27,1,10,MIA 28,16,31,Jay Fiedler pass complete to Oronde Gadsden for 20 yards (tackle by Jason Belser),0.810,2.130
3,10:45,1,10,MIA 48,16,31,Jay Fiedler pass complete to Chris Chambers for 38 yards (tackle by William Bartee),2.130,4.650
3,9:58,1,10,KAN 14,16,31,Ricky Williams middle for 11 yards (tackle by Jason Belser),4.650,6.510
3,9:20,1,3,KAN 3,22,31,"Ricky Williams middle for 3 yards, touchdown",6.510,7.000
3,9:20,,,KAN 3,23,31,Olindo Mare kicks extra point good,0.000,0.000
3,9:20,,,MIA 30,23,31,"Olindo Mare kicks off 67 yards, returned by Dante Hall for 16 yards (tackle by Travis Minor)",0.000,0.150
3,9:11,1,10,KAN 19,23,31,Trent Green pass complete to Johnnie Morton for 13 yards (tackle by Morlon Greenwood),0.150,1.070
3,8:28,1,10,KAN 32,23,31,"Penalty on Johnnie Morton: Illegal Motion, 5 yards (no play)",1.070,0.740
3,8:01,1,15,KAN 27,23,31,Trent Green pass complete to Dante Hall for 1 yard (tackle by Trent Gamble and Sam Madison),0.740,-0.010
3,7:22,2,14,KAN 28,23,31,"Penalty on Willie Roaf: False Start, 5 yards (no play)",-0.010,-0.690
3,7:00,2,19,KAN 23,23,31,Trent Green pass complete to Eddie Kennison for 11 yards (tackle by Zach Thomas),-0.690,0.100
3,6:27,3,8,KAN 34,23,31,Trent Green for 24 yards,0.100,2.790
3,5:56,1,10,MIA 42,23,31,"Priest Holmes for 2 yards. Penalty on Dante Hall: Offensive Holding, 10 yards",2.790,2.260
3,5:17,1,18,,23,31,Priest Holmes for 1 yard (tackle by Derrick Rodgers),2.260,1.300
3,4:52,2,17,MIA 49,23,31,Trent Green pass incomplete intended for Eddie Kennison,1.300,0.630
3,4:46,3,17,MIA 49,23,31,Trent Green pass incomplete intended for Dante Hall,0.630,0.000
3,4:46,4,17,MIA 49,23,31,"Dan Stryzinski punts 41 yards, out of bounds",0.000,0.380
3,4:35,1,10,MIA 8,23,31,Jay Fiedler pass complete to Chris Chambers for 14 yards (tackle by Eric Warfield),-0.380,0.410
3,4:16,1,10,MIA 22,23,31,Ricky Williams middle for no gain (tackle by Marvcus Patton),0.410,-0.130
3,3:39,2,10,MIA 22,23,31,Jay Fiedler pass incomplete intended for Ricky Williams,-0.130,-0.820
3,3:33,3,10,MIA 22,23,31,Jay Fiedler pass incomplete intended for Chris Chambers,-0.820,-1.900
3,3:28,4,10,MIA 22,23,31,"Mark Royals punts 44 yards, returned by Dante Hall for -10 yards (tackle by Robert Edwards). Penalty on Scott McGarrahan: Face Mask (15 Yards), 15 yards",-1.900,-1.530
3,3:15,1,10,KAN 39,23,31,Priest Holmes left tackle for 3 yards (tackle by Jermaine Haley and Zach Thomas),1.530,1.390
3,2:40,2,7,KAN 42,23,31,Dante Hall right end for 5 yards (tackle by Zach Thomas and Jermaine Haley),1.390,1.360
3,2:02,3,2,KAN 47,23,31,Trent Green pass complete to Dante Hall for 6 yards (tackle by Trent Gamble),1.360,2.460
3,1:23,1,10,MIA 47,23,31,Trent Green pass complete to Priest Holmes for 24 yards (tackle by Jamar Fletcher),2.460,4.040
3,0:46,1,10,MIA 23,23,31,Priest Holmes left end for -2 yards (tackle by Jay Williams and Zach Thomas),4.040,3.230
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,MIA 25,23,31,Priest Holmes left end for 3 yards (tackle by Morlon Greenwood),3.230,2.940
4,14:18,3,9,MIA 22,23,31,Trent Green for 16 yards,2.940,5.830
4,13:46,1,6,MIA 6,23,37,"Trent Green pass complete to Tony Gonzalez for 6 yards, touchdown",5.830,7.000
4,13:46,,,MIA 6,23,38,Morten Andersen kicks extra point good,0.000,0.000
4,13:46,,,KAN 30,23,38,"Morten Andersen kicks off 66 yards, returned by Albert Johnson for 33 yards (tackle by Gary Stills)",0.000,1.400
4,13:33,1,10,MIA 37,23,38,Jay Fiedler pass incomplete intended for Dedric Ward (defended by Corey Harris),1.400,0.860
4,13:29,2,10,MIA 37,23,38,"Jay Fiedler sacked by John Browning for -5 yards. Penalty on Glenn Cadrez: Defensive Holding, 5 yards (no play)",0.860,1.730
4,13:08,1,10,MIA 42,23,38,James McKnight right end for 19 yards (tackle by Corey Harris),1.730,2.980
4,12:39,1,10,KAN 39,23,38,Jay Fiedler pass complete to Oronde Gadsden for 21 yards (tackle by William Bartee),2.980,4.370
4,11:59,1,10,KAN 18,23,38,Jay Fiedler for 12 yards,4.370,5.830
4,11:35,1,6,KAN 6,29,38,"Jay Fiedler pass complete to Rob Konrad for 6 yards, touchdown",5.830,7.000
4,11:35,,,KAN 6,30,38,Olindo Mare kicks extra point good,0.000,0.000
4,11:35,,,MIA 30,30,38,"Olindo Mare kicks off 54 yards, returned by Dante Hall for 18 yards (tackle by Trent Gamble)",0.000,1.200
4,11:26,1,10,KAN 34,30,38,Trent Green pass incomplete intended for Tony Gonzalez,1.200,0.660
4,11:20,2,10,KAN 34,30,38,Trent Green pass complete to Priest Holmes for 3 yards (tackle by Jamar Fletcher),0.660,0.370
4,10:55,3,7,KAN 37,30,38,"Trent Green for no gain. Penalty on Trent Green: Illegal Forward Pass, 5 yards",0.370,-1.240
4,10:47,4,12,KAN 32,30,38,"Dan Stryzinski punts 47 yards, returned by Albert Johnson for 8 yards (tackle by Lyle West)",-1.240,-0.870
4,10:38,1,10,MIA 29,30,38,Jay Fiedler pass complete to Ricky Williams for 7 yards (tackle by William Bartee),0.870,1.270
4,10:08,2,3,MIA 36,30,38,Jay Fiedler sacked by Eric Hicks for -7 yards,1.270,-0.360
4,9:49,3,10,MIA 29,30,38,Jay Fiedler pass incomplete intended for Chris Chambers is intercepted by Greg Wesley at KAN-42 and returned for 42 yards,-0.360,-4.510
4,9:37,1,10,MIA 16,30,38,Priest Holmes middle for 2 yards (tackle by Rob Burnett),4.510,4.210
4,8:56,2,8,MIA 14,30,38,Priest Holmes left end for 4 yards (tackle by Morlon Greenwood),4.210,4.170
4,8:13,3,4,MIA 10,30,38,Priest Holmes middle for 3 yards (tackle by Zach Thomas and Jermaine Haley),4.170,3.010
4,8:13,4,1,MIA 7,30,41,Morten Andersen 24 yard field goal good,3.010,3.000
4,8:13,,,KAN 30,30,41,"Morten Andersen kicks off 68 yards, returned by Albert Johnson for 24 yards (tackle by Gary Stills)",0.000,0.670
4,7:28,1,10,MIA 26,30,41,Jay Fiedler pass complete to Randy McMichael for 5 yards (tackle by Greg Wesley),0.670,0.810
4,6:48,2,5,MIA 31,30,41,Jay Fiedler pass incomplete intended for Randy McMichael is intercepted by Greg Wesley at MIA-36 and returned for 16 yards,0.810,-4.240
4,6:39,1,10,MIA 20,30,41,Trent Green pass complete to Tony Gonzalez for 17 yards (tackle by Arturo Freeman),4.240,6.510
4,5:54,1,3,MIA 3,30,47,"Trent Green pass complete to Bill Baber for 3 yards, touchdown",6.510,7.000
4,5:54,1,3,MIA 3,30,48,"Penalty on Jason Taylor: Unnecessary Roughness, 15 yards",6.510,0.000
4,5:54,,,MIA 3,30,48,Morten Andersen kicks extra point good,0.000,0.000
4,5:54,,,KAN 45,30,48,"Morten Andersen kicks off 55 yards, touchback",0.000,0.280
4,5:48,1,10,MIA 20,30,48,Robert Edwards middle for 5 yards (tackle by Brian Waters and Eric Hicks),0.280,0.410
4,5:20,2,5,MIA 25,30,48,Jay Fiedler pass complete to Chris Chambers for 8 yards (tackle by Eric Warfield),0.410,1.140
4,5:07,1,10,MIA 33,30,48,Jay Fiedler pass complete to Dedric Ward for 4 yards (tackle by Corey Harris),1.140,1.130
4,5:07,2,6,MIA 37,30,48,Jay Fiedler pass complete to Chris Chambers for 19 yards (tackle by Eric Warfield),1.130,2.650
4,4:23,1,10,KAN 44,30,48,"Jay Fiedler pass incomplete intended for Robert Edwards. Penalty on KAN: Roughing the Passer (Offsetting), Penalty on MIA: Offensive Holding (Offsetting) (no play)",2.650,2.650
4,4:22,1,10,KAN 44,,,Timeout #1 by Kansas City Chiefs,2.650,2.650
4,4:22,1,10,KAN 44,30,48,Jay Fiedler pass incomplete (defended by Glenn Cadrez),2.650,2.110
4,4:17,2,10,KAN 44,30,48,Jay Fiedler pass incomplete is intercepted by Greg Wesley at KAN-13 and returned for 13 yards,2.110,-0.670
4,4:09,1,10,KAN 26,30,48,Priest Holmes middle for 5 yards (tackle by Morlon Greenwood),0.670,0.810
4,3:26,2,5,KAN 31,30,48,Priest Holmes right end for 6 yards (tackle by Brock Marion),0.810,1.400
4,3:19,1,10,KAN 37,30,48,Priest Holmes middle for no gain (tackle by Arturo Freeman),1.400,0.860
4,2:35,2,10,KAN 37,30,48,Trent Green pass complete to Tony Richardson for 5 yards (tackle by Derrick Rodgers and Trent Gamble). Penalty on KAN: False Start (Declined),0.860,0.830
4,2:29,3,5,KAN 42,30,48,Trent Green pass incomplete intended for Priest Holmes,0.830,-0.590
4,2:26,4,5,KAN 42,30,48,"Dan Stryzinski punts 42 yards, returned by Albert Johnson for no gain",-0.590,0.140
4,2:17,1,10,MIA 16,30,48,Jay Fiedler pass complete to Robert Edwards for 10 yards (tackle by Jason Belser),-0.140,0.670
4,2:10,1,10,MIA 26,30,48,Jay Fiedler pass incomplete intended for Dedric Ward (defended by Ryan Sims),0.670,0.130
4,2:07,2,10,MIA 26,30,48,Jay Fiedler pass incomplete intended for Chris Chambers,0.130,-0.560
4,2:03,3,10,MIA 26,30,48,Jay Fiedler pass incomplete intended for Chris Chambers,-0.560,-1.630
4,1:56,4,10,MIA 26,30,48,Jay Fiedler pass complete to Robert Edwards for no gain,-1.630,-3.840
4,1:46,1,10,MIA 26,30,48,Mike Cloud left end for 5 yards (tackle by Adewale Ogunleye),3.840,3.970
4,1:09,2,5,MIA 21,30,48,Mike Cloud middle for 2 yards (tackle by Arturo Freeman),3.970,3.570
4,0:28,3,3,MIA 19,30,48,Mike Cloud right end for 1 yard (tackle by David Bowens),3.570,2.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
