Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,CIN 35,0,0,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,BAL 25,0,0,Lamar Jackson pass complete short right to Mark Andrews for 14 yards,0.610,1.530
1,14:20,1,10,BAL 39,0,0,Gus Edwards left end for 1 yard (tackle by D.J. Reader and Logan Wilson),1.530,1.120
1,13:38,2,9,BAL 40,0,0,Lamar Jackson pass complete short middle to Zay Flowers for 33 yards (tackle by Daxton Hill),1.120,3.780
1,12:58,1,10,CIN 27,0,0,Lamar Jackson right end for 7 yards (tackle by Daxton Hill),3.780,4.180
1,12:16,2,3,CIN 20,0,0,Keaton Mitchell right guard for -1 yards (tackle by Daxton Hill),4.180,3.340
1,11:54,3,4,CIN 21,0,0,Lamar Jackson scrambles left end for 8 yards (tackle by Germaine Pratt),3.340,4.710
1,11:05,1,10,CIN 13,0,0,"Lamar Jackson pass complete short right to Mark Andrews for 9 yards. Mark Andrews fumbles (forced by Logan Wilson), recovered by Mark Andrews at CIN-4",4.710,5.730
1,10:40,2,1,CIN 4,0,0,Gus Edwards left guard for 1 yard (tackle by Daxton Hill and B.J. Hill),5.730,6.510
1,10:06,1,3,CIN 3,0,6,"Gus Edwards left end for 3 yards, touchdown",6.510,7.000
1,10:02,,,CIN 15,0,7,Justin Tucker kicks extra point good,0.000,0.000
1,10:02,,,BAL 35,0,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,10:02,1,10,CIN 25,0,7,Joe Burrow scrambles up the middle for 7 yards (tackle by Odafe Oweh),0.610,1.010
1,9:23,2,3,CIN 32,0,7,Joe Mixon right end for 11 yards (tackle by Patrick Queen),1.010,1.800
1,8:49,1,10,CIN 43,0,7,"Joe Burrow pass complete short left to Tanner Hudson for 7 yards (tackle by Odafe Oweh). Penalty on Odafe Oweh: Face Mask (15 Yards), 15 yards (accepted)",1.800,3.250
1,8:26,1,10,BAL 35,0,7,Joe Burrow pass incomplete short right intended for Ja'Marr Chase,3.250,2.700
1,8:22,2,10,BAL 35,0,7,Joe Burrow pass complete short right to Tyler Boyd for 4 yards (tackle by Kyle Van Noy),2.700,2.540
1,7:40,,,,,,Timeout #1 by Cincinnati Bengals,,
1,7:40,3,6,BAL 31,0,7,Joe Burrow pass incomplete short left intended for Tyler Boyd (defended by Marcus Williams),2.540,1.340
1,7:37,4,6,BAL 31,3,7,Evan McPherson 50 yard field goal good,1.340,3.000
1,7:32,,,CIN 35,3,7,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
1,7:32,1,10,BAL 25,3,7,Lamar Jackson pass incomplete deep middle intended for Odell Beckham,0.610,0.060
1,7:26,2,10,BAL 25,3,7,Keaton Mitchell right guard for -4 yards (tackle by Trey Hendrickson),0.060,-1.150
1,6:48,3,14,BAL 21,3,7,"Penalty on CIN: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",-1.150,-0.490
1,6:28,3,9,BAL 26,3,7,Lamar Jackson sacked by Trey Hendrickson for -9 yards,-0.490,-2.320
1,5:56,4,18,BAL 17,3,7,"Jordan Stout punts 50 yards, returned by Charlie Jones for 5 yards (tackle by Daryl Worley)",-2.320,-1.470
1,5:45,1,10,CIN 38,3,7,Joe Mixon right end for no gain (tackle by Malik Harrison),1.470,0.920
1,5:00,,,,,,Timeout #2 by Cincinnati Bengals,,
1,5:00,2,10,CIN 38,3,7,Joe Burrow pass incomplete short left intended for Ja'Marr Chase (defended by Kyle Hamilton),0.920,0.230
1,4:54,3,10,CIN 38,3,7,Joe Burrow sacked by Jadeveon Clowney for -7 yards,0.230,-1.310
1,4:17,4,17,CIN 31,3,7,"Brad Robbins punts 38 yards, fair catch by Devin Duvernay at BAL-31",-1.310,-1.000
1,4:10,1,10,BAL 31,3,7,Gus Edwards left end for 2 yards (tackle by Jordan Battle),1.000,0.730
1,3:40,2,8,BAL 33,3,7,Lamar Jackson pass complete short left to Gus Edwards for 4 yards (tackle by Jordan Battle),0.730,0.560
1,2:58,3,4,BAL 37,3,7,Lamar Jackson pass incomplete short right,0.560,-0.910
1,2:47,4,4,BAL 37,3,7,"Jordan Stout punts 56 yards, returned by Charlie Jones for 20 yards (tackle by Charlie Kolar). Penalty on Justice Hill: Personal Foul / Defense, 15 yards (accepted)",-0.910,-1.730
1,2:34,1,10,CIN 42,3,7,Joe Burrow pass incomplete short middle intended for Tyler Boyd (defended by Marcus Williams),1.730,1.190
1,2:30,2,10,CIN 42,3,7,Joe Mixon up the middle for 14 yards (tackle by Marcus Williams and Geno Stone),1.190,2.650
1,1:50,1,10,BAL 44,3,7,Joe Burrow pass complete short middle to Ja'Marr Chase for 10 yards (tackle by Patrick Queen),2.650,3.310
1,1:11,1,10,BAL 34,3,7,Joe Burrow sacked by Tavius Robinson for -7 yards,3.310,1.830
1,0:30,2,17,BAL 41,3,7,Joe Burrow pass incomplete deep right intended for Ja'Marr Chase,1.830,1.160
1,0:25,3,17,BAL 41,3,7,Joe Burrow pass complete short right to Drew Sample for 6 yards (tackle by Patrick Queen and Roquan Smith),1.160,0.970
Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,11,BAL 35,3,7,Evan McPherson 53 yard field goal no good,0.970,-1.800
2,14:55,1,10,BAL 43,3,7,Keaton Mitchell left tackle for 1 yard (tackle by B.J. Hill and Logan Wilson),1.800,1.390
2,14:19,2,9,BAL 44,3,7,"Lamar Jackson pass incomplete short middle intended for Isaiah Likely. Penalty on Daxton Hill: Defensive Pass Interference, 7 yards (accepted) (no play)",1.390,2.320
2,14:16,1,10,CIN 49,3,7,Lamar Jackson pass incomplete deep right intended for Rashod Bateman (defended by Cam Taylor-Britt),2.320,1.780
2,14:10,2,10,CIN 49,3,7,Lamar Jackson scrambles right guard for 2 yards (tackle by Mike Hilton),1.780,1.360
2,13:26,3,8,CIN 47,3,7,Lamar Jackson pass incomplete short right,1.360,0.130
2,13:19,4,8,CIN 47,3,7,"Jordan Stout punts 28 yards, returned by Charlie Jones for -1 yards (tackle by Isaiah Likely)",0.130,-0.040
2,13:11,1,10,CIN 18,3,7,Joe Mixon up the middle for 6 yards (tackle by Patrick Queen and Roquan Smith),0.040,0.410
2,12:34,2,4,CIN 24,3,7,Joe Burrow pass incomplete short right intended for Irv Smith,0.410,-0.400
2,12:27,3,4,CIN 24,3,7,Joe Burrow pass complete deep right to Tanner Hudson for 21 yards (tackle by Patrick Queen),-0.400,1.930
2,11:48,1,10,CIN 45,3,7,Joe Mixon up the middle for 3 yards (tackle by Roquan Smith),1.930,1.790
2,11:05,2,7,CIN 48,3,7,Joe Burrow pass complete short middle to Drew Sample for 13 yards (tackle by Marcus Williams),1.790,2.980
2,10:25,1,10,BAL 39,3,7,Joe Mixon up the middle for 6 yards (tackle by Roquan Smith and Tavius Robinson),2.980,3.250
2,9:37,2,4,BAL 33,3,7,"Penalty on CIN: Delay of Game, 5 yards (accepted) (no play)",3.250,2.580
2,9:13,2,9,BAL 38,3,7,Joe Burrow pass complete short right to Tyler Boyd for 5 yards (tackle by Brent Urban),2.580,2.540
2,8:33,3,4,BAL 33,3,7,Joe Burrow pass complete short middle to Tyler Boyd for 13 yards (tackle by Rock Ya-Sin),2.540,4.240
2,7:58,1,10,BAL 20,3,7,Joe Burrow pass complete short left to Joe Mixon for 9 yards (tackle by Marcus Williams),4.240,5.260
2,7:24,2,1,BAL 11,3,7,Joe Mixon left guard for 3 yards (tackle by Brent Urban),5.260,5.370
2,6:48,1,8,BAL 8,3,7,"Penalty on Cordell Volson: False Start, 5 yards (accepted) (no play)",5.370,4.530
2,6:28,1,13,BAL 13,3,7,Joe Burrow pass complete short left to Joe Mixon for 9 yards (tackle by Patrick Queen),4.530,5.340
2,5:53,2,4,BAL 4,9,7,"Joe Burrow pass complete short right to Joe Mixon for 4 yards, touchdown",5.340,7.000
2,5:49,,,BAL 15,10,7,Evan McPherson kicks extra point good,0.000,0.000
2,5:49,,,CIN 35,10,7,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
2,5:49,1,10,BAL 25,10,7,Zay Flowers right end for 7 yards (tackle by Cam Taylor-Britt),0.610,1.010
2,5:15,2,3,BAL 32,10,7,"Lamar Jackson pass complete short left to Zay Flowers for 4 yards, touchdown. Penalty on Odell Beckham: Offensive Holding, 10 yards (accepted)",1.010,0.200
2,5:04,2,9,BAL 26,10,7,Lamar Jackson pass complete short left to Gus Edwards for 4 yards (tackle by Chidobe Awuzie),0.200,0.040
