Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,SDG 20,0,0,Philip Rivers pass complete short middle to Antonio Gates for 8 yards (tackle by D.J. Williams),0.280,0.810
1,14:28,2,2,SDG 28,0,0,Ryan Mathews left tackle for 3 yards (tackle by Von Miller and Marcus Thomas),0.810,1.000
1,13:50,1,10,SDG 31,0,0,Philip Rivers pass incomplete short left intended for Vincent Brown (defended by Andre' Goodman),1.000,0.460
1,13:45,2,10,SDG 31,0,0,Ryan Mathews left end for 14 yards (tackle by Champ Bailey),0.460,1.930
1,13:04,1,10,SDG 45,0,0,Ryan Mathews right end for 15 yards (tackle by Quinton Carter),1.930,2.920
1,12:33,1,10,DEN 40,0,0,Mike Tolbert left tackle for 5 yards (tackle by Joe Mays and Quinton Carter),2.920,3.050
1,11:52,2,5,DEN 35,0,0,Philip Rivers pass incomplete deep left intended for Antonio Gates,3.050,2.340
1,11:46,3,5,DEN 35,0,0,Philip Rivers pass incomplete,2.340,0.980
1,11:39,4,5,DEN 35,0,3,Nick Novak 53 yard field goal good,0.980,3.000
1,,,,SDG 35,0,3,"Nick Novak kicks off 73 yards, returned by Cassius Vaughn for 36 yards (tackle by Bront Bird)",0.000,0.810
1,11:29,1,10,DEN 28,0,3,Willis McGahee right tackle for 7 yards (tackle by Takeo Spikes and Antonio Garay),0.810,1.210
1,10:55,2,3,DEN 35,0,3,Willis McGahee right end for 4 yards (tackle by Vaughn Martin and Antonio Garay),1.210,1.530
1,10:14,1,10,DEN 39,0,3,Willis McGahee up the middle for 8 yards (tackle by Takeo Spikes),1.530,2.070
1,9:43,2,2,DEN 47,0,3,Spencer Larsen up the middle for 4 yards (tackle by Shaun Phillips and Eric Weddle),2.070,2.320
1,9:08,1,10,SDG 49,0,3,Lance Ball right guard for 5 yards (tackle by Travis LaBoy and Steve Gregory),2.320,2.460
1,8:31,2,5,SDG 44,0,3,Willis McGahee up the middle for no gain (tackle by Corey Liuget and Steve Gregory),2.460,1.750
1,7:49,3,5,SDG 44,0,3,Tim Tebow pass incomplete short right intended for Demaryius Thomas,1.750,0.330
1,7:46,4,5,SDG 44,0,3,Britton Colquitt punts 35 yards,0.330,0.380
1,7:33,1,10,SDG 9,0,3,Ryan Mathews up the middle for 1 yard (tackle by Brodrick Bunkley and Von Miller),-0.380,-0.710
1,6:48,2,9,SDG 10,0,3,Ryan Mathews right end for 3 yards (tackle by D.J. Williams),-0.710,-0.950
1,6:00,3,6,SDG 13,0,3,Philip Rivers pass incomplete short right intended for Vincent Brown,-0.950,-2.490
1,5:54,4,6,SDG 13,0,3,"Mike Scifres punts 62 yards, returned by Eddie Royal for 13 yards (tackle by Andrew Gachkar)",-2.490,-1.470
1,5:40,1,10,DEN 38,0,3,Willis McGahee right tackle for 7 yards (tackle by Corey Liuget and Takeo Spikes),1.470,1.870
1,4:56,2,3,DEN 45,0,3,Willis McGahee right tackle for 4 yards (tackle by Vaughn Martin),1.870,2.190
1,4:13,1,10,DEN 49,0,3,Tim Tebow pass incomplete deep right intended for Eric Decker (defended by Eric Weddle),2.190,1.650
1,4:05,2,10,DEN 49,0,3,Tim Tebow left end for 11 yards (tackle by Antoine Cason),1.650,2.920
1,3:22,1,10,SDG 40,0,3,Willis McGahee right tackle for 1 yard (tackle by Vaughn Martin),2.920,2.510
1,2:45,2,9,SDG 39,0,3,Tim Tebow left end for 1 yard (tackle by Travis LaBoy and Corey Liuget),2.510,1.950
1,1:58,3,8,SDG 38,0,3,Tim Tebow pass incomplete short left intended for Eddie Royal,1.950,0.720
1,1:53,4,8,SDG 38,0,3,"Britton Colquitt punts 29 yards, fair catch by Patrick Crayton",0.720,0.380
1,1:45,1,10,SDG 9,0,3,Ryan Mathews right end for 2 yards (tackle by D.J. Williams). Penalty on Jeromey Clary: Illegal Use of Hands (Declined),-0.380,-0.630
1,1:18,2,8,SDG 11,0,3,"Philip Rivers pass incomplete short right intended for Antonio Gates. Penalty on Elvis Dumervil: Defensive Offside, 5 yards (no play)",-0.630,-0.160
1,1:13,2,3,SDG 16,0,3,Ryan Mathews up the middle for 2 yards (tackle by Robert Ayers),-0.160,-0.370
1,0:49,3,1,SDG 18,0,3,Philip Rivers right end for 1 yard (tackle by Robert Ayers),-0.370,0.150
1,0:16,1,10,SDG 19,0,3,Philip Rivers pass complete short middle to Randy McMichael for 20 yards (tackle by Andre' Goodman),0.150,1.530
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SDG 39,0,3,Ryan Mathews right end for 8 yards (tackle by Von Miller and D.J. Williams),1.530,2.070
2,14:34,2,2,SDG 47,0,3,Ryan Mathews up the middle for 5 yards (tackle by D.J. Williams),2.070,2.390
2,13:49,1,10,DEN 48,0,3,Philip Rivers pass complete short middle to Vincent Jackson for 15 yards (tackle by Brian Dawkins),2.390,3.380
2,13:03,1,10,DEN 33,0,3,Ryan Mathews right tackle for no gain (tackle by Jason Hunter),3.380,2.840
2,12:22,2,10,DEN 33,0,3,Mike Tolbert right end for 9 yards (tackle by Quinton Carter),2.840,3.340
2,11:39,3,1,DEN 24,0,3,Jacob Hester up the middle for 2 yards (tackle by D.J. Williams),3.340,4.110
2,10:56,1,10,DEN 22,0,3,Ryan Mathews up the middle for 1 yard (tackle by Mitch Unrein),4.110,3.700
2,10:12,2,9,DEN 21,0,3,Philip Rivers pass complete short right to Vincent Brown for 9 yards (tackle by Champ Bailey),3.700,4.780
2,9:24,1,10,DEN 12,0,3,Philip Rivers pass complete short right to Curtis Brinkley for 5 yards (tackle by Joe Mays),4.780,5.020
2,8:44,2,5,DEN 7,0,3,Curtis Brinkley right end for 1 yard (tackle by D.J. Williams),5.020,4.380
2,8:02,3,4,DEN 6,0,9,"Philip Rivers pass complete short middle to Antonio Gates for 6 yards, touchdown",4.380,7.000
2,,,,DEN 2,0,10,Nick Novak kicks extra point good,0.000,0.000
2,,,,SDG 35,0,10,"Nick Novak kicks off 71 yards, returned by Eddie Royal for 36 yards (tackle by Andrew Gachkar). Penalty on Chris Clark: Offensive Holding, 7 yards",0.000,-0.380
2,7:51,1,10,DEN 7,0,10,"Penalty on Chris Clark: False Start, 3 yards (no play)",-0.380,-0.490
2,7:51,1,13,DEN 4,0,10,Willis McGahee up the middle for 3 yards (tackle by Travis LaBoy and Takeo Spikes),-0.490,-0.780
2,7:10,2,10,DEN 7,0,10,Tim Tebow pass incomplete deep left intended for Eddie Royal (defended by Antoine Cason),-0.780,-1.420
2,7:00,3,10,DEN 7,0,10,"Penalty on Tim Tebow: Delay of Game, 3 yards (no play)",-1.420,-1.770
2,7:00,3,13,DEN 4,0,10,Tim Tebow up the middle for 4 yards (tackle by Dante Hughes),-1.770,-2.490
2,6:19,4,9,DEN 8,0,10,"Britton Colquitt punts 43 yards, returned by Patrick Crayton for 7 yards (tackle by Quinton Carter)",-2.490,-2.650
2,6:08,1,10,DEN 44,0,10,Ryan Mathews left end for 2 yards (tackle by Joe Mays and Von Miller),2.650,2.380
2,5:26,2,8,DEN 42,0,10,Philip Rivers pass incomplete deep left intended for Vincent Brown,2.380,1.690
2,5:20,3,8,DEN 42,0,10,Philip Rivers pass incomplete short left intended for Mike Tolbert,1.690,0.460
2,5:16,,,,0,10,Timeout #1 by Denver Broncos,0.000,0.460
2,5:16,4,8,DEN 42,0,10,Mike Scifres punts 35 yards,0.460,0.380
2,5:08,1,10,DEN 7,0,10,Willis McGahee up the middle for 3 yards (tackle by Antonio Garay and Takeo Spikes),-0.380,-0.560
2,4:35,2,7,DEN 10,0,10,Willis McGahee up the middle for 4 yards (tackle by Donald Butler and Vaughn Martin),-0.560,-0.600
2,3:59,3,3,DEN 14,0,10,Tim Tebow pass complete short left to Eric Decker for 8 yards (tackle by Na'il Diggs),-0.600,0.410
2,3:36,,,,0,10,Timeout #1 by San Diego Chargers,0.000,0.410
2,3:35,1,10,DEN 22,0,10,Tim Tebow left end for 4 yards (tackle by Jacques Cesaire),0.410,0.410
2,3:05,2,6,DEN 26,0,10,Willis McGahee up the middle for 3 yards (tackle by Travis LaBoy),0.410,0.100
2,2:29,3,3,DEN 29,0,10,Tim Tebow up the middle for 1 yard (tackle by Antwan Barnes),0.100,-1.370
2,2:26,,,,0,10,Timeout #2 by San Diego Chargers,0.000,-1.370
2,2:21,4,2,DEN 30,0,10,"Britton Colquitt punts 41 yards, fair catch by Patrick Crayton",-1.370,-0.870
2,2:19,1,10,SDG 29,0,10,Philip Rivers sacked by Elvis Dumervil for -13 yards,0.870,-1.580
2,2:00,2,23,SDG 16,0,10,"Mike Tolbert left guard for 3 yards (tackle by Ryan McBean and D.J. Williams). Penalty on D.J. Williams: Personal Foul, 15 yards",-1.580,1.200
2,1:56,,,,0,10,Timeout #3 by San Diego Chargers,0.000,1.200
2,1:56,1,10,SDG 34,0,10,Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by Marcus Thomas),1.200,0.660
2,1:51,2,10,SDG 34,0,10,Philip Rivers pass incomplete deep left intended for Vincent Jackson,0.660,-0.030
2,1:47,3,10,SDG 34,0,10,Mike Tolbert up the middle for no gain (tackle by Von Miller and Wesley Woodyard),-0.030,-1.110
2,1:43,,,,0,10,Timeout #2 by Denver Broncos,0.000,-1.110
2,1:43,4,10,SDG 34,0,10,"Mike Scifres punts 43 yards, returned by Eddie Royal for 31 yards (tackle by Darrell Stuckey)",-1.110,-2.520
2,1:27,1,10,SDG 46,0,10,Tim Tebow left end for 3 yards (tackle by Dante Hughes),2.520,2.380
2,1:21,2,7,SDG 43,0,10,"Tim Tebow pass complete deep middle to Daniel Fells for 19 yards (tackle by Paul Oliver). Daniel Fells fumbles (forced by Paul Oliver), recovered by Orlando Franklin at SDG-24",2.380,3.970
2,1:07,1,10,SDG 24,0,10,"Tim Tebow up the middle for 1 yard (tackle by Takeo Spikes and Travis LaBoy). Penalty on Quentin Jammer: Illegal Contact, 5 yards",3.970,4.370
2,1:00,1,10,SDG 18,6,10,"Tim Tebow pass complete deep left to Eric Decker for 18 yards, touchdown",4.370,7.000
2,,,,SDG 2,7,10,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 35,7,10,"Matt Prater kicks off 74 yards, returned by Richard Goodman for 21 yards (tackle by Rafael Bush)",0.000,-0.350
2,0:52,1,10,SDG 12,7,10,"Mike Tolbert right end for 11 yards (tackle by Champ Bailey). Penalty on Vincent Jackson: Offensive Holding, 10 yards",-0.350,-0.270
2,0:52,1,9,SDG 13,7,10,Mike Tolbert left end for 6 yards (tackle by Wesley Woodyard and Elvis Dumervil),-0.270,0.100
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,7,10,"Nick Novak kicks off 74 yards, touchback",0.000,0.280
3,14:59,1,10,DEN 20,7,10,Willis McGahee left tackle for 9 yards (tackle by Shaun Phillips),0.280,0.950
3,14:26,2,1,DEN 29,7,10,Willis McGahee up the middle for -1 yards (tackle by Donald Butler),0.950,0.100
3,13:45,3,2,DEN 28,7,10,Tim Tebow pass incomplete short middle intended for Jeremiah Johnson (defended by Paul Oliver),0.100,-1.500
3,13:41,4,2,DEN 28,7,10,"Britton Colquitt punts 56 yards, returned by Patrick Crayton for no gain. Penalty on Lance Ball: Offensive Holding, 10 yards (no play)",-1.500,-2.240
3,13:28,4,12,DEN 18,7,10,"Britton Colquitt punts 46 yards, returned by Patrick Crayton for 9 yards (tackle by Dante Rosario)",-2.240,-1.930
3,13:18,1,10,SDG 45,7,10,Philip Rivers pass complete short right to Vincent Brown for 30 yards (tackle by Quinton Carter),1.930,3.910
3,12:40,1,10,DEN 25,7,10,Ryan Mathews right end for -1 yards (tackle by Joe Mays),3.910,3.230
3,12:06,2,11,DEN 26,7,10,Philip Rivers pass incomplete short right intended for Antonio Gates,3.230,2.540
3,12:00,3,11,DEN 26,7,10,Philip Rivers pass complete short middle to Antonio Gates for 17 yards (tackle by Wesley Woodyard). Penalty on Wesley Woodyard: Illegal Contact (Declined),2.540,5.140
3,11:35,1,9,DEN 9,7,10,"Mike Tolbert left tackle for no gain (tackle by Brodrick Bunkley and Elvis Dumervil). Penalty on Stephen Schilling: Offensive Holding, 10 yards (no play)",5.140,4.230
3,11:07,1,19,DEN 19,7,10,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by D.J. Williams),4.230,3.580
3,10:23,2,14,DEN 14,7,10,Philip Rivers pass incomplete short middle intended for Antonio Gates,3.580,3.000
3,10:18,3,14,DEN 14,7,10,Philip Rivers pass complete short left to Mike Tolbert for 7 yards (tackle by Wesley Woodyard and Chris Harris),3.000,2.970
3,9:34,4,7,DEN 7,7,13,Nick Novak 25 yard field goal good,2.970,3.000
3,,,,SDG 35,7,13,"Nick Novak kicks off 74 yards, returned by Eric Decker for 34 yards (tackle by Eric Weddle)",0.000,0.610
3,9:24,1,10,DEN 25,7,13,Willis McGahee right end for -6 yards (tackle by Takeo Spikes),0.610,-0.810
3,8:48,2,16,DEN 19,7,13,"Tim Tebow for no gain. Tim Tebow fumbles, ball out of bounds at DEN-18",-0.810,-1.720
3,8:26,3,17,DEN 18,7,13,Tim Tebow pass complete short right to Matt Willis for -2 yards (tackle by Quentin Jammer),-1.720,-2.390
3,8:26,4,19,DEN 16,7,13,"Britton Colquitt punts 46 yards, fair catch by Patrick Crayton",-2.390,-1.470
3,7:41,1,10,SDG 38,7,13,Ryan Mathews right end for 4 yards (tackle by Elvis Dumervil),1.470,1.460
3,7:02,2,6,SDG 42,7,13,Philip Rivers pass incomplete short left intended for Vincent Brown,1.460,0.760
3,6:57,3,6,SDG 42,7,13,Philip Rivers pass incomplete deep right intended for Vincent Brown (defended by Andre' Goodman),0.760,-0.590
3,6:49,4,6,SDG 42,7,13,"Mike Scifres punts 58 yards, touchback",-0.590,-0.280
3,6:41,1,10,DEN 20,7,13,Willis McGahee up the middle for 21 yards (tackle by Paul Oliver),0.280,1.660
3,6:05,1,10,DEN 41,7,13,Tim Tebow up the middle for -2 yards (tackle by Donald Butler),1.660,0.850
3,5:27,2,12,DEN 39,7,13,Lance Ball left end for 7 yards (tackle by Cam Thomas and Takeo Spikes),0.850,1.090
