0,1
Officials,Officials
Referee,Ron Winter
Umpire,Carl Paganelli
Head Linesman,Ed Camp
Line Judge,Gary Arthur
Back Judge,Greg Steed
Side Judge,Tom Hill
Field Judge,Scott Steenson
