Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss, Giants to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Alex Henery kicks off 62 yards, returned by David Wilson for 36 yards (tackle by Bryce Brown)",0.000,1.530
1,14:53,1,10,NYG 39,0,0,Eli Manning pass incomplete deep right intended for Domenik Hixon,1.530,0.990
1,14:47,2,10,NYG 39,0,0,Andre Brown left tackle for no gain (tackle by Trent Cole and Jamar Chaney),0.990,0.300
1,14:04,3,10,NYG 39,0,0,Eli Manning pass complete short left to Victor Cruz for 11 yards (tackle by DeMeco Ryans),0.300,2.260
1,13:27,1,10,,0,0,Eli Manning pass incomplete short left intended for Ahmad Bradshaw,2.260,1.710
1,13:23,2,10,,0,0,Eli Manning pass incomplete short right intended for Bear Pascoe,1.710,1.030
1,13:17,3,10,,0,0,Eli Manning pass incomplete short right intended for Victor Cruz (defended by Fletcher Cox),1.030,-0.060
1,13:12,4,10,,0,0,"Steve Weatherford punts 39 yards, fair catch by Damaris Johnson",-0.060,0.370
1,13:04,1,10,PHI 11,0,0,LeSean McCoy left end for no gain (tackle by Chase Blackburn),-0.370,-0.780
1,12:32,2,10,PHI 11,0,0,Michael Vick pass incomplete short right intended for Stanley Havili,-0.780,-1.420
1,12:27,3,10,PHI 11,0,0,Michael Vick pass complete short right to Brent Celek for 5 yards (tackle by Will Hill and Justin Tuck),-1.420,-2.390
1,11:45,4,5,PHI 16,0,0,"Mat McBriar punts 56 yards, returned by Rueben Randle for 18 yards (tackle by Jon Dorenbos)",-2.390,-1.990
1,11:31,1,10,NYG 46,0,0,Ahmad Bradshaw up the middle for 5 yards (tackle by Cedric Thornton),1.990,2.130
1,10:52,2,5,PHI 49,0,0,Eli Manning pass incomplete short middle intended for David Wilson,2.130,1.420
1,10:47,3,5,PHI 49,0,0,"Eli Manning pass complete deep right to Martellus Bennett for 38 yards (tackle by Nnamdi Asomugha). Penalty on William Beatty: Offensive Holding, 10 yards (no play)",1.420,0.100
1,10:18,3,15,NYG 41,0,0,Eli Manning pass complete short middle to Ahmad Bradshaw for 9 yards (tackle by Cullen Jenkins),0.100,-0.060
1,9:47,4,6,,0,0,"Steve Weatherford punts 43 yards, returned by Damaris Johnson for 3 yards (tackle by Stevie Brown)",-0.060,0.380
1,9:35,1,10,PHI 10,0,0,Michael Vick pass incomplete,-0.380,-0.780
1,9:28,2,10,PHI 10,0,0,Bryce Brown left end for -1 yards (tackle by Jason Pierre-Paul),-0.780,-1.540
1,8:47,3,11,PHI 9,0,0,Michael Vick pass complete deep left to DeSean Jackson for 32 yards,-1.540,1.660
1,8:19,1,10,PHI 41,0,0,"LeSean McCoy right end for 14 yards (tackle by Corey Webster and Antrel Rolle). Penalty on Todd Herremans: Offensive Holding, 10 yards (no play)",1.660,1.000
1,7:51,1,20,PHI 31,0,0,LeSean McCoy right guard for -1 yards (tackle by Chase Blackburn),1.000,-0.370
1,7:18,2,21,PHI 30,0,0,Michael Vick pass complete short middle to Clay Harbor for 7 yards (tackle by Jacquian Williams),-0.370,-0.100
1,6:44,3,14,PHI 37,0,0,"Penalty on Mathias Kiwanuka: Neutral Zone Infraction, 5 yards (no play)",-0.100,0.560
1,6:30,3,9,PHI 42,0,0,Michael Vick pass incomplete short left intended for Brent Celek. Penalty on Todd Herremans: Offensive Holding (Declined),0.560,-0.590
1,6:23,4,9,PHI 42,0,0,"Mat McBriar punts 43 yards, returned by Rueben Randle for -2 yards (tackle by Brandon Hughes)",-0.590,0.320
1,6:14,1,10,NYG 13,0,0,Henry Hynoski up the middle for 4 yards (tackle by Jamar Chaney),-0.320,-0.300
1,5:38,2,6,NYG 17,0,0,Eli Manning pass complete short right to Victor Cruz for 4 yards (tackle by Dominique Rodgers-Cromartie),-0.300,0.000
1,5:03,,,,0,0,Timeout #1 by Philadelphia Eagles,0.000,-0.470
1,5:03,3,2,NYG 21,0,0,"Eli Manning pass incomplete deep left intended for Rueben Randle. Penalty on Dominique Rodgers-Cromartie: Illegal Contact, 5 yards (no play)",-0.470,0.670
1,4:58,1,10,NYG 26,0,0,Eli Manning pass incomplete deep left intended for Martellus Bennett,0.670,0.130
1,4:52,2,10,NYG 26,0,0,Eli Manning pass complete short right to Domenik Hixon for 11 yards,0.130,1.400
1,4:33,1,10,NYG 37,0,0,Ahmad Bradshaw up the middle for 8 yards (tackle by Kurt Coleman),1.400,1.940
