Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
2,8:23,2,5,KAN 40,7,14,Matt Cassel pass complete short right to Chris Chambers for 11 yards,1.400,2.320
2,7:52,1,10,SDG 49,7,14,Matt Cassel pass complete short right to Mike Cox for 3 yards (tackle by Brandon Siler),2.320,2.190
2,7:22,2,7,SDG 46,7,14,"Jamaal Charles right end for 7 yards (tackle by Quentin Jammer). Jamaal Charles fumbles (forced by Quentin Jammer), recovered by Brandon Siler at SDG-39 (tackle by Branden Albert)",2.190,-1.530
2,7:04,1,10,SDG 39,7,14,LaDainian Tomlinson middle for 1 yard (tackle by Jon McGraw),1.530,1.120
2,6:22,2,9,SDG 40,7,14,Philip Rivers pass complete short middle to Antonio Gates for 18 yards (tackle by Demorrio Williams),1.120,2.790
2,5:35,,,,7,14,Timeout #3 by San Diego Chargers,0.000,2.790
2,5:35,1,10,KAN 42,7,14,Philip Rivers pass incomplete deep middle intended for Vincent Jackson (defended by Brandon Flowers),2.790,2.240
2,5:28,2,10,KAN 42,7,14,LaDainian Tomlinson right tackle for 8 yards (tackle by Andy Studebaker),2.240,2.610
2,4:49,3,2,KAN 34,7,14,"Darren Sproles right tackle for no gain (tackle by Mike Brown). Penalty on Tyson Jackson: Defensive Offside, 5 yards (no play)",2.610,3.640
2,4:22,1,10,KAN 29,7,14,Philip Rivers pass complete short left to Antonio Gates for 12 yards (tackle by Brandon Carr and Demorrio Williams),3.640,4.440
2,3:44,1,10,KAN 17,7,14,LaDainian Tomlinson right end for 2 yards (tackle by Tamba Hali),4.440,4.150
2,2:58,2,8,KAN 15,7,20,"Philip Rivers pass complete short middle to Antonio Gates for 15 yards, touchdown",4.150,7.000
2,,,,KAN 2,7,21,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,21,"Nate Kaeding kicks off 64 yards, returned by Jamaal Charles for 45 yards (tackle by Kassim Osgood)",0.000,2.320
2,2:43,1,10,SDG 49,7,27,"Matt Cassel sacked for -11 yards. Matt Cassel fumbles, recovered by Paul Oliver at KAN-40 and returned for 40 yards, touchdown",2.320,-7.000
2,,,,KAN 2,7,28,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,28,"Nate Kaeding kicks off 68 yards, returned by Quinten Lawrence for 24 yards (tackle by Kevin Burnett)",0.000,0.670
2,2:26,1,10,KAN 26,7,28,"Penalty on Branden Albert: False Start, 5 yards (no play)",0.670,0.340
2,2:26,1,15,KAN 21,7,28,Matt Cassel pass complete short middle to Kolby Smith for 5 yards (tackle by Kevin Burnett and Larry English),0.340,0.130
2,2:00,2,10,KAN 26,7,28,Matt Cassel pass complete short left to Bobby Wade for 8 yards (tackle by Paul Oliver),0.130,0.500
2,1:25,3,2,KAN 34,7,28,Matt Cassel middle for 1 yard (tackle by Kevin Burnett and Stephen Cooper),0.500,-1.040
2,0:31,4,1,KAN 35,7,28,"Dustin Colquitt punts 46 yards, fair catch by Darren Sproles",-1.040,-0.150
2,0:25,1,10,SDG 19,7,28,Darren Sproles middle for 1 yard (tackle by Demorrio Williams),0.150,-0.200
2,0:21,,,,7,28,Timeout #1 by Kansas City Chiefs,0.000,-0.200
2,0:21,2,9,SDG 20,7,28,Philip Rivers pass complete short right to Darren Sproles for 20 yards (tackle by Jovan Belcher),-0.200,1.600
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,7,28,"Nate Kaeding kicks off 69 yards, returned by Quinten Lawrence for 21 yards (tackle by Legedu Naanee)",0.000,0.410
3,14:55,1,10,KAN 22,7,28,Jamaal Charles right end for 3 yards (tackle by Brandon Siler),0.410,0.270
3,14:21,2,7,KAN 25,7,28,Matt Cassel left end for 6 yards (tackle by Larry English),0.270,0.370
3,13:49,3,1,KAN 31,7,28,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Larry English at KAN-10 (tackle by Matt Cassel)",0.370,-4.910
3,13:45,1,10,KAN 10,7,28,Mike Tolbert middle for 4 yards (tackle by Corey Mays),4.910,4.950
3,13:10,2,6,KAN 6,7,28,"Philip Rivers pass incomplete short left intended for Vincent Jackson. Penalty on Tamba Hali: Defensive Holding, 3 yards (no play)",4.950,6.510
3,13:02,1,3,KAN 3,7,34,"LaDainian Tomlinson middle for 3 yards, touchdown",6.510,7.000
3,,,,KAN 2,7,35,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,7,35,"Nate Kaeding kicks off 72 yards, returned by Quinten Lawrence for 23 yards (tackle by Mike Tolbert)",0.000,0.340
3,12:51,1,10,KAN 21,7,35,Jamaal Charles middle for -1 yards (tackle by Shaun Phillips and Brandon Siler),0.340,-0.340
3,12:17,2,11,KAN 20,7,35,Matt Cassel pass complete deep right to Jamaal Charles for 49 yards (tackle by Quentin Jammer),-0.340,3.510
3,11:57,1,10,SDG 31,7,35,Jamaal Charles left end for 4 yards (tackle by Brandon Siler and Stephen Cooper),3.510,3.510
3,11:16,2,6,SDG 27,7,35,Matt Cassel pass incomplete short left intended for Lance Long,3.510,2.810
3,11:12,3,6,SDG 27,7,35,Matt Cassel pass complete short middle to Chris Chambers for 9 yards (tackle by Steve Gregory and Quentin Jammer),2.810,4.370
3,10:50,1,10,SDG 18,7,35,Tim Castille right tackle for no gain (tackle by Alfonso Boone and Shaun Phillips),4.370,3.800
3,10:07,2,10,SDG 18,7,35,Matt Cassel pass complete short right to Chris Chambers for 14 yards (tackle by Quentin Jammer),3.800,6.280
3,9:49,1,4,SDG 4,13,35,"Jamaal Charles left end for 4 yards, touchdown",6.280,7.000
3,,,,SDG 2,14,35,Ryan Succop kicks extra point good,0.000,0.000
3,,,,KAN 30,14,35,"Ryan Succop kicks off 66 yards, returned by Darren Sproles for 32 yards (tackle by Tim Castille)",0.000,1.330
3,9:38,1,10,SDG 36,14,35,Philip Rivers pass complete deep left to Antonio Gates for 22 yards (tackle by Jon McGraw),1.330,2.790
3,8:55,1,10,KAN 42,14,35,Legedu Naanee left end for 2 yards (tackle by Glenn Dorsey),2.790,2.510
3,8:12,2,8,KAN 40,14,35,LaDainian Tomlinson right end for 1 yard (tackle by Andy Studebaker),2.510,1.950
3,7:30,3,7,KAN 39,14,35,Philip Rivers pass complete short middle to Malcom Floyd for 10 yards (tackle by Jovan Belcher and Travis Daniels),1.950,3.640
3,6:44,1,10,KAN 29,14,35,"Penalty on Jacob Hester: False Start, 5 yards (no play)",3.640,3.310
3,6:28,1,15,KAN 34,14,35,"Penalty on Marcus McNeill: False Start, 5 yards (no play)",3.310,2.980
3,6:01,1,20,KAN 39,14,35,Philip Rivers pass incomplete short left intended for Darren Sproles,2.980,1.750
3,5:56,2,20,KAN 39,14,35,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",1.750,1.080
3,5:56,2,25,KAN 44,14,35,Darren Sproles right tackle for 1 yard (tackle by Corey Mays),1.080,0.560
3,5:17,3,24,KAN 43,14,35,Philip Rivers pass complete short right to Darren Sproles for 6 yards (tackle by Travis Daniels),0.560,0.790
3,4:32,4,18,KAN 37,14,38,Nate Kaeding 55 yard field goal good,0.790,3.000
3,,,,SDG 30,14,38,"Nate Kaeding kicks off 75 yards, touchback",0.000,0.280
3,4:27,1,10,KAN 20,14,38,Matt Cassel pass incomplete short middle intended for Leonard Pope,0.280,-0.270
3,4:22,2,10,KAN 20,14,38,Matt Cassel left end for 6 yards (tackle by Tim Dobbins),-0.270,-0.160
3,3:54,,,,14,38,Timeout #1 by Kansas City Chiefs,0.000,-0.160
3,3:54,3,4,KAN 26,14,38,"Matt Cassel sacked by Shaun Phillips for -8 yards. Penalty on Travis Johnson: Defensive Offside, 5 yards (no play)",-0.160,1.000
3,3:35,1,10,KAN 31,14,38,Matt Cassel middle for 9 yards (tackle by Brandon Siler),1.000,1.680
3,3:02,2,1,KAN 40,14,38,Jamaal Charles left end for 7 yards (tackle by Antonio Cromartie and Steve Gregory),1.680,2.060
3,2:26,1,10,KAN 47,14,38,Matt Cassel pass complete short right to Jamaal Charles for 3 yards (tackle by Steve Gregory),2.060,1.920
3,2:00,2,7,,14,38,Matt Cassel pass incomplete short right intended for Mark Bradley (defended by Stephen Cooper),1.920,1.220
3,1:55,3,7,,14,38,Matt Cassel pass incomplete short left intended for Mark Bradley,1.220,-0.060
3,1:51,4,7,,14,38,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Matt Cassel at KAN-39",-0.060,-2.980
3,1:47,1,10,KAN 39,14,38,Philip Rivers pass complete deep middle to Malcom Floyd for 22 yards (tackle by Jon McGraw and Corey Mays),2.980,4.440
3,1:06,1,10,KAN 17,14,38,Philip Rivers pass complete short left to Brandon Manumaleuna for 11 yards (tackle by Mike Brown),4.440,5.830
3,0:36,1,6,KAN 6,14,38,Darren Sproles left end for 1 yard (tackle by Corey Mays and Demorrio Williams),5.830,5.150
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,KAN 5,14,38,Darren Sproles right end for 1 yard (tackle by Corey Mays and Glenn Dorsey),5.150,4.490
4,14:21,3,4,KAN 4,14,38,"Philip Rivers pass incomplete short left intended for Antonio Gates. Penalty on Brandon Carr: Defensive Pass Interfere, 3 yards (no play)",4.490,6.970
4,14:17,1,1,KAN 1,14,38,Philip Rivers pass incomplete,6.970,5.910
4,14:08,2,1,KAN 1,14,38,"LaDainian Tomlinson right end for -3 yards (tackle by Brandon Flowers). LaDainian Tomlinson fumbles (forced by Brandon Flowers), recovered by Brandon Flowers at KAN-4",5.910,0.380
,,,,,,,"SDG challenged the fumble ruling, and the play was upheld.",,
4,14:02,1,10,KAN 4,14,38,Matt Cassel pass incomplete short right intended for Tim Castille,-0.380,-0.780
4,13:58,2,10,KAN 4,14,38,Jamaal Charles middle for 5 yards (tackle by Brandon Siler),-0.780,-0.840
4,13:15,3,5,KAN 9,14,40,"Matt Cassel pass incomplete, safety. Penalty on Matt Cassel: Intentional Grounding, 9 yards",-0.840,-2.000
4,,,,KAN 20,14,40,"Dustin Colquitt kicks off 64 yards, returned by Darren Sproles for 19 yards (tackle by Travis Daniels)",0.000,1.270
4,12:39,1,10,SDG 35,14,40,Darren Sproles middle for -1 yards (tackle by Brandon Flowers),1.270,0.590
4,12:04,2,11,SDG 34,14,40,Philip Rivers pass complete short left to Darren Sproles for 13 yards (tackle by Andy Studebaker),0.590,2.060
4,11:19,1,10,SDG 47,14,40,Mike Tolbert middle for 11 yards (tackle by Tamba Hali),2.060,2.790
4,10:35,1,10,KAN 42,14,40,Mike Tolbert middle for 1 yard (tackle by Ron Edwards),2.790,2.380
4,9:56,2,9,KAN 41,14,40,"Philip Rivers pass complete short middle to Vincent Jackson for 16 yards (tackle by Demorrio Williams). Penalty on Vincent Jackson: Delay of Game, 5 yards",2.380,3.580
4,9:20,1,10,KAN 30,14,40,Darren Sproles left end for 6 yards (tackle by Corey Mays),3.580,3.840
4,8:41,2,4,KAN 24,14,40,Jacob Hester left end for no gain (tackle by Glenn Dorsey),3.840,3.140
4,7:57,3,4,KAN 24,14,40,Philip Rivers pass complete short left to Darren Sproles for 12 yards (tackle by Derrick Johnson),3.140,4.780
4,7:20,1,10,KAN 12,14,40,Darren Sproles right tackle for 5 yards (tackle by Ron Edwards),4.780,5.020
4,6:40,2,5,KAN 7,14,40,Jacob Hester middle for 1 yard (tackle by Glenn Dorsey),5.020,4.380
4,5:56,3,4,KAN 6,14,40,Darren Sproles left tackle for 1 yard (tackle by Glenn Dorsey and Corey Mays),4.380,3.020
4,5:11,,,,14,40,Timeout #2 by San Diego Chargers,0.000,3.020
4,5:11,4,3,KAN 5,14,43,Nate Kaeding 23 yard field goal good,3.020,3.000
4,,,,SDG 30,14,43,"Nate Kaeding kicks off 65 yards, returned by Quinten Lawrence for 14 yards (tackle by Jacob Hester)",0.000,0.150
4,5:03,1,10,KAN 19,14,43,Kolby Smith right end for 1 yard (tackle by Steve Gregory and Brandon Siler),0.150,-0.200
4,4:22,2,9,KAN 20,14,43,"Penalty on Ogemdi Nwagbuo: Encroachment, 5 yards (no play)",-0.200,0.480
4,4:22,2,4,KAN 25,14,43,Brodie Croyle pass incomplete deep left intended for Bobby Wade,0.480,-0.290
4,4:15,3,4,KAN 25,14,43,Brodie Croyle pass complete short right to Tim Castille for 3 yards (tackle by Steve Gregory),-0.290,-1.500
4,3:40,4,1,KAN 28,14,43,Dustin Colquitt punts 37 yards,-1.500,-1.270
4,3:25,1,10,SDG 35,14,43,Jacob Hester middle for 2 yards (tackle by Demorrio Williams and Andy Studebaker),1.270,0.990
4,2:40,2,8,SDG 37,14,43,Mike Tolbert middle for 3 yards (tackle by Demorrio Williams and Alex Magee),0.990,0.700
4,2:00,3,5,SDG 40,14,43,Billy Volek pass complete short right to Mike Tolbert for 15 yards (tackle by Jon McGraw),0.700,2.590
4,1:19,1,10,KAN 45,14,43,Billy Volek kneels for -1 yards,2.590,1.910
4,0:38,2,11,KAN 46,14,43,Billy Volek kneels for -1 yards,1.910,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
