Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
1,,,,GNB 30,3,0,"Dave Rayner kicks off 58 yards, returned by Dexter Wynn for 24 yards (tackle by Mike Montgomery)",0.000,1.330
1,10:00,1,10,PHI 36,3,0,Correll Buckhalter right end for 3 yards (tackle by Aaron Kampman),1.330,1.200
1,9:22,2,7,PHI 39,3,0,Donovan McNabb pass complete deep middle to Donte' Stallworth for 26 yards (tackle by Al Harris),1.200,3.250
1,8:38,1,10,GNB 35,3,0,Reggie Brown left end for 8 yards (tackle by Brady Poppinga),3.250,3.780
1,7:54,2,2,GNB 27,3,0,"Donovan McNabb pass incomplete short middle intended for Reggie Brown. Penalty on Al Harris: Face Mask (15 Yards), 13 yards (no play)",3.780,4.650
1,7:48,1,10,GNB 14,3,0,Donovan McNabb pass complete short middle to Reno Mahe for 7 yards (tackle by Marquand Manuel),4.650,5.280
1,7:02,2,3,GNB 7,3,0,Correll Buckhalter middle for 5 yards (tackle by Nick Barnett),5.280,6.740
1,6:20,1,2,GNB 2,3,0,"Donovan McNabb for no gain. Donovan McNabb fumbles, recovered by Nick Barnett at GNB-4 (tackle by Jamaal Jackson)",6.740,0.380
1,6:14,1,10,GNB 4,3,0,Vernand Morency left tackle for 2 yards (tackle by LaJuan Ramsey),-0.380,-0.630
1,5:34,2,8,GNB 6,3,0,Brett Favre pass complete short right to Donald Driver for 7 yards (tackle by Joselio Hanson),-0.630,-0.370
1,5:05,3,1,GNB 13,3,0,Vernand Morency left end for 2 yards (tackle by Jeremiah Trotter),-0.370,-0.220
1,4:28,1,10,GNB 15,3,0,Brett Favre pass complete short left to Donald Driver for 7 yards (tackle by Shawn Barber),-0.220,0.350
1,3:51,2,3,GNB 22,3,0,Vernand Morency middle for 6 yards (tackle by Dhani Jones),0.350,0.810
1,3:13,1,10,GNB 28,3,0,Brett Favre pass complete short middle to Vernand Morency for 5 yards (tackle by Matt McCoy),0.810,0.940
1,2:33,2,5,GNB 33,3,0,Vernand Morency right tackle for 6 yards (tackle by Michael Lewis),0.940,1.530
1,2:12,1,10,GNB 39,3,0,Vernand Morency middle for 3 yards (tackle by LaJuan Ramsey),1.530,1.390
1,1:36,2,7,GNB 42,3,0,Brett Favre pass incomplete short right intended for Bubba Franks (defended by Dhani Jones),1.390,0.700
1,1:32,3,7,GNB 42,3,0,Brett Favre pass incomplete short right intended for Robert Ferguson (defended by Shawn Barber),0.700,-0.590
1,1:28,4,7,GNB 42,3,0,"Jon Ryan punts 41 yards, fair catch by Reno Mahe",-0.590,0.060
1,1:21,1,10,PHI 17,3,0,Donovan McNabb pass incomplete deep right intended for Donte' Stallworth (defended by Ahmad Carroll),-0.060,-0.580
1,1:16,2,10,PHI 17,3,0,Donovan McNabb pass complete short left to Correll Buckhalter for 28 yards (tackle by Al Harris),-0.580,1.930
1,0:29,1,10,PHI 45,3,0,Donovan McNabb pass incomplete short right intended for Donte' Stallworth,1.930,1.380
1,0:24,2,10,PHI 45,3,0,Donovan McNabb pass complete short right to Reno Mahe for 4 yards (tackle by Charles Woodson),1.380,1.220
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,PHI 49,3,0,Donovan McNabb pass complete short left to Hank Baskett for 5 yards (tackle by Charles Woodson),1.220,0.200
2,14:27,4,1,GNB 46,3,0,"Dirk Johnson punts 36 yards, fair catch by Charles Woodson",0.200,0.380
2,14:20,1,10,GNB 10,3,0,Brett Favre pass incomplete short middle intended for Bubba Franks (defended by Jeremiah Trotter),-0.380,-0.780
2,14:17,2,10,GNB 10,3,0,Vernand Morency for 4 yards (tackle by Michael Lewis),-0.780,-0.950
2,13:45,3,6,GNB 14,3,0,Brett Favre pass incomplete deep left intended for Greg Jennings (defended by Sheldon Brown),-0.950,-2.470
2,13:40,4,6,GNB 14,3,0,"Jon Ryan punts 54 yards, returned by Dexter Wynn for 12 yards (tackle by Abdul Hodge)",-2.470,-1.860
2,13:29,1,10,PHI 44,3,0,Thomas Tapeh left guard for 4 yards (tackle by A.J. Hawk),1.860,1.860
2,12:57,2,6,PHI 48,3,0,Donovan McNabb pass complete short left to Reno Mahe for 8 yards (tackle by Nick Barnett),1.860,2.650
2,12:24,1,10,GNB 44,3,0,Correll Buckhalter middle for 2 yards (tackle by Brady Poppinga),2.650,2.380
2,11:52,2,8,GNB 42,3,0,Donovan McNabb pass incomplete deep right intended for Reggie Brown (defended by Charles Woodson),2.380,1.690
2,11:48,3,8,GNB 42,3,0,Donovan McNabb pass complete deep middle to L.J. Smith for 17 yards (tackle by Marquand Manuel),1.690,3.910
2,11:13,1,10,GNB 25,3,0,Donovan McNabb pass complete short left to L.J. Smith for 21 yards (tackle by Nick Collins),3.910,6.280
2,10:48,1,4,GNB 4,3,0,"Correll Buckhalter right tackle for 1 yard (tackle by Charles Woodson). Correll Buckhalter fumbles (forced by Charles Woodson), recovered by A.J. Hawk at GNB-3 (tackle by Correll Buckhalter)",6.280,0.380
2,10:40,1,10,GNB 3,3,0,Vernand Morency left guard for 6 yards (tackle by Dhani Jones),-0.380,-0.340
2,10:30,2,4,GNB 9,3,0,"Brett Favre for no gain. Brett Favre fumbles, recovered by Darren Howard at GNB-6 (tackle by Bubba Franks)",-0.340,-5.830
2,9:51,1,6,GNB 6,3,0,Donovan McNabb pass incomplete short middle intended for L.J. Smith,5.830,4.950
2,9:47,2,6,GNB 6,3,6,"Donovan McNabb middle for 6 yards, touchdown",4.950,7.000
2,,,,GNB 2,3,7,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,3,7,"David Akers kicks off 68 yards, returned by Robert Ferguson for 26 yards (tackle by Jason Avant)",0.000,0.810
2,9:36,1,10,GNB 28,3,7,Brett Favre pass complete short right to Greg Jennings for 7 yards (tackle by Joselio Hanson),0.810,1.210
2,9:01,2,3,GNB 35,3,7,Brett Favre pass complete short right to Greg Jennings for 20 yards (tackle by Joselio Hanson). Penalty on Joselio Hanson: Defensive Holding (Declined),1.210,2.590
2,8:38,1,10,PHI 45,3,7,Brett Favre pass complete short left to Donald Driver for 5 yards (tackle by Michael Lewis),2.590,2.720
2,8:05,2,5,PHI 40,3,7,Vernand Morency middle for 6 yards (tackle by Matt McCoy),2.720,3.310
2,7:33,1,10,PHI 34,3,7,Brett Favre pass complete short right to David Martin for no gain,3.310,2.770
2,6:59,2,10,PHI 34,3,7,Brett Favre pass complete short right to Vernand Morency for -3 yards (tackle by Matt McCoy),2.770,1.690
2,6:15,3,13,PHI 37,3,7,Noah Herron middle for no gain (tackle by Michael Lewis),1.690,0.790
2,5:37,4,13,PHI 37,6,7,Dave Rayner 54 yard field goal good,0.790,3.000
2,,,,GNB 30,6,7,"Dave Rayner kicks off 58 yards, returned by Dexter Wynn for 34 yards (tackle by Dave Rayner)",0.000,1.990
2,5:24,1,10,PHI 46,6,7,Donovan McNabb pass incomplete deep right intended for Donte' Stallworth (defended by Ahmad Carroll),1.990,1.450
2,5:18,2,10,PHI 46,6,7,Correll Buckhalter right tackle for 1 yard (tackle by Corey Williams),1.450,0.890
2,4:38,3,9,PHI 47,6,7,Donovan McNabb pass incomplete middle intended for Hank Baskett (defended by Charles Woodson),0.890,-0.260
2,4:33,4,9,PHI 47,6,7,"Dirk Johnson punts 53 yards, touchback. Penalty on Reggie Brown: Illegal Block Above the , 10 yards",-0.260,-0.940
2,4:23,1,10,GNB 30,6,7,Vernand Morency middle for 2 yards (tackle by Jeremiah Trotter),0.940,0.660
2,3:52,2,8,GNB 32,6,7,Vernand Morency middle for 3 yards (tackle by Trent Cole),0.660,0.370
2,3:09,3,5,GNB 35,6,7,Brett Favre pass complete short left to Koren Robinson for 12 yards (tackle by Trent Cole),0.370,2.060
2,2:30,1,10,GNB 47,6,7,Brett Favre pass complete short right to Bubba Franks for 15 yards (tackle by Michael Lewis),2.060,3.050
2,2:11,1,10,PHI 38,6,7,Vernand Morency left end for 10 yards (tackle by Sean Considine),3.050,3.710
2,2:00,1,10,PHI 28,6,7,Brett Favre pass incomplete short right intended for Bubba Franks (defended by Dhani Jones),3.710,3.170
2,1:57,2,10,PHI 28,6,7,Brett Favre pass incomplete deep middle intended for Donald Driver (defended by Sean Considine),3.170,2.480
2,1:52,,,,6,7,Timeout #1 by Green Bay Packers,0.000,2.480
2,1:52,3,10,PHI 28,6,7,Brett Favre pass incomplete short middle intended for Greg Jennings (defended by Joselio Hanson),2.480,1.590
2,1:47,4,10,PHI 28,9,7,Dave Rayner 46 yard field goal good,1.590,3.000
2,,,,GNB 30,9,7,"Dave Rayner kicks off 66 yards, returned by Dexter Wynn for 13 yards (tackle by Robert Ferguson)",0.000,-0.060
2,1:41,1,10,PHI 17,9,7,"Donovan McNabb pass incomplete deep middle intended for Reggie Brown (defended by Ahmad Carroll). Penalty on Al Harris: Illegal Contact, 5 yards (no play)",-0.060,0.410
2,1:34,1,10,PHI 22,9,7,Donovan McNabb pass incomplete deep left intended for Reggie Brown,0.410,-0.130
2,1:30,2,10,PHI 22,9,7,Donovan McNabb pass complete deep left to Hank Baskett for 22 yards (tackle by Tyrone Culver),-0.130,1.860
2,1:22,1,10,PHI 44,9,7,Donovan McNabb pass complete deep right to Reggie Brown for 31 yards (tackle by Ahmad Carroll),1.860,3.910
2,1:11,,,,9,7,Timeout #1 by Philadelphia Eagles,0.000,3.910
2,1:11,1,10,GNB 25,9,7,Donovan McNabb pass incomplete deep middle intended for Hank Baskett,3.910,3.360
2,1:07,2,10,GNB 25,9,7,Donovan McNabb sacked by Ahmad Carroll for -2 yards,3.360,2.410
2,0:28,3,12,GNB 27,9,7,Donovan McNabb sacked by Cullen Jenkins for -9 yards,2.410,0.880
2,0:01,,,,9,7,Timeout #2 by Philadelphia Eagles,0.000,0.000
2,0:01,,,,9,7,Timeout #2 by Green Bay Packers,0.000,0.880
2,0:01,4,21,GNB 36,9,7,David Akers pass complete to Matt Schobel for 11 yards (tackle by Cullen Jenkins),0.880,2.060
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,9,7,"Dave Rayner kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,PHI 20,9,7,Donovan McNabb pass incomplete short right intended for L.J. Smith (defended by Nick Collins),0.280,-0.270
3,14:57,2,10,PHI 20,9,7,Donovan McNabb pass incomplete right intended for Reggie Brown (defended by Ahmad Carroll),-0.270,-0.960
3,14:53,3,10,PHI 20,9,7,Donovan McNabb middle for 14 yards (tackle by Nick Collins),-0.960,1.200
3,14:18,1,10,PHI 34,9,7,Ryan Moats right end for -2 yards (tackle by Kabeer Gbaja-Biamila),1.200,0.390
3,13:40,2,12,PHI 32,9,7,Donovan McNabb pass complete short right to Reggie Brown for 9 yards (tackle by Ahmad Carroll),0.390,0.890
3,13:02,3,3,PHI 41,9,7,Ryan Moats left tackle for 5 yards (tackle by Marquand Manuel),0.890,1.990
3,12:31,1,10,PHI 46,9,7,Donovan McNabb pass incomplete short left intended for Reggie Brown,1.990,1.450
3,12:26,2,10,PHI 46,9,7,Donovan McNabb pass incomplete left intended for Donte' Stallworth (defended by Al Harris),1.450,0.760
3,12:22,3,10,PHI 46,9,7,Donovan McNabb for 12 yards (tackle by Tyrone Culver),0.760,2.790
3,11:43,1,10,GNB 42,9,7,Ryan Moats middle for 3 yards (tackle by Mike Montgomery),2.790,2.650
3,11:06,2,7,GNB 39,9,7,Ryan Moats left end for 7 yards (tackle by Nick Barnett),2.650,3.450
3,10:29,1,10,GNB 32,9,7,Ryan Moats left tackle for 8 yards (tackle by Aaron Kampman),3.450,3.980
3,9:52,2,2,GNB 24,9,7,Ryan Moats left end for no gain (tackle by Colin Cole),3.980,3.270
3,9:12,3,2,GNB 24,9,7,Donovan McNabb pass complete right to Thomas Tapeh for 1 yard (tackle by Aaron Kampman),3.270,2.080
3,8:24,4,1,GNB 23,9,10,David Akers 40 yard field goal good,2.080,3.000
3,,,,PHI 30,9,10,"David Akers kicks off 69 yards, returned by Koren Robinson for 20 yards (tackle by Dustin Fox)",0.000,0.340
3,8:14,1,10,GNB 21,9,10,Vernand Morency left tackle for 8 yards (tackle by Matt McCoy),0.340,0.880
3,7:33,2,2,GNB 29,9,10,Brett Favre pass incomplete deep right intended for Donald Driver,0.880,0.170
3,7:26,3,2,GNB 29,9,10,"Brett Favre pass complete deep left to Greg Jennings for 30 yards (tackle by Brian Dawkins). Greg Jennings fumbles (forced by Brian Dawkins), ball out of bounds at PHI-41",0.170,2.850
,,,,,,,"PHI challenged the ruling, and the play was upheld.",,
3,6:47,1,10,PHI 41,9,10,Brett Favre pass incomplete middle intended for Donald Driver,2.850,2.310
3,6:44,2,10,PHI 41,9,10,Vernand Morency left guard for 6 yards (tackle by Darwin Walker),2.310,2.410
3,6:03,3,4,PHI 35,9,10,Brett Favre pass incomplete short middle intended for Donald Driver (defended by Joselio Hanson),2.410,0.980
3,5:57,4,4,PHI 35,9,10,Dave Rayner 54 yard field goal no good,0.980,-1.860
3,5:55,1,10,PHI 44,9,10,Donovan McNabb pass complete short left to Correll Buckhalter for 11 yards (tackle by Colin Cole),1.860,2.590
3,5:15,1,10,GNB 45,9,16,"Donovan McNabb pass complete deep right to Greg Lewis for 45 yards, touchdown",2.590,7.000
3,,,,GNB 2,9,17,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,9,17,"David Akers kicks off 67 yards, returned by Robert Ferguson for 24 yards (tackle by Omar Gaither)",0.000,0.740
3,5:01,1,10,GNB 27,9,17,Vernand Morency right tackle for 3 yards (tackle by Brodrick Bunkley),0.740,0.600
3,4:17,2,7,GNB 30,9,17,Brett Favre pass incomplete short right intended for Vernand Morency is intercepted by LaJuan Ramsey at GNB-32 and returned for -12 yards,0.600,-2.650
3,4:08,1,10,GNB 44,9,17,"Donovan McNabb pass incomplete deep right intended for Reggie Brown. Penalty on Ahmad Carroll: Defensive Pass Interfere, 14 yards (no play)",2.650,3.580
3,4:00,1,10,GNB 30,9,23,"Donovan McNabb pass complete short right to Greg Lewis for 30 yards, touchdown",3.580,7.000
3,,,,GNB 2,9,24,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,9,24,"David Akers kicks off 68 yards, returned by Koren Robinson for 19 yards (tackle by Sean Considine)",0.000,0.340
3,3:45,1,10,GNB 21,9,24,"Vernand Morency left tackle for 2 yards (tackle by Brian Dawkins). Penalty on Daryn Colledge: Offensive Holding, 10 yards (no play)",0.340,-0.720
3,3:24,1,20,GNB 11,9,24,Brett Favre pass incomplete short right intended for Bubba Franks (defended by Jerome McDougle),-0.720,-1.510
3,3:20,2,20,GNB 11,9,24,"Brett Favre pass incomplete deep middle intended for Donald Driver is intercepted by Michael Lewis at GNB-41 and returned for 16 yards. Penalty on Joselio Hanson: Illegal Contact, 5 yards (no play)",-1.510,-0.140
3,3:09,1,10,GNB 16,9,24,Brett Favre pass complete short middle to Bubba Franks for 9 yards (tackle by Joselio Hanson and Brian Dawkins),-0.140,0.690
3,2:35,2,1,GNB 25,9,24,Brett Favre pass complete short right to Bubba Franks for 8 yards (tackle by Shawn Barber),0.690,1.140
3,1:59,1,10,GNB 33,9,24,Brett Favre pass incomplete deep left intended for Greg Jennings,1.140,0.590
3,1:54,2,10,GNB 33,9,24,Vernand Morency right end for -2 yards (tackle by Mike Patterson),0.590,-0.360
3,1:23,3,12,GNB 31,9,24,Brett Favre pass complete deep middle to Donald Driver for 26 yards (tackle by Sean Considine),-0.360,2.720
3,0:52,1,10,PHI 43,9,24,Brett Favre pass incomplete deep middle intended for David Martin is intercepted by Michael Lewis at PHI-13 and returned for 21 yards,2.720,-1.200
3,0:41,1,10,PHI 34,9,24,Correll Buckhalter left end for 16 yards (tackle by Ryan Pickett),1.200,2.260
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,,9,24,Correll Buckhalter left end for 9 yards (tackle by Nick Barnett),2.260,2.930
4,14:32,2,1,GNB 41,9,24,Ryan Moats left tackle for 1 yard (tackle by Ryan Pickett),2.930,2.920
4,14:07,1,10,GNB 40,9,24,Correll Buckhalter middle for 2 yards (tackle by Nick Barnett),2.920,2.640
4,13:20,2,8,GNB 38,9,24,Donovan McNabb pass complete deep right to Reggie Brown for 23 yards (tackle by Ahmad Carroll). Penalty on Ahmad Carroll: Defensive Holding (Declined),2.640,4.580
4,12:47,1,10,GNB 15,9,30,"Donovan McNabb right end for 15 yards, touchdown",4.580,7.000
4,,,,GNB 2,9,31,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,9,31,"David Akers kicks off 69 yards, returned by Robert Ferguson for 24 yards (tackle by Jason Avant)",0.000,0.610
4,12:34,1,10,GNB 25,9,31,Brett Favre pass complete short right to Vernand Morency for -1 yards (tackle by Shawn Barber),0.610,-0.070
4,11:58,2,11,GNB 24,9,31,"Brett Favre pass complete deep right to Koren Robinson for 21 yards (tackle by Dexter Wynn). Penalty on Koren Robinson: Offensive Pass Interfere, 10 yards (no play)",-0.070,-1.540
4,11:35,2,21,GNB 14,9,31,"Brett Favre pass complete short middle to Greg Jennings for 7 yards (tackle by Juqua Parker). Penalty on Chad Clifton: Illegal Formation, 5 yards (no play)",-1.540,-1.950
4,11:13,2,26,GNB 9,9,31,Brett Favre pass incomplete deep left intended for Koren Robinson (defended by Sheldon Brown),-1.950,-3.290
4,11:10,3,26,GNB 9,9,31,Brett Favre pass incomplete short left intended for Koren Robinson (defended by Sheldon Brown),-3.290,-2.490
4,11:04,4,26,GNB 9,9,31,"Jon Ryan punts 38 yards, returned by Dexter Wynn for 16 yards (tackle by Jarrett Bush)",-2.490,-3.510
4,10:55,1,10,GNB 31,9,31,Correll Buckhalter right tackle for 3 yards (tackle by Brady Poppinga),3.510,3.370
4,10:08,2,7,GNB 28,9,31,Donovan McNabb pass incomplete short right intended for Correll Buckhalter,3.370,2.680
4,9:59,3,7,GNB 28,9,31,Donovan McNabb sacked by Aaron Kampman and A.J. Hawk for -16 yards,2.680,0.330
4,9:14,4,23,GNB 44,9,31,"Dirk Johnson punts 44 yards, touchback",0.330,-0.280
4,9:08,1,10,GNB 20,9,31,Brett Favre pass complete short right to Donald Driver for 5 yards (tackle by Sheldon Brown),0.280,0.410
4,8:41,2,5,GNB 25,9,31,Vernand Morency left tackle for 7 yards (tackle by Matt McCoy),0.410,1.070
4,8:06,1,10,GNB 32,9,31,Brett Favre pass complete short right to Brandon Miree for 2 yards (tackle by Dhani Jones),1.070,0.800
4,7:34,2,8,GNB 34,9,31,Vernand Morency left end for 8 yards (tackle by Brian Dawkins),0.800,1.730
4,6:57,1,10,GNB 42,9,31,Brett Favre pass incomplete short left intended for Koren Robinson (defended by Joselio Hanson),1.730,1.190
4,6:55,2,10,GNB 42,9,31,Vernand Morency left guard for 3 yards (tackle by Trent Cole),1.190,0.890
4,6:19,3,7,GNB 45,9,31,Brett Favre pass incomplete deep right intended for Koren Robinson (defended by Sheldon Brown),0.890,-0.390
4,6:12,4,7,GNB 45,9,31,Jon Ryan punts 40 yards,-0.390,0.220
4,6:06,1,10,PHI 15,9,31,Correll Buckhalter middle for 6 yards (tackle by Aaron Kampman),-0.220,0.210
4,5:23,2,4,PHI 21,9,31,"Jeff Garcia for no gain. Jeff Garcia fumbles, recovered by Ryan Moats at PHI-15",0.210,-1.370
4,4:39,3,10,PHI 15,9,31,Jeff Garcia pass incomplete short left intended for Ryan Moats,-1.370,-2.440
4,4:35,4,10,PHI 15,9,31,"Dirk Johnson punts 44 yards, returned by Charles Woodson for 6 yards (tackle by Quintin Mikell)",-2.440,-2.060
4,4:23,1,10,GNB 47,9,31,Vernand Morency right tackle for 3 yards (tackle by Dhani Jones),2.060,1.920
4,3:51,2,7,,9,31,Vernand Morency left tackle for 9 yards (tackle by Juqua Parker),1.920,2.850
4,3:16,1,10,PHI 41,9,31,Aaron Rodgers pass complete short middle to Vernand Morency for 3 yards (tackle by Omar Gaither),2.850,2.710
4,2:44,2,7,PHI 38,9,31,Aaron Rodgers pass complete short left to Koren Robinson for 11 yards (tackle by Matt McCoy),2.710,3.780
4,2:12,1,10,PHI 27,9,31,Aaron Rodgers pass incomplete deep right intended for Greg Jennings (defended by Joselio Hanson),3.780,3.230
4,2:06,2,10,PHI 27,9,31,Vernand Morency middle for 3 yards (tackle by Jerome McDougle and Dhani Jones),3.230,2.940
4,2:00,3,7,PHI 24,9,31,"Aaron Rodgers pass incomplete deep left intended for Greg Jennings. Penalty on Dustin Fox: Defensive Pass Interfere, 22 yards (no play)",2.940,6.740
4,1:55,1,2,PHI 2,9,31,Vernand Morency left tackle for 1 yard (tackle by Omar Gaither),6.740,5.910
4,1:38,2,1,PHI 1,9,31,Vernand Morency left guard for no gain (tackle by Matt McCoy),5.910,5.170
4,1:03,3,1,PHI 1,9,31,Vernand Morency left guard for no gain (tackle by Omar Gaither),5.170,3.550
4,0:20,4,1,PHI 1,9,31,Vernand Morency left guard for no gain (tackle by Omar Gaither),3.550,0.380
4,0:14,1,10,PHI 1,9,31,Jeff Garcia middle for 1 yard,-0.380,-0.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
