Quarter,Time,Tm,Detail,PHI,NYG
2.0,11:09,Giants,Plaxico Burress 9 yard pass from Eli Manning (Lawrence Tynes kick),0,7
3.0,2:03,Giants,Lawrence Tynes 29 yard field goal,0,10
,1:30,Giants,Kawika Mitchell 17 yard defensive fumble return (Lawrence Tynes kick failed),0,16
4.0,12:51,Eagles,David Akers 53 yard field goal,3,16
