Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Latavius Murray,NOR,19,124,2,4,96,5.1,28,1.5,0,
Alvin Kamara,NOR,11,54,0,5,42,3.8,12,1.1,0,
Taysom Hill,NOR,10,44,2,5,35,3.5,9,0.9,0,
Dwayne Washington,NOR,3,6,0,,4,1.3,2,0.7,0,
Michael Thomas,NOR,1,1,0,0,0,0.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Melvin Gordon,DEN,12,31,0,2,4,0.3,27,2.3,0,
Phillip Lindsay,DEN,9,20,0,1,7,0.8,13,1.4,0,
Royce Freeman,DEN,8,50,0,2,28,3.5,22,2.8,1,8.0
KJ Hamler,DEN,2,-8,0,,-8,-4.0,0,0.0,0,
Kendall Hinton,DEN,2,7,0,0,4,2.0,3,1.5,0,
