Quarter,Time,Down,ToGo,Location,KAN,NYG,Detail,EPB,EPA
1,3:03,3,12,NYG 47,0,0,Trent Green pass incomplete intended for Tony Gonzalez (defended by Brent Alexander),1.090,0.130
1,2:57,4,12,NYG 47,0,0,"Dustin Colquitt punts 30 yards, fair catch by Chad Morton",0.130,0.060
1,2:48,1,10,NYG 17,0,0,Eli Manning pass incomplete intended for Amani Toomer,-0.060,-0.580
1,2:41,2,10,NYG 17,0,0,Tiki Barber up the middle for no gain (tackle by Junior Siavii),-0.580,-1.250
1,2:07,3,10,NYG 17,0,0,"Penalty on David Diehl: False Start, 5 yards (no play)",-1.250,-2.010
1,1:50,3,15,NYG 12,0,0,"Eli Manning pass complete to Plaxico Burress for 19 yards (tackle by Greg Wesley). Penalty on Shaun O'Hara: Unnecessary Roughness, 15 yards",-2.010,-0.140
1,1:27,1,10,NYG 16,0,0,"Eli Manning pass complete to Tiki Barber for 9 yards (tackle by Kawika Mitchell). Penalty on Sammy Knight: Unnecessary Roughness, 15 yards",-0.140,1.600
1,1:05,1,10,NYG 40,0,0,Tiki Barber left end for 5 yards (tackle by Jared Allen),1.600,1.730
1,0:29,2,5,NYG 45,0,0,Tiki Barber left end for 1 yard (tackle by Eric Hicks),1.730,1.160
Quarter,Time,Down,ToGo,Location,KAN,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,NYG 46,0,0,Eli Manning pass incomplete intended for Tim Carter,1.160,-0.320
2,14:55,4,4,NYG 46,0,0,Jeff Feagles punts 36 yards,-0.320,-0.040
2,14:46,1,10,KAN 18,0,0,Larry Johnson right guard for 5 yards (tackle by Nick Greisen and Chase Blackburn),0.040,0.280
2,14:12,2,5,KAN 23,0,0,Larry Johnson left end for 2 yards (tackle by Fred Robbins and Chase Blackburn),0.280,-0.270
2,13:36,3,3,KAN 25,0,0,Trent Green pass complete to Tony Gonzalez for 12 yards (tackle by Gibril Wilson and Brent Alexander),-0.270,1.400
2,12:58,1,10,KAN 37,0,0,Trent Green pass complete to Tony Gonzalez for 11 yards (tackle by Will Allen),1.400,2.130
2,12:30,1,10,KAN 48,0,0,"Larry Johnson left end for 17 yards (tackle by Brent Alexander and Chase Blackburn). Penalty on Gibril Wilson: Face Mask (5 Yards), 5 yards",2.130,3.580
2,12:10,1,10,NYG 30,0,0,Larry Johnson left end for 6 yards (tackle by Chase Blackburn),3.580,3.840
2,11:34,2,4,NYG 24,0,0,Larry Johnson left end for no gain (tackle by Chase Blackburn),3.840,3.140
2,10:50,3,4,NYG 24,0,0,Trent Green pass complete to Samie Parker for 7 yards (tackle by Brent Alexander),3.140,4.440
2,10:07,1,10,NYG 17,0,0,Larry Johnson left tackle for 1 yard (tackle by Fred Robbins),4.440,4.000
2,9:26,2,9,NYG 16,0,0,Larry Johnson left end for 13 yards (tackle by Gibril Wilson and Brent Alexander),4.000,6.510
2,8:44,1,3,NYG 3,0,0,Larry Johnson left end for 1 yard (tackle by Osi Umenyiora),6.510,5.720
2,8:06,2,2,NYG 2,0,0,Larry Johnson left tackle for 1 yard (tackle by Kendrick Clancy),5.720,5.170
2,7:29,3,1,NYG 1,0,0,Larry Johnson left guard for no gain (tackle by Nick Greisen and Chase Blackburn),5.170,3.550
2,6:41,4,1,NYG 1,3,0,Lawrence Tynes 19 yard field goal good,3.550,3.000
2,,,,KAN 30,3,0,"Lawrence Tynes kicks off 57 yards, returned by Chad Morton for 20 yards (tackle by Derrick Johnson)",0.000,1.140
2,6:29,1,10,NYG 33,3,0,Tiki Barber right guard for 1 yard (tackle by Kawika Mitchell),1.140,0.730
2,5:53,2,9,NYG 34,3,0,Eli Manning pass complete to Tiki Barber for 2 yards (tackle by Patrick Surtain),0.730,0.300
2,5:10,3,7,NYG 36,3,0,Eli Manning pass complete to Jeremy Shockey for 7 yards (tackle by Derrick Johnson),0.300,1.800
2,4:36,1,10,NYG 43,3,0,Eli Manning pass incomplete intended for Amani Toomer (defended by Patrick Surtain),1.800,1.250
2,4:25,2,10,NYG 43,3,0,Tiki Barber left tackle for 9 yards (tackle by Derrick Johnson),1.250,1.750
2,3:48,3,1,KAN 48,3,0,Tiki Barber left tackle for 7 yards (tackle by Sammy Knight and Greg Wesley),1.750,2.850
2,3:10,1,10,KAN 41,3,0,Eli Manning pass incomplete intended for Jeremy Shockey (defended by John Browning),2.850,2.310
2,3:02,2,10,KAN 41,3,6,"Tiki Barber left end for 41 yards, touchdown",2.310,7.000
2,,,,KAN 2,3,7,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYG 30,3,7,"Jay Feely kicks off 57 yards, returned by Dante Hall for 15 yards (tackle by Eric Moore)",0.000,0.810
2,2:41,1,10,KAN 28,3,7,"Penalty on John Welbourn: False Start, 5 yards (no play)",0.810,0.480
2,2:41,1,15,KAN 23,3,7,Larry Johnson left guard for 3 yards (tackle by Nick Greisen and Kenderick Allen),0.480,-0.010
2,2:07,2,12,KAN 26,3,7,"Trent Green pass incomplete intended for Dante Hall (defended by Will Allen). Penalty on Chase Blackburn: Defensive Offside, 5 yards (no play)",-0.010,0.670
2,1:59,2,7,KAN 31,3,7,Trent Green for 8 yards (tackle by Michael Strahan),0.670,1.530
2,1:51,1,10,KAN 39,3,7,"Trent Green pass complete to Samie Parker for 24 yards (tackle by Curtis DeLoatch). Samie Parker fumbles (forced by Curtis DeLoatch), recovered by Brent Alexander at NYG-36 and returned for 9 yards (tackle by Dante Hall)",1.530,-1.930
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:39,1,10,NYG 45,3,7,Eli Manning pass complete to Tim Carter for 16 yards (tackle by Derrick Johnson),1.930,2.980
2,1:16,1,10,KAN 39,3,7,Eli Manning pass complete to Jeremy Shockey for 17 yards (tackle by Eric Warfield),2.980,4.110
2,0:49,1,10,KAN 22,3,7,Tiki Barber right guard for -1 yards (tackle by Kawika Mitchell),4.110,3.430
2,0:43,,,,3,7,Timeout #2 by New York Giants,0.000,3.430
2,0:43,2,11,KAN 23,3,7,Eli Manning pass incomplete intended for Jeremy Shockey,3.430,2.740
2,0:38,3,11,KAN 23,3,7,Eli Manning pass incomplete intended for Amani Toomer,2.740,1.930
2,0:33,4,11,KAN 23,3,10,Jay Feely 41 yard field goal good,1.930,3.000
2,,,,NYG 30,3,10,"Jay Feely kicks off 49 yards, returned by Chris Horn for 11 yards (tackle by Justin Tuck)",0.000,1.070
2,0:23,1,10,KAN 32,3,10,Trent Green pass incomplete intended for Larry Johnson,1.070,0.530
2,0:19,2,10,KAN 32,3,10,Trent Green pass incomplete intended for Tony Richardson,0.530,-0.160
2,0:14,3,10,KAN 32,3,10,Trent Green pass complete to Larry Johnson for 8 yards (tackle by Corey Webster),-0.160,-0.720
2,0:04,,,,3,10,Timeout #3 by New York Giants,0.000,-0.720
2,0:04,4,2,KAN 40,3,10,"Dustin Colquitt punts 48 yards, returned by Chad Morton for -4 yards (tackle by Chris Horn)",-0.720,1.600
Quarter,Time,Down,ToGo,Location,KAN,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,3,10,"Jay Feely kicks off 52 yards, returned by Dante Hall for 23 yards (tackle by James Butler)",0.000,1.660
3,14:54,1,10,KAN 41,3,10,Trent Green pass complete to Samie Parker for 20 yards (tackle by Curtis DeLoatch),1.660,2.980
3,14:13,1,10,NYG 39,3,10,"Trent Green pass incomplete intended for Samie Parker. Penalty on Will Allen: Illegal Contact, 5 yards (no play)",2.980,3.310
3,14:06,1,10,NYG 34,3,10,Larry Johnson left guard for 6 yards (tackle by Brent Alexander and Gibril Wilson),3.310,3.580
3,13:30,2,4,NYG 28,3,10,Larry Johnson up the middle for 1 yard (tackle by Gibril Wilson),3.580,3.010
3,12:50,3,3,NYG 27,3,10,Larry Johnson left end for 13 yards (tackle by James Butler),3.010,4.650
3,12:07,1,10,NYG 14,9,10,"Larry Johnson up the middle for 14 yards, touchdown",4.650,7.000
3,,,,NYG 2,10,10,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,KAN 30,10,10,"Lawrence Tynes kicks off 62 yards, returned by Chad Morton for 25 yards (tackle by Gary Stills)",0.000,1.140
3,11:53,1,10,NYG 33,10,10,Eli Manning pass complete to Amani Toomer for 4 yards (tackle by Derrick Johnson),1.140,1.130
3,11:22,2,6,NYG 37,10,10,Tiki Barber left tackle for 1 yard (tackle by Ryan Sims and Kawika Mitchell),1.130,0.560
3,10:39,3,5,NYG 38,10,10,Eli Manning pass complete to Tiki Barber for 9 yards (tackle by Greg Wesley),0.560,2.060
3,10:13,1,10,NYG 47,10,10,Tiki Barber left end for 18 yards (tackle by Sammy Knight),2.060,3.250
3,9:30,1,10,KAN 35,10,10,Derrick Ward up the middle for 3 yards (tackle by Kawika Mitchell),3.250,3.110
3,8:55,,,,10,10,Timeout #1 by New York Giants,0.000,3.110
3,8:55,2,7,KAN 32,10,10,Eli Manning pass incomplete intended for Plaxico Burress,3.110,2.410
3,8:46,,,,10,10,Timeout #2 by New York Giants,0.000,2.410
3,8:46,3,7,KAN 32,10,10,Eli Manning pass incomplete intended for Plaxico Burress is intercepted by Dexter McCleon at KAN-2,2.410,0.380
3,8:38,1,10,KAN 2,10,10,Larry Johnson right end for 28 yards (tackle by Gibril Wilson),-0.380,0.940
3,8:06,1,10,KAN 30,10,10,Trent Green pass complete to Eddie Kennison for 6 yards (tackle by Nick Greisen and Chase Blackburn),0.940,1.200
3,7:21,2,4,KAN 36,10,10,Trent Green pass incomplete intended for Eddie Kennison,1.200,0.500
3,7:11,3,4,KAN 36,10,10,Trent Green pass complete to Samie Parker for 6 yards (tackle by Curtis DeLoatch),0.500,1.730
3,6:32,1,10,KAN 42,10,10,Trent Green pass incomplete intended for Chris Horn,1.730,1.190
3,6:32,2,10,KAN 42,10,10,Larry Johnson left end for 4 yards (tackle by Nick Greisen and Gibril Wilson),1.190,1.030
3,5:41,3,6,KAN 46,10,10,Trent Green up the middle for 13 yards (tackle by Gibril Wilson),1.030,2.850
3,5:01,1,10,NYG 41,10,10,Larry Johnson up the middle for 1 yard (tackle by Damane Duckett),2.850,2.440
3,4:22,2,9,NYG 40,10,10,Trent Green pass incomplete intended for Chris Horn,2.440,1.750
3,4:12,3,9,NYG 40,10,10,Trent Green pass incomplete intended for Samie Parker,1.750,0.590
3,4:05,4,9,NYG 40,10,10,"Dustin Colquitt punts 32 yards, fair catch by Chad Morton",0.590,0.380
3,3:56,1,10,NYG 8,10,10,Tiki Barber right tackle for 55 yards (tackle by Greg Wesley),-0.380,3.120
3,3:37,1,10,KAN 37,10,10,Derrick Ward up the middle for 5 yards (tackle by Eric Hicks and Kawika Mitchell),3.120,3.250
3,2:57,2,5,KAN 32,10,10,Tiki Barber left tackle for 8 yards (tackle by Carlos Hall),3.250,3.970
3,2:26,1,10,KAN 24,10,10,Tim Carter left end for -2 yards (tackle by Eric Warfield),3.970,3.160
3,1:34,2,12,KAN 26,10,10,Eli Manning pass incomplete intended for Plaxico Burress,3.160,2.480
3,1:29,3,12,KAN 26,10,10,Eli Manning pass complete to Jeremy Shockey for 9 yards (tackle by Sammy Knight),2.480,2.410
3,0:55,4,3,KAN 17,10,13,Jay Feely 35 yard field goal good,2.410,3.000
3,,,,NYG 30,10,13,"Jay Feely kicks off 64 yards, returned by Dante Hall for 20 yards (tackle by Adrian Awasom)",0.000,0.670
3,0:42,1,10,KAN 26,10,13,Trent Green pass complete to Tony Gonzalez for 3 yards (tackle by Gibril Wilson),0.670,0.540
3,0:01,2,7,KAN 29,10,13,Larry Johnson left end for 2 yards (tackle by Nick Greisen and Chase Blackburn),0.540,0.100
Quarter,Time,Down,ToGo,Location,KAN,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,KAN 31,10,13,Trent Green pass incomplete intended for Eddie Kennison (defended by Curtis DeLoatch),0.100,-1.310
4,14:54,4,5,KAN 31,10,13,"Dustin Colquitt punts 40 yards, fair catch by Chad Morton",-1.310,-0.870
4,14:45,1,10,NYG 29,10,13,"Eli Manning pass complete to Tiki Barber for 2 yards (tackle by Derrick Johnson). Penalty on Patrick Surtain: Unnecessary Roughness, 15 yards",0.870,1.990
4,14:17,1,10,NYG 46,10,13,Tiki Barber right end for 20 yards (tackle by Greg Wesley),1.990,3.310
4,13:43,1,10,KAN 34,10,13,Tiki Barber up the middle for 3 yards (tackle by Jared Allen and Lional Dalton),3.310,3.180
4,13:04,2,7,KAN 31,10,19,"Eli Manning pass complete to Amani Toomer for 31 yards, touchdown",3.180,7.000
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
4,,,,KAN 2,10,20,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYG 30,10,20,"Jay Feely kicks off 62 yards, returned by Dante Hall for 23 yards (tackle by Brandon Jacobs)",0.000,1.000
4,12:42,1,10,KAN 31,10,20,Larry Johnson left end for 8 yards (tackle by Curtis DeLoatch),1.000,1.540
4,12:29,2,2,KAN 39,10,20,Larry Johnson right tackle for 1 yard (tackle by Chase Blackburn and Kendrick Clancy),1.540,0.960
4,11:54,3,1,KAN 40,10,20,"Larry Johnson left tackle for no gain (tackle by Osi Umenyiora). Penalty on John Welbourn: False Start, 5 yards (no play)",0.960,0.300
4,11:30,3,6,KAN 35,10,20,Trent Green pass complete to Tony Gonzalez for 25 yards (tackle by Gibril Wilson and James Butler). Penalty on Curtis DeLoatch: Illegal Use of Hands (Declined),0.300,2.920
4,11:11,1,10,NYG 40,10,20,Larry Johnson up the middle for 5 yards (tackle by Gibril Wilson),2.920,3.050
4,10:40,2,5,NYG 35,10,20,Larry Johnson up the middle for no gain (tackle by Osi Umenyiora),3.050,2.340
4,9:59,3,5,NYG 35,10,20,Trent Green pass complete to Samie Parker for 13 yards (tackle by Nick Greisen),2.340,4.110
4,9:19,1,10,NYG 22,10,20,Larry Johnson left end for 1 yard (tackle by Will Allen and Reggie Torbor),4.110,3.700
4,8:40,2,9,NYG 21,10,20,"Trent Green pass incomplete intended for Samie Parker. Penalty on Curtis DeLoatch: Defensive Pass Interfere, 20 yards (no play)",3.700,6.970
4,8:29,1,1,NYG 1,16,20,"Larry Johnson up the middle for 1 yard, touchdown",6.970,7.000
4,,,,NYG 2,17,20,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,17,20,"Lawrence Tynes kicks off 58 yards, returned by Chad Morton for 22 yards (tackle by Dee Brown)",0.000,1.200
4,8:18,1,10,NYG 34,17,20,Tiki Barber left end for 7 yards (tackle by Eric Warfield and Kawika Mitchell),1.200,1.600
4,7:37,2,3,NYG 41,17,20,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Kawika Mitchell),1.600,0.890
4,7:27,3,3,NYG 41,17,20,Eli Manning pass complete to Tiki Barber for 7 yards (tackle by Kawika Mitchell),0.890,2.130
4,6:49,1,10,NYG 48,17,20,Tiki Barber right end for 8 yards (tackle by Lional Dalton and Patrick Surtain),2.130,2.660
4,6:04,2,2,KAN 44,17,20,Tiki Barber up the middle for 2 yards (tackle by Jimmy Wilkerson),2.660,2.790
4,5:24,1,10,KAN 42,17,20,Tiki Barber right end for 1 yard (tackle by Jimmy Wilkerson),2.790,2.380
4,4:37,2,9,KAN 41,17,20,Eli Manning pass complete to Derrick Ward for 5 yards (tackle by Kendrell Bell),2.380,2.340
4,4:27,3,4,KAN 36,17,20,Eli Manning pass complete to Plaxico Burress for 15 yards (tackle by Eric Warfield),2.340,4.170
4,3:43,1,10,KAN 21,17,20,Tiki Barber left end for 1 yard (tackle by Sammy Knight and Jared Allen),4.170,3.760
4,2:56,2,9,KAN 20,17,26,"Tiki Barber right tackle for 20 yards, touchdown",3.760,7.000
4,,,,KAN 2,17,27,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYG 30,17,27,"Jay Feely kicks off 68 yards, returned by Dante Hall for 26 yards (tackle by Brandon Jacobs)",0.000,0.810
4,2:42,1,10,KAN 28,17,27,Trent Green pass incomplete intended for Chris Horn,0.810,0.260
4,2:32,2,10,KAN 28,17,27,"Trent Green pass incomplete intended for Dante Hall is intercepted by Corey Webster at KAN-40 and returned for 1 yard. Penalty on Osi Umenyiora: Roughing the Passer, 15 yards (no play)",0.260,1.800
4,2:20,1,10,KAN 43,17,27,Trent Green pass incomplete intended for Larry Johnson,1.800,1.250
4,2:14,2,10,KAN 43,17,27,Trent Green pass incomplete intended for Tony Gonzalez is intercepted by James Butler at NYG-30 and returned for 16 yards,1.250,-1.990
4,2:04,1,10,NYG 46,17,27,Tiki Barber up the middle for 1 yard (tackle by Kendrell Bell and Derrick Johnson),1.990,1.590
4,2:00,2,9,NYG 47,17,27,Tiki Barber up the middle for no gain (tackle by Derrick Johnson and Sammy Knight),1.590,0.890
4,1:55,,,,17,27,Timeout #2 by Kansas City Chiefs,0.000,0.890
4,1:52,3,9,NYG 47,17,27,Tiki Barber left guard for 6 yards (tackle by Lional Dalton and Jared Allen),0.890,0.130
4,1:48,,,,17,27,Timeout #3 by Kansas City Chiefs,0.000,0.130
4,1:48,4,3,KAN 47,17,27,"Jeff Feagles punts 35 yards, returned by Dante Hall for 7 yards (tackle by Nick Greisen)",0.130,-0.150
4,1:38,1,10,KAN 19,17,27,"Penalty on Willie Roaf: False Start, 5 yards (no play)",0.150,-0.390
4,1:38,1,15,KAN 14,17,27,Larry Johnson up the middle for 7 yards (tackle by Reggie Torbor),-0.390,-0.060
4,1:19,2,8,KAN 21,17,27,"Trent Green pass complete to Eddie Kennison for 3 yards (tackle by Corey Webster). Eddie Kennison fumbles (forced by Corey Webster), recovered by Nick Greisen at KAN-24 (tackle by Will Shields)",-0.060,-4.040
4,1:10,1,10,KAN 23,17,27,Eli Manning kneels for -1 yards,4.040,3.360
4,0:31,2,11,KAN 24,17,27,Eli Manning kneels for -2 yards,3.360,2.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
