Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Damien Harris,NWE,9,30,0,1,18,2.0,12,1.3,0,
Rhamondre Stevenson,NWE,8,27,0,2,22,2.8,5,0.6,0,
Mac Jones,NWE,2,18,0,1,18,9.0,0,0.0,0,
Kendrick Bourne,NWE,1,14,0,1,13,13.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devin Singletary,BUF,16,81,2,9,54,3.4,27,1.7,1,16.0
Josh Allen,BUF,6,66,0,4,53,8.8,13,2.2,1,6.0
Isaiah McKenzie,BUF,3,29,0,1,29,9.7,0,0.0,0,
Mitchell Trubisky,BUF,3,-2,0,,-2,-0.7,0,0.0,0,
Zack Moss,BUF,1,0,0,,0,0.0,0,0.0,0,
