Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Saints to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,NOR 25,0,0,Mark Ingram right tackle for 3 yards (tackle by Keanu Neal),0.610,0.470
1,14:33,2,7,NOR 28,0,0,Drew Brees pass complete short left to Coby Fleener for 5 yards (tackle by Sean Weatherspoon),0.470,0.430
1,14:03,3,2,NOR 33,0,0,Mark Ingram right guard for 3 yards (tackle by Keanu Neal),0.430,1.330
1,13:34,1,10,NOR 36,0,0,Mark Ingram right guard for 6 yards (tackle by Deion Jones and Sean Weatherspoon),1.330,1.600
1,12:54,2,4,NOR 42,0,0,Drew Brees pass complete short right to Brandon Coleman for 6 yards (tackle by Deion Jones),1.600,2.130
1,12:15,1,10,NOR 48,0,0,--,2.130,2.860
1,12:00,1,5,ATL 47,0,0,Mark Ingram left guard for no gain (tackle by Deion Jones),2.860,2.260
1,11:28,2,5,ATL 47,0,0,Mark Ingram right guard for 7 yards (tackle by Sean Weatherspoon),2.260,2.920
1,10:55,1,10,ATL 40,0,0,Drew Brees pass complete short right to Travaris Cadet for 5 yards (tackle by Sean Weatherspoon),2.920,3.050
1,10:14,2,5,ATL 35,0,0,"Drew Brees pass complete deep right to Travaris Cadet for 25 yards (tackle by Deion Jones). Penalty on Travaris Cadet: Offensive Pass Interference, 10 yards (no play)",3.050,1.700
1,9:44,2,15,ATL 45,0,0,"Drew Brees pass complete deep right to Brandon Coleman for 28 yards (tackle by Desmond Trufant). Penalty on Philip Wheeler: Roughing the Passer, 9 yards",1.700,5.370
1,9:06,1,8,ATL 8,0,0,Brandin Cooks right end for 6 yards (tackle by Sean Weatherspoon and Kemal Ishmael),5.370,5.720
1,8:29,2,2,ATL 2,0,6,"Drew Brees pass complete short left to Coby Fleener for 2 yards, touchdown",5.720,7.000
1,8:29,,,ATL 2,0,7,Wil Lutz kicks extra point good,0.000,0.000
1,8:29,,,NOR 35,0,7,"Wil Lutz kicks off 63 yards, returned by Eric Weems for 42 yards (tackle by Vonn Bell)",0.000,-1.860
1,8:16,1,10,ATL 44,0,7,Devonta Freeman left tackle for 2 yards (tackle by Paul Kruger and Nick Fairley),1.860,1.590
1,7:53,2,8,ATL 46,0,7,Devonta Freeman right tackle for 7 yards (tackle by James Laurinaitis),1.590,1.820
1,7:11,3,1,NOR 47,0,7,Matt Ryan sacked by Nick Fairley and Cameron Jordan for -7 yards,1.820,-0.320
1,6:28,4,8,ATL 46,0,7,"Matthew Bosher punts 42 yards, muffed catch by De'Vante Harris, recovered by LaRoy Reynolds and returned for no gain",-0.320,4.840
1,6:13,1,10,NOR 11,0,7,Matt Ryan pass incomplete short right intended for Julio Jones,4.840,4.140
1,6:08,2,10,NOR 11,0,7,Tevin Coleman right end for 9 yards (tackle by Jairus Byrd and James Laurinaitis),4.140,5.120
1,5:25,3,1,NOR 2,6,7,"Tevin Coleman left guard for 2 yards, touchdown",5.120,7.000
1,5:25,,,NOR 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
1,5:25,,,ATL 35,7,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,5:21,1,10,NOR 25,7,7,Drew Brees pass incomplete short right intended for Brandin Cooks,0.610,0.060
1,5:17,2,10,NOR 25,7,7,Drew Brees pass incomplete short right intended for Mark Ingram,0.060,-0.620
1,5:13,3,10,NOR 25,7,7,Drew Brees pass incomplete deep right intended for Brandin Cooks,-0.620,-1.700
1,5:08,4,10,NOR 25,7,7,"Thomas Morstead punts 49 yards, out of bounds",-1.700,-0.670
1,5:01,1,10,ATL 26,7,7,Tevin Coleman right end for 2 yards (tackle by Stephone Anthony),0.670,0.400
1,4:27,2,8,ATL 28,7,7,Tevin Coleman left tackle for 4 yards (tackle by John Jenkins and Craig Robertson),0.400,0.230
1,4:07,3,4,ATL 32,7,7,Matt Ryan pass complete short right to Mohamed Sanu for 9 yards (tackle by B.W. Webb),0.230,1.660
1,3:29,1,10,ATL 41,7,7,Devonta Freeman left tackle for 9 yards (tackle by Craig Robertson),1.660,2.340
1,3:05,2,1,,7,7,Matt Ryan pass complete short right to Jacob Tamme for 8 yards (tackle by James Laurinaitis and Craig Robertson),2.340,2.790
1,2:28,1,10,NOR 42,7,7,Devonta Freeman right guard for 3 yards (tackle by Cameron Jordan),2.790,2.650
1,2:04,2,7,NOR 39,7,7,Matt Ryan pass complete short left to Jacob Tamme for 5 yards (tackle by Ken Crawley),2.650,2.610
1,1:41,3,2,NOR 34,7,7,Tevin Coleman left tackle for 1 yard (tackle by James Laurinaitis),2.610,1.210
1,1:01,4,1,NOR 33,7,7,"Tevin Coleman right end for 1 yard (tackle by Roman Harper). Penalty on Roman Harper: Horse Collar Tackle, 15 yards",1.210,4.440
1,0:34,1,10,NOR 17,7,7,Matt Ryan pass complete short middle to Aldrick Robinson for 4 yards (tackle by Ken Crawley),4.440,4.500
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,NOR 13,13,7,"Matt Ryan pass complete short left to Devonta Freeman for 13 yards, touchdown",4.500,7.000
2,15:00,,,NOR 13,14,7,Matt Bryant kicks extra point good,0.000,0.000
2,15:00,,,ATL 35,14,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
2,14:53,1,10,NOR 25,14,7,Mark Ingram right guard for 11 yards (tackle by Brian Poole and Ricardo Allen),0.610,1.330
2,14:23,1,10,NOR 36,14,7,Mark Ingram right tackle for 2 yards (tackle by Grady Jarrett),1.330,1.060
2,13:46,2,8,NOR 38,14,7,Drew Brees pass complete short right to Coby Fleener for 1 yard (tackle by Sean Weatherspoon),1.060,0.500
2,13:13,3,7,NOR 39,14,7,Drew Brees pass incomplete short middle intended for Coby Fleener (defended by Keanu Neal),0.500,-0.780
2,13:06,4,7,NOR 39,14,7,"Thomas Morstead punts 53 yards, out of bounds. Penalty on Justin Hardy: Roughing the Kicker, 15 yards (no play)",-0.780,2.520
2,13:00,1,10,ATL 46,14,7,Drew Brees pass complete short middle to Mark Ingram for 8 yards (tackle by Deion Jones),2.520,3.060
2,12:25,2,2,ATL 38,14,7,Tim Hightower left tackle for 3 yards (tackle by Grady Jarrett),3.060,3.250
2,11:46,1,10,ATL 35,14,7,Drew Brees pass incomplete short middle intended for Brandin Cooks (defended by Tyson Jackson),3.250,2.700
2,11:41,2,10,ATL 35,14,7,Mark Ingram right guard for 17 yards (tackle by Robert Alford),2.700,4.370
2,11:03,1,10,ATL 18,14,7,Drew Brees pass incomplete short middle intended for Michael Thomas (defended by Derrick Shelby),4.370,3.800
2,10:58,2,10,ATL 18,14,7,Drew Brees pass complete short left to Brandin Cooks for 9 yards (tackle by Deion Jones),3.800,4.740
2,10:38,3,1,ATL 9,14,7,Drew Brees pass complete short middle to Brandon Coleman for 6 yards (tackle by Brian Poole and Keanu Neal),4.740,6.510
