Quarter,Time,Down,ToGo,Location,BUF,PIT,Detail,EPB,EPA
1,8:36,2,6,PIT 16,0,0,C.J. Spiller left end for -1 yards (tackle by William Gay),4.280,3.360
1,8:15,3,7,PIT 17,0,0,EJ Manuel left guard for 8 yards,3.360,5.140
1,7:31,1,9,PIT 9,0,0,Fred Jackson up the middle for 6 yards (tackle by Cameron Heyward),5.140,5.530
1,7:03,2,3,PIT 3,0,0,Fred Jackson up the middle for 2 yards (tackle by LaMarr Woodley and Cameron Heyward),5.530,5.170
1,6:23,3,1,PIT 1,0,0,EJ Manuel pass incomplete short right intended for Steve Johnson,5.170,3.550
1,6:19,4,1,PIT 1,3,0,Dan Carpenter 20 yard field goal good,3.550,3.000
1,6:19,,,BUF 35,3,0,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.280
1,6:16,1,10,PIT 20,3,0,Ben Roethlisberger pass incomplete short left intended for Heath Miller,0.280,-0.270
1,6:13,2,10,PIT 20,3,0,Ben Roethlisberger pass complete short left to Emmanuel Sanders for -3 yards (tackle by Aaron Williams),-0.270,-1.510
1,5:36,3,13,PIT 17,3,0,Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders,-1.510,-2.320
1,5:30,4,13,PIT 17,3,0,Mat McBriar punts 27 yards,-2.320,-2.650
1,5:20,1,10,PIT 44,3,0,C.J. Spiller left end for -1 yards (tackle by William Gay),2.650,1.980
1,4:48,2,11,PIT 45,3,0,EJ Manuel pass incomplete short right intended for Steve Johnson,1.980,1.290
1,4:44,3,11,PIT 45,3,0,Fred Jackson left tackle for 5 yards (tackle by Lawrence Timmons),1.290,0.590
1,4:08,4,6,PIT 40,3,0,"Brian Moorman punts 24 yards, fair catch by Antonio Brown",0.590,0.140
1,4:00,1,10,PIT 16,3,0,Le'Veon Bell left guard for 4 yards (tackle by Kiko Alonso),-0.140,0.010
1,3:23,2,6,PIT 20,3,0,Le'Veon Bell right guard for 2 yards (tackle by Nigel Bradham and Jim Leonhard),0.010,-0.570
1,2:39,3,4,PIT 22,3,0,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 3 yards (tackle by Nickell Robey and Jairus Byrd),-0.570,-1.700
1,2:01,4,1,PIT 25,3,0,"Mat McBriar punts 36 yards, returned by Leodis McKelvin for 5 yards (tackle by Antwon Blake)",-1.700,-1.860
1,1:52,1,10,BUF 44,3,0,Fred Jackson up the middle for 1 yard (tackle by LaMarr Woodley and Vince Williams),1.860,1.450
1,1:24,2,9,BUF 45,3,0,EJ Manuel pass complete short right to Steve Johnson for 5 yards (tackle by Troy Polamalu),1.450,1.420
1,0:44,3,4,BUF 50,3,0,EJ Manuel pass incomplete short left intended for Steve Johnson,1.420,-0.060
1,0:39,4,4,BUF 50,3,0,"Brian Moorman punts 26 yards, out of bounds",-0.060,-0.540
1,0:33,1,10,PIT 24,3,0,Ben Roethlisberger pass complete short left to Michael Palmer for 8 yards (tackle by Arthur Moats),0.540,1.080
1,0:03,2,2,PIT 32,3,0,Felix Jones right guard for 1 yard (tackle by Manny Lawson),1.080,0.500
Quarter,Time,Down,ToGo,Location,BUF,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,PIT 33,3,0,Jonathan Dwyer left guard for 6 yards (tackle by Arthur Moats and Da'Norris Searcy),0.500,1.530
2,14:16,1,10,PIT 39,3,0,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,1.530,0.990
2,14:11,2,10,PIT 39,3,0,Felix Jones left guard for 9 yards (tackle by Jairus Byrd),0.990,1.490
2,13:31,3,1,PIT 48,3,0,Jonathan Dwyer up the middle for 2 yards (tackle by Arthur Moats),1.490,2.260
2,12:53,1,10,PIT 50,3,0,Emmanuel Sanders left end for 25 yards (tackle by Marcell Dareus),2.260,3.910
2,12:08,1,10,BUF 25,3,0,Le'Veon Bell left guard for 9 yards (tackle by Stefan Charles),3.910,4.750
2,11:32,2,1,BUF 16,3,0,Le'Veon Bell left guard for 6 yards (tackle by Alan Branch and Arthur Moats),4.750,4.910
2,10:51,1,10,BUF 10,3,0,Le'Veon Bell right guard for 3 yards (tackle by Manny Lawson and Arthur Moats),4.910,4.760
2,10:12,2,7,BUF 7,3,0,Le'Veon Bell right tackle for no gain (tackle by Jim Leonhard),4.760,3.810
2,9:29,3,7,BUF 7,3,0,Ben Roethlisberger sacked by Kyle Williams for -11 yards,3.810,2.250
2,8:52,4,18,BUF 18,3,3,Shaun Suisham 36 yard field goal good,2.250,3.000
2,8:52,,,PIT 35,3,3,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
2,8:47,1,10,BUF 20,3,3,Fred Jackson left guard for 1 yard (tackle by Lawrence Timmons),0.280,-0.130
2,8:14,2,9,BUF 21,3,3,EJ Manuel pass complete short left to Steve Johnson for 23 yards (tackle by LaMarr Woodley),-0.130,1.860
2,7:42,1,10,BUF 44,3,3,Fred Jackson left guard for 4 yards (tackle by Cameron Heyward),1.860,1.860
2,7:07,2,6,BUF 48,3,3,"EJ Manuel pass incomplete short left intended for Steve Johnson. Penalty on Cortez Allen: Defensive Pass Interference, 6 yards (no play)",1.860,2.520
2,7:03,1,10,PIT 46,3,3,EJ Manuel pass incomplete short right intended for Chris Gragg,2.520,1.980
2,7:00,2,10,PIT 46,3,3,EJ Manuel pass incomplete short left intended for T.J. Graham,1.980,1.290
2,6:54,3,10,PIT 46,3,3,EJ Manuel pass incomplete short left intended for Steve Johnson,1.290,0.200
2,6:50,4,10,PIT 46,3,3,"Brian Moorman punts 32 yards, fair catch by Antonio Brown",0.200,0.280
2,6:43,1,10,PIT 14,3,3,Le'Veon Bell right tackle for 2 yards (tackle by Nigel Bradham and Manny Lawson),-0.280,-0.510
2,6:02,2,8,PIT 16,3,3,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 34 yards (tackle by Jairus Byrd),-0.510,2.260
2,5:13,1,10,PIT 50,3,3,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 4 yards (tackle by Manny Lawson),2.260,2.250
2,4:35,2,6,BUF 46,3,3,Ben Roethlisberger pass complete short right to Jonathan Dwyer for 3 yards (tackle by Kiko Alonso),2.250,1.950
2,3:54,3,3,BUF 43,3,3,Jonathan Dwyer for 8 yards (tackle by Jairus Byrd),1.950,3.250
2,3:22,1,10,BUF 35,3,3,Jonathan Dwyer up the middle for 6 yards (tackle by Kiko Alonso),3.250,3.510
2,2:40,2,4,BUF 29,3,3,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,3.510,3.510
2,2:34,2,4,BUF 29,3,3,Timeout #1 by Pittsburgh Steelers,3.510,2.810
2,2:34,3,4,BUF 29,3,3,Ben Roethlisberger pass complete deep right to Antonio Brown for 24 yards (tackle by Leodis McKelvin),2.810,6.060
2,2:00,1,5,BUF 5,3,9,"Ben Roethlisberger pass complete short left to Jerricho Cotchery for 5 yards, touchdown",6.060,7.000
2,2:00,,,BUF 2,3,10,Shaun Suisham kicks extra point good,0.000,0.000
2,2:00,,,PIT 35,3,10,"Shaun Suisham kicks off 65 yards, touchback. Penalty on Markus Wheaton: Offside on Free Kick, 5 yards",0.000,-0.610
2,1:55,1,10,BUF 25,3,10,Fred Jackson left guard for 8 yards (tackle by LaMarr Woodley),0.610,1.140
2,1:33,2,2,BUF 33,3,10,EJ Manuel pass complete short left to T.J. Graham for 5 yards (tackle by Cortez Allen),1.140,1.470
2,1:29,1,10,BUF 38,3,10,EJ Manuel pass incomplete short right intended for Fred Jackson,1.470,0.920
2,1:25,2,10,BUF 38,3,10,EJ Manuel pass complete short left to Fred Jackson for 4 yards (tackle by Cortez Allen),0.920,0.760
2,0:56,3,6,BUF 42,3,10,EJ Manuel pass complete short right to Fred Jackson for 2 yards (tackle by William Gay),0.760,0.760
2,0:49,3,6,BUF 42,3,10,Timeout #2 by Pittsburgh Steelers,0.760,-0.460
2,0:49,4,4,BUF 44,3,10,"Brian Moorman punts 56 yards, touchback",-0.460,-0.280
2,0:41,1,10,PIT 20,3,10,Ben Roethlisberger pass complete short left to Heath Miller for 6 yards (tackle by Aaron Williams),0.280,0.540
2,0:11,2,4,PIT 26,3,10,Ben Roethlisberger pass complete short left to Antonio Brown for 7 yards (tackle by Stephon Gilmore),0.540,1.140
2,0:09,1,10,PIT 33,3,10,Ben Roethlisberger pass complete short left to Antonio Brown for 11 yards (tackle by Stephon Gilmore),1.140,1.860
2,0:03,1,10,PIT 44,3,10,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,1.860,1.320
Quarter,Time,Down,ToGo,Location,BUF,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,3,10,"Shaun Suisham kicks off 70 yards, returned by Marquise Goodwin for 18 yards (tackle by Robert Golden). Penalty on Jarvis Jones: Unnecessary Roughness, 15 yards",0.000,-0.810
3,14:56,1,10,BUF 28,3,10,EJ Manuel pass incomplete short left intended for Lee Smith (defended by Lawrence Timmons),0.810,0.260
3,14:51,2,10,BUF 28,3,10,C.J. Spiller left guard for 4 yards (tackle by Cameron Heyward and LaMarr Woodley),0.260,0.100
3,14:15,3,6,BUF 32,3,10,EJ Manuel pass complete short right to Marquise Goodwin for 7 yards (tackle by Ike Taylor),0.100,1.530
3,13:42,1,10,BUF 39,3,10,Fred Jackson up the middle for 9 yards (tackle by Vince Williams),1.530,2.200
3,13:14,2,1,BUF 48,3,10,Fred Jackson right tackle for 3 yards (tackle by Brett Keisel),2.200,2.320
3,12:44,1,10,PIT 49,3,10,EJ Manuel pass incomplete short right intended for Steve Johnson (defended by Ike Taylor),2.320,1.780
3,12:38,2,10,PIT 49,3,10,C.J. Spiller left tackle for 6 yards (tackle by Ryan Clark and Jason Worilds),1.780,1.880
3,11:59,3,4,PIT 43,3,10,EJ Manuel sacked by Lawrence Timmons for -5 yards,1.880,0.070
3,11:30,4,9,PIT 48,3,10,"Brian Moorman punts 48 yards, touchback",0.070,-0.280
3,11:22,1,10,PIT 20,3,10,Le'Veon Bell up the middle for -1 yards (tackle by Kyle Williams),0.280,-0.460
3,10:46,2,11,PIT 19,3,10,Ben Roethlisberger pass complete short right to Le'Veon Bell for 8 yards (tackle by Aaron Williams),-0.460,-0.030
3,10:02,3,3,PIT 27,3,10,Ben Roethlisberger pass complete deep right to Antonio Brown for 20 yards,-0.030,2.060
3,9:30,1,10,PIT 47,3,10,Le'Veon Bell right guard for 3 yards (tackle by Aaron Williams),2.060,1.920
3,8:48,2,7,PIT 50,3,10,Ben Roethlisberger pass incomplete short left intended for Heath Miller,1.920,1.220
3,8:41,3,7,PIT 50,3,10,"Ben Roethlisberger sacked by Marcell Dareus for -10 yards. Ben Roethlisberger fumbles (forced by Marcell Dareus), recovered by Ben Roethlisberger at PIT-40",1.220,-0.720
3,8:10,4,17,PIT 40,3,10,"Mat McBriar punts 46 yards, returned by Leodis McKelvin for 4 yards (tackle by Curtis Brown). Penalty on BUF: Illegal Block Above the Waist, 10 yards",-0.720,0.380
3,7:58,1,10,BUF 8,3,10,EJ Manuel pass complete short middle to Steve Johnson for 20 yards (tackle by Ike Taylor and William Gay),-0.380,0.810
3,7:32,1,10,BUF 28,3,10,EJ Manuel pass complete short right to Fred Jackson for 1 yard (tackle by Steve McLendon and Lawrence Timmons),0.810,0.400
3,6:54,2,9,BUF 29,3,10,EJ Manuel pass complete short right to Scott Chandler for 8 yards (tackle by Lawrence Timmons),0.400,0.760
3,6:22,3,1,BUF 37,3,10,EJ Manuel pass incomplete short left intended for Marquise Goodwin,0.760,-0.910
3,6:16,4,1,BUF 37,3,10,"Brian Moorman punts 45 yards, returned by Antonio Brown for 24 yards (tackle by Chris Hogan)",-0.910,-1.730
3,6:05,1,10,PIT 42,3,10,Ben Roethlisberger pass complete deep middle to Antonio Brown for 40 yards (tackle by Jairus Byrd),1.730,4.370
3,5:15,1,10,BUF 18,3,10,Le'Veon Bell left guard for 4 yards (tackle by Nigel Bradham and Kiko Alonso),4.370,4.430
3,4:33,2,6,BUF 14,3,10,Le'Veon Bell up the middle for 3 yards (tackle by Corbin Bryant),4.430,4.260
3,3:52,3,3,BUF 11,3,10,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,4.260,2.800
3,3:48,4,3,BUF 11,3,10,"Penalty on Marcell Dareus: Encroachment, 5 yards (no play)",2.800,5.830
3,3:48,1,6,BUF 6,3,10,Ben Roethlisberger pass complete short left to Antonio Brown for 2 yards (tackle by Leodis McKelvin),5.830,5.340
3,3:08,2,4,BUF 4,3,16,"Le'Veon Bell up the middle for 4 yards, touchdown",5.340,7.000
3,3:08,,,BUF 2,3,17,Shaun Suisham kicks extra point good,0.000,0.000
3,3:08,,,PIT 35,3,17,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
3,3:02,1,10,BUF 20,3,17,C.J. Spiller left tackle for 7 yards (tackle by William Gay),0.280,0.680
3,2:42,2,3,BUF 27,3,17,EJ Manuel pass incomplete short right intended for Chris Gragg (defended by Troy Polamalu),0.680,-0.030
3,2:37,3,3,BUF 27,3,17,EJ Manuel pass incomplete deep left intended for Steve Johnson,-0.030,-1.570
3,2:32,4,3,BUF 27,3,17,"Brian Moorman punts 37 yards, fair catch by Antonio Brown. Penalty on Will Johnson: Offensive Holding, 10 yards",-1.570,-0.670
3,2:25,1,10,PIT 26,3,17,Le'Veon Bell up the middle for 1 yard (tackle by Jerry Hughes). Penalty on Antonio Brown: Illegal Formation (Declined),0.670,0.270
3,2:02,2,9,PIT 27,3,17,Ben Roethlisberger pass incomplete short right intended for Heath Miller,0.270,-0.430
3,1:58,3,9,PIT 27,3,17,Ben Roethlisberger sacked by Jerry Hughes for -10 yards,-0.430,-2.320
3,1:19,4,19,PIT 17,3,17,"Mat McBriar punts 42 yards, returned by Leodis McKelvin for 7 yards (tackle by Robert Golden)",-2.320,-2.130
3,1:05,1,10,BUF 48,3,17,C.J. Spiller right tackle for 2 yards (tackle by Evander Hood and Jason Worilds),2.130,1.850
3,0:35,2,8,BUF 50,3,17,EJ Manuel for 9 yards,1.850,2.850
3,0:15,1,10,PIT 41,3,17,Fred Jackson up the middle for 4 yards (tackle by Al Woods),2.850,2.850
Quarter,Time,Down,ToGo,Location,BUF,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,PIT 37,3,17,Fred Jackson right tackle for 1 yard (tackle by Vince Williams),2.850,2.280
4,14:15,3,5,PIT 36,3,17,EJ Manuel pass incomplete short left intended for Steve Johnson (defended by William Gay),2.280,0.880
4,14:09,4,5,PIT 36,3,17,"Brian Moorman punts 25 yards, fair catch by Antonio Brown",0.880,0.370
4,14:02,1,10,PIT 11,3,17,Felix Jones left tackle for 3 yards (tackle by Alan Branch),-0.370,-0.530
4,13:21,2,7,PIT 14,3,17,Felix Jones up the middle for 3 yards (tackle by Kiko Alonso),-0.530,-0.720
4,12:40,3,4,PIT 17,3,17,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 9 yards (tackle by Stephon Gilmore),-0.720,0.670
4,11:57,1,10,PIT 26,3,17,Jonathan Dwyer right guard for 17 yards (tackle by Aaron Williams),0.670,1.800
4,11:15,1,10,PIT 43,3,17,Jonathan Dwyer up the middle for -1 yards (tackle by Kyle Williams and Alan Branch),1.800,1.120
4,10:31,2,11,PIT 42,3,17,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,1.120,0.430
4,10:27,3,11,PIT 42,3,17,Ben Roethlisberger sacked by Jerry Hughes for -9 yards,0.430,-1.180
4,9:57,4,20,PIT 33,3,17,"Mat McBriar punts 44 yards, muffed catch by Leodis McKelvin, recovered by Leodis McKelvin and returned for -1 yards (tackle by Curtis Brown)",-1.180,-0.410
4,9:47,1,10,BUF 22,3,17,EJ Manuel pass incomplete deep right intended for Marquise Goodwin is intercepted by Ryan Clark at BUF-50 and returned for 37 yards (tackle by EJ Manuel),0.410,-4.710
4,9:31,1,10,BUF 13,3,17,Le'Veon Bell right guard for -4 yards (tackle by Marcell Dareus),4.710,3.500
4,8:51,2,14,BUF 17,3,17,Le'Veon Bell up the middle for -1 yards (tackle by Kyle Williams),3.500,2.790
4,8:09,3,15,BUF 18,3,17,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders,2.790,2.250
4,8:05,4,15,BUF 18,3,20,Shaun Suisham 37 yard field goal good,2.250,3.000
4,8:05,,,PIT 35,3,20,"Shaun Suisham kicks off 59 yards, out of bounds",0.000,-1.600
4,8:00,1,10,BUF 40,3,20,EJ Manuel pass complete short left to C.J. Spiller for no gain,1.600,1.050
4,7:27,2,10,BUF 40,3,20,EJ Manuel sacked by Jarvis Jones for -7 yards,1.050,-0.560
4,6:52,3,17,BUF 33,3,20,EJ Manuel sacked by Cameron Heyward for -11 yards,-0.560,-1.900
4,6:25,4,28,BUF 22,3,20,"Brian Moorman punts 39 yards, returned by Antonio Brown for 50 yards (tackle by Tashard Choice)",-1.900,-4.840
4,6:10,1,10,BUF 11,3,20,Le'Veon Bell left tackle for 1 yard (tackle by Kiko Alonso),4.840,4.320
4,5:29,2,9,BUF 10,3,20,Le'Veon Bell up the middle for 5 yards (tackle by Marcell Dareus and Kiko Alonso),4.320,4.440
4,4:44,3,4,BUF 5,3,20,Ben Roethlisberger pass incomplete short left intended for Heath Miller (defended by Aaron Williams),4.440,3.010
4,4:38,4,4,BUF 5,3,23,Shaun Suisham 23 yard field goal good,3.010,3.000
4,4:38,,,PIT 35,3,23,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
4,4:34,1,10,BUF 20,3,23,EJ Manuel pass complete short right to C.J. Spiller for 7 yards (tackle by Troy Polamalu and Brett Keisel),0.280,0.680
4,4:02,2,3,BUF 27,3,23,EJ Manuel pass complete short left to Scott Chandler for 6 yards (tackle by William Gay),0.680,1.140
4,3:29,1,10,BUF 33,3,23,EJ Manuel pass incomplete short left intended for T.J. Graham (defended by Cortez Allen),1.140,0.590
4,3:25,2,10,BUF 33,3,23,EJ Manuel pass complete short middle to Scott Chandler for 7 yards (tackle by William Gay),0.590,0.830
4,2:57,3,3,BUF 40,3,23,EJ Manuel pass complete short middle to Chris Hogan for 16 yards (tackle by Cortez Allen),0.830,2.650
4,2:35,1,10,PIT 44,3,23,EJ Manuel pass complete short left to Chris Gragg for 9 yards (tackle by Will Allen),2.650,3.330
4,2:09,2,1,PIT 35,3,23,EJ Manuel pass complete short middle to Chris Gragg for 8 yards (tackle by Lawrence Timmons),3.330,3.780
4,2:00,1,10,PIT 27,3,23,"EJ Manuel pass complete deep right to Marquise Goodwin for 17 yards (tackle by Ike Taylor). Penalty on Erik Pears: Illegal Use of Hands (Offsetting), Penalty on Ike Taylor: Defensive Holding (Offsetting) (no play)",3.780,3.780
4,1:44,1,10,PIT 27,3,23,EJ Manuel pass complete short left to Marcus Easley for 4 yards (tackle by William Gay),3.780,3.770
4,1:44,2,6,PIT 23,3,23,EJ Manuel pass complete short right to Chris Gragg for 6 yards (tackle by Lawrence Timmons),3.770,4.440
4,1:04,1,10,PIT 17,3,23,Fred Jackson right tackle for 11 yards (tackle by Cameron Heyward),4.440,4.440
4,0:58,1,10,PIT 17,3,23,Timeout #1 by Pittsburgh Steelers,4.440,5.830
4,0:58,1,6,PIT 6,3,23,"EJ Manuel pass incomplete. Penalty on Steve McLendon: Unnecessary Roughness, 3 yards",5.830,6.510
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
4,0:55,1,3,PIT 3,3,23,"EJ Manuel pass incomplete short left intended for T.J. Graham. Penalty on EJ Manuel: Intentional Grounding, 10 yards",6.510,6.510
4,0:51,1,3,PIT 3,3,23,Timeout #1 by Buffalo Bills,6.510,3.720
4,0:50,2,13,PIT 13,3,23,EJ Manuel pass complete short middle to Marcus Easley for 9 yards (tackle by Ryan Clark and William Gay),3.720,4.490
4,0:27,3,4,PIT 4,3,23,EJ Manuel pass complete short right to Marquise Goodwin for 2 yards (tackle by Ike Taylor),4.490,4.490
4,0:05,3,4,PIT 4,3,23,Timeout #2 by Buffalo Bills,4.490,3.250
4,0:05,4,2,PIT 2,9,23,"EJ Manuel pass complete short left to Chris Gragg for 2 yards, touchdown",3.250,7.000
4,0:05,,,PIT 2,10,23,Dan Carpenter kicks extra point good,0.000,0.000
4,0:05,,,BUF 35,10,23,"Dan Carpenter kicks off 45 yards, returned by Felix Jones for 1 yard",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
