0,1
Officials,Officials
Referee,Matt Nicks
Umpire,Darin Stiers
Head Linesman,Toney Brasuell
Line Judge,Perry Hudspeth
Back Judge,Chris Atterberry
Side Judge,Steve Stone
Field Judge,Arthur Cook
