Quarter,Time,Tm,Detail,MIN,GNB
1.0,11:26,Packers,James Jones 32 yard pass from Aaron Rodgers (Mason Crosby kick),0,7
,4:07,Packers,Mason Crosby 30 yard field goal,0,10
2.0,12:18,Vikings,Kyle Rudolph 7 yard pass from Christian Ponder (Blair Walsh kick),7,10
,5:08,Vikings,Adrian Peterson 82 yard rush (Blair Walsh kick),14,10
3.0,7:47,Packers,Mason Crosby 47 yard field goal,14,13
,2:12,Packers,James Starks 22 yard rush (Mason Crosby kick),14,20
4.0,4:00,Packers,Mason Crosby 31 yard field goal,14,23
