Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
1,3:01,4,9,BAL 10,0,3,Tyler Bass 28 yard field goal good,2.760,3.000
1,2:57,,,BUF 35,0,3,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
1,2:57,1,10,BAL 25,0,3,"Gus Edwards right tackle for 3 yards (tackle by Tremaine Edmunds and Josh Norman). Gus Edwards fumbles (forced by Josh Norman), recovered by Matt Skura at BAL-28",0.610,0.470
1,2:14,2,7,BAL 28,0,3,Lamar Jackson left end for 3 yards (tackle by A.J. Klein),0.470,0.170
1,1:33,3,4,BAL 31,0,3,Lamar Jackson right end for no gain (tackle by Tremaine Edmunds),0.170,-1.310
1,0:59,4,4,BAL 31,0,3,"Penalty on Morgan Cox: False Start, 5 yards (no play)",-1.310,-1.630
1,0:43,4,9,BAL 26,0,3,Sam Koch punts 37 yards downed by Chris Moore,-1.630,-1.400
1,0:32,1,10,BUF 37,0,3,Josh Allen pass incomplete deep right intended for Stefon Diggs,1.400,0.860
1,0:25,2,10,BUF 37,0,3,Josh Allen pass complete short right to John Brown for 11 yards,0.860,2.130
Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BUF 48,0,3,Josh Allen pass complete deep right to John Brown for 21 yards,2.130,3.510
2,14:46,1,10,BAL 31,0,3,Josh Allen pass incomplete deep left intended for Gabriel Davis,3.510,2.970
2,14:41,2,10,BAL 31,0,3,Josh Allen pass complete short right to Devin Singletary for 2 yards (tackle by L.J. Fort),2.970,2.540
2,13:56,3,8,BAL 29,0,3,Josh Allen right end for 4 yards (tackle by L.J. Fort),2.540,1.880
2,13:21,4,4,BAL 25,0,3,Tyler Bass 43 yard field goal no good,1.880,-1.140
2,13:16,1,10,BAL 33,0,3,J.K. Dobbins right end for 1 yard (tackle by A.J. Epenesa),1.140,0.730
2,12:27,2,9,BAL 34,0,3,Lamar Jackson pass complete deep left to J.K. Dobbins for 31 yards (tackle by Micah Hyde),0.730,3.250
2,12:00,1,10,BUF 35,0,3,"Patrick Mekari for no gain. Patrick Mekari fumbles, recovered by Lamar Jackson at BAL-49 Lamar Jackson pass incomplete short right intended for Mark Andrews",3.250,2.700
2,11:53,2,10,BUF 35,0,3,"Lamar Jackson right tackle for 1 yard (tackle by Mario Addison). Penalty on Ed Oliver: Defensive Offside, 5 yards (no play)",2.700,3.380
2,11:38,2,5,BUF 30,0,3,Gus Edwards up the middle for 2 yards (tackle by Matt Milano),3.380,2.940
2,10:56,3,3,BUF 28,0,3,Lamar Jackson pass incomplete short left intended for Mark Andrews (defended by Matt Milano),2.940,1.680
2,10:52,4,3,BUF 28,0,3,Justin Tucker 46 yard field goal no good,1.680,-1.330
2,10:47,1,10,BUF 36,0,3,Josh Allen pass complete short left to Stefon Diggs for 11 yards (tackle by Jimmy Smith),1.330,2.060
2,10:24,1,10,BUF 47,0,3,Josh Allen pass complete short right to John Brown for 10 yards (tackle by Marcus Peters),2.060,2.720
2,9:41,1,10,BAL 43,0,3,Josh Allen pass incomplete deep right intended for Gabriel Davis,2.720,2.180
2,9:34,2,10,BAL 43,0,3,Josh Allen pass complete short right to John Brown for 2 yards (tackle by Marcus Peters),2.180,1.750
2,9:12,3,8,BAL 41,0,3,"Josh Allen sacked by Matt Judon for -12 yards. Josh Allen fumbles (forced by Matt Judon), recovered by Dion Dawkins at BUF-47",1.750,-0.260
2,8:26,4,20,BUF 47,0,3,"Corey Bojorquez punts 53 yards, touchback.",-0.260,-0.280
2,8:17,1,10,BAL 20,0,3,Lamar Jackson sacked by Jerry Hughes for -9 yards,0.280,-1.440
2,7:32,2,19,BAL 11,0,3,"Lamar Jackson right end for 18 yards (tackle by Jordan Poyer). Penalty on Ben Powers: Offensive Holding, 5 yards (no play)",-1.440,-1.800
2,6:57,2,24,BAL 6,0,3,"Penalty on Mark Andrews: False Start, 3 yards (no play)",-1.800,-2.020
2,6:36,2,27,BAL 3,0,3,"Penalty on Bradley Bozeman: False Start, 2 yards (no play)",-2.020,-2.170
2,6:11,2,29,BAL 1,0,3,Lamar Jackson pass complete short right to Patrick Ricard for 11 yards (tackle by Tremaine Edmunds),-2.170,-2.360
2,5:27,3,18,BAL 12,0,3,Lamar Jackson pass complete deep left to Marquise Brown for 21 yards (tackle by Micah Hyde),-2.360,1.140
2,4:48,1,10,BAL 33,0,3,J.K. Dobbins left tackle for 13 yards (tackle by Tre'Davious White and Levi Wallace),1.140,1.990
2,4:10,1,10,BAL 46,0,3,Lamar Jackson right tackle for -4 yards (tackle by Trent Murphy),1.990,0.910
2,3:30,2,14,BAL 42,0,3,Lamar Jackson pass incomplete short right intended for Mark Andrews,0.910,0.230
2,3:25,3,14,BAL 42,0,3,Lamar Jackson pass incomplete deep left intended for Marquise Brown,0.230,-0.590
2,3:20,4,14,BAL 42,0,3,"Sam Koch punts 48 yards, returned by Andre Roberts for 8 yards (tackle by Kristian Welch and Malik Harrison)",-0.590,-0.040
2,3:07,1,10,BUF 18,0,3,Devin Singletary left tackle for 3 yards (tackle by Brandon Williams),0.040,0.010
2,2:27,2,7,BUF 21,0,3,Josh Allen pass complete short middle to Dawson Knox for 4 yards (tackle by L.J. Fort and Jimmy Smith),0.010,-0.270
2,2:00,3,3,BUF 25,0,3,Josh Allen pass complete short left to Stefon Diggs for 19 yards (tackle by Derek Wolfe),-0.270,1.860
2,1:28,1,10,BUF 44,0,3,Josh Allen pass incomplete short right intended for Cole Beasley,1.860,1.320
2,1:24,2,10,BUF 44,0,3,Josh Allen pass complete short left to John Brown for 6 yards (tackle by Jimmy Smith),1.320,1.420
2,1:19,,,,,,Timeout #1 by Buffalo Bills,,
2,1:19,3,4,BUF 50,0,3,Josh Allen pass incomplete short right intended for Cole Beasley (defended by Calais Campbell),1.420,-0.060
2,1:15,,,,,,Timeout #2 by Buffalo Bills,,
2,1:15,4,4,BUF 50,0,3,Corey Bojorquez punts 23 yards downed by Reid Ferguson,-0.060,-0.740
2,1:03,1,10,BAL 27,0,3,Lamar Jackson pass complete short right to Mark Andrews for 8 yards (tackle by Tremaine Edmunds),0.740,1.280
2,0:47,2,2,BAL 35,0,3,Lamar Jackson pass complete deep middle to Marquise Brown for 30 yards (tackle by Levi Wallace),1.280,3.250
2,0:38,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:38,1,10,BUF 35,0,3,Lamar Jackson pass complete short right to Mark Andrews for 5 yards (tackle by Matt Milano),3.250,3.380
2,0:32,2,5,BUF 30,0,3,Lamar Jackson pass incomplete short right intended for Miles Boykin,3.380,2.680
2,0:27,3,5,BUF 30,0,3,J.K. Dobbins left end for 9 yards (tackle by Tremaine Edmunds),2.680,4.170
2,0:14,1,10,BUF 21,0,3,Lamar Jackson spiked the ball,4.170,3.630
2,0:13,,,,,,Timeout #3 by Buffalo Bills,,
2,0:13,2,10,BUF 21,0,3,Lamar Jackson pass complete short left to Miles Boykin for 5 yards,3.630,3.630
2,0:08,3,5,BUF 16,3,3,Justin Tucker 34 yard field goal good,3.630,3.000
2,0:04,,,BAL 35,3,3,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,0:04,1,10,BUF 25,3,3,Josh Allen kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,3,3,"Justin Tucker kicks off 57 yards, returned by Andre Roberts for 26 yards (tackle by DeShon Elliott)",0.000,1.200
3,14:51,1,10,BUF 34,3,3,Devin Singletary left tackle for 9 yards (tackle by DeShon Elliott),1.200,1.870
3,14:16,2,1,BUF 43,3,3,Devin Singletary left guard for -1 yards (tackle by Chuck Clark and Calais Campbell),1.870,1.030
3,13:38,3,2,BUF 42,3,3,Josh Allen pass complete short left to Dawson Knox for 14 yards (tackle by Jimmy Smith),1.030,2.650
3,13:07,1,10,BAL 44,3,3,Josh Allen sacked by Pernell McPhee for -6 yards,2.650,1.300
3,12:23,2,16,BUF 50,3,3,Josh Allen pass complete short right to Stefon Diggs for 20 yards (tackle by Tramon Williams),1.300,3.580
3,11:43,1,10,BAL 30,3,3,Devin Singletary left end for 12 yards (tackle by DeShon Elliott and Marlon Humphrey),3.580,4.370
3,10:59,1,10,BAL 18,3,3,Josh Allen left end for 6 yards (tackle by DeShon Elliott),4.370,4.810
3,10:20,2,4,BAL 12,3,3,Josh Allen pass incomplete short left intended for Stefon Diggs,4.810,4.030
3,10:17,3,4,BAL 12,3,3,Josh Allen pass complete short right to Devin Singletary for 9 yards (tackle by Chuck Clark and Patrick Queen),4.030,6.510
3,9:36,1,3,BAL 3,3,3,Josh Allen pass incomplete short middle intended for Gabriel Davis,6.510,5.530
3,9:33,2,3,BAL 3,3,9,"Josh Allen pass complete short left to Stefon Diggs for 3 yards, touchdown",5.530,7.000
3,9:29,,,BAL 15,3,10,Tyler Bass kicks extra point good,0.000,0.000
3,9:29,,,BUF 35,3,10,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,9:29,1,10,BAL 25,3,10,Lamar Jackson pass complete short left to Marquise Brown for 7 yards (tackle by Micah Hyde),0.610,1.010
3,8:50,2,3,BAL 32,3,10,J.K. Dobbins left tackle for 5 yards (tackle by Harrison Phillips and A.J. Klein),1.010,1.400
3,8:14,1,10,BAL 37,3,10,J.K. Dobbins right guard for 2 yards (tackle by Matt Milano),1.400,1.130
3,7:41,2,8,BAL 39,3,10,Lamar Jackson pass complete short right to Mark Andrews for 14 yards (tackle by Tre'Davious White),1.130,2.460
3,6:57,1,10,BUF 47,3,10,Lamar Jackson pass complete short left to Mark Andrews for 1 yard (tackle by A.J. Klein),2.460,2.050
3,6:34,2,9,BUF 46,3,10,Lamar Jackson sacked by Jerry Hughes for -4 yards,2.050,0.830
3,5:48,3,13,BAL 50,3,10,Lamar Jackson up the middle for 15 yards (tackle by Matt Milano),0.830,3.250
3,5:03,1,10,BUF 35,3,10,Gus Edwards up the middle for 1 yard (tackle by Tremaine Edmunds),3.250,2.840
3,4:24,2,9,BUF 34,3,10,Lamar Jackson pass complete short left to Willie Snead for 8 yards (tackle by Taron Johnson),2.840,3.200
3,3:44,3,1,BUF 26,3,10,Gus Edwards up the middle for 1 yard (tackle by Matt Milano and Harrison Phillips),3.200,3.910
3,3:00,1,10,BUF 25,3,10,Lamar Jackson pass complete short right to Willie Snead for 9 yards (tackle by Josh Norman),3.910,4.750
3,2:20,2,1,BUF 16,3,10,J.K. Dobbins up the middle for 6 yards (tackle by Jordan Poyer and Jerry Hughes),4.750,4.910
3,1:43,1,10,BUF 10,3,10,"Lamar Jackson for 1 yard. Lamar Jackson fumbles, recovered by Lamar Jackson at BUF-14",4.910,4.380
3,1:03,2,9,BUF 9,3,10,Lamar Jackson pass incomplete short left intended for Marquise Brown,4.380,3.360
3,0:58,3,9,BUF 9,3,16,"Lamar Jackson pass short middle intended for Mark Andrews is intercepted by Taron Johnson at BUF-0 and returned for 101 yards, touchdown",3.360,-7.000
3,0:41,,,BAL 15,3,17,Tyler Bass kicks extra point good,0.000,0.000
3,0:41,,,BUF 35,3,17,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,0:41,1,10,BAL 25,3,17,J.K. Dobbins up the middle for no gain (tackle by Ed Oliver),0.610,0.060
3,0:05,2,10,BAL 25,3,17,"Patrick Mekari for no gain. Patrick Mekari fumbles, recovered by Lamar Jackson at BAL-8 Lamar Jackson pass incomplete short right. Penalty on Lamar Jackson: Intentional Grounding, 23 yards",0.060,-4.110
Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,33,BAL 2,3,17,Tyler Huntley right tackle for 19 yards (tackle by Jordan Poyer),-4.110,-1.960
4,14:23,4,14,BAL 21,3,17,Sam Koch punts 55 yards out of bounds,-1.960,-0.540
4,14:14,1,10,BUF 24,3,17,Josh Allen pass complete short right to John Brown for 4 yards (tackle by Marlon Humphrey),0.540,0.540
4,13:31,2,6,BUF 28,3,17,Josh Allen pass complete short left to Isaiah McKenzie for 7 yards (tackle by Tramon Williams and Jimmy Smith),0.540,1.270
4,12:48,1,10,BUF 35,3,17,Josh Allen pass incomplete short left intended for John Brown,1.270,0.720
4,12:44,2,10,BUF 35,3,17,Devin Singletary left tackle for 3 yards (tackle by Calais Campbell and Brandon Williams),0.720,0.430
4,12:03,3,7,BUF 38,3,17,Josh Allen pass complete short left to Stefon Diggs for 14 yards (tackle by Tramon Williams),0.430,2.390
4,11:21,1,10,BAL 48,3,17,Josh Allen pass complete short right to Stefon Diggs for 10 yards (tackle by Patrick Queen),2.390,3.050
4,10:36,1,10,BAL 38,3,17,Josh Allen right end for -2 yards (tackle by Tyus Bowser),3.050,2.240
4,10:00,2,12,BAL 40,3,17,Josh Allen pass complete short right to Isaiah McKenzie for 1 yard (tackle by Marcus Peters),2.240,1.680
4,9:22,3,11,BAL 39,3,17,Josh Allen pass incomplete deep left intended for John Brown,1.680,0.660
4,9:16,4,11,BAL 39,3,17,Corey Bojorquez punts 29 yards downed by A.J. Klein,0.660,0.380
4,9:05,1,10,BAL 10,3,17,Gus Edwards right tackle for 3 yards (tackle by Harrison Phillips and Tremaine Edmunds),-0.380,-0.560
4,8:33,2,7,BAL 13,3,17,Tyler Huntley pass complete short left to Willie Snead for 5 yards (tackle by Taron Johnson),-0.560,-0.480
4,7:58,3,2,BAL 18,3,17,Gus Edwards left guard for 9 yards (tackle by Levi Wallace and Micah Hyde),-0.480,0.740
4,7:33,1,10,BAL 27,3,17,Tyler Huntley pass incomplete short right intended for Mark Andrews (defended by Tre'Davious White),0.740,0.200
4,7:29,2,10,BAL 27,3,17,Tyler Huntley pass complete short right to Willie Snead for 2 yards (tackle by Taron Johnson),0.200,-0.230
4,6:47,3,8,BAL 29,3,17,Tyler Huntley pass incomplete short left intended for Dez Bryant,-0.230,-1.440
4,6:42,4,8,BAL 29,3,17,Tyler Huntley pass incomplete deep right intended for Marquise Brown,-1.440,-3.640
4,6:36,1,10,BAL 29,3,17,Josh Allen pass incomplete deep right,3.640,3.100
4,6:28,2,10,BAL 29,3,17,Devin Singletary up the middle for -1 yards (tackle by L.J. Fort and Justin Madubuike),3.100,2.280
4,5:42,,,,,,Timeout #1 by Buffalo Bills,,
4,5:42,3,11,BAL 30,3,17,Josh Allen pass complete short left to John Brown for 4 yards (tackle by Anthony Averett),2.280,1.740
4,5:35,,,,,,Timeout #1 by Baltimore Ravens,,
4,5:35,4,7,BAL 26,3,17,Tyler Bass 44 yard field goal no good,1.740,-1.200
4,5:30,1,10,BAL 34,3,17,Tyler Huntley pass complete short middle to Miles Boykin for 4 yards (tackle by Taron Johnson and Ed Oliver),1.200,1.200
4,5:10,2,6,BAL 38,3,17,Tyler Huntley pass complete short right to J.K. Dobbins for 9 yards (tackle by Tremaine Edmunds),1.200,2.060
4,4:49,1,10,BAL 47,3,17,Tyler Huntley pass complete short middle to J.K. Dobbins for 11 yards (tackle by Matt Milano),2.060,2.790
4,4:27,1,10,BUF 42,3,17,Tyler Huntley up the middle for 2 yards (tackle by Ed Oliver),2.790,2.510
4,4:05,2,8,BUF 40,3,17,"Tyler Huntley sacked by Mario Addison for -8 yards. Tyler Huntley fumbles (forced by Mario Addison), recovered by Tyler Huntley at BUF-48",2.510,0.760
4,3:21,3,16,BUF 48,3,17,Tyler Huntley pass complete deep right to Marquise Brown for 29 yards (tackle by Taron Johnson),0.760,4.310
4,3:12,1,10,BUF 19,3,17,Tyler Huntley pass incomplete short right intended for Justice Hill (defended by Matt Milano),4.310,3.750
4,3:07,2,10,BUF 19,3,17,Tyler Huntley left end for 11 yards (tackle by Micah Hyde),3.750,5.370
4,3:00,1,8,BUF 8,3,17,J.K. Dobbins left end for -2 yards (tackle by Taron Johnson),5.370,4.190
4,2:55,2,10,BUF 10,3,17,Tyler Huntley pass incomplete short middle intended for Mark Andrews,4.190,3.130
4,2:50,3,10,BUF 10,3,17,Tyler Huntley pass incomplete short left intended for J.K. Dobbins,3.130,2.760
4,2:46,4,10,BUF 10,3,17,Tyler Huntley pass incomplete short middle intended for Mark Andrews (defended by Tremaine Edmunds),2.760,0.380
4,2:41,1,10,BUF 10,3,17,Devin Singletary left guard for no gain (tackle by Matt Judon),-0.380,-0.780
4,2:36,,,,,,Timeout #2 by Baltimore Ravens,,
4,2:36,2,10,BUF 10,3,17,T.J. Yeldon left tackle for 3 yards (tackle by Brandon Williams),-0.780,-1.070
4,2:30,,,,,,Timeout #3 by Baltimore Ravens,,
4,2:30,3,7,BUF 13,3,17,"Penalty on Calais Campbell: Neutral Zone Infraction, 5 yards (no play)",-1.070,-0.480
4,2:30,3,2,BUF 18,3,17,T.J. Yeldon left tackle for 1 yard (tackle by Brandon Williams and Matt Judon),-0.480,-2.140
4,2:00,4,1,BUF 19,3,17,"Corey Bojorquez punts 53 yards, returned by Devin Duvernay for 5 yards (tackle by A.J. Klein). Penalty on Malik Harrison: Running Into the Kicker, 5 yards (no play)",-2.140,0.540
4,1:48,1,10,BUF 24,3,17,Josh Allen kneels for -1 yards,0.540,-0.140
4,1:07,2,11,BUF 23,3,17,Josh Allen kneels for -2 yards,-0.140,-1.090
4,0:36,3,13,BUF 21,3,17,Josh Allen kneels for -1 yards,-1.090,-2.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
