Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Willie Snead,BAL,5,5,25,0,,14,2.8,11,2.2,2.8,0,,0,0.0,0,87.5
Mark Andrews,BAL,11,4,28,0,1,16,4.0,12,3.0,6.3,1,4.0,0,0.0,1,7.0
Marquise Brown,BAL,7,4,87,0,3,70,17.5,17,4.3,19.4,0,,0,0.0,0,101.5
Miles Boykin,BAL,4,3,20,0,,15,5.0,5,1.7,4.5,0,,0,0.0,0,85.4
J.K. Dobbins,BAL,5,3,51,0,3,30,10.0,21,7.0,8.2,1,3.0,2,40.0,0,94.6
Patrick Ricard,BAL,1,1,11,0,,-1,-1.0,12,12.0,-1.0,0,,0,0.0,0,112.5
Dez Bryant,BAL,1,0,0,0,,0,,0,,12.0,0,,0,0.0,0,39.6
Justice Hill,BAL,1,0,0,0,,0,,0,,-1.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
John Brown,BUF,11,8,62,0,3,51,6.4,11,1.4,8.7,0,,0,0.0,0,86.2
Stefon Diggs,BUF,11,8,106,1,8,64,8.0,42,5.3,15.2,1,8.0,0,0.0,0,133.1
Devin Singletary,BUF,3,3,12,0,1,-6,-2.0,18,6.0,-2.0,0,,0,0.0,0,83.3
Dawson Knox,BUF,2,2,18,0,1,3,1.5,15,7.5,1.5,0,,0,0.0,0,104.2
Isaiah McKenzie,BUF,2,2,8,0,1,-4,-2.0,12,6.0,-2.0,0,,0,0.0,0,83.3
Cole Beasley,BUF,2,0,0,0,,0,,0,,3.5,0,,1,50.0,0,39.6
Gabriel Davis,BUF,4,0,0,0,,0,,0,,14.8,0,,1,25.0,0,39.6
