Player,Pos
Mike Glennon,QB
Doug Martin,RB
Erik Lorig,FB
Mike Williams,WR
Vincent Jackson,WR
Nate Byham,TE
Donald Penn,LT
Carl Nicks,LG
Jeremy Zuttah,C
Davin Joseph,RG
Demar Dotson,RT
Daniel Te'o-Nesheim,LDE
Gerald McCoy,DT
Akeem Spence,DT
Adrian Clayborn,RDE
Mason Foster,MLB
Lavonte David,WLB
Darrelle Revis,LCB
Johnthan Banks,CB
Leonard Johnson,RCB
Mark Barron,SS
Dashon Goldson,FS
