#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:34,TAM 34,6,3:05,0,Punt
2,1,8:43,ARI 41,6,2:26,41,Touchdown
3,1,4:26,TAM 31,5,2:43,19,Punt
4,1,0:15,TAM 21,7,3:59,32,Punt
5,2,8:39,TAM 14,6,2:56,7,Punt
6,2,4:50,TAM 7,13,4:23,61,Field Goal
7,2,0:05,TAM 24,1,0:05,-1,End of Half
8,3,15:00,TAM 21,6,3:03,36,Punt
9,3,4:16,TAM 20,4,0:55,1,Punt
10,3,1:04,TAM 23,7,2:34,27,Fumble
11,4,11:16,TAM 16,7,5:13,32,Punt
12,4,4:04,TAM 7,2,0:52,4,Interception
13,4,3:06,TAM 10,3,1:10,-9,Punt
14,4,1:29,TAM 20,4,0:41,21,Interception
