Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
1,5:41,1,10,NOR 49,0,0,Rashad Jennings middle for -4 yards (tackle by Craig Robertson),2.320,1.240
1,5:08,2,14,NYG 47,0,0,Eli Manning pass complete short middle to Sterling Shepard for 6 yards (tackle by Kenny Vaccaro),1.240,1.360
1,4:40,3,8,NOR 47,0,0,"Eli Manning pass incomplete deep left intended for Odell Beckham. Penalty on Cameron Jordan: Defensive Offside (Declined), Penalty on Sterling Moore: Defensive Pass Interference, 23 yards (no play)",1.360,3.970
1,4:30,1,10,NOR 24,0,0,Eli Manning pass complete short left to Odell Beckham for 13 yards (tackle by Sterling Moore),3.970,4.840
1,4:10,1,10,NOR 11,0,0,Eli Manning pass complete short left to Shane Vereen for 3 yards (tackle by Cameron Jordan and Kenny Vaccaro),4.840,4.700
1,3:33,2,7,NOR 8,0,0,Shane Vereen right guard for 5 yards (tackle by Jairus Byrd and Vonn Bell),4.700,4.890
1,2:54,3,2,NOR 3,0,0,Eli Manning pass incomplete short left intended for Larry Donnell,4.890,3.050
1,2:49,4,2,NOR 3,0,0,Eli Manning pass incomplete short middle intended for Odell Beckham (defended by Sterling Moore),3.050,0.380
1,2:43,1,10,NOR 3,0,0,John Kuhn right guard for 2 yards (tackle by Damon Harrison and Devon Kennard),-0.380,-0.630
1,2:10,2,8,NOR 5,0,0,Drew Brees pass complete short left to Brandin Cooks for 5 yards (tackle by Kelvin Sheppard),-0.630,-0.600
1,1:33,3,3,NOR 10,0,0,Drew Brees pass incomplete short left intended for Willie Snead,-0.600,-2.490
1,1:28,4,3,NOR 10,0,0,"Thomas Morstead punts 57 yards, out of bounds",-2.490,-1.140
1,1:19,1,10,NYG 33,0,0,Eli Manning pass complete short left to Odell Beckham for 8 yards (tackle by Sterling Moore),1.140,1.670
1,0:50,2,2,NYG 41,0,0,Eli Manning pass complete short left to Odell Beckham for 5 yards (tackle by Sterling Moore),1.670,1.990
1,0:16,1,10,NYG 46,0,0,Eli Manning pass complete short left to Rashad Jennings for 6 yards (tackle by Jairus Byrd),1.990,2.260
Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,NOR 48,0,0,Rashad Jennings left guard for 5 yards (tackle by John Jenkins),2.260,2.720
2,14:32,1,10,NOR 43,0,0,Eli Manning pass complete short left to Odell Beckham for 6 yards (tackle by Sterling Moore),2.720,2.990
2,14:24,2,4,NOR 37,0,0,"Shane Vereen right tackle for no gain (tackle by Kenny Vaccaro). Shane Vereen fumbles (forced by Kenny Vaccaro), recovered by James Laurinaitis at NOR-36 (tackle by Justin Pugh)",2.990,-1.330
2,14:17,1,10,NOR 36,0,0,Mark Ingram right tackle for 9 yards (tackle by Eli Apple),1.330,2.010
2,13:51,2,1,NOR 45,0,0,Drew Brees pass complete short right to John Kuhn for 5 yards (tackle by Jonathan Casillas),2.010,2.260
2,13:19,1,10,,0,0,"Penalty on Mark Ingram: False Start, 5 yards (no play)",2.260,1.930
2,13:09,1,15,NOR 45,0,0,Drew Brees pass incomplete short middle intended for Coby Fleener (defended by Jonathan Casillas),1.930,1.040
2,13:00,2,15,NOR 45,0,0,Drew Brees pass complete short right to Mark Ingram for 5 yards (tackle by Jonathan Casillas and Keenan Robinson),1.040,1.030
2,12:25,3,10,,0,0,Drew Brees sacked by Leon Hall for -11 yards,1.030,-0.780
2,11:49,4,21,NOR 39,0,0,"Thomas Morstead punts 48 yards, out of bounds",-0.780,0.320
2,11:42,1,10,NYG 13,0,0,Rashad Jennings left tackle for 7 yards (tackle by Vonn Bell),-0.320,0.220
2,11:22,2,3,NYG 20,0,0,Eli Manning pass complete short middle to Larry Donnell for 12 yards (tackle by Craig Robertson and James Laurinaitis),0.220,1.070
2,10:53,1,10,NYG 32,0,0,Rashad Jennings left tackle for 4 yards (tackle by Vonn Bell),1.070,1.070
2,10:12,2,6,NYG 36,0,0,Rashad Jennings right guard for 4 yards (tackle by Craig Robertson),1.070,0.890
2,9:31,3,2,NYG 40,0,0,"Eli Manning pass complete short right to Victor Cruz for 40 yards (tackle by Ken Crawley and Jairus Byrd). Victor Cruz fumbles (forced by Ken Crawley), recovered by De'Vante Harris at NOR-16 (tackle by Victor Cruz)",0.890,0.140
2,9:19,1,10,NOR 16,0,0,Drew Brees pass complete short right to Coby Fleener for 8 yards (tackle by Nat Berhe),-0.140,0.550
2,8:47,2,2,NOR 24,0,0,Tim Hightower left tackle for 5 yards (tackle by Janoris Jenkins),0.550,0.870
2,8:16,1,10,NOR 29,0,0,Tim Hightower right tackle for 6 yards (tackle by Eli Apple and Devon Kennard),0.870,1.140
2,7:47,2,4,NOR 35,0,0,Drew Brees pass incomplete deep left intended for Willie Snead,1.140,0.430
2,7:41,3,4,NOR 35,0,0,Drew Brees pass complete short left to Tommylee Lewis for -1 yards (tackle by Janoris Jenkins),0.430,-1.110
2,7:12,4,5,NOR 34,0,0,"Thomas Morstead punts 66 yards, touchback",-1.110,-0.280
2,7:03,1,10,NYG 20,0,0,Rashad Jennings right guard for 1 yard (tackle by Craig Robertson),0.280,-0.130
2,6:30,2,9,NYG 21,0,0,Shane Vereen right end for 9 yards (tackle by Paul Kruger),-0.130,0.940
2,5:52,1,10,NYG 30,0,0,Eli Manning pass complete short left to Victor Cruz for 6 yards (tackle by Ken Crawley),0.940,1.200
2,5:24,2,4,NYG 36,0,0,Eli Manning pass complete short middle to Will Tye for 5 yards (tackle by Kenny Vaccaro),1.200,1.660
2,4:53,1,10,NYG 41,0,0,Eli Manning sacked by Cameron Jordan for -6 yards,1.660,0.310
2,4:15,2,16,NYG 35,0,0,"Eli Manning sacked by Michael Mauti for -9 yards. Eli Manning fumbles (forced by Michael Mauti), recovered by Paul Kruger at NYG-26 and returned for 1 yards (tackle by Ereck Flowers)",0.310,-3.910
2,4:06,1,10,NYG 25,0,0,"Drew Brees pass incomplete short right intended for Mark Ingram. Penalty on Brandon Coleman: Offensive Pass Interference, 10 yards (no play)",3.910,3.250
2,3:58,1,20,NYG 35,0,0,Drew Brees pass incomplete deep right intended for Coby Fleener,3.250,2.010
2,3:53,2,20,NYG 35,0,0,Drew Brees pass complete short middle to Brandin Cooks for 5 yards (tackle by Keenan Robinson and Leon Hall),2.010,2.010
2,3:20,3,15,NYG 30,0,0,Drew Brees pass complete short left to Travaris Cadet for 10 yards (tackle by Landon Collins and Keenan Robinson),2.010,2.170
2,2:45,4,5,NYG 20,0,6,"Wil Lutz 38 yard field goal no good, blocked by Johnathan Hankins, recovered by Janoris Jenkins and returned for 65 yards, touchdown",2.170,-7.000
2,2:30,,,NOR 20,0,7,Josh Brown kicks extra point good,0.000,0.000
2,2:30,,,NYG 35,0,7,"Josh Brown kicks off 65 yards, touchback",0.000,-0.610
2,2:30,1,10,NOR 25,0,7,Mark Ingram right end for 1 yard (tackle by Eli Apple),0.610,0.200
2,2:00,2,9,NOR 26,0,7,Drew Brees pass incomplete short middle intended for Brandin Cooks (defended by Jason Pierre-Paul),0.200,-0.490
2,1:56,3,9,NOR 26,0,7,Drew Brees pass complete short middle to Michael Thomas for 17 yards (tackle by Darian Thompson),-0.490,1.800
2,1:33,1,10,NOR 43,0,7,Drew Brees pass complete short middle to Michael Thomas for 23 yards (tackle by Darian Thompson and Eli Apple),1.800,1.800
2,1:24,1,10,NOR 43,0,7,Timeout #1 by New Orleans Saints,1.800,3.310
2,1:24,1,10,NYG 34,0,7,Drew Brees pass complete short right to Willie Snead for 4 yards (tackle by Landon Collins),3.310,3.310
2,1:03,2,6,NYG 30,0,7,Drew Brees pass complete short left to Brandon Coleman for 5 yards (tackle by Janoris Jenkins),3.310,3.270
2,0:31,3,1,NYG 25,0,7,Drew Brees pass complete short left to Willie Snead for 5 yards (tackle by Leon Hall),3.270,3.270
2,0:25,3,1,NYG 25,0,7,Timeout #2 by New Orleans Saints,3.270,4.240
2,0:25,1,10,NYG 20,0,7,Drew Brees pass incomplete short left intended for Coby Fleener,4.240,3.690
2,0:21,2,10,NYG 20,0,7,Drew Brees pass complete short middle to Mark Ingram for -3 yards (tackle by Johnathan Hankins and Romeo Okwara),3.690,3.690
2,0:15,2,10,NYG 20,0,7,Timeout #3 by New Orleans Saints,3.690,2.610
2,0:15,3,13,NYG 23,0,7,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",2.610,1.950
2,0:15,3,18,NYG 28,0,7,Drew Brees pass complete short left to Travaris Cadet for 7 yards (tackle by Janoris Jenkins),1.950,2.060
2,0:11,4,11,NYG 21,3,7,Wil Lutz 39 yard field goal good,2.060,3.000
2,0:11,,,NOR 35,3,7,"Wil Lutz kicks off 45 yards, returned by Mark Herzlich for 2 yards (tackle by Nathan Stupar)",0.000,-0.410
2,0:03,1,10,NYG 22,3,7,Eli Manning kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,3,7,"Wil Lutz kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,NYG 25,3,7,Rashad Jennings right guard for -1 yards (tackle by Cameron Jordan and Tyeler Davison),0.610,-0.070
3,14:19,2,11,NYG 24,3,7,Eli Manning pass complete short left to Larry Donnell for 1 yard (tackle by Jairus Byrd),-0.070,-0.620
3,13:39,3,10,NYG 25,3,7,Eli Manning pass complete short middle to Sterling Shepard for 18 yards (tackle by De'Vante Harris),-0.620,1.800
3,13:09,1,10,NYG 43,3,7,Eli Manning pass complete short middle to Odell Beckham for 17 yards (tackle by Sterling Moore and James Laurinaitis),1.800,2.920
3,12:41,1,10,NOR 40,3,7,Rashad Jennings left guard for 1 yard (tackle by Tyeler Davison and Paul Kruger),2.920,2.510
3,12:06,2,9,NOR 39,3,7,Eli Manning pass incomplete short left intended for Victor Cruz,2.510,1.820
3,11:58,3,9,NOR 39,3,7,Eli Manning pass complete short middle to Sterling Shepard for 4 yards (tackle by Kenny Vaccaro),1.820,0.980
3,11:24,4,5,NOR 35,3,7,Josh Brown 53 yard field goal no good,0.980,-1.800
3,11:11,1,10,NOR 43,3,7,Drew Brees pass incomplete short right intended for Michael Thomas (defended by Janoris Jenkins),1.800,1.250
3,11:05,2,10,NOR 43,3,7,Drew Brees pass complete short left to Brandin Cooks for 11 yards (tackle by Dominique Rodgers-Cromartie),1.250,2.520
3,10:32,1,10,NYG 46,3,7,Mark Ingram right guard for 1 yard (tackle by Landon Collins and Leon Hall),2.520,2.110
3,9:58,2,9,NYG 45,3,7,Drew Brees pass complete short left to Mark Ingram for 2 yards (tackle by Jonathan Casillas and Janoris Jenkins),2.110,1.680
3,9:09,3,7,NYG 43,3,7,Drew Brees pass incomplete short left intended for Coby Fleener,1.680,0.400
3,9:04,4,7,NYG 43,3,7,"Thomas Morstead punts 40 yards. Penalty on Justin Drescher: Offensive Holding, 10 yards (no play)",0.400,-0.260
3,8:55,4,17,NOR 47,3,7,"Thomas Morstead punts 46 yards, returned by Dwayne Harris for 9 yards (tackle by Michael Mauti)",-0.260,0.140
3,8:44,1,10,NYG 16,3,7,Eli Manning pass incomplete short right intended for Will Tye,-0.140,-0.660
3,8:39,2,10,NYG 16,3,7,Eli Manning pass complete short right to Shane Vereen for 12 yards (tackle by Michael Mauti and Cameron Jordan),-0.660,0.810
3,7:59,1,10,NYG 28,3,7,Shane Vereen left guard for -2 yards (tackle by Kenny Vaccaro and Cameron Jordan),0.810,-0.010
3,7:27,2,12,NYG 26,3,7,Eli Manning pass complete short left to Odell Beckham for 14 yards (tackle by David Onyemata),-0.010,1.600
3,6:54,1,10,NYG 40,3,7,Shane Vereen right tackle for 5 yards (tackle by Ken Crawley and De'Vante Harris),1.600,1.730
3,6:25,2,5,NYG 45,3,7,Shane Vereen left guard for 3 yards (tackle by Craig Robertson),1.730,1.420
3,5:44,3,2,NYG 48,3,7,Eli Manning pass complete deep right to Sterling Shepard for 32 yards (tackle by De'Vante Harris),1.420,4.240
3,5:01,1,10,NOR 20,3,7,"Eli Manning pass complete short left to Sterling Shepard for 5 yards (tackle by Ken Crawley). Penalty on Marshall Newhouse: Offensive Holding, 10 yards (no play)",4.240,3.580
3,4:34,1,20,NOR 30,3,7,"Eli Manning pass complete short right to Shane Vereen for no gain. Penalty on Ereck Flowers: Offensive Holding, 10 yards (no play)",3.580,2.920
3,4:13,1,30,NOR 40,3,7,Shane Vereen middle for 3 yards (tackle by Nick Fairley and Vonn Bell),2.920,1.400
3,3:37,2,27,NOR 37,3,7,Eli Manning pass complete short right to Rashad Jennings for 7 yards (tackle by Jairus Byrd),1.400,1.680
3,2:56,3,20,NOR 30,3,7,Eli Manning pass incomplete short left intended for Odell Beckham,1.680,1.410
3,2:51,4,20,NOR 30,3,10,Josh Brown 48 yard field goal good,1.410,3.000
3,2:51,,,NYG 35,3,10,"Josh Brown kicks off 52 yards, returned by Travaris Cadet for 13 yards (tackle by Mark Herzlich)",0.000,-0.670
3,2:40,1,10,NOR 26,3,10,Drew Brees pass incomplete short right intended for Coby Fleener (defended by Kelvin Sheppard),0.670,0.130
3,2:36,2,10,NOR 26,3,10,Drew Brees pass complete short left to John Kuhn for 3 yards (tackle by Leon Hall),0.130,-0.160
3,1:59,3,7,NOR 29,3,10,Drew Brees pass complete short middle to Willie Snead for 15 yards (tackle by Dominique Rodgers-Cromartie),-0.160,1.860
3,1:27,1,10,NOR 44,3,10,Mark Ingram left guard for 3 yards (tackle by Damon Harrison and Olivier Vernon),1.860,1.720
3,0:48,2,7,NOR 47,3,10,Drew Brees pass complete short left to Brandin Cooks for 12 yards (tackle by Eli Apple),1.720,2.850
3,0:28,1,10,NYG 41,3,10,Drew Brees pass complete short right to Mark Ingram for 13 yards (tackle by Eli Apple),2.850,3.710
Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 28,3,10,Drew Brees pass complete short left to Brandin Cooks for 3 yards (tackle by Janoris Jenkins),3.710,3.570
4,14:28,2,7,NYG 25,3,10,Drew Brees pass complete short left to Michael Thomas for 8 yards (tackle by Janoris Jenkins and Jonathan Casillas),3.570,4.440
4,13:53,1,10,NYG 17,9,10,"Drew Brees pass complete deep middle to Willie Snead for 17 yards, touchdown",4.440,7.000
4,13:53,,,NYG 17,10,10,Wil Lutz kicks extra point good,0.000,0.000
4,13:53,,,NOR 35,10,10,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,13:45,1,10,NYG 25,10,10,Eli Manning pass complete short middle to Sterling Shepard for 14 yards (tackle by Jairus Byrd),0.610,1.530
4,13:20,1,10,NYG 39,10,10,Eli Manning pass complete short left to Odell Beckham for 10 yards (tackle by Sterling Moore),1.530,2.190
4,12:52,1,10,NYG 49,10,10,Orleans Darkwa right tackle for -1 yards (tackle by Vonn Bell and Tyeler Davison),2.190,1.510
4,12:16,2,11,NYG 48,10,10,Eli Manning pass complete short right to Orleans Darkwa for 3 yards (tackle by Ken Crawley and Craig Robertson),1.510,1.220
4,11:29,3,8,NOR 49,10,10,Eli Manning pass complete short middle to Sterling Shepard for 32 yards (tackle by Sterling Moore),1.220,4.440
4,11:01,1,10,NOR 17,10,10,Eli Manning pass complete short middle to Shane Vereen for 9 yards (tackle by Craig Robertson),4.440,5.480
4,10:32,2,1,NOR 8,10,10,Shane Vereen left guard for 7 yards (tackle by Vonn Bell and Jairus Byrd),5.480,6.970
4,10:12,1,1,NOR 1,10,10,Shane Vereen right guard for no gain (tackle by Craig Robertson and Cameron Jordan),6.970,5.910
4,9:28,2,1,NOR 1,10,10,Shane Vereen left guard for no gain (tackle by Cameron Jordan and Tyeler Davison),5.910,5.170
4,8:55,3,1,NOR 1,10,10,Eli Manning pass incomplete short right intended for Victor Cruz (defended by Cameron Jordan),5.170,3.550
4,8:49,4,1,NOR 1,10,13,Josh Brown 19 yard field goal good,3.550,3.000
4,8:49,,,NYG 35,10,13,"Josh Brown kicks off 65 yards, touchback",0.000,-0.610
4,8:46,1,10,NOR 25,10,13,Drew Brees pass complete deep left to Coby Fleener for 21 yards (tackle by Darian Thompson),0.610,1.990
4,8:12,1,10,NOR 46,10,13,Drew Brees pass incomplete short middle intended for Willie Snead (defended by Keenan Robinson),1.990,1.450
4,8:04,2,10,NOR 46,10,13,Drew Brees pass incomplete deep right intended for Brandin Cooks (defended by Eli Apple),1.450,0.760
4,7:58,3,10,NOR 46,10,13,"Drew Brees sacked by Olivier Vernon for -10 yards. Penalty on Romeo Okwara: Defensive Offside (Offsetting), Penalty on Terron Armstead: Offensive Holding (Offsetting) (no play)",0.760,0.760
4,7:42,3,10,NOR 46,10,13,Drew Brees pass incomplete deep left intended for Brandon Coleman (defended by Janoris Jenkins),0.760,-0.320
4,7:36,4,10,NOR 46,10,13,"Thomas Morstead punts 54 yards, touchback",-0.320,-0.280
4,7:26,1,10,NYG 20,10,13,Eli Manning pass complete short right to Larry Donnell for 5 yards (tackle by Craig Robertson and Sterling Moore),0.280,0.410
4,6:58,2,5,NYG 25,10,13,Rashad Jennings left guard for 2 yards (tackle by David Onyemata and Craig Robertson),0.410,-0.030
4,6:31,3,3,NYG 27,10,13,Eli Manning pass incomplete deep left intended for Victor Cruz (defended by Ken Crawley),-0.030,-1.570
4,6:19,4,3,NYG 27,10,13,"Brad Wing punts 53 yards, returned by Tommylee Lewis for 6 yards (tackle by Mark Herzlich)",-1.570,-0.670
4,6:07,1,10,NOR 26,10,13,Drew Brees pass complete short left to Brandin Cooks for 14 yards (tackle by Keenan Robinson),0.670,1.600
4,5:42,1,10,NOR 40,10,13,Drew Brees pass complete short right to Michael Thomas for 8 yards (tackle by Eli Apple and Jonathan Casillas),1.600,2.130
4,5:04,2,2,NOR 48,10,13,Drew Brees pass complete short middle to Brandon Coleman for 10 yards (tackle by Jonathan Casillas),2.130,2.790
4,4:32,1,10,NYG 42,10,13,"Mark Ingram left end for 16 yards (tackle by Darian Thompson). Penalty on Brandon Coleman: Offensive Holding, 10 yards (no play)",2.790,2.130
4,4:24,1,20,NOR 48,10,13,"Penalty on Jason Pierre-Paul: Neutral Zone Infraction, 5 yards (no play)",2.130,2.460
4,4:24,1,15,NYG 47,10,13,Drew Brees pass complete deep right to Brandin Cooks for 18 yards (tackle by Darian Thompson),2.460,3.640
4,3:48,1,10,NYG 29,10,13,Mark Ingram left guard for 2 yards (tackle by Johnathan Hankins),3.640,3.370
4,3:10,2,8,NYG 27,10,13,Drew Brees pass incomplete short right intended for Travaris Cadet,3.370,2.680
4,3:05,3,8,NYG 27,10,13,Drew Brees pass incomplete deep right intended for Brandon Coleman,2.680,1.670
4,2:59,4,8,NYG 27,13,13,Wil Lutz 45 yard field goal good,1.670,3.000
4,2:59,,,NOR 35,13,13,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,2:54,1,10,NYG 25,13,13,Shane Vereen middle for 9 yards (tackle by Nick Fairley),0.610,1.280
4,2:27,2,1,NYG 34,13,13,"Eli Manning pass incomplete short left intended for Odell Beckham. Penalty on Sterling Moore: Defensive Pass Interference, 13 yards (no play)",1.280,2.060
4,2:22,1,10,NYG 47,13,13,Shane Vereen right tackle for -2 yards (tackle by Craig Robertson),2.060,2.060
4,2:15,1,10,NYG 47,13,13,Timeout #1 by New Orleans Saints,2.060,1.250
4,2:15,2,12,NYG 45,13,13,Eli Manning pass complete short right to Victor Cruz for 11 yards (tackle by Ken Crawley),1.250,2.020
4,2:11,3,1,NOR 44,13,13,Eli Manning pass complete short middle to Sterling Shepard for 6 yards (tackle by Kenny Vaccaro),2.020,3.050
4,2:00,1,10,NOR 38,13,13,Shane Vereen middle for 2 yards (tackle by Michael Mauti),3.050,3.050
4,1:54,1,10,NOR 38,13,13,Timeout #2 by New Orleans Saints,3.050,2.780
4,1:54,2,8,NOR 36,13,13,Eli Manning pass incomplete deep left intended for Odell Beckham,2.780,2.080
4,1:49,3,8,NOR 36,13,13,Eli Manning pass complete deep right to Victor Cruz for 34 yards (tackle by Ken Crawley),2.080,2.080
4,1:32,3,8,NOR 36,13,13,Timeout #3 by New Orleans Saints,2.080,6.740
4,1:32,1,2,NOR 2,13,13,Eli Manning kneels for -1 yards,6.740,6.740
4,0:51,1,2,NOR 2,13,13,Timeout #1 by New York Giants,6.740,5.530
4,0:51,2,3,NOR 3,13,13,Eli Manning kneels for -1 yards,5.530,5.530
4,0:10,2,3,NOR 3,13,13,Timeout #2 by New York Giants,5.530,4.490
4,0:10,3,4,NOR 4,13,13,Eli Manning kneels for -1 yards,4.490,4.490
4,0:02,3,4,NOR 4,13,13,Timeout #3 by New York Giants,4.490,3.010
4,0:02,4,5,NOR 5,13,16,Josh Brown 23 yard field goal good. Penalty on Nick Fairley: Unsportsmanlike Conduct (Declined),3.010,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
