Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
1,8:31,1,10,BUF 38,3,0,Tyrod Taylor pass complete deep right to Nick O'Leary for 26 yards (tackle by Chris Conte),1.470,3.180
1,7:55,1,10,TAM 36,3,0,Tyrod Taylor pass incomplete short right intended for Zay Jones,3.180,2.640
1,7:50,2,10,TAM 36,3,0,Tyrod Taylor pass incomplete short middle intended for Jordan Matthews,2.640,1.950
1,7:47,3,10,TAM 36,3,0,Tyrod Taylor right guard for 26 yards (tackle by Chris Conte and Justin Evans),1.950,4.910
1,7:03,1,10,TAM 10,3,0,LeSean McCoy left guard for 3 yards (tackle by Chris Baker),4.910,4.760
1,6:32,2,7,TAM 7,3,0,Tyrod Taylor right end for 1 yard (tackle by Lavonte David),4.760,4.040
1,5:52,3,6,TAM 6,3,0,Tyrod Taylor pass incomplete short right intended for LeSean McCoy,4.040,2.990
1,5:49,4,6,TAM 6,3,3,Steven Hauschka 25 yard field goal good,2.990,3.000
1,5:45,,,BUF 35,3,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
1,5:45,1,10,TAM 25,3,3,Jameis Winston pass complete short right to Jacquizz Rodgers for 9 yards (tackle by Lorenzo Alexander),0.610,1.280
1,5:13,2,1,TAM 34,3,3,Jacquizz Rodgers middle for 2 yards (tackle by Shaq Lawson and Lorenzo Alexander),1.280,1.330
1,4:35,1,10,TAM 36,3,3,Jameis Winston pass complete short left to Doug Martin for 14 yards (tackle by E.J. Gaines),1.330,2.260
1,4:10,1,10,,3,3,Doug Martin middle for 4 yards (tackle by Ryan Davis),2.260,2.250
1,3:38,2,6,BUF 46,3,3,Jameis Winston pass complete short left to DeSean Jackson for 14 yards (tackle by Preston Brown),2.250,3.450
1,2:56,1,10,BUF 32,3,3,Doug Martin right guard for 1 yard (tackle by Ryan Davis),3.450,3.040
1,2:20,2,9,BUF 31,3,3,Jameis Winston pass complete short right to DeSean Jackson for 20 yards (tackle by Leonard Johnson),3.040,4.840
1,1:53,1,10,BUF 11,3,3,"Jameis Winston for no gain. Jameis Winston fumbles, recovered by Jameis Winston at BUF-12",4.840,3.980
1,1:12,2,11,BUF 12,3,3,Jameis Winston pass complete short left to Chris Godwin for 5 yards (tackle by Leonard Johnson and Preston Brown),3.980,3.980
1,0:30,3,6,BUF 7,3,3,Jameis Winston pass incomplete short middle intended for Cameron Brate (defended by Jordan Poyer),3.980,2.980
1,0:25,4,6,BUF 7,6,3,Patrick Murray 25 yard field goal good,2.980,3.000
1,0:22,,,TAM 35,6,3,"Patrick Murray kicks off 66 yards, returned by Brandon Tate for 23 yards (tackle by T.J. Ward)",0.000,-0.410
1,0:16,1,10,BUF 22,6,3,LeSean McCoy left tackle for 5 yards (tackle by Chris Baker and Kwon Alexander),0.410,0.540
Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,BUF 27,6,3,LeSean McCoy middle for 4 yards (tackle by Kwon Alexander and Robert Ayers),0.540,0.370
2,14:27,3,1,BUF 31,6,3,LeSean McCoy left end for 23 yards (tackle by Lavonte David),0.370,2.520
2,14:01,1,10,TAM 46,6,3,Tyrod Taylor sacked by Robert Ayers for -7 yards,2.520,1.030
2,13:23,2,17,BUF 47,6,3,Mike Tolbert right tackle for 9 yards (tackle by Lavonte David),1.030,1.550
2,12:50,3,8,TAM 44,6,3,Tyrod Taylor pass complete short right to Deonte Thompson for 13 yards (tackle by Brent Grimes). Penalty on Gerald McCoy: Defensive Offside (Declined),1.550,3.510
2,12:27,1,10,TAM 31,6,3,Tyrod Taylor middle for 16 yards (tackle by T.J. Ward),3.510,4.580
2,11:48,1,10,TAM 15,6,3,LeSean McCoy middle for no gain (tackle by Kwon Alexander and Lavonte David),4.580,3.950
2,11:14,2,10,TAM 15,6,3,Tyrod Taylor pass complete short middle to LeSean McCoy for 5 yards (tackle by Kendell Beckwith and Justin Evans),3.950,4.000
2,10:36,3,5,TAM 10,6,3,Tyrod Taylor middle for 7 yards (tackle by Gerald McCoy),4.000,6.510
2,9:59,1,3,TAM 3,6,3,Mike Tolbert right guard for 2 yards (tackle by Lavonte David),6.510,0.000
2,9:29,,,,,,Timeout #1 by Buffalo Bills,0.000,-5.910
2,9:26,2,1,TAM 1,6,9,"LeSean McCoy left guard for 1 yard, touchdown",5.910,7.000
2,9:26,,,TAM 15,6,10,Steven Hauschka kicks extra point good,0.000,0.000
2,9:26,,,BUF 35,6,10,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
2,9:26,1,10,TAM 25,6,10,Bernard Reedy right end for 10 yards (tackle by Jordan Poyer),0.610,1.270
2,8:55,1,10,TAM 35,6,10,Doug Martin left tackle for 6 yards (tackle by Kyle Williams and Leonard Johnson),1.270,1.530
2,8:26,2,4,TAM 41,6,10,Doug Martin middle for 1 yard (tackle by Shaq Lawson and Marcell Dareus),1.530,0.960
2,7:49,3,3,TAM 42,6,10,Jameis Winston pass complete short left to Mike Evans for 7 yards (tackle by E.J. Gaines),0.960,2.190
2,7:20,1,10,TAM 49,6,10,Jameis Winston pass complete short middle to O.J. Howard for 19 yards (tackle by E.J. Gaines),2.190,3.450
2,6:44,1,10,BUF 32,6,10,Jameis Winston pass incomplete short left intended for Mike Evans,3.450,2.900
2,6:40,2,10,BUF 32,6,10,Jameis Winston pass incomplete short right intended for Doug Martin,2.900,2.210
2,6:36,3,10,BUF 32,6,10,"Jameis Winston sacked by Ryan Davis for -9 yards. Jameis Winston fumbles (forced by Ryan Davis), recovered by Leonard Johnson at BUF-44 (tackle by Adam Humphries)",2.210,-1.860
2,6:26,1,10,BUF 44,6,10,Tyrod Taylor pass incomplete deep right intended for LeSean McCoy,1.860,1.320
2,6:18,2,10,BUF 44,6,10,LeSean McCoy middle for 5 yards (tackle by Kwon Alexander and Chris Baker),1.320,1.290
2,5:46,3,5,BUF 49,6,10,Tyrod Taylor pass complete deep right to Deonte Thompson for 27 yards (tackle by Brent Grimes),1.290,3.970
2,5:02,1,10,TAM 24,6,10,LeSean McCoy right guard for 1 yard (tackle by Lavonte David),3.970,3.570
2,4:25,2,9,TAM 23,6,10,Tyrod Taylor pass incomplete deep right intended for Zay Jones,3.570,0.000
2,4:19,,,,,,Timeout #2 by Buffalo Bills,0.000,-2.870
2,4:18,3,9,TAM 23,6,10,Tyrod Taylor pass incomplete deep right intended for Taiwan Jones,2.870,1.930
2,4:12,4,9,TAM 23,6,10,Steven Hauschka 41 yard field goal no good,1.930,-1.000
2,4:07,1,10,TAM 31,6,10,Jameis Winston pass complete short right to DeSean Jackson for 12 yards (tackle by Preston Brown),1.000,1.800
2,3:39,1,10,TAM 43,6,10,Jameis Winston pass incomplete short right intended for DeSean Jackson,1.800,1.250
2,3:35,2,10,TAM 43,6,10,Charles Sims for 5 yards (tackle by Lorenzo Alexander),1.250,1.220
2,3:00,3,5,TAM 48,6,10,Jameis Winston pass complete short left to Cameron Brate for 12 yards (tackle by E.J. Gaines),1.220,2.920
2,2:29,1,10,BUF 40,6,10,Charles Sims for 3 yards (tackle by Shaq Lawson and Preston Brown),2.920,2.780
2,2:00,2,7,BUF 37,6,10,Jameis Winston pass incomplete short middle intended for Mike Evans (defended by E.J. Gaines),2.780,2.080
2,1:56,3,7,BUF 37,6,10,Jameis Winston pass incomplete deep right intended for Charles Sims,2.080,0.790
2,1:51,4,7,BUF 37,6,10,"Bryan Anger punts 37 yards, touchback",0.790,-0.280
2,1:43,1,10,BUF 20,6,10,LeSean McCoy right guard for 2 yards (tackle by Lavonte David),0.280,0.000
2,1:24,2,8,BUF 22,6,10,Tyrod Taylor pass complete short right to Andre Holmes for 4 yards (tackle by Brent Grimes),0.000,-0.160
2,1:22,3,4,BUF 26,6,10,Tyrod Taylor pass complete short left to Andre Holmes for 7 yards (tackle by Robert McClain),-0.160,1.140
2,1:14,1,10,BUF 33,6,10,Tyrod Taylor pass incomplete short right intended for Zay Jones,1.140,0.590
2,1:08,2,10,BUF 33,6,10,Tyrod Taylor right end for 3 yards (tackle by Kwon Alexander),0.590,0.300
2,1:01,3,7,BUF 36,6,10,Tyrod Taylor pass incomplete deep middle intended for Andre Holmes,0.300,-0.980
2,0:52,4,7,BUF 36,6,10,"Colton Schmidt punts 55 yards, fair catch by Bernard Reedy",-0.980,0.380
2,0:46,1,10,TAM 9,6,10,Jameis Winston pass complete short left to Cameron Brate for 10 yards (tackle by Matt Milano),-0.380,0.150
2,0:39,1,10,TAM 19,6,10,Jameis Winston pass complete short left to Charles Sims for 5 yards (tackle by Jordan Poyer),0.150,0.000
2,0:33,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.340
2,0:33,2,5,TAM 24,6,10,Jameis Winston pass incomplete deep middle intended for Cameron Brate is intercepted by Matt Milano at TAM-41 and returned for 15 yards,0.340,-3.840
2,0:23,1,10,TAM 26,6,10,Tyrod Taylor pass complete short middle to LeSean McCoy for 8 yards (tackle by Kwon Alexander),3.840,0.000
2,0:12,,,,,,Timeout #3 by Buffalo Bills,0.000,-4.450
2,0:11,2,2,TAM 18,6,10,Tyrod Taylor pass complete short left to Jordan Matthews for 2 yards (tackle by Robert McClain),4.450,4.240
Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,6,10,"Patrick Murray kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,BUF 25,6,10,Tyrod Taylor pass complete short right to LeSean McCoy for 12 yards (tackle by Lavonte David and T.J. Ward),0.610,1.400
3,14:24,1,10,BUF 37,6,10,LeSean McCoy left tackle for 1 yard (tackle by Lavonte David and Kwon Alexander),1.400,0.990
3,13:53,2,9,BUF 38,6,10,LeSean McCoy right end for 15 yards (tackle by Justin Evans),0.990,2.460
3,13:21,1,10,TAM 47,6,10,Tyrod Taylor pass incomplete short left intended for Zay Jones,2.460,1.910
3,13:13,2,10,TAM 47,6,10,Mike Tolbert left tackle for 18 yards (tackle by Lavonte David),1.910,0.000
3,12:25,,,,,,Timeout #1 by Buffalo Bills,0.000,-3.640
3,12:25,1,10,TAM 29,6,10,LeSean McCoy right guard for 7 yards (tackle by T.J. Ward and Justin Evans),3.640,4.050
3,11:50,2,3,TAM 22,6,10,Tyrod Taylor pass incomplete deep left intended for Zay Jones,4.050,3.340
3,11:43,3,3,TAM 22,6,16,"Tyrod Taylor pass complete deep left to Logan Thomas for 22 yards, touchdown",3.340,7.000
3,11:36,,,TAM 15,6,17,Steven Hauschka kicks extra point good,0.000,0.000
3,11:36,,,BUF 35,6,17,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
3,11:36,1,10,TAM 25,6,17,Doug Martin left end for 3 yards (tackle by Leonard Johnson),0.610,0.470
3,10:54,2,7,TAM 28,6,17,"Jameis Winston pass complete deep left to DeSean Jackson for 53 yards (tackle by E.J. Gaines). Penalty on Donovan Smith: Offensive Holding, 10 yards (no play)",0.470,-0.980
3,10:28,2,17,TAM 18,6,17,"Jameis Winston pass complete short right to O.J. Howard for 14 yards (tackle by Preston Brown). Penalty on Leonard Johnson: Unnecessary Roughness, 15 yards",-0.980,2.060
3,10:05,1,10,TAM 47,6,17,Doug Martin right tackle for 4 yards (tackle by Marcell Dareus and Preston Brown),2.060,2.060
3,9:25,2,6,BUF 49,6,17,Jameis Winston pass complete short left to Doug Martin for 17 yards (tackle by Shareece Wright and Matt Milano),2.060,3.450
3,8:44,1,10,BUF 32,6,17,Doug Martin right end for 2 yards (tackle by Matt Milano and Eddie Yarbrough),3.450,3.170
3,7:57,2,8,BUF 30,6,17,Jameis Winston pass complete deep middle to Mike Evans for 23 yards (tackle by Micah Hyde),3.170,5.600
3,7:17,1,7,BUF 7,12,17,"Jameis Winston pass complete short left to O.J. Howard for 7 yards, touchdown",5.600,7.000
3,7:11,,,BUF 15,13,17,Patrick Murray kicks extra point good,0.000,0.000
3,7:11,,,TAM 35,13,17,"Patrick Murray kicks off 65 yards, touchback",0.000,-0.610
3,7:11,1,10,BUF 25,13,17,Deonte Thompson right end for no gain (tackle by Kendell Beckwith),0.610,0.060
3,6:40,2,10,BUF 25,13,17,"Tyrod Taylor pass incomplete short left intended for Deonte Thompson (defended by William Gholston). Penalty on Dion Dawkins: Illegal Use of Hands, 10 yards (no play)",0.060,-1.430
3,6:37,2,20,BUF 15,13,17,LeSean McCoy left guard for -4 yards (tackle by Noah Spence),-1.430,-3.060
3,6:04,3,24,BUF 11,13,17,Tyrod Taylor pass complete short left to LeSean McCoy for -3 yards (tackle by Kendell Beckwith),-3.060,-2.490
3,5:28,4,27,BUF 8,13,17,"Colton Schmidt punts 46 yards, returned by Bernard Reedy for 11 yards (tackle by Lorenzo Alexander). Penalty on Devante Bond: Offensive Holding, 10 yards",-2.490,-1.330
3,5:15,1,10,TAM 36,13,17,Doug Martin middle for 3 yards (tackle by Lorenzo Alexander and Shaq Lawson),1.330,1.200
3,4:32,2,7,TAM 39,13,17,Jameis Winston pass complete short left to DeSean Jackson for 15 yards (tackle by Lorenzo Alexander),1.200,2.520
3,4:00,1,10,BUF 46,13,17,Jameis Winston pass incomplete deep left intended for DeSean Jackson,2.520,1.980
3,3:54,2,10,BUF 46,13,17,Doug Martin middle for 6 yards (tackle by Lorenzo Alexander and Eddie Yarbrough),1.980,2.080
3,3:09,3,4,BUF 40,13,17,Jameis Winston pass incomplete short right intended for Cameron Brate (defended by Micah Hyde),2.080,0.590
3,3:05,4,4,BUF 40,13,17,"Bryan Anger punts 40 yards, touchback",0.590,-0.280
3,2:57,1,10,BUF 20,13,17,LeSean McCoy left end for 10 yards (tackle by Robert McClain),0.280,0.940
3,2:35,1,10,BUF 30,13,17,LeSean McCoy right tackle for 2 yards (tackle by William Gholston),0.940,0.660
3,2:01,2,8,BUF 32,13,17,Tyrod Taylor pass complete short left to Zay Jones for 8 yards (tackle by Justin Evans and Robert McClain),0.660,1.600
3,1:21,1,10,BUF 40,13,17,Tyrod Taylor pass incomplete,1.600,1.050
3,1:15,2,10,BUF 40,13,17,Tyrod Taylor pass complete short right to Mike Tolbert for 1 yard (tackle by Lavonte David),1.050,0.500
3,0:36,3,9,BUF 41,13,17,"Penalty on Deonte Thompson: False Start, 5 yards (no play)",0.500,-0.160
3,0:15,3,14,BUF 36,13,17,Tyrod Taylor pass complete short left to Nick O'Leary for 32 yards,-0.160,3.450
Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 32,13,17,LeSean McCoy left tackle for -2 yards (tackle by Kwon Alexander),3.450,2.630
4,14:22,2,12,TAM 34,13,17,Tyrod Taylor pass incomplete deep right intended for Zay Jones,2.630,1.950
4,14:15,3,12,TAM 34,13,17,Tyrod Taylor middle for no gain (tackle by Kendell Beckwith and Noah Spence),1.950,1.060
4,13:36,4,12,TAM 34,13,20,Steven Hauschka 52 yard field goal good,1.060,3.000
4,13:31,,,BUF 35,13,20,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
4,13:31,1,10,TAM 25,13,20,Jameis Winston pass complete short left to Mike Evans for 19 yards (tackle by Micah Hyde),0.610,1.860
4,12:53,1,10,TAM 44,13,20,Jameis Winston pass incomplete deep right intended for Mike Evans (defended by Micah Hyde),1.860,1.320
4,12:44,2,10,TAM 44,13,20,Doug Martin left end for -3 yards (tackle by Matt Milano),1.320,0.230
4,12:08,3,13,TAM 41,13,20,Jameis Winston pass complete short middle to Cameron Brate for 14 yards (tackle by Preston Brown and Leonard Johnson),0.230,2.590
4,11:28,1,10,BUF 45,13,20,Doug Martin middle for 3 yards (tackle by Jordan Poyer and Jerry Hughes),2.590,2.450
4,10:53,2,7,BUF 42,13,20,Jameis Winston pass complete short left to Mike Evans for 9 yards (tackle by Shareece Wright),2.450,3.380
4,10:16,1,10,BUF 33,19,20,"Jameis Winston pass complete deep left to O.J. Howard for 33 yards, touchdown",3.380,7.000
4,10:08,,,BUF 15,20,20,Patrick Murray kicks extra point good,0.000,0.000
4,10:08,,,TAM 35,20,20,"Patrick Murray kicks off 67 yards, returned by Brandon Tate for 26 yards (tackle by Peyton Barber)",0.000,-0.540
4,10:02,1,10,BUF 24,20,20,Tyrod Taylor pass complete deep left to Deonte Thompson for 23 yards (tackle by Robert McClain),0.540,2.060
4,9:39,1,10,BUF 47,20,20,"LeSean McCoy left tackle for 5 yards (tackle by Lavonte David). LeSean McCoy fumbles (forced by Lavonte David), recovered by Lavonte David at TAM-46",2.060,-1.990
4,9:30,1,10,TAM 46,20,20,Doug Martin middle for 2 yards (tackle by Eddie Yarbrough and Marcell Dareus),1.990,1.720
4,8:44,2,8,TAM 48,20,20,Jameis Winston pass complete short right to DeSean Jackson for 12 yards (tackle by Shareece Wright),1.720,2.920
4,8:09,1,10,BUF 40,20,20,Jameis Winston pass complete short right to Charles Sims for 5 yards (tackle by Lorenzo Alexander),2.920,3.050
4,7:32,2,5,BUF 35,20,20,Doug Martin right tackle for 7 yards (tackle by Leonard Johnson),3.050,3.710
4,6:53,1,10,BUF 28,20,20,Doug Martin left end for no gain (tackle by Preston Brown),3.710,3.170
4,6:17,2,10,BUF 28,20,20,"Jameis Winston pass complete short left to O.J. Howard for 4 yards (tackle by Shareece Wright). O.J. Howard fumbles (forced by Shareece Wright), recovered by O.J. Howard at BUF-24",3.170,3.010
4,5:23,3,6,BUF 24,20,20,Jameis Winston pass complete short left to Cameron Brate for 7 yards (tackle by Micah Hyde),3.010,4.440
4,4:42,1,10,BUF 17,20,20,Doug Martin middle for 3 yards (tackle by Shareece Wright),4.440,4.320
4,4:02,2,7,BUF 14,20,20,Doug Martin middle for -3 yards (tackle by Matt Milano and Jerry Hughes),4.320,0.000
4,3:20,,,,,,Timeout #2 by Buffalo Bills,0.000,-3.070
4,3:20,3,10,BUF 17,20,20,"Penalty on Marcell Dareus: Encroachment, 5 yards (no play)",3.070,3.880
4,3:20,3,5,BUF 12,26,20,"Jameis Winston pass complete short right to Mike Evans for 12 yards, touchdown",3.880,7.000
4,3:14,,,BUF 15,27,20,Patrick Murray kicks extra point good,0.000,0.000
4,3:14,,,TAM 35,27,20,"Patrick Murray kicks off 65 yards, touchback",0.000,-0.610
4,3:14,1,10,BUF 25,27,20,"Tyrod Taylor pass complete deep left to Deonte Thompson for 44 yards (tackle by Robert McClain). Penalty on Robert McClain: Unnecessary Roughness, 15 yards",0.610,4.510
4,3:04,1,10,TAM 16,27,20,Tyrod Taylor pass complete short left to Zay Jones for 9 yards (tackle by Ryan Smith and Kwon Alexander),4.510,5.540
4,2:32,2,1,TAM 7,27,26,"LeSean McCoy middle for 7 yards, touchdown",5.540,7.000
4,2:28,,,TAM 15,27,27,Steven Hauschka kicks extra point good,0.000,0.000
4,2:28,,,BUF 35,27,27,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
4,2:28,1,10,TAM 25,27,27,Jameis Winston pass complete short right to Adam Humphries for 8 yards (tackle by TreDavious White). Adam Humphries fumbles (forced by TreDavious White),0.610,-3.380
4,2:20,1,10,TAM 33,27,27,LeSean McCoy right guard for 2 yards (tackle by Chris Conte),3.380,0.000
4,2:15,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,-3.110
4,2:15,2,8,TAM 31,27,27,LeSean McCoy left end for -1 yards (tackle by Robert McClain),3.110,2.280
4,2:00,3,9,TAM 32,27,27,Tyrod Taylor pass complete short middle to Taiwan Jones for 11 yards (tackle by Justin Evans),2.280,0.000
4,1:50,,,,,,Timeout #2 by Tampa Bay Buccaneers,0.000,-4.170
4,1:49,1,10,TAM 21,27,27,LeSean McCoy middle for no gain (tackle by William Gholston),4.170,0.000
4,1:46,,,,,,Timeout #3 by Tampa Bay Buccaneers,0.000,-3.630
4,1:46,2,10,TAM 21,27,27,LeSean McCoy left guard for no gain (tackle by Lavonte David),3.630,2.940
4,1:06,3,10,TAM 21,27,27,Tyrod Taylor pass complete short right to LeSean McCoy for 9 yards (tackle by Brent Grimes),2.940,0.000
4,0:18,,,,,,Timeout #3 by Buffalo Bills,0.000,-2.780
4,0:18,4,1,TAM 12,27,30,Steven Hauschka 30 yard field goal good,2.780,3.000
4,0:14,,,BUF 35,27,30,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
4,0:14,1,10,TAM 25,27,30,Jameis Winston pass complete short left to Cameron Brate for 6 yards (tackle by Leonard Johnson),0.610,0.870
4,0:08,2,4,TAM 31,27,30,"Jameis Winston pass complete short left to Adam Humphries for 5 yards, lateral to Charles Sims for -3 yards, lateral to Mike Evans for -8 yards. Mike Evans fumbles, recovered by Donovan Smith at TAM-25 and returned for 5 yards, lateral to Cameron Brate for no gain. Cameron Brate fumbles, recovered by Mike Evans at TAM-23, lateral to Adam Humphries for -3 yards, lateral to Charles Sims for -6 yards, lateral to DeSean Jackson for -8 yards, lateral to Mike Evans for 8 yards, lateral to DeSean Jackson for 15 yards (tackle by Marcell Dareus)",0.870,1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
