Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
2,1:55,2,10,NWE 37,13,14,Tom Brady pass complete short right to Randy Moss for 13 yards (tackle by Ike Taylor),0.860,2.260
2,1:34,1,10,,13,14,Tom Brady pass complete to Jabar Gaffney for 32 yards (tackle by Ike Taylor),2.260,4.370
2,1:02,1,10,PIT 18,13,14,"Tom Brady pass incomplete short right intended for Randy Moss. Penalty on Kevin Faulk: Offensive Holding, 10 yards (no play)",4.370,3.710
2,0:58,1,20,PIT 28,13,14,Tom Brady pass complete short right to Wes Welker for 4 yards,3.710,3.020
2,0:54,2,16,PIT 24,13,14,Tom Brady pass incomplete short left intended for Jabar Gaffney,3.020,2.340
2,0:51,3,16,PIT 24,13,14,Tom Brady pass incomplete short right intended for Kevin Faulk,2.340,1.870
2,0:47,4,16,PIT 24,13,17,Stephen Gostkowski 42 yard field goal good,1.870,3.000
2,,,,NWE 30,13,17,"Stephen Gostkowski kicks off 63 yards, returned by Allen Rossum for 18 yards (tackle by Pierre Woods)",0.000,0.610
2,0:37,1,10,PIT 25,13,17,Najeh Davenport up the middle for 8 yards (tackle by Rodney Harrison and Mike Vrabel),0.610,1.140
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,13,17,"Stephen Gostkowski kicks off 65 yards, returned by Allen Rossum for 24 yards (tackle by Larry Izzo)",0.000,0.870
3,14:55,1,10,PIT 29,13,17,Willie Parker left end for 19 yards (tackle by James Sanders),0.870,2.130
3,14:09,1,10,PIT 48,13,17,Ben Roethlisberger sacked by Vince Wilfork for -8 yards,2.130,0.500
3,13:33,2,18,PIT 40,13,17,Ben Roethlisberger pass complete short middle to Willie Parker for 7 yards (tackle by Tedy Bruschi),0.500,0.760
3,12:48,3,11,PIT 47,13,17,Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes,0.760,-0.260
3,12:43,4,11,PIT 47,13,17,"Daniel Sepulveda punts 44 yards, returned by Wes Welker for 2 yards (tackle by Anthony Madison)",-0.260,0.370
3,12:35,1,10,NWE 11,13,17,Tom Brady pass complete short right to Randy Moss for 22 yards (tackle by Anthony Smith),-0.370,1.140
3,11:57,1,10,NWE 33,13,17,"Penalty on Matt Light: False Start, 5 yards (no play)",1.140,0.810
3,11:33,,,,13,17,Timeout #1 by New England Patriots,0.000,0.810
3,11:33,1,15,NWE 28,13,17,Tom Brady pass complete short left to Donte Stallworth for 9 yards (tackle by Aaron Smith),0.810,1.130
3,10:51,2,6,NWE 37,13,17,Tom Brady pass complete short left to Kyle Brady for 7 yards (tackle by Ike Taylor),1.130,1.860
3,10:17,1,10,NWE 44,13,23,"Tom Brady pass complete deep left to Jabar Gaffney for 56 yards. Tom Brady fumbles, recovered by Randy Moss at NWE-35, touchdown",1.860,7.000
3,,,,PIT 2,13,24,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,13,24,"Stephen Gostkowski kicks off 70 yards, returned by Allen Rossum for 39 yards (tackle by Stephen Gostkowski). Penalty on Lawrence Timmons: Illegal Block Above the Waist, 8 yards",0.000,-0.380
3,10:00,1,10,PIT 8,13,24,Willie Parker left guard for 1 yard (tackle by Vince Wilfork),-0.380,-0.710
3,9:20,2,9,PIT 9,13,24,Willie Parker right guard for 4 yards (tackle by Vince Wilfork and Ty Warren),-0.710,-0.840
3,8:36,3,5,PIT 13,13,24,Ben Roethlisberger pass incomplete short left intended for Hines Ward,-0.840,-2.490
3,8:32,4,5,PIT 13,13,24,"Daniel Sepulveda punts 38 yards, returned by Chad Jackson for 1 yard (tackle by Arnold Harrison)",-2.490,-2.260
3,8:24,1,10,,13,24,"Tom Brady pass complete short right to Ben Watson for 8 yards (tackle by Tyrone Carter). Ben Watson fumbles (forced by Tyrone Carter), ball out of bounds at PIT-42",2.260,2.790
3,8:02,2,2,PIT 42,13,24,Tom Brady pass complete short right to Randy Moss for 5 yards,2.790,3.120
3,7:37,1,10,PIT 37,13,24,Tom Brady pass complete short right to Jabar Gaffney for 13 yards (tackle by Clark Haggans),3.120,3.970
3,6:53,1,10,PIT 24,13,24,Tom Brady pass incomplete short left intended for Randy Moss,3.970,3.430
3,6:49,2,10,PIT 24,13,24,Tom Brady up the middle for 4 yards (tackle by Brett Keisel),3.430,3.270
3,6:04,3,6,PIT 20,13,24,Tom Brady pass complete short right to Wes Welker for 5 yards (tackle by Tyrone Carter),3.270,2.590
3,6:04,4,1,PIT 15,13,24,Tom Brady pass complete short right to Wes Welker for 4 yards (tackle by William Gay),2.590,4.840
3,4:37,1,10,PIT 11,13,24,"Tom Brady pass incomplete short right intended for Randy Moss. Penalty on Ike Taylor: Defensive Holding, 6 yards (no play)",4.840,6.060
3,4:33,1,5,PIT 5,13,24,Tom Brady pass complete short left to Jabar Gaffney for 3 yards (tackle by Deshea Townsend),6.060,5.720
3,3:56,2,2,PIT 2,13,24,Tom Brady pass incomplete short right intended for Donte Stallworth,5.720,4.950
3,3:52,3,2,PIT 2,13,30,"Tom Brady pass complete short left to Wes Welker for 2 yards, touchdown",4.950,7.000
3,,,,PIT 2,13,31,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,13,31,"Stephen Gostkowski kicks off 37 yards, returned by Nick Eason for 10 yards (tackle by Pierre Woods)",0.000,1.800
3,3:46,1,10,PIT 43,13,31,Ben Roethlisberger pass complete short right to Willie Parker for 8 yards (tackle by James Sanders),1.800,2.330
3,3:07,2,2,NWE 49,13,31,Willie Parker right guard for 8 yards (tackle by Mike Vrabel and Rodney Harrison),2.330,2.850
3,2:32,1,10,NWE 41,13,31,Ben Roethlisberger pass complete deep left to Nate Washington for 21 yards (tackle by Ellis Hobbs),2.850,4.240
3,1:52,1,10,NWE 20,13,31,Willie Parker left end for 7 yards (tackle by Tedy Bruschi),4.240,4.830
3,1:19,2,3,NWE 13,13,31,Willie Parker up the middle for 2 yards (tackle by Tedy Bruschi and Ty Warren),4.830,4.590
3,0:37,3,1,NWE 11,13,31,Najeh Davenport up the middle for 3 yards (tackle by Rodney Harrison and Randall Gay),4.590,5.370
Quarter,Time,Down,ToGo,Location,PIT,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,8,NWE 8,13,31,Willie Parker right tackle for 3 yards (tackle by Rodney Harrison and Asante Samuel),5.370,5.150
4,14:21,2,5,NWE 5,13,31,Ben Roethlisberger pass complete short middle to Hines Ward for 4 yards (tackle by Mike Vrabel),5.150,5.170
4,13:37,3,1,NWE 1,13,31,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes (defended by Rodney Harrison),5.170,3.550
4,13:32,4,1,NWE 1,13,31,Hines Ward right tackle for no gain (tackle by Rodney Harrison and Richard Seymour),3.550,0.380
4,13:27,1,10,NWE 1,13,31,Tom Brady pass complete short right to Wes Welker for 22 yards (tackle by Clark Haggans),-0.380,0.480
4,12:41,1,10,NWE 23,13,31,Tom Brady pass complete short right to Wes Welker for 11 yards (tackle by James Farrior),0.480,1.200
4,12:03,1,10,NWE 34,13,31,Tom Brady pass complete short right to Wes Welker for 7 yards (tackle by Larry Foote),1.200,1.600
4,11:18,2,3,NWE 41,13,31,Tom Brady pass complete short right to Wes Welker for 15 yards (tackle by Anthony Smith),1.600,2.650
4,10:34,1,10,PIT 44,13,31,Tom Brady pass complete short right to Wes Welker for 8 yards (tackle by Bryant McFadden),2.650,3.190
4,9:48,,,,13,31,Timeout #2 by New England Patriots,0.000,3.190
4,9:48,2,2,PIT 36,13,31,Tom Brady pass complete short left to Kevin Faulk for 5 yards (tackle by Brett Keisel),3.190,3.510
4,9:10,1,10,PIT 31,13,31,Tom Brady pass complete short middle to Jabar Gaffney for 6 yards (tackle by Anthony Smith),3.510,3.780
4,8:47,2,4,PIT 25,13,31,Tom Brady pass complete short left to Jabar Gaffney for 3 yards (tackle by Ike Taylor),3.780,3.470
4,8:03,3,1,PIT 22,13,31,Tom Brady pass complete short middle to Randy Moss for 12 yards (tackle by Ike Taylor),3.470,4.910
4,7:16,1,10,PIT 10,13,31,Tom Brady pass incomplete short left intended for Jabar Gaffney (defended by Ike Taylor),4.910,4.190
4,7:12,2,10,PIT 10,13,31,Tom Brady pass incomplete short left intended for Donte Stallworth,4.190,3.130
4,7:10,3,10,PIT 10,13,31,Tom Brady pass incomplete short middle intended for Randy Moss,3.130,2.760
4,7:04,4,10,PIT 10,13,34,Stephen Gostkowski 28 yard field goal good,2.760,3.000
4,,,,NWE 30,13,34,"Stephen Gostkowski kicks off 69 yards, returned by Allen Rossum for 21 yards (tackle by Pierre Woods)",0.000,0.410
4,6:55,1,10,PIT 22,13,34,Ben Roethlisberger pass incomplete short left intended for Hines Ward (defended by Adalius Thomas),0.410,-0.130
4,6:51,2,10,PIT 22,13,34,Ben Roethlisberger pass incomplete deep left intended for Hines Ward,-0.130,-0.820
4,6:46,3,10,PIT 22,13,34,Ben Roethlisberger pass complete short right to Hines Ward for 13 yards (tackle by Junior Seau),-0.820,1.270
4,6:10,1,10,PIT 35,13,34,Willie Parker right guard for 7 yards (tackle by Vince Wilfork and James Sanders),1.270,1.670
4,5:39,2,3,PIT 42,13,34,Ben Roethlisberger pass complete short right to Willie Parker for 4 yards (tackle by Asante Samuel),1.670,1.990
4,5:06,1,10,PIT 46,13,34,Willie Parker right tackle for 7 yards (tackle by Rodney Harrison),1.990,2.400
4,4:28,2,3,NWE 47,13,34,Willie Parker left tackle for 10 yards (tackle by Randall Gay and James Sanders),2.400,3.120
4,3:51,1,10,NWE 37,13,34,Ben Roethlisberger pass complete short middle to Heath Miller for 9 yards (tackle by Rodney Harrison),3.120,3.790
4,3:20,2,1,NWE 28,13,34,Ben Roethlisberger for 9 yards,3.790,4.310
4,3:12,1,10,NWE 19,13,34,Ben Roethlisberger pass incomplete short right intended for Najeh Davenport (defended by Junior Seau),4.310,3.750
4,3:06,,,,13,34,Timeout #3 by New England Patriots,0.000,3.750
4,3:06,2,10,NWE 19,13,34,Ben Roethlisberger sacked by Adalius Thomas for -2 yards. Penalty on Willie Colon: Offensive Holding (Declined),3.750,2.810
4,2:59,3,12,NWE 21,13,34,Ben Roethlisberger pass incomplete short right intended for Nate Washington,2.810,2.060
4,2:54,4,12,NWE 21,13,34,Ben Roethlisberger pass incomplete deep left intended for Nate Washington (defended by Ellis Hobbs),2.060,-0.340
4,2:49,1,10,NWE 21,13,34,Laurence Maroney left tackle for 2 yards (tackle by James Harrison and Brett Keisel),0.340,0.070
4,2:05,2,8,NWE 23,13,34,Laurence Maroney right tackle for -1 yards (tackle by James Harrison and Aaron Smith),0.070,-0.760
4,2:00,3,9,NWE 22,13,34,Tom Brady pass incomplete short middle intended for Donte Stallworth,-0.760,-1.900
4,1:57,4,9,NWE 22,13,34,"Chris Hanson punts 29 yards. Penalty on Arnold Harrison: Unnecessary Roughness, 15 yards",-1.900,-1.200
4,1:51,1,10,PIT 34,13,34,Najeh Davenport left end for 2 yards (tackle by Junior Seau),1.200,0.930
4,1:13,2,8,PIT 36,13,34,Najeh Davenport right tackle for 14 yards (tackle by Asante Samuel and Eugene Wilson),0.930,2.260
4,0:33,1,10,,13,34,Najeh Davenport right end for 4 yards (tackle by Asante Samuel),2.260,2.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
