#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:27,ARI 8,8,4:41,32,Punt
2,1,6:14,ARI 31,3,0:58,1,Punt
3,1,1:27,ARI 16,3,1:27,26,Punt
4,2,15:00,ARI 38,16,6:12,37,Downs
5,2,5:19,ARI 28,3,2:12,-3,Punt
6,2,1:14,ARI 35,2,0:36,9,Interception
7,2,0:07,ARI 46,1,0:07,0,Interception
8,3,15:00,ARI 33,3,1:25,6,Punt
9,3,13:35,KAN 19,4,1:30,-5,Downs
10,3,6:56,ARI 36,3,0:15,0,Interception
11,3,3:53,ARI 44,6,2:51,32,Interception
12,4,14:48,ARI 28,3,1:58,-2,Punt
13,4,7:57,ARI 32,5,1:39,11,Punt
14,4,3:59,KAN 41,3,0:34,-15,Punt
