Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Lions won the coin toss, Lions to receive the opening kickoff.",,
1,15:00,,,CHI 35,0,0,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,DET 20,0,0,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Charles Tillman),0.280,-0.270
1,14:57,2,10,DET 20,0,0,Mikel Leshoure left guard for 4 yards (tackle by Brian Urlacher),-0.270,-0.430
1,14:14,3,6,DET 24,0,0,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson,-0.430,-1.770
1,14:08,4,6,DET 24,0,0,"Nick Harris punts 35 yards, fair catch by Devin Hester",-1.770,-1.660
1,14:02,1,10,CHI 41,0,0,Matt Forte right guard for 2 yards (tackle by Amari Spievey),1.660,1.390
1,13:38,2,8,CHI 43,0,0,Matt Forte right guard for no gain (tackle by Cliff Avril),1.390,0.700
1,13:02,3,8,CHI 43,0,0,Jay Cutler left end for 11 yards (tackle by Justin Durant),0.700,2.520
1,12:38,1,10,DET 46,0,0,Jay Cutler sacked by Kyle Vanden Bosch for 0 yards,2.520,1.980
1,12:05,2,10,DET 46,0,0,Matt Forte left tackle for 39 yards (tackle by Amari Spievey),1.980,5.600
1,11:18,1,7,DET 7,0,6,"Jay Cutler pass complete short right to Brandon Marshall for 7 yards, touchdown",5.600,7.000
1,11:18,,,DET 2,0,7,Robbie Gould kicks extra point good,0.000,0.000
1,11:12,,,CHI 35,0,7,"Robbie Gould kicks off 69 yards, returned by Stefan Logan for 25 yards (tackle by Blake Costanzo)",0.000,0.340
1,11:06,1,10,DET 21,0,7,Mikel Leshoure left guard for 15 yards (tackle by Chris Conte),0.340,1.330
1,10:32,1,10,DET 36,0,7,Matthew Stafford pass complete short right to Mikel Leshoure for 1 yard (tackle by Charles Tillman),1.330,0.000
1,9:43,,,,0,7,Timeout #1 by Chicago Bears,0.000,0.930
