Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
1,9:31,1,10,NOR 48,7,0,Pierre Thomas right tackle for 4 yards (tackle by Sione Fua and Dan Connor),2.130,2.120
1,8:49,2,6,CAR 48,7,0,Darren Sproles left end for -3 yards (tackle by James Anderson),2.120,1.020
1,8:07,3,9,NOR 49,7,0,Darren Sproles right tackle for 23 yards (tackle by Charles Johnson),1.020,3.710
,,,,,,,"NOR challenged the fumble ruling, and the original play was overturned.",,
1,8:07,1,10,CAR 28,7,0,"Drew Brees pass incomplete deep right intended for Lance Moore. Penalty on Captain Munnerlyn: Defensive Pass Interference, 17 yards (no play)",3.710,4.840
1,7:37,1,10,CAR 11,7,0,Darren Sproles up the middle for no gain (tackle by Ronald Fields),4.840,4.140
1,6:59,2,10,CAR 11,7,0,Drew Brees pass complete short left to Jimmy Graham for 6 yards (tackle by Darius Butler),4.140,4.440
1,6:22,3,4,CAR 5,7,0,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Charles Godfrey),4.440,3.010
1,6:18,4,4,CAR 5,10,0,John Kasay 23 yard field goal good,3.010,3.000
1,,,,NOR 35,10,0,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
1,6:15,1,10,CAR 20,10,0,Cam Newton pass complete short right to Legedu Naanee for 5 yards (tackle by Jabari Greer),0.280,0.410
1,5:40,2,5,CAR 25,10,0,DeAngelo Williams right tackle for no gain (tackle by Aubrayo Franklin),0.410,-0.300
1,4:57,,,,10,0,Timeout #1 by Carolina Panthers,0.000,-0.300
1,4:57,3,5,CAR 25,10,0,Cam Newton pass complete deep middle to Legedu Naanee for 22 yards (tackle by Tracy Porter),-0.300,2.060
1,4:17,1,10,CAR 47,10,0,"Steve Smith left end for 15 yards (tackle by Malcolm Jenkins). Penalty on Legedu Naanee: Offensive Holding, 10 yards (no play)",2.060,1.400
1,3:54,1,20,CAR 37,10,0,Cam Newton pass incomplete short middle intended for Jeremy Shockey (defended by Scott Shanle),1.400,0.170
1,3:48,2,20,CAR 37,10,0,Cam Newton pass complete short middle to Greg Olsen for 9 yards (tackle by Jonathan Casillas and Scott Shanle),0.170,0.700
1,3:01,3,11,CAR 46,10,6,"Cam Newton pass complete deep right to Steve Smith for 54 yards, touchdown. Penalty on Roman Harper: Personal Foul, 15 yards",0.700,7.000
1,,,,NOR 2,10,6,Olindo Mare kicks extra point no good,0.000,-1.000
1,,,,,10,6,"Olindo Mare kicks off 50 yards, touchback",0.000,0.280
1,2:52,1,10,NOR 20,10,6,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Chris Gamble),0.280,-0.270
1,2:46,2,10,NOR 20,10,6,Drew Brees pass complete short left to Lance Moore for 6 yards (tackle by Captain Munnerlyn),-0.270,-0.160
1,2:02,3,4,NOR 26,10,6,Drew Brees pass complete short left to Jimmy Graham for 18 yards (tackle by Darius Butler),-0.160,1.860
1,1:40,1,10,NOR 44,10,6,"Mark Ingram left tackle for 6 yards (tackle by Sione Fua). Penalty on CAR: Defensive 12 On-field, 5 yards (no play)",1.860,2.590
1,1:17,1,5,NOR 49,10,6,Drew Brees pass incomplete deep right intended for Lance Moore,2.590,1.990
1,1:10,2,5,NOR 49,10,6,Pierre Thomas up the middle for 4 yards (tackle by Greg Hardy),1.990,1.820
1,0:29,3,1,CAR 47,10,6,Darren Sproles left guard for -1 yards (tackle by Terrell McClain),1.820,0.070
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,2,CAR 48,10,6,"Thomas Morstead punts 34 yards, returned by Armanti Edwards for 9 yards (tackle by Courtney Roby)",0.070,-0.480
2,14:51,1,10,CAR 23,10,6,DeAngelo Williams right guard for 2 yards (tackle by Aubrayo Franklin),0.480,0.200
2,14:11,2,8,CAR 25,10,6,Cam Newton pass incomplete deep right intended for Greg Olsen,0.200,-0.490
2,14:07,3,8,CAR 25,10,6,"Cam Newton sacked by Will Smith and Sedrick Ellis for -5 yards. Cam Newton fumbles (forced by Will Smith), recovered by Cam Newton at CAR-20",-0.490,-2.030
2,13:38,4,13,CAR 20,10,6,"Jason Baker punts 53 yards, returned by Darren Sproles for -3 yards (tackle by Jason Phillips). Penalty on Malcolm Jenkins: Offensive Holding, 10 yards",-2.030,0.280
2,13:32,1,10,NOR 14,10,6,Darren Sproles left end for 7 yards (tackle by Dan Connor),-0.280,0.280
2,12:54,2,3,NOR 21,10,6,Drew Brees pass incomplete short left intended for Darren Sproles (defended by Omar Gaither),0.280,-0.560
2,12:54,3,3,NOR 21,10,6,"Penalty on Jahri Evans: False Start, 5 yards (no play)",-0.560,-1.160
2,12:49,3,8,NOR 16,10,6,Drew Brees pass complete short middle to Marques Colston for 13 yards (tackle by Sherrod Martin),-1.160,0.870
2,12:11,1,10,NOR 29,10,6,Mark Ingram right tackle for 4 yards (tackle by James Anderson and Sione Fua),0.870,0.870
2,11:35,2,6,NOR 33,10,6,Drew Brees pass complete short right to Lance Moore for 13 yards (tackle by Captain Munnerlyn),0.870,1.990
2,10:59,1,10,NOR 46,10,6,Drew Brees pass complete short left to Robert Meachem for 13 yards (tackle by Darius Butler and James Anderson),1.990,2.850
2,10:29,1,10,CAR 41,10,6,Pierre Thomas left tackle for 1 yard (tackle by Antwan Applewhite),2.850,2.440
2,9:54,2,9,CAR 40,10,6,Pierre Thomas right guard for 2 yards (tackle by Sione Fua),2.440,2.020
2,9:09,,,,10,6,Timeout #1 by New Orleans Saints,0.000,2.020
2,9:09,3,7,CAR 38,10,6,Drew Brees pass complete short right to Jimmy Graham for 25 yards (tackle by Jordan Pugh),2.020,4.710
2,9:09,1,10,CAR 13,10,6,"Penalty on Charles Brown: False Start, 5 yards (no play)",4.710,4.290
2,8:16,1,15,CAR 18,10,6,Mark Ingram left tackle for 4 yards (tackle by James Anderson),4.290,3.900
2,7:41,2,11,CAR 14,10,6,Drew Brees pass complete short middle to Mark Ingram for 8 yards (tackle by Greg Hardy),3.900,4.560
2,6:52,,,,10,6,Timeout #2 by New Orleans Saints,0.000,4.560
2,6:52,3,3,CAR 6,10,6,Drew Brees pass complete short right to Jimmy Graham for 4 yards (tackle by Charles Godfrey and Omar Gaither),4.560,6.740
2,6:07,1,2,CAR 2,10,6,Mark Ingram right tackle for 1 yard (tackle by Omar Gaither),6.740,5.910
2,5:31,2,1,CAR 1,16,6,"Mark Ingram left guard for 1 yard, touchdown. Penalty on Mark Ingram: Taunting, 15 yards",5.910,7.000
2,,,,CAR 2,17,6,John Kasay kicks extra point good,0.000,0.000
2,,,,NOR 20,17,6,"Thomas Morstead kicks off 67 yards, returned by Kealoha Pilares for 21 yards (tackle by Jonathan Amaya). Penalty on Jermale Hines: Personal Foul, 15 yards",0.000,0.150
2,5:21,1,10,CAR 19,17,6,Cam Newton pass incomplete deep middle intended for Legedu Naanee (defended by Jonathan Vilma),0.150,-0.390
2,5:15,2,10,CAR 19,17,6,Cam Newton pass complete short right to Steve Smith for 6 yards (tackle by Tracy Porter),-0.390,-0.290
2,4:43,3,4,CAR 25,17,6,Cam Newton right end for 6 yards (tackle by Will Smith),-0.290,1.000
2,4:01,1,10,CAR 31,17,12,"DeAngelo Williams left end for 69 yards, touchdown",1.000,7.000
2,,,,NOR 2,17,13,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,17,13,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
2,3:47,1,10,NOR 20,17,13,Drew Brees pass complete short middle to Devery Henderson for 11 yards (tackle by Jason Williams),0.280,1.000
2,3:08,1,10,NOR 31,17,13,Drew Brees pass incomplete deep left intended for Marques Colston (defended by Darius Butler),1.000,0.460
2,3:03,2,10,NOR 31,17,13,Darren Sproles left end for 9 yards (tackle by Captain Munnerlyn),0.460,0.960
2,2:36,3,1,NOR 40,17,13,Darren Sproles up the middle for 6 yards (tackle by Charles Godfrey),0.960,1.990
2,2:03,1,10,NOR 46,17,13,Drew Brees sacked by Captain Munnerlyn for -6 yards,1.990,0.640
2,1:58,2,16,NOR 40,17,13,Drew Brees pass complete short left to Darren Sproles for 5 yards (tackle by Greg Hardy),0.640,0.630
2,1:17,3,11,NOR 45,17,13,Drew Brees pass complete short right to Lance Moore for 11 yards (tackle by Chris Gamble),0.630,2.650
2,0:46,1,10,CAR 44,17,13,Drew Brees pass incomplete short middle intended for Jimmy Graham (defended by Charles Godfrey),2.650,2.110
2,0:42,2,10,CAR 44,17,13,Drew Brees pass complete short middle to Robert Meachem for 14 yards (tackle by James Anderson),2.110,3.580
2,0:42,1,10,CAR 30,17,13,Drew Brees spiked the ball,3.580,3.030
2,0:24,2,10,CAR 30,17,13,Drew Brees sacked by Greg Hardy for -10 yards,3.030,1.020
2,0:18,,,,17,13,Timeout #3 by New Orleans Saints,0.000,1.020
2,0:18,3,20,CAR 40,17,13,Drew Brees pass complete short left to Darren Sproles for 12 yards (tackle by James Anderson),1.020,1.590
2,0:02,,,,17,13,Timeout #2 by Carolina Panthers,0.000,1.590
2,0:02,4,8,CAR 28,20,13,John Kasay 46 yard field goal good,1.590,3.000
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,20,13,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NOR 20,20,13,Drew Brees pass complete deep left to Jimmy Graham for 30 yards (tackle by Charles Godfrey),0.280,2.260
3,14:19,1,10,,20,13,Drew Brees pass incomplete short right intended for John Gilmore,2.260,1.710
3,14:14,2,10,,20,13,Drew Brees pass complete short left to Darren Sproles for 9 yards (tackle by Charles Godfrey),1.710,2.210
3,13:47,3,1,CAR 41,20,13,Mark Ingram up the middle for 8 yards (tackle by Greg Hardy and Jason Williams),2.210,3.380
3,13:16,1,10,CAR 33,20,13,Mark Ingram up the middle for 8 yards (tackle by Captain Munnerlyn),3.380,3.920
3,12:41,2,2,CAR 25,20,13,Darren Sproles left guard for 4 yards (tackle by Chris Gamble),3.920,4.170
3,12:08,1,10,CAR 21,20,13,Drew Brees pass incomplete short left intended for Darren Sproles (defended by Greg Hardy),4.170,3.630
3,12:05,2,10,CAR 21,20,13,Darren Sproles left guard for 2 yards (tackle by Jason Williams),3.630,3.180
3,11:32,3,8,CAR 19,20,13,Drew Brees pass complete short left to Pierre Thomas for no gain,3.180,2.180
3,10:50,4,8,CAR 19,23,13,John Kasay 37 yard field goal good,2.180,3.000
3,,,,NOR 35,23,13,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,10:47,1,10,CAR 20,23,13,DeAngelo Williams up the middle for 6 yards (tackle by Jonathan Vilma),0.280,0.540
3,10:13,2,4,CAR 26,23,13,DeAngelo Williams up the middle for 1 yard (tackle by Jo-Lonn Dunbar),0.540,-0.030
3,9:35,3,3,CAR 27,23,13,Jonathan Stewart up the middle for 4 yards (tackle by Tom Johnson),-0.030,1.000
3,8:56,1,10,CAR 31,23,13,Cam Newton pass complete short right to Jeremy Shockey for 8 yards (tackle by Jo-Lonn Dunbar),1.000,1.540
3,8:15,2,2,CAR 39,23,13,Jonathan Stewart up the middle for -3 yards (tackle by Aubrayo Franklin and Jo-Lonn Dunbar),1.540,0.430
3,7:27,3,5,CAR 36,23,13,"Cam Newton pass incomplete short right intended for Legedu Naanee. Penalty on Turk McBride: Roughing the Passer, 15 yards (no play)",0.430,2.320
3,7:23,1,10,NOR 49,23,13,Cam Newton pass complete short left to Jeremy Shockey for 9 yards (tackle by Scott Shanle),2.320,3.000
3,7:23,2,1,NOR 40,23,13,"Penalty on Tom Johnson: Neutral Zone Infraction, 4 yards (no play)",3.000,3.180
3,6:13,1,10,NOR 36,23,13,Cam Newton pass complete short middle to Jonathan Stewart for 13 yards (tackle by Malcolm Jenkins and Roman Harper),3.180,4.040
3,5:33,1,10,NOR 23,23,13,DeAngelo Williams right guard for 2 yards (tackle by Aubrayo Franklin),4.040,3.770
3,4:53,2,8,NOR 21,23,13,Cam Newton pass incomplete deep left intended for Brandon LaFell,3.770,3.070
3,4:48,3,8,NOR 21,23,13,Cam Newton pass complete short right to Brandon LaFell for 20 yards (tackle by Jabari Greer),3.070,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
3,4:27,1,1,NOR 1,23,13,Cam Newton up the middle for no gain (tackle by Shaun Rogers),6.970,5.910
3,3:52,2,1,NOR 1,23,19,"Cam Newton up the middle for 1 yard, touchdown",5.910,7.000
3,,,,NOR 2,23,20,Olindo Mare kicks extra point good,0.000,0.000
3,,,,CAR 35,23,20,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
3,3:43,1,10,NOR 20,23,20,Drew Brees pass complete deep left to Jimmy Graham for 20 yards (tackle by Sherrod Martin),0.280,1.600
3,3:13,1,10,NOR 40,23,20,Pierre Thomas left tackle for 2 yards (tackle by Ronald Fields),1.600,1.320
3,2:35,2,8,NOR 42,23,20,Drew Brees pass incomplete deep left intended for Jimmy Graham is intercepted by Sherrod Martin at CAR-40 and returned for 1 yard,1.320,-1.660
3,2:28,1,10,CAR 41,23,20,Cam Newton pass incomplete deep left intended for Jeremy Shockey,1.660,1.120
3,2:23,2,10,CAR 41,23,20,Cam Newton pass complete short left to Legedu Naanee for 28 yards (tackle by Malcolm Jenkins),1.120,3.510
3,1:23,1,10,NOR 31,23,20,Cam Newton pass complete short right to Jerome Felton for 7 yards (tackle by Jo-Lonn Dunbar),3.510,3.910
3,0:53,2,3,NOR 24,23,20,Jonathan Stewart left guard for 1 yard (tackle by Cameron Jordan),3.910,3.340
3,0:11,3,2,NOR 23,23,20,Cam Newton right end for 4 yards (tackle by Malcolm Jenkins),3.340,4.310
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 19,23,20,Cam Newton left tackle for 13 yards (tackle by Jonathan Vilma),4.310,5.830
4,14:20,1,6,NOR 6,23,20,Cam Newton pass incomplete short right intended for Jeremy Shockey,5.830,4.950
4,14:15,2,6,NOR 6,23,20,DeAngelo Williams up the middle for 4 yards (tackle by Jo-Lonn Dunbar),4.950,4.950
4,13:30,3,2,NOR 2,23,20,"Cam Newton pass incomplete short left intended for Greg Olsen. Penalty on Shaun Rogers: Roughing the Passer, 1 yards (no play)",4.950,6.970
4,13:30,1,1,NOR 1,23,20,"Penalty on Ryan Kalil: False Start, 5 yards (no play)",6.970,5.830
4,13:24,1,6,NOR 6,23,20,Cam Newton up the middle for 1 yard (tackle by Jonathan Vilma),5.830,5.150
4,12:43,2,5,NOR 5,23,20,Cam Newton pass incomplete short right intended for Jeremy Shockey,5.150,4.260
4,12:40,3,5,NOR 5,23,26,"Cam Newton pass complete short middle to Greg Olsen for 5 yards, touchdown",4.260,7.000
4,,,,NOR 2,23,27,Olindo Mare kicks extra point good,0.000,0.000
4,,,,CAR 35,23,27,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
4,12:32,1,10,NOR 20,23,27,Darren Sproles up the middle for 1 yard (tackle by Dan Connor),0.280,-0.130
4,11:59,2,9,NOR 21,23,27,Darren Sproles right guard for 3 yards (tackle by Jason Williams and James Anderson),-0.130,-0.430
4,11:15,3,6,NOR 24,23,27,Drew Brees pass complete short left to Marques Colston for 15 yards (tackle by Sherrod Martin),-0.430,1.530
4,10:51,1,10,NOR 39,23,27,Drew Brees pass incomplete short left intended for Lance Moore (defended by Darius Butler),1.530,0.990
4,10:49,2,10,NOR 39,23,27,Drew Brees pass incomplete short right intended for Lance Moore,0.990,0.300
4,10:44,3,10,NOR 39,23,27,Drew Brees pass complete short left to Darren Sproles for 5 yards (tackle by Sherrod Martin),0.300,-0.460
4,10:24,4,5,NOR 44,23,27,"Thomas Morstead punts 56 yards, touchback",-0.460,-0.280
4,10:17,1,10,CAR 20,23,27,Jonathan Stewart left tackle for 8 yards (tackle by Jonathan Vilma),0.280,0.810
4,9:33,2,2,CAR 28,23,27,Jonathan Stewart right guard for 9 yards (tackle by Jabari Greer),0.810,1.400
4,8:49,1,10,CAR 37,23,27,Jonathan Stewart up the middle for 1 yard (tackle by Jonathan Vilma),1.400,0.990
4,8:03,2,9,CAR 38,23,27,Cam Newton pass complete short middle to Greg Olsen for 7 yards (tackle by Malcolm Jenkins),0.990,1.220
4,7:19,3,2,CAR 45,23,27,Cam Newton pass incomplete deep left intended for Steve Smith,1.220,-0.390
4,7:14,4,2,CAR 45,23,27,"Jason Baker punts 44 yards, fair catch by Darren Sproles",-0.390,0.370
4,7:06,1,10,NOR 11,23,27,Drew Brees pass complete short middle to Robert Meachem for 5 yards (tackle by Jason Williams),-0.370,-0.300
4,6:34,2,5,NOR 16,23,27,Mark Ingram right guard for 2 yards (tackle by Antwan Applewhite),-0.300,-0.600
4,5:53,,,,23,27,Timeout #1 by New Orleans Saints,0.000,-0.600
4,5:53,3,3,NOR 18,23,27,Drew Brees pass complete short middle to Jimmy Graham for 12 yards (tackle by Charles Godfrey),-0.600,0.940
4,5:20,1,10,NOR 30,23,27,Drew Brees pass complete short middle to Jimmy Graham for 14 yards (tackle by Charles Godfrey),0.940,1.860
4,4:47,1,10,NOR 44,23,27,Drew Brees pass incomplete deep left intended for Robert Meachem,1.860,1.320
4,4:42,2,10,NOR 44,23,27,Drew Brees pass complete short right to Pierre Thomas for 18 yards (tackle by Sherrod Martin),1.320,3.050
4,4:01,1,10,CAR 38,23,27,Mark Ingram up the middle for 2 yards (tackle by Sione Fua and Eric Norwood),3.050,2.780
4,3:19,2,8,CAR 36,23,27,Drew Brees pass complete short right to Marques Colston for 10 yards (tackle by Chris Gamble),2.780,3.840
4,3:11,1,10,CAR 26,23,27,Pierre Thomas right guard for 3 yards (tackle by James Anderson and Charles Johnson),3.840,3.700
4,2:34,2,7,CAR 23,23,27,Drew Brees pass complete short left to Robert Meachem for 6 yards (tackle by Darius Butler),3.700,3.950
4,2:00,3,1,CAR 17,23,27,Mark Ingram up the middle for 2 yards (tackle by James Anderson),3.950,4.580
4,1:29,1,10,CAR 15,23,27,Drew Brees pass complete short middle to Marques Colston for 9 yards (tackle by Charles Godfrey),4.580,5.600
4,0:57,2,1,CAR 6,29,27,"Drew Brees pass complete short right to Pierre Thomas for 6 yards, touchdown",5.600,7.000
4,,,,CAR 2,30,27,John Kasay kicks extra point good,0.000,0.000
4,,,,NOR 35,30,27,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
4,0:50,1,10,CAR 20,30,27,Cam Newton pass complete deep left to Steve Smith for 19 yards (tackle by Malcolm Jenkins),0.280,1.530
4,0:42,,,,30,27,Timeout #1 by Carolina Panthers,0.000,1.530
4,0:42,1,10,CAR 39,30,27,Cam Newton pass incomplete short middle intended for Legedu Naanee,1.530,0.990
4,0:37,2,10,CAR 39,30,27,Cam Newton pass incomplete deep right intended for Legedu Naanee,0.990,0.300
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
4,0:33,3,10,CAR 39,30,27,Cam Newton pass incomplete short left intended for Legedu Naanee (defended by Tracy Porter),0.300,-0.780
4,0:27,4,10,CAR 39,30,27,"Cam Newton pass incomplete deep right intended for Greg Olsen. Penalty on Roman Harper: Defensive Pass Interference, 12 yards (no play)",-0.780,2.320
4,0:27,1,10,NOR 49,30,27,"Cam Newton pass incomplete short right intended for Legedu Naanee. Penalty on Jordan Gross: Offensive Holding, 10 yards (no play)",2.320,1.660
4,0:17,1,20,CAR 41,30,27,Cam Newton pass incomplete short left intended for Greg Olsen (defended by Roman Harper),1.660,0.430
4,0:11,2,20,CAR 41,30,27,Cam Newton pass complete short right to Legedu Naanee for 8 yards,0.430,0.830
4,0:05,,,,30,27,Timeout #2 by Carolina Panthers,0.000,0.000
4,0:05,,,,30,27,Timeout #2 by New Orleans Saints,0.000,0.830
4,0:05,3,12,CAR 49,30,27,Cam Newton pass incomplete deep right intended for Steve Smith,0.830,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
