Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
1,9:43,1,10,ARI 9,7,0,"Emmitt Smith left tackle for 4 yards (tackle by Jamie Winborn). Penalty on Jamie Winborn: Face Mask (15 Yards), 15 yards",-0.380,0.810
1,9:21,1,10,ARI 28,7,0,Josh McCown pass complete to Larry Fitzgerald for 7 yards (tackle by Jeff Ulbrich),0.810,1.210
1,8:40,2,3,ARI 35,7,0,Josh McCown pass incomplete intended for Larry Fitzgerald,1.210,0.500
,,,,,,,"ARI challenged the ruling, and the play was upheld.",,
1,8:34,3,3,ARI 35,7,0,Josh McCown pass complete to Bryant Johnson for 7 yards (tackle by Ronnie Heard),0.500,1.730
1,7:56,1,10,ARI 42,7,0,Josh McCown pass incomplete intended for Larry Fitzgerald (defended by Dwaine Carpenter),1.730,1.190
1,7:50,2,10,ARI 42,7,0,Emmitt Smith left tackle for 3 yards (tackle by Anthony Adams),1.190,0.890
1,7:04,3,7,ARI 45,7,0,Josh McCown pass complete to Bryant Johnson for 40 yards (tackle by Joselio Hanson),0.890,4.580
1,6:10,1,10,SFO 15,7,0,Emmitt Smith left tackle for -1 yards (tackle by Bryant Young),4.580,3.810
1,5:34,2,11,SFO 16,7,0,Emmitt Smith up the middle for -1 yards (tackle by John Engelberger),3.810,2.980
1,4:51,3,12,SFO 17,7,0,Josh McCown pass incomplete intended for Nate Poole,2.980,2.310
1,4:43,4,12,SFO 17,7,0,Neil Rackers 34 yard field goal no good,2.310,-0.610
1,4:41,1,10,SFO 25,7,0,Ken Dorsey pass complete to Maurice Hicks for 3 yards (tackle by Ronald McKinnon),0.610,0.470
1,4:07,2,7,SFO 28,7,0,Ken Dorsey pass complete to Cedrick Wilson for 6 yards (tackle by Karlos Dansby),0.470,0.560
1,3:29,3,1,SFO 34,7,0,Maurice Hicks up the middle for no gain (tackle by Ronald McKinnon and Adrian Wilson),0.560,-1.110
1,2:48,4,1,SFO 34,7,0,Ken Dorsey up the middle for 1 yard (tackle by Kyle Vanden Bosch and Russell Davis),-1.110,1.270
1,2:27,1,10,SFO 35,7,0,Maurice Hicks right guard for 15 yards (tackle by Ifeanyi Ohalete),1.270,2.260
1,1:44,1,10,ARI 50,7,0,"Penalty on Peppi Zellner: Encroachment, 5 yards (no play)",2.260,2.990
1,1:28,1,5,ARI 45,7,0,Ken Dorsey pass complete to Eric Johnson for 4 yards (tackle by Karlos Dansby),2.990,2.930
1,0:52,2,1,ARI 41,7,0,Maurice Hicks left tackle for 10 yards (tackle by Ifeanyi Ohalete),2.930,3.510
1,0:16,1,10,ARI 31,7,0,Ken Dorsey up the middle for 1 yard (tackle by Russell Davis),3.510,3.100
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,ARI 30,7,0,Terry Jackson right tackle for 11 yards (tackle by Ifeanyi Ohalete),3.100,4.310
2,14:23,1,10,ARI 19,7,0,Maurice Hicks left end for no gain (tackle by Ronald McKinnon),4.310,3.750
2,13:41,2,10,ARI 19,13,0,"Ken Dorsey pass complete to Cedrick Wilson for 19 yards, touchdown",3.750,7.000
,,,,,,,"ARI challenged the ruling, and the play was upheld.",,
2,,,,ARI 2,14,0,Todd Peterson kicks extra point good,0.000,0.000
2,,,,SFO 30,14,0,"Todd Peterson kicks off 60 yards, returned by Bryant Johnson for 22 yards (tackle by Tony Parrish)",0.000,1.070
2,13:27,1,10,ARI 32,14,0,Josh McCown pass complete to Eric Edwards for 8 yards (tackle by Shawntae Spencer),1.070,1.610
2,13:02,2,2,ARI 40,14,0,Emmitt Smith left tackle for 3 yards (tackle by Mike Adams),1.610,1.800
2,12:25,1,10,ARI 43,14,0,Emmitt Smith up the middle for 4 yards (tackle by Derek Smith and John Engelberger),1.800,1.790
2,11:39,2,6,ARI 47,14,0,Josh McCown pass incomplete intended for Bryant Johnson,1.790,1.090
2,11:35,3,6,ARI 47,14,0,Josh McCown pass incomplete intended for Larry Fitzgerald is intercepted by Tony Parrish at SFO-31 and returned for 25 yards (tackle by Obafemi Ayanbadejo),1.090,-2.650
2,11:24,1,10,ARI 44,14,0,Maurice Hicks up the middle for 9 yards (tackle by Raynoch Thompson),2.650,3.330
2,10:49,2,1,ARI 35,14,0,Maurice Hicks left tackle for 4 yards (tackle by Ronald McKinnon),3.330,3.510
2,10:15,1,10,ARI 31,14,0,Ken Dorsey pass complete to Aaron Walker for 30 yards (tackle by Adrian Wilson),3.510,6.970
2,9:30,1,1,ARI 1,14,0,Terry Jackson left tackle for no gain (tackle by Darnell Dockett),6.970,5.910
2,8:53,2,1,ARI 1,14,0,Terry Jackson left tackle for no gain (tackle by Raynoch Thompson),5.910,5.170
2,8:24,,,,14,0,Timeout #2 by San Francisco 49ers,0.000,5.170
2,8:24,3,1,ARI 1,20,0,"Maurice Hicks left tackle for 1 yard, touchdown",5.170,7.000
2,,,,ARI 2,21,0,Todd Peterson kicks extra point good,0.000,0.000
2,,,,SFO 30,21,0,"Todd Peterson kicks off 70 yards, returned by Bryant Johnson for 19 yards (tackle by Richard Seigler)",0.000,0.150
2,8:13,1,10,ARI 19,21,0,Josh McCown pass complete to Anquan Boldin for 3 yards (tackle by Shawntae Spencer),0.150,0.070
2,7:42,2,7,ARI 22,21,0,Obafemi Ayanbadejo up the middle for 3 yards (tackle by Andre Carter),0.070,-0.290
2,7:06,3,4,ARI 25,21,0,Josh McCown pass complete to Larry Fitzgerald for 13 yards (tackle by Mike Adams),-0.290,1.470
2,6:43,1,10,ARI 38,21,0,Emmitt Smith up the middle for no gain (tackle by John Engelberger),1.470,0.920
2,6:12,2,10,ARI 38,21,0,Josh McCown pass complete to Eric Edwards for 19 yards (tackle by Andrew Williams),0.920,2.720
2,5:38,1,10,SFO 43,21,0,Emmitt Smith up the middle for 3 yards (tackle by Derek Smith and Andrew Williams),2.720,2.580
2,5:04,,,,21,0,Timeout #3 by San Francisco 49ers,0.000,2.580
2,5:04,2,7,SFO 40,21,0,Josh McCown pass incomplete intended for Eric Edwards,2.580,1.880
2,5:02,3,7,SFO 40,21,0,Josh McCown pass complete to Anquan Boldin for 16 yards (tackle by Shawntae Spencer),1.880,3.970
2,4:18,1,10,SFO 24,21,0,Josh McCown pass incomplete intended for Larry Fitzgerald,3.970,3.430
2,4:12,2,10,SFO 24,21,0,Josh McCown pass incomplete intended for Obafemi Ayanbadejo,3.430,2.740
2,4:07,3,10,SFO 24,21,0,Josh McCown pass complete to Emmitt Smith for -3 yards (tackle by Dwaine Carpenter),2.740,1.670
2,3:21,4,13,SFO 27,21,3,Neil Rackers 44 yard field goal good,1.670,3.000
2,,,,ARI 30,21,3,"Neil Rackers kicks off 75 yards, touchback",0.000,0.280
2,3:15,1,10,SFO 20,21,3,Maurice Hicks left tackle for 1 yard (tackle by Ronald McKinnon),0.280,-0.130
2,2:32,2,9,SFO 21,21,3,Ken Dorsey pass incomplete intended for Aaron Walker,-0.130,-0.820
2,2:28,3,9,SFO 21,21,3,Ken Dorsey pass incomplete intended for Curtis Conway,-0.820,-1.960
2,2:23,4,9,SFO 21,21,3,"Andy Lee punts 45 yards, returned by Karl Williams for 9 yards (tackle by Aaron Walker). Penalty on Nate Poole: Illegal Use of Hands, 10 yards",-1.960,-0.540
2,2:12,1,10,ARI 24,21,3,Emmitt Smith up the middle for 2 yards (tackle by Chris Cooper),0.540,0.270
2,2:00,2,8,ARI 26,21,3,Josh McCown pass complete to Anquan Boldin for 4 yards (tackle by Joselio Hanson),0.270,0.100
2,1:52,3,4,ARI 30,21,3,Josh McCown pass incomplete intended for Anquan Boldin,0.100,-1.370
2,1:49,4,4,ARI 30,21,3,"Scott Player punts 50 yards, returned by Arnaz Battle for 13 yards (tackle by Nate Poole). Penalty on Dwaine Carpenter: Offensive Holding, 10 yards",-1.370,0.140
2,1:35,1,10,SFO 16,21,3,Maurice Hicks left tackle for 1 yard (tackle by Darnell Dockett),-0.140,-0.510
2,1:29,,,,21,3,Timeout #3 by Arizona Cardinals,0.000,-0.510
2,1:27,2,9,SFO 17,21,3,Maurice Hicks up the middle for 7 yards (tackle by Duane Starks),-0.510,-0.320
2,0:47,3,2,SFO 24,21,3,Maurice Hicks up the middle for 4 yards (tackle by James Darling and Russell Davis),-0.320,0.810
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,21,3,"Neil Rackers kicks off 59 yards, returned by Jimmy Williams for 20 yards (tackle by Quentin Harris)",0.000,1.000
3,14:55,1,10,SFO 31,21,3,"Maurice Hicks up the middle for -1 yards (tackle by Adrian Wilson). Penalty on James Darling: Unnecessary Roughness, 15 yards",1.000,1.930
3,14:33,1,10,SFO 45,21,3,Ken Dorsey pass complete to Maurice Hicks for 6 yards (tackle by Karlos Dansby),1.930,2.190
3,13:58,2,4,ARI 49,21,3,Maurice Hicks up the middle for -1 yards (tackle by Darnell Dockett and Bertrand Berry),2.190,1.360
3,13:16,3,5,ARI 50,21,3,Ken Dorsey pass complete to Arnaz Battle for 10 yards (tackle by Russell Davis),1.360,2.920
3,12:35,1,10,ARI 40,21,3,Ken Dorsey pass incomplete intended for Cedrick Wilson,2.920,2.370
3,12:27,2,10,ARI 40,21,3,Terry Jackson right tackle for 5 yards (tackle by Ifeanyi Ohalete and Karlos Dansby),2.370,2.340
3,11:42,3,5,ARI 35,21,3,"Ken Dorsey pass complete to Cedrick Wilson for 4 yards (tackle by Karlos Dansby). Penalty on Bertrand Berry: Defensive Offside, 5 yards (no play)",2.340,3.580
3,11:29,1,10,ARI 30,21,3,Maurice Hicks up the middle for 2 yards (tackle by Bertrand Berry),3.580,3.300
3,10:46,2,8,ARI 28,21,3,Maurice Hicks right end for 1 yard (tackle by James Darling),3.300,2.740
3,10:04,3,7,ARI 27,27,3,"Ken Dorsey pass complete to Cedrick Wilson for 27 yards, touchdown",2.740,7.000
3,,,,ARI 2,28,3,Todd Peterson kicks extra point good,0.000,0.000
3,,,,SFO 30,28,3,"Todd Peterson kicks off 72 yards, touchback",0.000,0.280
3,9:57,1,10,ARI 20,28,3,Obafemi Ayanbadejo up the middle for 4 yards (tackle by Jeff Ulbrich),0.280,0.270
3,9:18,2,6,ARI 24,28,3,Josh Scobey right end for 2 yards (tackle by Derek Smith),0.270,-0.160
3,8:33,3,4,ARI 26,28,3,Josh McCown pass incomplete intended for Anquan Boldin (defended by Tony Brown),-0.160,-1.630
3,8:27,4,4,ARI 26,28,3,"Scott Player punts 54 yards, returned by Arnaz Battle for 9 yards (tackle by Ifeanyi Ohalete)",-1.630,-0.870
3,8:15,1,10,SFO 29,28,3,Ken Dorsey pass complete to Maurice Hicks for -1 yards (tackle by Duane Starks),0.870,0.190
3,7:35,2,11,SFO 28,28,3,Maurice Hicks left tackle for 2 yards (tackle by Ronald McKinnon),0.190,-0.230
3,6:57,3,9,SFO 30,28,3,Ken Dorsey pass complete to Terry Jackson for 8 yards (tackle by Adrian Wilson),-0.230,-0.850
3,6:13,4,1,SFO 38,28,3,"Andy Lee punts 53 yards, returned by Karl Williams for 4 yards (tackle by Saleem Rasheed)",-0.850,0.320
3,6:03,1,10,ARI 13,28,3,"Josh McCown pass complete to Anquan Boldin for 18 yards (tackle by Shawntae Spencer). Penalty on Chris Cooper: Roughing the Passer, 15 yards",-0.320,1.990
3,5:34,1,10,ARI 46,28,3,Josh McCown pass complete to Eric Edwards for 12 yards (tackle by Derek Smith),1.990,2.790
3,5:10,1,10,SFO 42,28,3,"Josh McCown sacked by Andre Carter for -8 yards. Josh McCown fumbles (forced by Andre Carter), recovered by Josh McCown at ARI-50",2.790,1.160
3,4:43,2,18,ARI 50,28,3,Josh McCown pass complete to Freddie Jones for 8 yards (tackle by Derek Smith),1.160,1.550
3,3:59,3,10,SFO 42,28,3,Josh McCown pass complete to Anquan Boldin for 28 yards (tackle by Tony Parrish),1.550,4.650
3,3:25,1,10,SFO 14,28,3,Emmitt Smith right tackle for 1 yard (tackle by Jeff Ulbrich and Anthony Adams),4.650,4.160
3,2:46,2,9,SFO 13,28,3,Josh McCown pass incomplete intended for Anquan Boldin,4.160,3.260
3,2:40,3,9,SFO 13,28,3,Josh McCown pass complete to Anquan Boldin for 9 yards (tackle by Dwaine Carpenter),3.260,6.280
3,2:04,1,4,SFO 4,28,9,"Obafemi Ayanbadejo left tackle for 4 yards, touchdown",6.280,7.000
3,,,,SFO 2,28,10,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,28,10,"Neil Rackers kicks off 75 yards, touchback",0.000,0.280
3,1:59,1,10,SFO 20,28,10,Maurice Hicks left tackle for 3 yards (tackle by Adrian Wilson and Peppi Zellner),0.280,0.140
3,1:25,2,7,SFO 23,28,10,Ken Dorsey pass incomplete intended for Fred Beasley,0.140,-0.560
3,1:20,3,7,SFO 23,28,10,Ken Dorsey pass incomplete intended for Cedrick Wilson,-0.560,-1.830
3,1:14,4,7,SFO 23,28,10,"Andy Lee punts 45 yards, returned by Duane Starks for 15 yards (tackle by Terry Jackson)",-1.830,-2.060
3,1:01,1,10,ARI 47,28,10,Josh McCown pass complete to Bryant Johnson for 17 yards (tackle by Joselio Hanson),2.060,3.180
3,0:23,1,10,SFO 36,28,10,Emmitt Smith left tackle for 3 yards (tackle by Derek Smith),3.180,3.040
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SFO 33,28,10,Josh McCown pass complete to Anquan Boldin for 8 yards (tackle by Shawntae Spencer),3.040,3.910
4,14:29,1,10,SFO 25,28,10,Josh McCown pass complete to Anquan Boldin for 9 yards (tackle by Shawntae Spencer),3.910,4.750
4,13:59,2,1,SFO 16,28,10,Emmitt Smith up the middle for 3 yards (tackle by Tony Brown and Bryant Young),4.750,4.710
4,13:15,1,10,SFO 13,28,10,"Penalty on Cameron Spikes: False Start, 5 yards (no play)",4.710,4.290
4,13:08,1,15,SFO 18,28,10,Emmitt Smith left tackle for 16 yards (tackle by Ronnie Heard and Jamie Winborn),4.290,6.740
4,12:31,1,2,SFO 2,28,10,Obafemi Ayanbadejo left tackle for 1 yard (tackle by Anthony Adams),6.740,5.910
4,12:01,2,1,SFO 1,28,16,"Obafemi Ayanbadejo left tackle for 1 yard, touchdown",5.910,7.000
4,,,,SFO 2,28,17,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,28,17,"Neil Rackers kicks off 57 yards, returned by Jimmy Williams for 23 yards (tackle by Adrian Mayes)",0.000,1.330
4,11:46,1,10,SFO 36,28,17,Ken Dorsey pass incomplete intended for Brandon Lloyd,1.330,0.790
4,11:42,2,10,SFO 36,28,17,Maurice Hicks right tackle for 11 yards (tackle by Ifeanyi Ohalete),0.790,2.060
4,11:04,1,10,SFO 47,28,17,Ken Dorsey pass complete to Eric Johnson for 4 yards (tackle by Ronald McKinnon),2.060,2.060
4,10:26,2,6,ARI 49,28,17,Maurice Hicks right end for 4 yards (tackle by James Darling),2.060,1.880
4,10:04,3,2,ARI 45,28,17,Ken Dorsey pass incomplete intended for Eric Johnson (defended by Karlos Dansby),1.880,0.270
4,10:00,4,2,ARI 45,28,17,"Andy Lee punts 45 yards, touchback. Penalty on Gerald Hayes: Running Into the Kicker, 5 yards (no play)",0.270,2.920
4,9:50,1,10,ARI 40,28,17,Maurice Hicks up the middle for 2 yards (tackle by Karlos Dansby),2.920,2.640
4,9:06,2,8,ARI 38,28,17,"Penalty on Eric Heitmann: False Start, 5 yards (no play)",2.640,1.970
4,8:53,2,13,ARI 43,28,17,Ken Dorsey pass incomplete intended for Brandon Lloyd,1.970,1.290
4,8:49,3,13,ARI 43,28,17,Ken Dorsey pass complete to Terry Jackson for 5 yards (tackle by LeVar Woods),1.290,0.720
4,8:00,4,8,ARI 38,28,17,"Andy Lee punts 38 yards, touchback",0.720,-0.280
4,7:52,1,10,ARI 20,28,17,Josh McCown pass complete to Anquan Boldin for 14 yards (tackle by Shawntae Spencer). Penalty on Joselio Hanson: Illegal Contact (Declined),0.280,1.200
4,7:35,1,10,ARI 34,28,17,Josh McCown pass complete to Freddie Jones for 14 yards (tackle by Shawntae Spencer),1.200,2.130
4,7:03,1,10,ARI 48,28,17,Josh McCown pass incomplete intended for Anquan Boldin,2.130,1.580
4,6:58,2,10,ARI 48,28,17,Josh McCown pass incomplete intended for Anquan Boldin,1.580,0.890
4,6:52,3,10,ARI 48,28,17,Josh McCown pass incomplete intended for Bryant Johnson,0.890,-0.190
4,6:52,4,10,ARI 48,28,17,Penalty on Adrian Mayes: False Start (Declined),-0.190,-0.190
4,6:46,4,10,ARI 48,28,17,Scott Player punts 49 yards,-0.190,0.380
4,6:35,1,10,SFO 4,28,17,Maurice Hicks right tackle for 4 yards (tackle by Ronald McKinnon),-0.380,-0.490
4,5:58,2,6,SFO 8,28,17,Maurice Hicks up the middle for 5 yards (tackle by Adrian Wilson and David Macklin),-0.490,-0.370
4,5:13,,,,28,17,Timeout #1 by San Francisco 49ers,0.000,-0.370
4,5:13,3,1,SFO 13,28,17,Maurice Hicks up the middle for -3 yards (tackle by Adrian Wilson),-0.370,-2.490
4,4:31,4,4,SFO 10,28,17,"Andy Lee punts 53 yards, returned by Duane Starks for 7 yards (tackle by Keith Lewis)",-2.490,-1.860
4,4:18,1,10,ARI 44,28,17,Josh McCown pass incomplete intended for Bryant Johnson,1.860,1.320
4,4:12,2,10,ARI 44,28,17,Josh McCown pass complete to Freddie Jones for 2 yards (tackle by Dwaine Carpenter),1.320,0.890
4,3:36,3,8,ARI 46,28,17,"Penalty on L.J. Shelton: False Start, 4 yards (no play)",0.890,0.370
4,3:35,3,12,ARI 42,28,17,Josh McCown pass complete to Larry Fitzgerald for 22 yards (tackle by Shawntae Spencer),0.370,3.180
4,3:35,1,10,SFO 36,28,17,"Penalty on Bryant Young: Encroachment, 5 yards (no play)",3.180,3.910
4,3:33,1,5,SFO 31,28,17,Josh McCown pass complete to Bryant Johnson for 13 yards (tackle by Joselio Hanson),3.910,4.370
4,3:28,1,10,SFO 18,28,17,Josh McCown pass complete to Freddie Jones for 10 yards (tackle by Dwaine Carpenter),4.370,5.370
4,2:47,1,8,SFO 8,28,23,"Emmitt Smith right tackle for 8 yards, touchdown",5.370,7.000
4,,,,,28,25,Two Point Attempt: conversion succeeds,1.000,1.000
4,,,,ARI 30,28,25,"Neil Rackers kicks off 73 yards, touchback",0.000,0.280
4,2:40,1,10,SFO 20,28,25,"Maurice Hicks right end for -1 yards (tackle by Karlos Dansby). Penalty on Scott Gragg: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,2:34,1,20,SFO 10,28,25,Maurice Hicks right tackle for -2 yards (tackle by Adrian Wilson),-0.760,-1.660
4,2:29,2,22,SFO 8,28,25,Ken Dorsey pass incomplete intended for Eric Johnson,-1.660,-2.820
4,2:24,3,22,SFO 8,28,25,"Terry Jackson up the middle for 11 yards (tackle by James Darling). Terry Jackson fumbles (forced by James Darling), recovered by David Macklin at SFO-21 and returned for 1 yards (tackle by Cedrick Wilson)",-2.820,-4.240
4,2:16,1,10,SFO 20,28,25,Emmitt Smith right tackle for 11 yards (tackle by John Engelberger),4.240,5.140
4,2:00,1,9,SFO 9,28,25,Emmitt Smith up the middle for -2 yards (tackle by Andre Carter),5.140,4.020
4,1:19,2,11,SFO 11,28,25,Josh McCown up the middle for 7 yards (tackle by Shawntae Spencer),4.020,4.490
4,1:07,,,,28,25,Timeout #1 by Arizona Cardinals,0.000,4.490
4,1:07,3,4,SFO 4,28,25,Josh McCown pass incomplete intended for Freddie Jones (defended by Joselio Hanson),4.490,3.030
4,1:03,4,4,SFO 4,28,28,Neil Rackers 22 yard field goal good,3.030,3.000
4,,,,ARI 30,28,28,"Neil Rackers kicks off 68 yards, returned by Arnaz Battle for 17 yards (tackle by Josh Scobey)",0.000,0.150
4,0:54,1,10,SFO 19,28,28,"Ken Dorsey pass complete to Maurice Hicks for 13 yards (tackle by Duane Starks). Penalty on Eric Johnson: Offensive Holding, 10 yards",0.150,0.650
4,0:45,1,7,SFO 22,28,28,Ken Dorsey pass complete to Maurice Hicks for 8 yards (tackle by Russell Davis),0.650,0.940
4,0:36,,,,28,28,Timeout #2 by San Francisco 49ers,0.000,0.940
4,0:36,1,10,SFO 30,28,28,Ken Dorsey pass incomplete intended for Maurice Hicks,0.940,0.390
4,0:28,2,10,SFO 30,28,28,Maurice Hicks left tackle for 9 yards (tackle by LeVar Woods),0.390,0.390
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
,,,,,,,"49ers won the coin toss, 49ers to receive the overtime kickoff.",,
OT,15:00,2,10,ARI 30,28,28,"Neil Rackers kicks off 66 yards, touchback",0.390,0.280
OT,15:00,1,10,SFO 20,28,28,Ken Dorsey pass complete to Cedrick Wilson for 12 yards (tackle by David Macklin),0.280,1.070
OT,14:21,1,10,SFO 32,28,28,Maurice Hicks right end for 15 yards (tackle by Ifeanyi Ohalete and Karlos Dansby),1.070,2.060
OT,13:40,1,10,SFO 47,28,28,Ken Dorsey pass complete to Brandon Lloyd for 13 yards (tackle by Duane Starks),2.060,2.920
OT,13:16,1,10,ARI 40,28,28,Maurice Hicks right tackle for 3 yards (tackle by James Darling),2.920,2.780
OT,12:42,2,7,ARI 37,28,28,Ken Dorsey pass incomplete intended for Arnaz Battle,2.780,2.080
OT,12:37,3,7,ARI 37,28,28,Ken Dorsey pass incomplete intended for Terry Jackson (defended by James Darling),2.080,0.790
OT,12:32,4,7,ARI 37,28,28,Andy Lee punts 34 yards,0.790,0.380
OT,12:22,1,10,ARI 3,28,28,Josh McCown pass incomplete intended for Larry Fitzgerald (defended by Dwaine Carpenter),-0.380,-0.780
OT,12:16,2,10,ARI 3,28,28,Emmitt Smith left tackle for no gain (tackle by Jamie Winborn),-0.780,-1.420
OT,11:34,3,10,ARI 3,28,28,Josh McCown pass complete to Josh Scobey for 4 yards (tackle by Dwaine Carpenter),-1.420,-2.490
OT,11:13,4,6,ARI 7,28,28,"Scott Player punts 51 yards, returned by Arnaz Battle for 9 yards (tackle by Quentin Harris)",-2.490,-2.320
OT,11:00,1,10,ARI 49,28,28,Ken Dorsey sacked by Bertrand Berry for -7 yards,2.320,0.840
OT,10:24,2,17,SFO 44,28,28,Ken Dorsey pass incomplete intended for Brandon Lloyd,0.840,0.170
OT,10:21,3,17,SFO 44,28,28,Ken Dorsey pass complete to Cedrick Wilson for 19 yards (tackle by David Macklin and James Darling),0.170,3.120
OT,9:42,1,10,ARI 37,28,28,Maurice Hicks left tackle for 7 yards (tackle by Ifeanyi Ohalete and Russell Davis),3.120,3.520
OT,9:05,2,3,ARI 30,28,28,Maurice Hicks right tackle for 17 yards (tackle by Quentin Harris),3.520,4.710
OT,8:42,2,3,ARI 30,28,28,Timeout #1 by Arizona Cardinals,3.520,4.710
OT,8:41,1,10,ARI 13,31,28,Todd Peterson 31 yard field goal good,4.710,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
