Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
2,14:24,1,5,MIN 5,7,7,Matt Leinart pass incomplete short left intended for Larry Fitzgerald (defended by Fred Smoot),6.060,5.150
2,14:19,2,5,MIN 5,7,7,Edgerrin James right guard for 2 yards (tackle by Dwight Smith and Napoleon Harris),5.150,4.720
2,13:37,3,3,MIN 3,7,7,Matt Leinart pass incomplete short middle intended for Obafemi Ayanbadejo (defended by Antoine Winfield),4.720,3.040
2,13:31,4,3,MIN 3,10,7,Neil Rackers 21 yard field goal good,3.040,3.000
2,13:31,,,ARI 30,10,7,"Neil Rackers kicks off 74 yards, touchback",0.000,0.280
2,13:26,1,10,MIN 20,10,7,Chester Taylor right guard for 4 yards (tackle by Adrian Wilson and Orlando Huff),0.280,0.270
2,12:51,2,6,MIN 24,10,7,Brad Johnson pass complete short right to Jeff Dugan for 2 yards (tackle by Antrel Rolle),0.270,-0.160
2,12:06,3,4,MIN 26,10,7,Brad Johnson pass complete short middle to Jermaine Wiggins for 6 yards (tackle by Gerald Hayes),-0.160,1.070
2,11:25,1,10,MIN 32,10,7,Brad Johnson pass complete short middle to Marcus Robinson for 11 yards (tackle by Antrel Rolle),1.070,1.800
2,10:47,1,10,MIN 43,10,7,Chester Taylor right end for 7 yards (tackle by Orlando Huff),1.800,2.200
2,10:08,2,3,,10,7,Brad Johnson pass incomplete deep right intended for Marcus Robinson (defended by Antrel Rolle),2.200,1.490
2,10:01,3,3,,10,7,Brad Johnson pass complete short right to Marcus Robinson for 6 yards (tackle by Antrel Rolle),1.490,2.650
2,9:30,1,10,ARI 44,10,7,Brad Johnson pass incomplete deep right intended for Troy Williamson,2.650,2.110
2,9:23,2,10,ARI 44,10,7,Chester Taylor left guard for -1 yards (tackle by Adrian Wilson and Karlos Dansby),2.110,1.290
2,8:41,3,11,ARI 45,10,7,Brad Johnson pass incomplete deep middle intended for Marcus Robinson,1.290,0.270
2,8:36,4,11,ARI 45,10,7,"Chris Kluwe punts 34 yards, fair catch by Troy Walters",0.270,0.370
2,8:28,1,10,ARI 11,10,7,Matt Leinart pass incomplete deep left intended for Anquan Boldin,-0.370,-0.780
2,8:19,2,10,ARI 11,10,7,Matt Leinart pass complete deep left to Bryant Johnson for 28 yards (tackle by Darren Sharper),-0.780,1.530
2,7:51,1,10,ARI 39,10,7,"Penalty on Matt Leinart: Delay of Game, 5 yards (no play)",1.530,1.200
2,7:38,1,15,ARI 34,10,7,Matt Leinart pass complete short left to Leonard Pope for 2 yards (tackle by Darren Sharper),1.200,0.580
2,7:01,2,13,ARI 36,10,7,Matt Leinart pass complete short left to Bryant Johnson for 4 yards (tackle by Antoine Winfield),0.580,0.430
2,6:19,3,9,ARI 40,10,7,Matt Leinart pass complete deep middle to Larry Fitzgerald for 18 yards (tackle by Cedric Griffin),0.430,2.790
2,5:44,1,10,MIN 42,10,7,Matt Leinart pass complete short left to Anquan Boldin for 7 yards (tackle by Antoine Winfield),2.790,3.190
2,5:15,1,10,MIN 42,10,7,Timeout #1 by Minnesota Vikings,2.790,3.190
2,5:15,2,3,MIN 35,10,7,Matt Leinart pass complete short middle to Edgerrin James for 6 yards (tackle by Antoine Winfield),3.190,3.640
2,4:38,1,10,MIN 29,10,7,Obafemi Ayanbadejo middle for 2 yards (tackle by Kenechi Udeze),3.640,3.370
2,4:03,2,8,MIN 27,10,7,Matt Leinart pass incomplete deep left intended for Larry Fitzgerald (defended by Fred Smoot),3.370,2.680
2,4:03,3,8,MIN 27,10,7,"Penalty on Adam Bergen: Illegal Substitution, 5 yards (no play)",2.680,2.020
2,3:57,3,13,MIN 32,10,7,Matt Leinart pass incomplete short middle intended for Bryant Johnson (defended by Kevin Williams),2.020,1.240
2,3:53,4,13,MIN 32,13,7,Neil Rackers 50 yard field goal good,1.240,3.000
2,3:53,,,ARI 30,13,7,"Neil Rackers kicks off 74 yards, returned by Bethel Johnson for 24 yards (tackle by Eric Green)",0.000,0.280
2,3:42,1,10,MIN 20,13,7,Brad Johnson pass complete short right to Chester Taylor for 15 yards (tackle by Robert Griffith),0.280,1.270
2,3:11,1,10,MIN 35,13,7,Chester Taylor middle for 4 yards (tackle by Antrel Rolle and Karlos Dansby),1.270,1.260
2,2:31,2,6,MIN 39,13,7,Brad Johnson pass complete short right to Travis Taylor for 7 yards (tackle by Antrel Rolle),1.260,1.990
2,2:00,1,10,MIN 46,13,7,Chester Taylor middle for 7 yards,1.990,2.400
2,1:39,2,3,ARI 47,13,7,Brad Johnson pass complete short right to Chester Taylor for 5 yards (tackle by Karlos Dansby),2.400,2.790
2,1:16,2,3,ARI 47,13,7,Timeout #2 by Arizona Cardinals,2.400,2.790
2,1:16,1,10,ARI 42,13,7,"Brad Johnson pass incomplete. Penalty on Brad Johnson: Intentional Grounding, 10 yards",2.790,0.890
2,1:12,2,20,MIN 48,13,7,Mewelde Moore middle for 8 yards (tackle by Darnell Dockett),0.890,1.290
2,0:58,2,20,MIN 48,13,7,Timeout #2 by Minnesota Vikings,0.890,1.290
2,0:58,3,12,ARI 44,13,7,Brad Johnson pass complete short left to Marcus Robinson for 5 yards (tackle by David Macklin),1.290,0.660
2,0:51,4,7,ARI 39,13,7,Brad Johnson pass complete short middle to Jermaine Wiggins for 22 yards (tackle by Aaron Francisco),0.660,4.440
2,0:51,1,10,ARI 17,13,7,Brad Johnson pass incomplete,4.440,3.850
2,0:37,2,10,ARI 17,13,13,"Brad Johnson pass complete deep left to Marcus Robinson for 17 yards, touchdown",3.850,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:37,,,ARI 2,13,14,Ryan Longwell kicks extra point good,0.000,0.000
2,0:37,,,MIN 30,13,14,"Ryan Longwell kicks off 67 yards, returned by J.J. Arrington for 33 yards (tackle by Antoine Winfield)",0.000,1.330
2,0:23,1,10,ARI 36,13,14,"Matt Leinart pass complete short left to Bryant Johnson for 4 yards (tackle by Antoine Winfield). Penalty on Deuce Lutui: Unnecessary Roughness, 15 yards",1.330,-0.700
2,0:15,1,10,ARI 36,13,14,Timeout #3 by Arizona Cardinals,1.330,-0.700
2,0:15,2,21,ARI 25,13,14,"Penalty on Nick Leckey: False Start, 5 yards (no play)",-0.700,-1.370
2,0:15,2,26,ARI 20,13,14,Matt Leinart pass complete short middle to Larry Fitzgerald for 18 yards (tackle by Cedric Griffin),-1.370,0.370
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,13,14,"Neil Rackers kicks off 76 yards, touchback",0.000,0.280
3,15:00,1,10,MIN 20,13,14,Brad Johnson pass complete short right to Travis Taylor for 11 yards (tackle by Antrel Rolle),0.280,1.000
3,14:19,1,10,MIN 31,13,14,Brad Johnson pass complete short right to Marcus Robinson for 22 yards (tackle by Robert Griffith),1.000,2.460
3,13:53,1,10,ARI 47,13,14,Chester Taylor middle for 8 yards (tackle by Karlos Dansby),2.460,2.990
3,13:13,2,2,ARI 39,13,14,Brad Johnson pass incomplete intended for Richard Owens,2.990,2.280
3,13:08,3,2,ARI 39,13,14,Brad Johnson right end for 3 yards (tackle by Karlos Dansby and Gabe Watson),2.280,3.180
3,12:25,1,10,ARI 36,13,14,Brad Johnson pass complete short middle to Marcus Robinson for 12 yards (tackle by David Macklin),3.180,3.970
3,11:46,1,10,ARI 24,13,14,Chester Taylor middle for 15 yards (tackle by David Macklin and Robert Griffith),3.970,5.140
3,11:07,1,9,ARI 9,13,14,Chester Taylor middle for no gain (tackle by Adrian Wilson),5.140,4.380
3,10:46,2,9,ARI 9,13,14,Brad Johnson pass incomplete short right intended for Travis Taylor,4.380,3.360
3,10:41,3,9,ARI 9,13,20,"Brad Johnson pass complete short middle to Billy McMullen for 9 yards, touchdown",3.360,7.000
3,10:41,,,ARI 2,13,21,Ryan Longwell kicks extra point good,0.000,0.000
3,10:41,,,MIN 30,13,21,"Ryan Longwell kicks off 68 yards, returned by J.J. Arrington for 41 yards (tackle by Ronyell Whitaker)",0.000,1.800
3,10:26,1,10,ARI 43,13,21,Matt Leinart pass incomplete intended for Larry Fitzgerald is intercepted by Dwight Smith at MIN-42 and returned for 4 yards,1.800,-1.990
,,,,,,,"ARI challenged the ruling, and the play was upheld.",,
3,10:16,1,10,MIN 46,13,21,Brad Johnson pass complete short middle to Jermaine Wiggins for 3 yards (tackle by Orlando Huff),1.990,1.860
3,9:40,2,7,MIN 49,13,21,Brad Johnson pass complete to Jermaine Wiggins for 8 yards (tackle by Gerald Hayes),1.860,2.720
3,8:59,1,10,ARI 43,13,21,Brad Johnson pass complete short left to Travis Taylor for 8 yards (tackle by David Macklin),2.720,3.260
3,8:24,2,2,ARI 35,13,21,Brad Johnson pass incomplete deep left intended for Marcus Robinson,3.260,2.540
3,8:18,3,2,ARI 35,13,21,Brad Johnson pass complete short middle to Jim Kleinsasser for 14 yards (tackle by Robert Griffith),2.540,4.170
3,7:34,1,10,ARI 21,13,21,"Brad Johnson pass incomplete short middle intended for Chester Taylor. Penalty on Bryant McKinnie: Offensive Holding, 10 yards (no play)",4.170,3.510
3,7:29,1,20,ARI 31,13,21,Brad Johnson pass complete short left to Marcus Robinson for 9 yards (tackle by David Macklin and Adrian Wilson),3.510,3.490
3,6:51,2,11,ARI 22,13,21,Brad Johnson pass incomplete short left intended for Marcus Robinson (defended by David Macklin),3.490,2.810
3,6:47,3,11,ARI 22,13,21,Brad Johnson pass incomplete intended for Billy McMullen (defended by Chike Okeafor),2.810,1.990
3,6:42,4,11,ARI 22,13,24,Ryan Longwell 40 yard field goal good,1.990,3.000
3,6:42,,,MIN 30,13,24,"Ryan Longwell kicks off 60 yards, returned by J.J. Arrington for 19 yards (tackle by Ronyell Whitaker)",0.000,0.870
3,6:31,1,10,ARI 29,13,24,Matt Leinart pass complete short middle to Edgerrin James for 4 yards (tackle by E.J. Henderson),0.870,0.870
3,5:50,2,6,ARI 33,13,24,Matt Leinart pass complete short middle to Anquan Boldin for 24 yards (tackle by Dwight Smith and Cedric Griffin),0.870,2.720
3,5:06,1,10,MIN 43,13,24,"Penalty on Leonard Davis: False Start, 5 yards (no play)",2.720,2.390
3,4:46,1,15,MIN 48,13,24,Matt Leinart pass complete deep left to Larry Fitzgerald for 22 yards,2.390,3.840
3,4:07,1,10,MIN 26,13,24,Edgerrin James left guard for 1 yard (tackle by Antoine Winfield),3.840,3.430
3,3:35,2,9,MIN 25,13,24,Matt Leinart pass complete short left to Larry Fitzgerald for 7 yards (tackle by Fred Smoot),3.430,3.750
3,2:52,3,2,MIN 18,13,24,"Edgerrin James right end for -9 yards (tackle by Napoleon Harris). Penalty on Adam Bergen: Illegal Crackback, 15 yards (no play)",3.750,1.690
3,2:24,3,17,MIN 33,13,24,Matt Leinart pass complete to Adam Bergen for 10 yards (tackle by Cedric Griffin),1.690,1.930
3,1:43,4,7,MIN 23,13,24,Neil Rackers 41 yard field goal no good,1.930,-1.000
3,1:38,1,10,MIN 31,13,24,Brad Johnson pass incomplete,1.000,0.460
3,1:33,2,10,MIN 31,13,24,Brad Johnson sacked by Karlos Dansby for -8 yards,0.460,-1.290
3,0:55,3,18,MIN 23,13,24,Mewelde Moore right end for 2 yards (tackle by Antrel Rolle),-1.290,-1.700
3,0:23,4,16,MIN 25,13,24,"Chris Kluwe punts 49 yards, returned by Troy Walters for 8 yards. Troy Walters fumbles, recovered by Heath Farwell at ARI-35. Penalty on Antrel Rolle: Illegal Block Above the Waist (Declined)",-1.700,3.250
3,0:02,1,10,ARI 35,13,24,Chester Taylor right tackle for 1 yard (tackle by Karlos Dansby),3.250,2.840
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,ARI 34,13,24,Brad Johnson pass complete short middle to Jermaine Wiggins for 6 yards (tackle by Gerald Hayes),2.840,2.940
4,14:23,3,3,ARI 28,13,24,Brad Johnson pass complete short middle to Travis Taylor for 13 yards (tackle by Aaron Francisco),2.940,4.580
4,13:42,1,10,ARI 15,13,24,Chester Taylor left guard for 1 yard (tackle by Adrian Wilson),4.580,4.110
4,13:03,2,9,ARI 14,13,24,"Brad Johnson pass incomplete intended for Travis Taylor. Penalty on Antrel Rolle: Defensive Pass Interference, 9 yards (no play)",4.110,6.060
4,12:57,1,5,ARI 5,13,24,Brad Johnson right end for 2 yards (tackle by Karlos Dansby),6.060,5.530
4,12:12,2,3,ARI 3,13,24,Brad Johnson pass incomplete short middle intended for Jermaine Wiggins (defended by Orlando Huff),5.530,4.720
4,12:07,3,3,ARI 3,13,30,"Brad Johnson pass complete short middle to Jeff Dugan for 3 yards, touchdown",4.720,7.000
4,12:07,,,ARI 2,13,31,Ryan Longwell kicks extra point good,0.000,0.000
4,12:07,,,MIN 30,13,31,"Ryan Longwell kicks off 68 yards, returned by J.J. Arrington for 18 yards (tackle by Cedric Griffin)",0.000,0.280
4,11:53,1,10,ARI 20,13,31,Matt Leinart pass complete short middle to Larry Fitzgerald for 11 yards (tackle by Antoine Winfield),0.280,1.000
4,11:13,1,10,ARI 31,13,31,"Matt Leinart pass complete to Adam Bergen for 5 yards (tackle by Ben Leber). Adam Bergen fumbles (forced by Ben Leber), recovered by Fred Smoot at ARI-45 and returned for 29 yards (tackle by Nick Leckey)",1.000,-4.510
4,10:56,1,10,ARI 16,13,31,Brad Johnson pass complete short right to Chester Taylor for 15 yards (tackle by Robert Griffith),4.510,6.970
4,10:27,1,1,ARI 1,19,31,"Chester Taylor right guard for no gain. Chester Taylor fumbles, recovered by Adrian Wilson at ARI-1 and returned for 99 yards, touchdown",6.970,-7.000
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
4,10:08,,,,19,31,"Two Point Attempt: Matt Leinart pass incomplete intended for Anquan Boldin, conversion fails",1.000,-1.000
4,10:08,,,ARI 30,19,31,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
4,10:08,1,10,MIN 20,19,31,Chester Taylor left guard for 10 yards (tackle by Aaron Francisco and Gerald Hayes),0.280,0.940
4,9:29,1,10,MIN 30,19,31,Chester Taylor right guard for 5 yards (tackle by Gerald Hayes),0.940,1.070
4,8:50,2,5,MIN 35,19,31,"Penalty on Travis Taylor: False Start, 5 yards (no play)",1.070,0.390
4,8:26,2,10,MIN 30,19,31,Chester Taylor middle for no gain (tackle by Darnell Dockett),0.390,-0.300
4,7:43,3,10,MIN 30,19,31,Brad Johnson pass complete short right to Billy McMullen for 6 yards (tackle by Adrian Wilson),-0.300,-0.980
4,7:07,4,4,MIN 36,19,31,"Chris Kluwe punts 45 yards, returned by Troy Walters for 6 yards (tackle by Heath Farwell)",-0.980,-0.610
4,6:56,1,10,ARI 25,19,31,"Penalty on Kevin Williams: Encroachment, 5 yards (no play)",0.610,1.340
4,6:56,1,5,ARI 30,19,31,Matt Leinart pass complete deep middle to Anquan Boldin for 23 yards (tackle by Antoine Winfield),1.340,2.460
4,6:27,1,10,MIN 47,19,31,"Matt Leinart sacked by Kenechi Udeze for -7 yards. Penalty on Kenechi Udeze: Defensive Offside, 5 yards (no play)",2.460,3.190
4,6:07,1,5,MIN 42,19,31,Matt Leinart pass incomplete intended for Adam Bergen,3.190,2.590
4,6:01,2,5,MIN 42,19,31,Matt Leinart pass complete short middle to Anquan Boldin for 10 yards (tackle by Fred Smoot),2.590,3.450
4,5:37,1,10,MIN 32,19,31,"Matt Leinart pass incomplete deep left intended for Anquan Boldin. Penalty on Fred Smoot: Defensive Pass Interference, 8 yards (no play)",3.450,3.970
4,5:31,1,10,MIN 24,19,31,Matt Leinart pass incomplete short left intended for Bryant Johnson,3.970,3.430
4,5:25,2,10,MIN 24,19,31,Matt Leinart pass incomplete short middle intended for Anquan Boldin,3.430,2.740
4,5:21,3,10,MIN 24,19,31,Matt Leinart pass complete short middle to Anquan Boldin for 12 yards (tackle by Darren Sharper and Dwight Smith),2.740,4.780
4,4:43,1,10,MIN 12,19,31,Matt Leinart sacked by Ray Edwards and Jayme Mitchell for -10 yards,4.780,2.870
4,4:11,2,20,MIN 22,19,31,Matt Leinart pass complete short right to J.J. Arrington for 1 yard (tackle by Antoine Winfield),2.870,2.350
4,4:00,2,20,MIN 22,19,31,Timeout #2 by Arizona Cardinals,2.870,2.350
4,4:00,3,19,MIN 21,19,31,Matt Leinart pass complete short middle to Larry Fitzgerald for 6 yards (tackle by Antoine Winfield),2.350,2.440
4,3:17,4,13,MIN 15,19,31,Matt Leinart pass incomplete short left intended for Anquan Boldin,2.440,0.140
4,3:08,1,10,MIN 16,19,31,Chester Taylor right guard for 3 yards (tackle by Chike Okeafor and Gerald Hayes),-0.140,-0.180
4,3:01,1,10,MIN 16,19,31,Timeout #3 by Arizona Cardinals,-0.140,-0.180
4,3:01,2,7,MIN 19,19,31,Chester Taylor left guard for 2 yards (tackle by Gerald Hayes and Antonio Smith),-0.180,-0.700
4,2:16,3,5,MIN 21,19,31,Chester Taylor right tackle for 4 yards (tackle by Adrian Wilson),-0.700,-1.700
4,2:00,4,1,MIN 25,19,31,"Penalty on Ronyell Whitaker: False Start, 5 yards (no play)",-1.700,-2.030
4,2:00,4,6,MIN 20,19,31,"Chris Kluwe punts 44 yards, muffed catch by Troy Walters, recovered by Troy Walters and returned for 4 yards (tackle by Ronyell Whitaker)",-2.030,-2.060
4,1:49,1,10,ARI 47,19,31,Matt Leinart pass incomplete intended for Troy Walters,2.060,1.520
4,1:43,2,10,ARI 47,19,31,Matt Leinart pass incomplete intended for Bryant Johnson,1.520,0.830
4,1:37,3,10,ARI 47,19,31,Matt Leinart pass incomplete,0.830,-0.260
4,1:32,4,10,ARI 47,19,31,Matt Leinart pass complete to Larry Fitzgerald for 14 yards (tackle by Antoine Winfield),-0.260,2.980
4,1:26,1,10,MIN 39,19,31,Matt Leinart pass complete deep right to Larry Fitzgerald for 34 yards (tackle by Dwight Smith),2.980,6.060
4,1:04,1,5,MIN 5,19,31,Matt Leinart spiked the ball,6.060,5.150
4,1:03,2,5,MIN 5,19,31,Matt Leinart pass incomplete short middle intended for Bryant Johnson,5.150,4.260
4,0:58,3,5,MIN 5,19,31,"Matt Leinart for no gain. Matt Leinart fumbles, ball out of bounds at MIN-9",4.260,2.830
4,0:58,4,9,MIN 9,25,31,"Matt Leinart pass complete to Anquan Boldin for 9 yards, touchdown",2.830,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:58,,,MIN 2,26,31,Neil Rackers kicks extra point good,0.000,0.000
4,0:39,4,9,MIN 9,26,31,Timeout #2 by Minnesota Vikings,2.830,0.000
4,0:58,,,ARI 30,26,31,"Neil Rackers kicks onside 14 yards, recovered by Monty Beisel. Penalty on Billy McMullen: Offside on Free Kick (Declined)",0.000,1.860
4,0:38,1,10,ARI 44,26,31,Matt Leinart pass incomplete intended for Anquan Boldin,1.860,1.320
4,0:32,2,10,ARI 44,26,31,Matt Leinart pass complete to Larry Fitzgerald for 20 yards (tackle by Fred Smoot),1.320,3.180
4,0:18,1,10,MIN 36,26,31,Matt Leinart pass incomplete deep right intended for Larry Fitzgerald,3.180,2.640
4,0:10,2,10,MIN 36,26,31,Matt Leinart pass incomplete deep right intended for Anquan Boldin (defended by Cedric Griffin),2.640,1.950
4,0:02,3,10,MIN 36,26,31,Matt Leinart pass incomplete intended for Larry Fitzgerald is intercepted by Dwight Smith at MIN-0,1.950,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
