Quarter,Time,Tm,Detail,CLE,PIT
1.0,3:18,Steelers,Nate Washington 49 yard pass from Ben Roethlisberger (Jeff Reed kick),0,7
2.0,9:15,Steelers,Jeff Reed 23 yard field goal,0,10
3.0,5:32,Steelers,Ben Roethlisberger 2 yard rush (Jeff Reed kick),0,17
,1:47,Steelers,Willie Parker 3 yard rush (Jeff Reed kick),0,24
4.0,7:26,Steelers,Jeff Reed 28 yard field goal,0,27
,5:20,Browns,Braylon Edwards 45 yard pass from Derek Anderson (Phil Dawson kick),7,27
