Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Brandon McManus kicks off 67 yards, returned by Andre Roberts for 47 yards (tackle by Brandon McManus)",,
1,14:53,1,10,LAC 45,0,0,Austin Ekeler right tackle for 4 yards (tackle by Aaron Patrick and Jonas Griffith),,
1,14:20,2,6,LAC 49,0,0,Austin Ekeler right end for 9 yards (tackle by Patrick Surtain),,
1,13:46,1,10,DEN 42,0,0,"Justin Herbert pass incomplete deep left intended for Jalen Guyton. Penalty on Kyle Fuller: Defensive Pass Interference, 14 yards (accepted) (no play)",,
1,13:39,1,10,DEN 28,0,0,Justin Jackson left end for -1 yards (tackle by Kyle Fuller),,
1,13:07,2,11,DEN 29,0,0,Justin Herbert pass complete short right to Keenan Allen for 10 yards (tackle by Patrick Surtain and Nate Hairston),,
1,12:45,3,1,DEN 19,0,0,Justin Herbert up the middle for 2 yards (tackle by Jonathan Harris),,
1,12:14,1,10,DEN 17,0,0,Austin Ekeler right tackle for 14 yards (tackle by Micah Kiser and Shelby Harris),,
1,11:53,1,3,DEN 3,0,6,"Austin Ekeler right guard for 3 yards, touchdown",,
1,11:49,,,DEN 15,0,7,Dustin Hopkins kicks extra point good,,
1,11:49,,,LAC 35,0,7,"Dustin Hopkins kicks off 65 yards, touchback.",,
1,11:49,1,10,DEN 25,0,7,Drew Lock pass complete short left to Kendall Hinton for 15 yards (tackle by Nasir Adderley),,
1,11:14,1,10,DEN 40,0,7,Melvin Gordon right guard for 3 yards (tackle by Uchenna Nwosu and Kyzir White),,
1,10:38,2,7,DEN 43,0,7,Drew Lock pass complete short left to Melvin Gordon for no gain (tackle by Michael Davis),,
1,9:55,3,7,DEN 43,0,7,Drew Lock scrambles left guard for 6 yards (tackle by Michael Davis and Joey Bosa),,
1,9:17,4,1,DEN 49,0,7,Melvin Gordon right guard for 3 yards (tackle by Joey Bosa),,
1,8:38,1,10,LAC 48,0,7,Drew Lock pass incomplete deep right intended for Courtland Sutton,,
1,8:32,2,10,LAC 48,0,7,Melvin Gordon right tackle for 7 yards (tackle by Christian Covington and Derwin James),,
1,7:51,3,3,LAC 41,0,7,Javonte Williams right end for -3 yards (tackle by Christian Covington and Kyzir White),,
1,7:08,4,6,LAC 44,0,7,Drew Lock sacked by Jerry Tillery for -10 yards,,
1,7:02,1,10,DEN 46,0,7,Justin Herbert pass incomplete deep left intended for Mike Williams,,
1,6:54,2,10,DEN 46,0,7,Austin Ekeler up the middle for 2 yards (tackle by Justin Simmons and Micah Kiser),,
1,6:17,3,8,DEN 44,0,7,Justin Herbert pass incomplete short right intended for Keenan Allen (defended by Patrick Surtain),,
1,6:13,4,8,DEN 44,0,7,Ty Long punts 25 yards out of bounds,,
1,6:06,1,10,DEN 19,0,7,"Drew Lock pass incomplete deep left intended for Courtland Sutton. Penalty on Asante Samuel: Defensive Pass Interference, 15 yards (offset) . Penalty on Courtland Sutton: Offensive Pass Interference, 10 yards (offset) (no play)",,
1,6:00,1,10,DEN 19,0,7,Javonte Williams right end for 5 yards (tackle by Uchenna Nwosu and Jerry Tillery),,
1,5:20,2,5,DEN 24,0,7,Drew Lock pass incomplete deep middle intended for Kendall Hinton,,
1,5:14,3,5,DEN 24,0,7,Drew Lock pass incomplete short middle intended for Kendall Hinton (defended by Asante Samuel),,
1,5:10,4,5,DEN 24,0,7,"Sam Martin punts 41 yards, fair catch by Andre Roberts at LAC-35",,
1,5:02,1,10,LAC 35,0,7,Austin Ekeler left tackle for 6 yards (tackle by Jonas Griffith and Nate Hairston),,
1,4:29,2,4,LAC 41,0,7,Justin Herbert pass incomplete short middle intended for Keenan Allen,,
1,4:25,3,4,LAC 41,0,7,"Justin Herbert pass incomplete short middle intended for Keenan Allen. Penalty on Justin Jackson: Offensive Holding, 10 yards (declined)",,
1,4:20,4,4,LAC 41,0,7,"Ty Long punts 48 yards, returned by Diontae Spencer for 4 yards (tackle by Justin Jackson)",,
1,4:11,1,10,DEN 15,0,7,"Penalty on Noah Fant: False Start, 5 yards (accepted) (no play)",,
1,4:11,1,15,DEN 10,0,7,Melvin Gordon left guard for 5 yards (tackle by Derwin James and Christian Covington),,
1,3:30,2,10,DEN 15,0,7,Brett Rypien pass incomplete short middle,,
1,3:28,3,10,DEN 15,0,7,Brett Rypien pass incomplete short left intended for Courtland Sutton,,
1,3:24,4,10,DEN 15,0,7,"Sam Martin punts 56 yards, returned by Andre Roberts for 1 yard (tackle by P.J. Locke)",,
1,3:12,1,10,LAC 30,0,7,Austin Ekeler right end for 4 yards (tackle by Jonathan Harris and Justin Simmons),,
1,2:35,2,6,LAC 34,0,7,Justin Herbert pass incomplete short right intended for Josh Palmer (defended by Malik Reed),,
1,2:30,3,6,LAC 34,0,7,Justin Herbert pass complete short left to Justin Jackson for 8 yards (tackle by P.J. Locke),,
1,1:51,1,10,LAC 42,0,7,Justin Jackson left end for 3 yards (tackle by Jonas Griffith and Jonathan Harris),,
1,1:19,2,7,LAC 45,0,7,Justin Herbert pass complete short right to Keenan Allen for 10 yards (tackle by Patrick Surtain),,
1,0:43,1,10,DEN 45,0,7,Jalen Guyton left end for 1 yard (tackle by Jonas Griffith and Micah Kiser),,
1,0:04,2,9,DEN 44,0,7,Austin Ekeler left guard for 6 yards (tackle by Jonas Griffith and Jonathan Harris),,
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,DEN 38,0,7,Justin Herbert pass complete short right to Mike Williams for 11 yards (tackle by Nate Hairston and Micah Kiser),,
2,14:38,1,10,DEN 27,0,7,Austin Ekeler left end for 9 yards (tackle by Kareem Jackson),,
2,14:01,2,1,DEN 18,0,7,Justin Herbert pass complete short right to Josh Palmer for 8 yards (tackle by Patrick Surtain),,
2,13:31,1,10,DEN 10,0,7,Justin Jackson left guard for 6 yards (tackle by Kareem Jackson),,
2,12:58,2,4,DEN 4,0,7,Justin Jackson up the middle for no gain (tackle by Jonathan Harris and Shamar Stephen),,
2,12:14,3,4,DEN 4,0,7,Justin Herbert pass complete short left to Josh Palmer for 3 yards (tackle by Nate Hairston and Kyle Fuller),,
2,11:29,4,1,DEN 1,0,10,Dustin Hopkins 19 yard field goal good,,
2,11:27,,,LAC 35,0,10,"Dustin Hopkins kicks off 65 yards, touchback.",,
2,11:27,1,10,DEN 25,0,10,Drew Lock pass complete deep left to Courtland Sutton for 44 yards (tackle by Michael Davis),,
2,10:46,1,10,LAC 31,0,10,Javonte Williams right guard for 4 yards (tackle by Justin Jones and Derwin James),,
2,10:09,2,6,LAC 27,0,10,Javonte Williams right end for 5 yards (tackle by Linval Joseph and Kyzir White),,
2,9:30,3,1,LAC 22,0,10,Drew Lock left guard for 2 yards (tackle by Joey Bosa),,
2,8:45,1,10,LAC 20,0,10,Javonte Williams left guard for no gain (tackle by Joey Bosa and Justin Jones),,
2,8:00,2,10,LAC 20,0,10,Drew Lock pass complete short left to Noah Fant for 18 yards (tackle by Asante Samuel),,
2,7:25,1,2,LAC 2,0,10,Drew Lock pass complete short left to Albert Okwuegbunam for -1 yards (tackle by Derwin James),,
2,6:39,2,3,LAC 3,0,10,Javonte Williams right guard for 1 yard (tackle by Nasir Adderley and Linval Joseph),,
2,6:02,3,2,LAC 2,0,10,Javonte Williams left guard for no gain (tackle by Justin Jones),,
2,5:25,,,,,,Timeout #1 by Denver Broncos,,
2,5:25,4,2,LAC 2,0,10,Kendall Hinton pass complete short right to Drew Lock for 1 yard (tackle by Chris Harris and Joey Bosa),,
2,5:18,1,10,LAC 2,0,10,Gabe Nabers up the middle for 2 yards (tackle by Shelby Harris and Micah Kiser),,
2,4:43,2,8,LAC 4,0,10,Justin Herbert pass complete short right to Tre' McKitty for 6 yards (tackle by Malik Reed),,
2,4:06,3,2,LAC 10,0,10,Austin Ekeler up the middle for no gain (tackle by Jonathan Harris),,
2,3:24,4,2,LAC 10,0,10,"Ty Long punts 42 yards, recovered by Kemon Hall at DEN-49",,
2,3:14,1,10,DEN 49,0,10,Austin Ekeler left end for -1 yards (tackle by Micah Kiser),,
2,2:38,2,11,DEN 50,0,10,Justin Herbert pass complete short left to Tre' McKitty for 8 yards (tackle by Kareem Jackson and Micah Kiser),,
2,2:00,3,3,DEN 42,0,10,Austin Ekeler left tackle for 1 yard (tackle by Kyle Fuller),,
2,1:25,,,,,,Timeout #2 by Denver Broncos,,
2,1:25,,,,,,Timeout #1 by Los Angeles Chargers,,
2,1:25,4,2,DEN 41,0,10,Justin Herbert pass complete short left to Austin Ekeler for 11 yards (tackle by Kareem Jackson),,
2,1:19,1,10,DEN 30,0,10,Justin Herbert pass complete short left to Austin Ekeler for 3 yards (tackle by Jonas Griffith and Kyle Fuller),,
2,1:14,2,7,DEN 27,0,10,Justin Herbert pass complete short right to Jalen Guyton for 5 yards (tackle by Patrick Surtain),,
2,0:40,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:40,3,2,DEN 22,0,10,Justin Herbert scrambles left end for 2 yards (tackle by Nate Hairston),,
2,0:34,,,,,,Timeout #3 by Los Angeles Chargers,,
2,0:34,1,10,DEN 20,0,10,Justin Herbert pass complete short left to Justin Jackson for 9 yards (tackle by Jonas Griffith),,
2,0:28,2,1,DEN 11,0,10,Justin Herbert pass complete short left to Justin Jackson for 3 yards (tackle by Kareem Jackson),,
2,0:23,1,8,DEN 8,0,10,Justin Herbert pass incomplete short left,,
2,0:19,2,8,DEN 8,0,16,"Justin Herbert pass complete short middle to Keenan Allen for 8 yards, touchdown",,
2,0:14,,,DEN 15,0,17,Dustin Hopkins kicks extra point good,,
2,0:14,,,LAC 35,0,17,"Dustin Hopkins kicks off 65 yards, touchback.",,
2,0:14,1,10,DEN 25,0,17,Drew Lock pass complete short right to Melvin Gordon for 24 yards (tackle by Kyzir White),,
2,0:06,1,10,DEN 49,0,17,Drew Lock pass complete short middle to Kendall Hinton for 8 yards (tackle by Alohi Gilman),,
2,0:02,,,,,,Timeout #3 by Denver Broncos,,
2,0:02,2,2,LAC 43,3,17,Brandon McManus 61 yard field goal good,,
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,3,17,"Dustin Hopkins kicks off 65 yards, touchback.",,
3,15:00,1,10,DEN 25,3,17,Melvin Gordon left guard for 6 yards (tackle by Amen Ogbongbemiga and Michael Davis),,
3,14:25,2,4,DEN 31,3,17,Melvin Gordon right end for 12 yards (tackle by Derwin James),,
3,13:51,1,10,DEN 43,3,17,Melvin Gordon left tackle for 4 yards (tackle by Linval Joseph and Asante Samuel),,
3,13:13,2,6,DEN 47,3,17,Drew Lock pass incomplete short right intended for Eric Saubert,,
3,13:04,3,6,DEN 47,3,17,Drew Lock pass incomplete deep right intended for Kendall Hinton,,
3,12:59,4,6,DEN 47,3,17,"Sam Martin punts 40 yards, returned by Andre Roberts for 4 yards (tackle by P.J. Locke and Aaron Patrick)",,
3,12:50,1,10,LAC 17,3,17,Justin Herbert pass complete short right to Mike Williams for 7 yards (tackle by Justin Simmons),,
3,12:21,2,3,LAC 24,3,17,Austin Ekeler left end for -4 yards (tackle by Jonas Griffith and Andre Mintze),,
3,11:45,3,7,LAC 20,3,17,"Justin Herbert pass complete short left to Austin Ekeler for 40 yards (tackle by Kyle Fuller) DEN challenged the runner was down by contact ruling, and the play was upheld.",,
3,11:17,1,10,DEN 40,3,17,Austin Ekeler left guard for 2 yards (tackle by Micah Kiser),,
3,10:58,2,8,DEN 38,3,17,Justin Herbert pass complete deep right to Keenan Allen for 16 yards (tackle by Kareem Jackson),,
3,10:16,1,10,DEN 22,3,17,Justin Jackson left tackle for 7 yards (tackle by Marquiss Spencer and Patrick Surtain),,
3,9:42,2,3,DEN 15,3,17,Justin Jackson left end for 4 yards (tackle by Kareem Jackson and Jonathan Harris),,
3,9:02,1,10,DEN 11,3,17,Justin Herbert pass incomplete short right intended for Keenan Allen (defended by Patrick Surtain),,
3,8:55,2,10,DEN 11,3,17,Austin Ekeler right tackle for 5 yards (tackle by Shelby Harris),,
3,8:22,3,5,DEN 6,3,17,Justin Herbert pass complete short right to Jalen Guyton for 5 yards (tackle by Kareem Jackson),,
3,7:58,1,1,DEN 1,3,17,Austin Ekeler right guard for -4 yards (tackle by Justin Simmons and Jonas Griffith),,
3,7:23,2,5,DEN 5,3,17,Justin Herbert pass incomplete short right intended for Josh Palmer,,
3,7:18,3,5,DEN 5,3,17,Justin Herbert pass incomplete short left intended for Keenan Allen,,
3,7:12,4,5,DEN 5,3,20,Dustin Hopkins 23 yard field goal good,,
3,7:09,,,LAC 35,3,20,"Dustin Hopkins kicks off 65 yards, touchback.",,
3,7:09,1,10,DEN 25,3,20,Drew Lock pass complete short right to Noah Fant for 35 yards (tackle by Nasir Adderley),,
3,6:23,1,10,LAC 40,3,20,Javonte Williams right guard for 7 yards (tackle by Chris Harris and Kyzir White),,
3,5:41,2,3,LAC 33,3,20,Javonte Williams right guard for 4 yards (tackle by Justin Jones and Kyzir White),,
3,5:06,1,10,LAC 29,3,20,Javonte Williams up the middle for -4 yards (tackle by Jerry Tillery),,
3,4:23,2,14,LAC 33,3,20,Drew Lock pass complete short right to Courtland Sutton for 7 yards (tackle by Nick Niemann),,
3,3:39,3,7,LAC 26,3,20,Drew Lock pass complete short left to Courtland Sutton for 9 yards (tackle by Asante Samuel),,
3,3:01,1,10,LAC 17,3,20,Melvin Gordon right guard for -4 yards (tackle by Joey Bosa),,
3,2:10,2,14,LAC 21,3,20,Drew Lock scrambles right end for 2 yards (tackle by Kyzir White),,
3,1:40,3,12,LAC 19,3,20,"Drew Lock pass incomplete deep right intended for Seth Williams. Penalty on Derwin James: Roughing the Passer, 11 yards (accepted) . Penalty on Derwin James: Defensive Offside, 5 yards (declined) (no play)",,
3,1:35,1,8,LAC 8,3,20,Javonte Williams up the middle for 2 yards (tackle by Kyzir White and Jerry Tillery),,
3,0:56,2,6,LAC 6,3,20,Javonte Williams left tackle for no gain (tackle by Nasir Adderley and Uchenna Nwosu),,
3,0:14,3,6,LAC 6,3,20,Drew Lock pass complete short middle to Melvin Gordon for 5 yards (tackle by Kyzir White and Nick Niemann),,
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
