Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,LAC 1,3,20,"Melvin Gordon left guard for no gain, touchdown. Penalty on Austin Schlottmann: Illegal Shift, 4 yards (accepted) (no play)",,
4,14:56,4,6,LAC 5,6,20,Brandon McManus 23 yard field goal good,,
4,14:53,,,DEN 35,6,26,"Brandon McManus kicks off 66 yards, returned by Andre Roberts for 101 yards, touchdown",,
4,14:40,,,DEN 15,6,27,Dustin Hopkins kicks extra point good,,
4,14:40,,,LAC 35,6,27,"Dustin Hopkins kicks off 65 yards, touchback.",,
4,14:40,1,10,DEN 25,6,27,Drew Lock pass complete short right to Noah Fant for 11 yards (tackle by Kyzir White and Asante Samuel),,
4,14:02,1,10,DEN 36,6,27,Javonte Williams left tackle for 4 yards (tackle by Asante Samuel and Nasir Adderley),,
4,13:24,2,6,DEN 40,6,27,Drew Lock pass complete short right to Albert Okwuegbunam for 6 yards (tackle by Nasir Adderley),,
4,12:50,1,10,DEN 46,6,27,Javonte Williams right tackle for 5 yards (tackle by Michael Davis and Uchenna Nwosu),,
4,12:16,2,5,LAC 49,6,27,Drew Lock pass complete short right to Javonte Williams for 2 yards (tackle by Derwin James),,
4,11:33,3,3,LAC 47,6,27,Drew Lock pass incomplete short left intended for Melvin Gordon,,
4,11:26,4,3,LAC 47,6,27,Drew Lock pass incomplete short right intended for Noah Fant,,
4,11:22,1,10,LAC 48,6,27,Austin Ekeler up the middle for 2 yards (tackle by Andre Mintze and Micah Kiser),,
4,10:48,2,8,LAC 50,6,27,Justin Herbert pass complete short left to Josh Palmer for 5 yards (tackle by Kyle Fuller),,
4,10:26,3,3,DEN 45,6,33,"Justin Herbert pass complete deep left to Mike Williams for 45 yards, touchdown",,
4,10:18,,,DEN 15,6,34,Dustin Hopkins kicks extra point good,,
4,10:18,,,LAC 35,6,34,"Dustin Hopkins kicks off 65 yards, touchback.",,
4,10:18,1,10,DEN 25,6,34,Drew Lock pass complete short left to Noah Fant for 16 yards (tackle by Nasir Adderley),,
4,9:33,1,10,DEN 41,6,34,Drew Lock pass complete short middle to Noah Fant for 7 yards (tackle by Kyzir White),,
4,8:58,2,3,DEN 48,6,34,Melvin Gordon left guard for 2 yards (tackle by Joe Gaziano),,
4,8:22,3,1,DEN 50,6,34,Melvin Gordon up the middle for 5 yards (tackle by Uchenna Nwosu and Nasir Adderley),,
4,7:44,1,10,LAC 45,6,34,Drew Lock pass complete deep right to Seth Williams for 34 yards (tackle by Michael Davis),,
4,6:59,1,10,LAC 11,6,34,"Drew Lock pass complete short left to Javonte Williams for no gain (tackle by Kyzir White). Penalty on Justin Jones: Roughing the Passer, 6 yards (accepted) (no play)",,
4,6:35,1,5,LAC 5,12,34,"Drew Lock pass complete short left to Noah Fant for 5 yards, touchdown",,
4,6:31,,,LAC 15,13,34,Brandon McManus kicks extra point good,,
4,6:31,1,10,DEN 35,13,34,"Penalty on Asante Samuel: Defensive Offside, 5 yards (accepted) (no play)",,
4,6:31,1,5,DEN 40,13,34,"Brandon McManus kicks off 60 yards, touchback.",,
4,6:31,1,10,LAC 25,13,34,Justin Jackson up the middle for 5 yards (tackle by Shamar Stephen and Jonas Griffith),,
4,5:46,2,5,LAC 30,13,34,Justin Herbert pass complete short left to Stephen Anderson for 8 yards (tackle by Kyle Fuller),,
4,5:00,1,10,LAC 38,13,34,Justin Jackson up the middle for 7 yards (tackle by Micah Kiser and Shelby Harris),,
4,4:18,2,3,LAC 45,13,34,Justin Jackson up the middle for 2 yards (tackle by Jonathan Harris),,
4,3:33,3,1,LAC 47,13,34,Justin Jackson up the middle for 4 yards (tackle by Micah Kiser),,
4,2:51,1,10,DEN 49,13,34,Justin Jackson up the middle for 1 yard (tackle by Shamar Stephen),,
4,2:12,2,9,DEN 48,13,34,Justin Jackson right end for 3 yards (tackle by Micah Kiser and Jonas Griffith),,
4,2:00,3,6,DEN 45,13,34,Justin Herbert pass complete short middle to Tre' McKitty for 8 yards (tackle by Jonas Griffith),,
4,1:15,1,10,DEN 37,13,34,Justin Herbert kneels for -1 yards,,
4,0:37,2,11,DEN 38,13,34,Justin Herbert kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
