Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Michael Thomas,NOR,13,11,98,0,6,78,7.1,20,1.8,8.3,0,,0,0.0,0,98.1
Alvin Kamara,NOR,6,5,36,0,3,2,0.4,34,6.8,0.8,0,,0,0.0,0,91.7
Ben Watson,NOR,3,3,24,0,2,18,6.0,6,2.0,6.0,0,,0,0.0,0,100.0
Keith Kirkwood,NOR,2,2,21,0,,16,8.0,5,2.5,8.0,0,,0,0.0,0,110.4
Mark Ingram,NOR,3,1,1,0,0,1,1.0,0,0.0,-1.3,0,,0,0.0,1,2.8
Tommylee Lewis,NOR,1,1,20,0,1,20,20.0,0,0.0,20.0,0,,0,0.0,0,118.7
Zach Line,NOR,1,1,1,1,1,0,0.0,1,1.0,0.0,0,,0,0.0,0,118.7
Josh Hill,NOR,1,0,0,0,,0,,0,,5.0,0,,1,100.0,0,39.6
Tre'Quan Smith,NOR,1,0,0,0,,0,,0,,25.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mike Evans,TAM,6,4,86,0,3,80,20.0,6,1.5,23.7,0,,0,0.0,1,70.1
Adam Humphries,TAM,8,4,42,0,3,31,7.8,11,2.8,10.6,0,,1,12.5,0,65.6
Jacquizz Rodgers,TAM,5,4,38,0,2,17,4.3,21,5.3,4.0,1,4.0,0,0.0,0,98.3
Cameron Brate,TAM,4,2,12,2,2,12,6.0,0,0.0,7.8,0,,0,0.0,0,95.8
Bobo Wilson,TAM,1,1,8,0,,1,1.0,7,7.0,1.0,0,,0,0.0,0,100.0
Antony Auclair,TAM,1,1,12,0,1,12,12.0,0,0.0,12.0,0,,0,0.0,0,116.7
Chris Godwin,TAM,10,1,13,0,1,13,13.0,0,0.0,17.3,0,,1,10.0,0,39.6
Peyton Barber,TAM,2,1,2,0,0,0,0.0,2,2.0,1.0,0,,1,50.0,0,56.2
