Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
1,2:14,1,10,NYJ 49,7,0,Marshawn Lynch left tackle for no gain (tackle by David Harris and Brodney Pool),2.320,1.780
1,1:29,2,10,NYJ 49,7,0,Ryan Fitzpatrick pass incomplete deep left intended for Lee Evans,1.780,1.090
1,1:25,3,10,NYJ 49,7,0,Ryan Fitzpatrick pass incomplete,1.090,0.000
1,1:17,4,10,NYJ 49,7,0,"Brian Moorman punts 38 yards, returned by Jim Leonhard for 1 yard (tackle by Corey McIntyre)",0.000,0.350
1,1:07,1,10,NYJ 12,7,0,LaDainian Tomlinson middle for 9 yards (tackle by Paul Posluszny),-0.350,0.420
1,0:34,2,1,NYJ 21,7,0,LaDainian Tomlinson left guard for 5 yards (tackle by Paul Posluszny and Jairus Byrd),0.420,0.670
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 26,7,0,Mark Sanchez pass incomplete deep right intended for Jerricho Cotchery,0.670,0.130
2,14:51,,,,7,0,Timeout #1 by New York Jets,0.000,0.130
2,14:51,2,10,NYJ 26,7,0,Mark Sanchez pass complete short right to Jerricho Cotchery for 8 yards (tackle by Reggie Torbor),0.130,0.500
2,14:08,3,2,NYJ 34,7,0,Mark Sanchez pass complete short left to Jerricho Cotchery for 4 yards (tackle by Leodis McKelvin),0.500,1.470
2,13:30,1,10,NYJ 38,7,0,LaDainian Tomlinson right tackle for 2 yards (tackle by Chris Kelsay and Dwan Edwards),1.470,1.190
2,12:52,2,8,NYJ 40,7,0,LaDainian Tomlinson left end for 5 yards (tackle by Leodis McKelvin and Paul Posluszny),1.190,1.160
2,12:09,3,3,NYJ 45,7,0,Mark Sanchez pass complete short middle to Jerricho Cotchery for 14 yards (tackle by Donte Whitner),1.160,2.850
2,11:26,1,10,BUF 41,7,0,Mark Sanchez pass complete short right to John Conner for 2 yards (tackle by Chris Kelsay and Dwan Edwards),2.850,2.580
2,10:43,2,8,BUF 39,7,0,Shonn Greene middle for 6 yards (tackle by Antonio Coleman and Donte Whitner),2.580,2.680
2,10:02,,,,7,0,Timeout #1 by Buffalo Bills,0.000,2.680
2,10:02,3,2,BUF 33,7,0,Mark Sanchez pass complete short right to LaDainian Tomlinson for 10 yards (tackle by Jairus Byrd),2.680,4.040
2,9:32,1,10,BUF 23,7,0,Brad Smith middle for 2 yards (tackle by Kyle Williams and Dwan Edwards),4.040,3.770
2,8:52,2,8,BUF 21,7,0,LaDainian Tomlinson right tackle for 7 yards (tackle by Paul Posluszny),3.770,4.280
2,8:18,3,1,BUF 14,7,0,Shonn Greene middle for 6 yards (tackle by Kyle Williams),4.280,5.370
2,7:38,1,8,BUF 8,7,0,Mark Sanchez pass incomplete short right intended for Ben Hartsock (defended by Reggie Torbor),5.370,4.570
2,7:31,2,8,BUF 8,7,0,LaDainian Tomlinson middle for 7 yards (tackle by Reggie Torbor and Akin Ayodele),4.570,5.170
2,6:54,3,1,BUF 1,7,0,Mark Sanchez pass incomplete short right intended for Dustin Keller,5.170,3.550
2,6:49,4,1,BUF 1,10,0,Nick Folk 19 yard field goal good,3.550,3.000
2,,,,NYJ 30,10,0,"Nick Folk kicks off 70 yards, touchback",0.000,0.280
2,6:45,1,10,BUF 20,10,0,Ryan Fitzpatrick pass complete short right to Corey McIntyre for 1 yard (tackle by Bryan Thomas),0.280,-0.130
2,6:03,2,9,BUF 21,10,0,"Marshawn Lynch left end for 1 yard (tackle by Jim Leonhard and David Harris). Penalty on Eric Wood: Offensive Holding, 10 yards (no play)",-0.130,-1.440
2,5:37,2,19,BUF 11,10,0,Ryan Fitzpatrick pass complete short middle to Roscoe Parrish for 7 yards (tackle by Kyle Wilson),-1.440,-1.330
2,4:52,3,12,BUF 18,10,0,Ryan Fitzpatrick pass complete short left to David Nelson for 7 yards (tackle by Dwight Lowery),-1.330,-1.700
2,4:15,4,5,BUF 25,10,0,"Brian Moorman punts 55 yards, returned by Kyle Wilson for 14 yards (tackle by Donald Jones)",-1.700,-1.200
2,4:01,1,10,NYJ 34,10,0,Shonn Greene middle for 8 yards (tackle by Donte Whitner and Dwan Edwards),1.200,1.740
2,3:23,2,2,NYJ 42,10,0,Shonn Greene left guard for 17 yards (tackle by Donte Whitner),1.740,2.850
2,2:40,1,10,BUF 41,16,0,"Mark Sanchez pass complete deep right to Braylon Edwards for 41 yards, touchdown",2.850,7.000
2,,,,BUF 2,17,0,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 30,17,0,"Nick Folk kicks off 63 yards, returned by C.J. Spiller for 29 yards (tackle by Marquice Cole)",0.000,1.330
2,2:26,1,10,BUF 36,17,0,Ryan Fitzpatrick sacked by Dwight Lowery for -6 yards,1.330,-0.020
2,2:01,2,16,BUF 30,17,0,Ryan Fitzpatrick right end for 10 yards (tackle by Drew Coleman),-0.020,0.630
2,1:53,3,6,BUF 40,17,0,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 4 yards (tackle by Jim Leonhard),0.630,-0.460
2,1:47,,,,17,0,Timeout #2 by New York Jets,0.000,-0.460
2,1:47,4,2,BUF 44,17,0,Fred Jackson for 4 yards (tackle by Shaun Ellis and Bart Scott),-0.460,2.130
2,1:22,1,10,BUF 48,17,0,Ryan Fitzpatrick pass complete deep middle to David Nelson for 37 yards (tackle by Drew Coleman),2.130,4.580
2,0:50,1,10,NYJ 15,17,0,Ryan Fitzpatrick pass complete short left to David Nelson for 11 yards (tackle by Brodney Pool),4.580,6.280
2,0:41,,,,17,0,Timeout #2 by Buffalo Bills,0.000,6.280
2,0:41,1,4,NYJ 4,17,6,"Ryan Fitzpatrick pass complete short left to David Martin for 4 yards, touchdown",6.280,7.000
2,,,,NYJ 2,17,7,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,17,7,"Rian Lindell kicks off 70 yards, returned by Brad Smith for 22 yards (tackle by Keith Ellison)",0.000,0.410
2,0:28,1,10,NYJ 22,17,7,LaDainian Tomlinson right guard for 9 yards (tackle by Paul Posluszny),0.410,1.080
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,17,7,"Nick Folk kicks off 62 yards, returned by C.J. Spiller for 26 yards (tackle by Brad Smith)",0.000,1.200
3,14:53,1,10,BUF 34,17,7,Marshawn Lynch left guard for 5 yards (tackle by Sione Pouha and David Harris),1.200,1.330
3,14:11,2,5,BUF 39,17,7,Ryan Fitzpatrick right tackle for 8 yards (tackle by Shaun Ellis),1.330,2.060
3,13:28,1,10,BUF 47,17,7,C.J. Spiller right guard for 5 yards (tackle by Bart Scott and Sione Pouha),2.060,2.190
3,12:43,2,5,NYJ 48,17,7,Ryan Fitzpatrick sacked by Shaun Ellis for -10 yards,2.190,0.170
3,12:21,3,15,BUF 42,17,7,Ryan Fitzpatrick middle for 3 yards (tackle by Jason Taylor and David Harris),0.170,-0.390
3,11:43,4,12,BUF 45,17,7,"Brian Moorman punts 41 yards, returned by Jim Leonhard for 17 yards (tackle by Corey McIntyre)",-0.390,-1.000
3,11:31,1,10,NYJ 31,17,7,LaDainian Tomlinson right tackle for 1 yard (tackle by Spencer Johnson),1.000,0.600
3,10:48,2,9,NYJ 32,17,7,Mark Sanchez pass complete short right to Braylon Edwards for 18 yards (tackle by Jairus Byrd and Leodis McKelvin),0.600,2.260
3,10:06,1,10,,17,7,Brad Smith left end for 8 yards (tackle by Leodis McKelvin),2.260,2.790
3,9:36,2,2,BUF 42,17,7,LaDainian Tomlinson right guard for 2 yards (tackle by Reggie Torbor and Paul Posluszny),2.790,2.920
3,8:55,1,10,BUF 40,17,7,LaDainian Tomlinson right tackle for 7 yards (tackle by Paul Posluszny),2.920,3.320
3,8:25,2,3,BUF 33,17,7,Mark Sanchez pass complete short left to Braylon Edwards for 8 yards (tackle by Drayton Florence and Jairus Byrd),3.320,3.910
3,7:46,1,10,BUF 25,17,7,Shonn Greene middle for 9 yards (tackle by Donte Whitner and Akin Ayodele),3.910,4.750
3,7:01,2,1,BUF 16,17,7,"Mark Sanchez pass incomplete short left intended for Braylon Edwards (defended by Drayton Florence). Penalty on Drayton Florence: Defensive Pass Interfere, 14 yards (no play)",4.750,6.740
3,6:56,1,2,BUF 2,17,7,LaDainian Tomlinson middle for -1 yards (tackle by Bryan Scott and Dwan Edwards),6.740,5.530
3,6:22,2,3,BUF 3,17,7,Mark Sanchez pass incomplete short right intended for LaDainian Tomlinson,5.530,4.720
3,6:17,3,3,BUF 3,23,7,"Brad Smith pass complete short right to Dustin Keller for 3 yards, touchdown",4.720,7.000
3,,,,BUF 2,24,7,Nick Folk kicks extra point good,0.000,0.000
3,,,,NYJ 30,24,7,"Nick Folk kicks off 68 yards, returned by C.J. Spiller for 21 yards (tackle by Eric Smith)",0.000,0.480
3,6:03,1,10,BUF 23,24,7,"Marshawn Lynch left guard for no gain (tackle by Bryan Thomas). Marshawn Lynch fumbles (forced by Bryan Thomas), recovered by Jason Taylor at BUF-23",0.480,-4.040
3,5:56,1,10,BUF 23,24,7,Shonn Greene middle for 6 yards (tackle by Akin Ayodele and Spencer Johnson),4.040,4.380
3,5:17,2,4,BUF 17,24,7,Shonn Greene right tackle for 15 yards (tackle by Donte Whitner),4.380,6.740
3,4:42,1,2,BUF 2,30,7,"Mark Sanchez pass complete short left to Dustin Keller for 2 yards, touchdown",6.740,7.000
3,,,,BUF 2,31,7,Nick Folk kicks extra point good,0.000,0.000
3,,,,NYJ 30,31,7,"Nick Folk kicks off 69 yards, returned by C.J. Spiller for 51 yards (tackle by Kyle Wilson). Penalty on Donald Jones: Illegal Block Above the , 8 yards",0.000,-0.380
3,4:25,1,10,BUF 8,31,7,Ryan Fitzpatrick pass complete short middle to Steve Johnson for 6 yards (tackle by Dwight Lowery),-0.380,-0.320
3,3:45,2,4,BUF 14,31,7,Ryan Fitzpatrick pass incomplete deep right intended for Lee Evans,-0.320,-0.720
3,3:41,3,4,BUF 14,31,7,Ryan Fitzpatrick pass incomplete short middle intended for Steve Johnson,-0.720,-2.470
3,3:36,4,4,BUF 14,31,7,"Brian Moorman punts 36 yards, returned by Jim Leonhard for 15 yards (tackle by Corey McIntyre)",-2.470,-3.250
3,3:24,1,10,BUF 35,31,7,LaDainian Tomlinson left guard for 9 yards (tackle by Spencer Johnson and Leodis McKelvin),3.250,3.920
3,2:47,2,1,BUF 26,37,7,"LaDainian Tomlinson middle for 26 yards, touchdown",3.920,7.000
3,,,,BUF 2,38,7,Nick Folk kicks extra point good,0.000,0.000
3,,,,NYJ 30,38,7,"Nick Folk kicks off 67 yards, returned by C.J. Spiller for 19 yards (tackle by Lance Laury)",0.000,0.410
3,2:34,1,10,BUF 22,38,7,Fred Jackson middle for 5 yards (tackle by David Harris and Mike DeVito),0.410,0.540
3,1:53,2,5,BUF 27,38,7,"Ryan Fitzpatrick pass incomplete short middle intended for Steve Johnson. Penalty on Eric Wood: Offensive Holding (Offsetting), Penalty on Jim Leonhard: Defensive Pass Interfere (Offsetting) (no play)",0.540,0.540
3,1:53,2,5,BUF 27,38,7,Ryan Fitzpatrick pass incomplete short right intended for Fred Jackson,0.540,-0.160
3,1:45,3,5,BUF 27,38,7,Ryan Fitzpatrick pass incomplete short middle intended for Roscoe Parrish (defended by Drew Coleman),-0.160,-1.570
3,1:41,4,5,BUF 27,38,7,"Brian Moorman punts 52 yards, returned by Jim Leonhard for 13 yards (tackle by George Wilson)",-1.570,-1.200
3,1:27,1,10,NYJ 34,38,7,Shonn Greene middle for 6 yards (tackle by Chris Kelsay and Akin Ayodele),1.200,1.470
3,0:45,2,4,NYJ 40,38,7,"Shonn Greene right guard for 1 yard (tackle by Leodis McKelvin and Donte Whitner). Penalty on Nick Mangold: Offensive Holding, 10 yards (no play)",1.470,0.120
3,0:17,2,14,NYJ 30,38,7,Shonn Greene right tackle for 6 yards (tackle by Dwan Edwards),0.120,0.230
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,NYJ 36,38,7,Mark Sanchez pass incomplete short middle intended for Jerricho Cotchery (defended by Reggie Corner),0.230,-0.980
4,14:54,4,8,NYJ 36,38,7,"Steve Weatherford punts 40 yards, returned by Roscoe Parrish for 7 yards (tackle by Lance Laury)",-0.980,-1.000
4,14:43,1,10,BUF 31,38,7,Ryan Fitzpatrick pass incomplete deep middle intended for Roscoe Parrish,1.000,0.460
4,14:37,2,10,BUF 31,38,7,Ryan Fitzpatrick pass incomplete deep right intended for Lee Evans,0.460,-0.230
4,14:32,3,10,BUF 31,38,7,Ryan Fitzpatrick pass incomplete deep right intended for Lee Evans,-0.230,-1.310
4,14:26,4,10,BUF 31,38,7,"Brian Moorman punts 47 yards, returned by Kyle Wilson for 15 yards (tackle by Steve Johnson)",-1.310,-1.400
4,14:15,1,10,NYJ 37,38,7,Shonn Greene middle for 1 yard (tackle by Dwan Edwards and Chris Kelsay),1.400,0.990
4,13:37,2,9,NYJ 38,38,7,Mark Sanchez pass complete short left to Braylon Edwards for 19 yards (tackle by Drayton Florence),0.990,2.720
4,13:11,1,10,BUF 43,38,7,Shonn Greene middle for -2 yards (tackle by Donte Whitner),2.720,1.910
4,12:30,2,12,BUF 45,38,7,Shonn Greene middle for 6 yards (tackle by Akin Ayodele and Paul Posluszny),1.910,2.010
4,11:49,3,6,BUF 39,38,7,"Mark Sanchez pass incomplete (defended by Reggie Torbor). Penalty on Mark Sanchez: Intentional Grounding, 10 yards",2.010,0.000
4,11:43,4,16,BUF 49,38,7,"Steve Weatherford punts 32 yards, returned by Roscoe Parrish for 4 yards (tackle by John Conner)",0.000,-0.340
4,11:33,1,10,BUF 21,38,7,C.J. Spiller left tackle for 6 yards (tackle by David Harris and Jason Taylor),0.340,0.610
4,11:01,2,4,BUF 27,38,7,"Penalty on Trevor Pryce: Encroachment, 5 yards (no play)",0.610,1.070
4,10:44,1,10,BUF 32,38,7,Ryan Fitzpatrick pass complete short left to Steve Johnson for 12 yards (tackle by David Harris),1.070,1.860
4,10:16,1,10,BUF 44,38,7,Ryan Fitzpatrick middle for 21 yards (tackle by Jim Leonhard),1.860,3.250
4,9:49,1,10,NYJ 35,38,7,Ryan Fitzpatrick for 22 yards,3.250,4.710
4,9:14,,,,38,7,Timeout #1 by New York Jets,0.000,4.710
4,9:14,1,10,NYJ 13,38,13,"Ryan Fitzpatrick pass complete short right to Steve Johnson for 13 yards, touchdown",4.710,7.000
4,,,,NYJ 2,38,14,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,38,14,"Rian Lindell kicks off 66 yards, returned by Brad Smith for 24 yards (tackle by Jairus Byrd)",0.000,0.810
4,9:03,1,10,NYJ 28,38,14,Shonn Greene middle for 7 yards (tackle by Chris Kelsay and Donte Whitner),0.810,1.210
4,8:19,2,3,NYJ 35,38,14,Shonn Greene right guard for -1 yards (tackle by Kyle Williams and Jairus Byrd),1.210,0.370
4,7:36,3,4,NYJ 34,38,14,Mark Brunell pass complete short left to Ben Hartsock for 7 yards (tackle by Bryan Scott),0.370,1.660
4,6:52,1,10,NYJ 41,38,14,Shonn Greene middle for 3 yards (tackle by Donte Whitner and Dwan Edwards),1.660,1.530
4,6:10,2,7,NYJ 44,38,14,Shonn Greene middle for 1 yard (tackle by Torell Troup and Akin Ayodele),1.530,0.960
4,5:23,3,6,NYJ 45,38,14,Shonn Greene right guard for 4 yards (tackle by Donte Whitner and Spencer Johnson),0.960,-0.130
4,4:33,4,2,NYJ 49,38,14,"Penalty on Steve Weatherford: Delay of Game, 5 yards (no play)",-0.130,-0.460
4,4:33,4,7,NYJ 44,38,14,Steve Weatherford punts 34 yards,-0.460,-0.410
4,4:28,1,10,BUF 22,38,14,Ryan Fitzpatrick pass incomplete short left intended for Roscoe Parrish,0.410,-0.130
4,4:24,2,10,BUF 22,38,14,Ryan Fitzpatrick sacked by James Ihedigbo for -3 yards,-0.130,-1.290
4,3:54,3,13,BUF 19,38,14,Ryan Fitzpatrick pass incomplete deep left intended for Steve Johnson,-1.290,-2.140
4,3:45,4,13,BUF 19,38,14,"Brian Moorman punts 53 yards, returned by Kyle Wilson for 8 yards (tackle by Steve Johnson)",-2.140,-1.330
4,3:33,1,10,NYJ 36,38,14,Joe McKnight middle for 6 yards (tackle by Spencer Johnson and George Wilson),1.330,1.600
4,2:53,2,4,NYJ 42,38,14,Joe McKnight middle for 5 yards (tackle by Reggie Torbor and Donte Whitner),1.600,2.060
4,2:08,1,10,NYJ 47,38,14,Joe McKnight middle for no gain (tackle by Akin Ayodele and Arthur Moats),2.060,1.520
4,2:00,2,10,NYJ 47,38,14,Brad Smith left tackle for 1 yard (tackle by Spencer Johnson),1.520,0.960
4,1:41,,,,38,14,Timeout #1 by Buffalo Bills,0.000,0.960
4,1:41,3,9,NYJ 48,38,14,Joe McKnight right tackle for 1 yard (tackle by Kyle Williams and Akin Ayodele),0.960,-0.130
4,0:57,4,8,NYJ 49,38,14,Steve Weatherford punts 40 yards,-0.130,0.370
4,0:48,1,10,BUF 11,38,14,Ryan Fitzpatrick pass complete short left to David Nelson for 20 yards (tackle by James Ihedigbo),-0.370,1.000
4,0:25,1,10,BUF 31,38,14,Ryan Fitzpatrick pass complete short right to Lee Evans for 6 yards (tackle by Antonio Cromartie),1.000,1.270
4,0:01,2,4,BUF 37,38,14,Ryan Fitzpatrick pass incomplete deep left intended for Steve Johnson,1.270,0.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
