Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
2,9:41,2,6,IND 12,0,7,"Penalty on Mike Goff: False Start, 5 yards (no play)",4.570,3.770
2,9:41,2,11,IND 17,0,7,"LaDainian Tomlinson up the middle for 8 yards (tackle by Marlin Jackson). LaDainian Tomlinson fumbles (forced by Marlin Jackson), recovered by Mike Goff at IND-9",3.770,4.390
2,9:13,3,3,IND 9,0,7,"Penalty on Mike Goff: False Start, 5 yards (no play)",4.390,3.370
2,8:44,3,8,IND 14,6,7,"Philip Rivers pass complete short left to Vincent Jackson for 14 yards, touchdown",3.370,7.000
2,,,,IND 2,7,7,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,7,7,"Dave Rayner kicks off 62 yards, returned by T.J. Rushing for 20 yards (tackle by Legedu Naanee)",0.000,0.810
2,8:34,1,10,IND 28,7,7,Peyton Manning pass complete short middle to Joseph Addai for 22 yards (tackle by Drayton Florence),0.810,2.260
2,7:58,1,10,,7,7,Peyton Manning pass complete short right to Marvin Harrison for 10 yards (tackle by Quentin Jammer),2.260,2.920
2,7:21,1,10,SDG 40,7,7,Joseph Addai right end for 1 yard (tackle by Quentin Jammer),2.920,2.510
2,6:48,2,9,SDG 39,7,7,Peyton Manning pass complete short left to Reggie Wayne for 10 yards (tackle by Drayton Florence),2.510,3.640
2,6:01,1,10,SDG 29,7,7,Peyton Manning pass incomplete short left intended for Joseph Addai (defended by Shawne Merriman),3.640,3.100
2,5:56,2,10,SDG 29,7,7,Peyton Manning pass complete short middle to Joseph Addai for 1 yard (tackle by Eric Weddle),3.100,2.540
2,5:18,3,9,SDG 28,7,7,Peyton Manning pass incomplete short middle intended for Joseph Addai,2.540,1.590
2,5:14,4,9,SDG 28,7,10,Adam Vinatieri 46 yard field goal good,1.590,3.000
2,,,,IND 30,7,10,"Adam Vinatieri kicks off 73 yards, returned by Darren Sproles for 30 yards (tackle by Luke Lawton)",0.000,0.740
2,5:04,1,10,SDG 27,7,10,Philip Rivers pass complete short left to Brandon Manumaleuna for 3 yards (tackle by Edward Johnson),0.740,0.600
2,4:23,2,7,SDG 30,7,10,Michael Turner up the middle for 6 yards (tackle by Keyunta Dawson),0.600,0.700
2,3:45,3,1,SDG 36,7,10,Michael Turner left tackle for 19 yards (tackle by Antoine Bethea),0.700,2.590
2,3:13,1,10,IND 45,7,10,Philip Rivers pass complete short left to Vincent Jackson for 13 yards (tackle by Marlin Jackson),2.590,3.450
2,2:33,1,10,IND 32,7,10,Philip Rivers left end for 1 yard (tackle by Raheem Brock and Keyunta Dawson),3.450,3.040
2,2:00,2,9,IND 31,7,10,Philip Rivers pass incomplete short right intended for Craig Davis,3.040,2.340
2,1:56,3,9,IND 31,7,10,Philip Rivers pass incomplete short left intended for Chris Chambers (defended by Tim Jennings),2.340,1.320
2,1:50,4,9,IND 31,7,10,"Nate Kaeding 48 yard field goal no good. Penalty on Bob Sanders: Taunting, 14 yards",1.320,-0.540
2,1:46,1,10,IND 24,7,10,Peyton Manning pass complete short right to Dallas Clark for 10 yards (tackle by Stephen Cooper),0.540,1.200
2,1:26,1,10,IND 34,7,10,Peyton Manning pass complete short middle to Dallas Clark for 19 yards (tackle by Stephen Cooper),1.200,2.460
2,1:03,1,10,SDG 47,7,10,Peyton Manning pass complete short left to Anthony Gonzalez for 8 yards (tackle by Antonio Cromartie),2.460,2.990
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:45,2,2,SDG 39,7,10,Joseph Addai right tackle for 1 yard (tackle by Stephen Cooper and Eric Weddle),2.990,2.410
2,0:35,,,,7,10,Timeout #1 by Indianapolis Colts,0.000,2.410
2,0:35,3,1,SDG 38,7,10,Joseph Addai left tackle for 3 yards (tackle by Stephen Cooper and Luis Castillo),2.410,3.250
2,0:30,,,,7,10,Timeout #2 by Indianapolis Colts,0.000,3.250
2,0:30,1,10,SDG 35,7,10,Peyton Manning pass incomplete short left intended for Reggie Wayne,3.250,2.700
2,0:25,2,10,SDG 35,7,10,"Peyton Manning pass incomplete deep left intended for Reggie Wayne is intercepted by Antonio Cromartie at SDG-11 and returned for 89 yards. Penalty on Eric Weddle: Offensive Holding, 10 yards",2.700,-1.000
2,0:03,1,10,SDG 31,7,10,Philip Rivers kneels for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,7,10,"Adam Vinatieri kicks off 70 yards, returned by Darren Sproles for 13 yards, lateral to Antonio Cromartie for 4 yards (tackle by T.J. Rushing)",0.000,-0.060
3,14:52,1,10,SDG 17,7,10,Michael Turner left tackle for 4 yards (tackle by Edward Johnson and Josh Thomas),-0.060,0.080
3,14:10,2,6,SDG 21,7,10,Philip Rivers pass complete short right to Vincent Jackson for 17 yards (tackle by Marlin Jackson),0.080,1.470
3,13:33,1,10,SDG 38,7,10,Philip Rivers pass complete short left to Vincent Jackson for 13 yards (tackle by Marlin Jackson),1.470,2.320
3,12:59,1,10,IND 49,7,10,Michael Turner up the middle for 7 yards (tackle by Tyjuan Hagler and Kelvin Hayden),2.320,2.730
3,12:26,2,3,IND 42,7,10,Michael Turner left tackle for 7 yards (tackle by Edward Johnson and Antoine Bethea),2.730,3.250
3,11:45,1,10,IND 35,7,10,"Philip Rivers pass incomplete deep left intended for Antonio Gates. Penalty on Josh Thomas: Neutral Zone Infraction, 5 yards (no play)",3.250,3.980
3,11:39,1,5,IND 30,13,10,"Philip Rivers pass complete deep left to Chris Chambers for 30 yards, touchdown",3.980,7.000
3,,,,IND 2,14,10,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,14,10,"Dave Rayner kicks off 70 yards, returned by T.J. Rushing for 37 yards (tackle by Jyles Tucker)",0.000,1.400
3,11:28,1,10,IND 37,14,10,Peyton Manning pass complete short middle to Reggie Wayne for 10 yards (tackle by Stephen Cooper),1.400,2.060
3,10:47,1,10,IND 47,14,10,Peyton Manning pass complete deep left to Reggie Wayne for 21 yards (tackle by Clinton Hart),2.060,3.450
3,10:09,1,10,SDG 32,14,10,Joseph Addai up the middle for 6 yards (tackle by Stephen Cooper),3.450,3.710
3,9:39,2,4,SDG 26,14,10,Joseph Addai up the middle for 5 yards (tackle by Igor Olshansky and Clinton Hart),3.710,4.170
3,9:04,1,10,SDG 21,14,10,Joseph Addai right tackle for 10 yards (tackle by Stephen Cooper),4.170,4.840
3,8:23,1,10,SDG 11,14,10,Kenton Keith up the middle for 5 yards (tackle by Stephen Cooper and Jyles Tucker),4.840,5.080
3,7:48,2,5,SDG 6,14,10,Kenton Keith up the middle for 2 yards (tackle by Jacques Cesaire and Eric Weddle),5.080,4.670
3,7:10,3,3,SDG 4,14,10,Peyton Manning pass incomplete short middle intended for Kenton Keith is intercepted by Eric Weddle at SDG-2,4.670,0.380
3,7:04,1,10,SDG 2,14,10,Michael Turner left tackle for 1 yard (tackle by Quinn Pitcock and Josh Thomas),-0.380,-0.710
3,6:28,2,9,SDG 3,14,10,Michael Turner up the middle for 3 yards (tackle by Quinn Pitcock),-0.710,-0.950
3,6:14,3,6,SDG 6,14,10,Philip Rivers pass incomplete short right intended for Darren Sproles,-0.950,-2.490
3,6:07,4,6,SDG 6,14,10,"Mike Scifres punts 56 yards, returned by T.J. Rushing for 12 yards (tackle by Jyles Tucker)",-2.490,-2.260
3,5:55,1,10,SDG 50,14,10,Peyton Manning pass complete short middle to Kenton Keith for 18 yards (tackle by Shawne Merriman). Penalty on Drayton Florence: Illegal Contact (Declined),2.260,3.450
3,5:25,1,10,SDG 32,14,10,Peyton Manning pass complete short middle to Anthony Gonzalez for 11 yards (tackle by Antonio Cromartie),3.450,4.170
3,4:45,1,10,SDG 21,14,10,Kenton Keith up the middle for 2 yards (tackle by Stephen Cooper and Igor Olshansky),4.170,3.900
3,4:05,2,8,SDG 19,14,10,Peyton Manning pass complete short middle to Kenton Keith for 5 yards (tackle by Stephen Cooper),3.900,4.020
3,3:43,3,3,SDG 14,14,10,"Kenton Keith up the middle for -4 yards (tackle by Clinton Hart). Penalty on Stephen Cooper: Defensive Offside, 5 yards (no play)",4.020,5.140
3,3:19,1,9,SDG 9,14,16,"Peyton Manning pass complete short right to Reggie Wayne for 9 yards, touchdown",5.140,7.000
,,,,,,,"IND challenged the runner was in bounds ruling, and the original play was overturned.",,
3,,,,SDG 2,14,17,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,14,17,"Adam Vinatieri kicks off 74 yards, returned by Darren Sproles for 30 yards (tackle by T.J. Rushing)",0.000,0.670
3,2:53,1,10,SDG 26,14,17,"Penalty on Chris Chambers: Offensive 12 On-field, 5 yards (no play)",0.670,0.340
3,2:46,1,15,SDG 21,14,17,Philip Rivers pass complete short right to Antonio Gates for 5 yards (tackle by Tyjuan Hagler),0.340,0.130
3,2:01,2,10,SDG 26,14,17,Michael Turner up the middle for 1 yard (tackle by Tyjuan Hagler and Gary Brackett),0.130,-0.430
3,1:09,3,9,SDG 27,14,17,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",-0.430,-1.090
3,0:53,3,14,SDG 22,14,17,Philip Rivers pass complete deep right to Chris Chambers for 22 yards (tackle by Antoine Bethea),-1.090,1.860
3,0:16,1,10,SDG 44,14,17,Philip Rivers pass incomplete short middle intended for Michael Turner (defended by Edward Johnson),1.860,1.320
3,0:10,2,10,SDG 44,20,17,"Philip Rivers pass complete short left to Darren Sproles for 56 yards, touchdown",1.320,7.000
3,,,,IND 2,21,17,Nate Kaeding kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,SDG,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,,,,SDG 30,21,17,"Dave Rayner kicks off 70 yards, returned by T.J. Rushing for 30 yards (tackle by Brandon Siler)",0.000,0.940
4,14:54,1,10,IND 30,21,17,"Peyton Manning pass incomplete deep left intended for Reggie Wayne. Penalty on Clinton Hart: Defensive Pass Interference, 25 yards (no play)",0.940,2.590
4,14:48,1,10,SDG 45,21,17,"Peyton Manning pass complete short middle to Dallas Clark for 25 yards (tackle by Eric Weddle). Penalty on Ryan Diem: Unnecessary Roughness, 15 yards (no play)",2.590,1.600
4,14:15,1,25,IND 40,21,17,"Peyton Manning pass incomplete deep left intended for Reggie Wayne. Penalty on Drayton Florence: Defensive Holding, 5 yards (no play)",1.600,1.930
4,14:09,1,10,IND 45,21,17,Peyton Manning pass complete short middle to Joseph Addai for 5 yards (tackle by Stephen Cooper),1.930,2.060
4,13:34,2,5,,21,17,Peyton Manning pass complete short middle to Joseph Addai for 1 yard (tackle by Jyles Tucker),2.060,1.490
4,12:54,3,4,SDG 49,21,17,Peyton Manning pass incomplete short middle intended for Reggie Wayne (defended by Drayton Florence),1.490,0.000
4,12:50,4,4,SDG 49,21,17,"Hunter Smith punts 49 yards, touchback",0.000,-0.280
4,12:38,1,10,SDG 20,21,17,Michael Turner left end for 2 yards (tackle by Josh Thomas and Gary Brackett),0.280,0.000
4,11:53,2,8,SDG 22,21,17,Darren Sproles up the middle for 1 yard (tackle by Gary Brackett),0.000,-0.560
4,11:09,3,7,SDG 23,21,17,Billy Volek pass incomplete short middle intended for Antonio Gates (defended by Tyjuan Hagler),-0.560,-1.830
4,11:03,4,7,SDG 23,21,17,"Mike Scifres punts 55 yards, returned by T.J. Rushing for 22 yards (tackle by Legedu Naanee)",-1.830,-1.860
4,10:50,1,10,IND 44,21,17,Joseph Addai up the middle for 1 yard (tackle by Shawne Merriman),1.860,1.450
4,10:22,2,9,IND 45,21,17,Peyton Manning pass incomplete short right intended for Marvin Harrison (defended by Quentin Jammer),1.450,0.760
4,10:16,3,9,IND 45,21,23,"Peyton Manning pass complete deep left to Anthony Gonzalez for 55 yards, touchdown",0.760,7.000
,,,,,,,"SDG challenged the runner was in bounds ruling, and the play was upheld.",,
4,,,,SDG 2,21,24,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,21,24,"Adam Vinatieri kicks off 74 yards, returned by Darren Sproles for 26 yards (tackle by Darrell Reid)",0.000,0.410
4,10:02,1,10,SDG 22,21,24,Billy Volek pass complete short right to Chris Chambers for 15 yards (tackle by Bob Sanders),0.410,1.400
4,9:16,1,10,SDG 37,21,24,Billy Volek pass complete short left to Vincent Jackson for 6 yards (tackle by Gary Brackett),1.400,1.670
4,8:46,2,4,SDG 43,21,24,Michael Turner left tackle for no gain (tackle by Darrell Reid),1.670,0.960
4,8:01,3,4,SDG 43,21,24,"Billy Volek pass incomplete deep right intended for Darren Sproles. Penalty on Marlin Jackson: Face Mask (15 Yards), 15 yards (no play)",0.960,2.790
4,7:55,1,10,IND 42,21,24,Billy Volek pass complete short left to Legedu Naanee for 27 yards (tackle by Edward Johnson),2.790,4.580
4,7:04,1,10,IND 15,21,24,Michael Turner right tackle for 9 yards (tackle by Antoine Bethea and Freddie Keiaho),4.580,5.600
4,6:23,2,1,IND 6,21,24,Michael Turner left tackle for 1 yard (tackle by Josh Thomas and Edward Johnson),5.600,6.060
4,5:41,1,5,IND 5,21,24,Michael Turner up the middle for 4 yards (tackle by Tyjuan Hagler and Antoine Bethea),6.060,5.910
4,4:54,2,1,IND 1,27,24,"Billy Volek up the middle for 1 yard, touchdown",5.910,7.000
4,,,,IND 2,28,24,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,28,24,"Dave Rayner kicks off 68 yards, returned by T.J. Rushing for 21 yards (tackle by Kassim Osgood)",0.000,0.480
4,4:45,1,10,IND 23,28,24,Peyton Manning pass complete short right to Dallas Clark for 14 yards (tackle by Drayton Florence),0.480,1.400
4,4:16,1,10,IND 37,28,24,Peyton Manning pass complete short middle to Reggie Wayne for 11 yards (tackle by Stephen Cooper),1.400,2.130
4,3:52,1,10,IND 48,28,24,Peyton Manning pass complete short right to Devin Aromashodu for 13 yards (tackle by Quentin Jammer),2.130,2.980
4,3:44,1,10,SDG 39,28,24,Peyton Manning pass complete short left to Anthony Gonzalez for 5 yards (tackle by Antonio Cromartie),2.980,3.120
4,3:16,2,5,SDG 34,28,24,Peyton Manning pass incomplete deep right intended for Devin Aromashodu,3.120,2.410
4,3:10,3,5,SDG 34,28,24,Peyton Manning pass incomplete deep right intended for Reggie Wayne,2.410,1.070
4,3:02,,,,28,24,Timeout #2 by San Diego Chargers,0.000,1.070
4,3:02,4,5,SDG 34,28,24,"Peyton Manning pass complete short middle to Dallas Clark for 16 yards (tackle by Eric Weddle). Penalty on Shaun Phillips: Face Mask (15 Yards), 9 yards",1.070,5.140
4,2:51,1,9,SDG 9,28,24,Joseph Addai up the middle for 2 yards (tackle by Shaun Phillips and Quentin Jammer),5.140,4.760
4,2:16,2,7,SDG 7,28,24,Peyton Manning pass incomplete short right intended for Joseph Addai (defended by Drayton Florence),4.760,3.810
4,2:10,3,7,SDG 7,28,24,Peyton Manning pass incomplete short middle intended for Joseph Addai (defended by Shaun Phillips),3.810,2.970
4,2:06,4,7,SDG 7,28,24,Peyton Manning pass incomplete short middle intended for Joseph Addai,2.970,0.380
4,2:01,1,10,SDG 7,28,24,Michael Turner right tackle for 1 yard (tackle by Tyjuan Hagler),-0.380,-0.710
4,1:57,2,9,SDG 8,28,24,Michael Turner right end for 5 yards (tackle by Edward Johnson and Antoine Bethea),-0.710,-0.720
4,1:49,,,,28,24,Timeout #1 by Indianapolis Colts,0.000,-0.720
4,1:49,3,4,SDG 13,28,24,Michael Turner up the middle for 1 yard (tackle by Bob Sanders),-0.720,-2.470
4,1:42,,,,28,24,Timeout #2 by Indianapolis Colts,0.000,-2.470
4,1:42,4,3,SDG 14,28,24,"Mike Scifres punts 66 yards, returned by T.J. Rushing for 12 yards (tackle by David Binn)",-2.470,-1.070
4,1:30,1,10,IND 32,28,24,Peyton Manning pass complete short middle to Joseph Addai for 5 yards (tackle by Drayton Florence),1.070,1.200
4,1:13,2,5,IND 37,28,24,Peyton Manning pass incomplete short left intended for Joseph Addai,1.200,0.500
4,1:08,3,5,IND 37,28,24,Peyton Manning pass incomplete deep middle intended for Reggie Wayne (defended by Marlon McCree),0.500,-0.910
4,1:03,,,,28,24,Timeout #3 by Indianapolis Colts,0.000,-0.910
4,1:03,4,5,IND 37,28,24,Peyton Manning pass incomplete short right intended for Dallas Clark,-0.910,-3.120
4,0:58,1,10,IND 37,28,24,Billy Volek kneels for -1 yards,3.120,2.440
4,0:31,2,11,IND 38,28,24,Billy Volek kneels for -1 yards,2.440,1.620
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
